"Time","pod:frontend-w2-599b6846df-zzdhl_service:frontend_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-przdd_service:frontend_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-4p9zp_service:frontend_node:worker--4","pod:recommendationservice-w1-6855bd669b-g2b7q_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w4-656689488c-5vt22_service:currencyservice_node:worker--4","pod:productcatalogservice-w1-5d9b8d854-7s7hr_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-b9mh5_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w1-76766bdfb6-rqj4t_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-snxnq_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w3-66565874fb-mznl4_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-6kl8t_service:frontend_node:worker--4","pod:recommendationservice-w4-8597bb459d-86kxz_service:recommendationservice_node:worker--4","pod:cartservice-w1-6d5d8bb6bc-wdc92_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-n9gbk_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w3-6f8d8654c5-5hwpd_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-6f8d8654c5-l92pd_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-ltw1n_service:currencyservice_node:worker--4","pod:frontend-w3-777d8d5dcb-l9sph_service:frontend_node:worker--3.novalocal","pod:frontend-w1-6646bc856b-jdx96_service:frontend_node:worker--1.novalocal","pod:redis-cart-w1-5fdf77f88c-prfhz_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-z7t5v_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-7jghv_service:frontend_node:worker--2.novalocal","pod:frontend-w2-599b6846df-mxrpj_service:frontend_node:worker--2.novalocal","pod:frontend-w4-8ddd87c7b-2jnzv_service:frontend_node:worker--4","pod:frontend-w4-8ddd87c7b-r8r2r_service:frontend_node:worker--4","pod:recommendationservice-w1-6855bd669b-chpk5_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-c8f68_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-5bbcb977f8-jzmnx_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-mbtxf_service:currencyservice_node:worker--4","pod:frontend-w3-777d8d5dcb-hzxpn_service:frontend_node:worker--3.novalocal","pod:currencyservice-w2-cd78b8fd6-v9g5t_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-cd78b8fd6-vgxmx_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-4p6kb_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w4-8649bb655b-mhjfm_service:productcatalogservice_node:worker--4","pod:currencyservice-w1-649d8c7669-q2q7b_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-6npg2_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-j66tk_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-bffq2_service:frontend_node:worker--3.novalocal"
1642122675.151,0.3358195614170295,0.35219935879374303,0.3301157503597302,0.15970945429522315,0.20712835113640826,0.30094064124471315,0.20043327764704896,0.4077176320011039,0.31369645911304933,0.32157736539279497,0.33196644103680983,0.1447190863369141,0.3575363564935973,0.30891267960672475,0.24980113072116455,0.24126403895712528,0.21426223862832042,0.3587618371885585,0.3494993420600694,0.013892819127904878,0.22000909601587848,0.33138570769841236,0.33861239196067194,0.14648381565868973,0.35327547174860574,0.18639330036350665,0.30556729865621063,0.16935125315688182,0.20871263830148765,0.3830944938367971,0.21874306796706577,0.21801706150230532,0.15314658130347375,0.2888460567125106,0.2702050950639583,0.33794707446399774,0.2510725110057037,0.3608343679602461
1642122690.358,0.3798295545474101,0.3936900940175796,0.3535413200491913,0.18483270004004448,0.23221038188134893,0.35751703006429675,0.22468937354710752,0.44026271608262846,0.3660649254098546,0.35998474281727005,0.37382543921220335,0.1548421816550433,0.4031676188774709,0.34137985342167193,0.27831942696786643,0.273703292768861,0.23369826720188047,0.4022617655098576,0.3988021379541667,0.014908520354163065,0.24365055662947066,0.37218254498040493,0.38024104239138845,0.16740373432975858,0.4008629040928495,0.20791570162548503,0.33567190975259187,0.18622235253005706,0.22833283212614386,0.42850897307220615,0.2483516196375109,0.24163855640519488,0.16826627772754882,0.3290894360506534,0.3120370901182953,0.3791176066447901,0.27959235665940413,0.4053649645711302
1642122705.397,0.3798295545474101,0.3936900940175796,0.3535413200491913,0.18483270004004448,0.23221038188134893,0.35751703006429675,0.22468937354710752,0.44026271608262846,0.3660649254098546,0.35998474281727005,0.37382543921220335,0.1548421816550433,0.4031676188774709,0.34137985342167193,0.27831942696786643,0.273703292768861,0.23369826720188047,0.4022617655098576,0.3988021379541667,0.014908520354163065,0.24365055662947066,0.37218254498040493,0.38024104239138845,0.16740373432975858,0.4008629040928495,0.20791570162548503,0.33567190975259187,0.18622235253005706,0.22833283212614386,0.42850897307220615,0.2483516196375109,0.24163855640519488,0.16826627772754882,0.3290894360506534,0.3120370901182953,0.3791176066447901,0.27959235665940413,0.4053649645711302
1642122720.457,0.3989059158578458,0.41710159096400773,0.38919529424905863,0.18771545780817994,0.24613357797126967,0.35094865215670495,0.2209649501848795,0.42429818993560575,0.3639761971648277,0.3724808095099339,0.39495472850476887,0.16233422760879396,0.3951544378396549,0.3649724506623808,0.2825758500826929,0.27723000785856916,0.23513678177593256,0.4262563885495087,0.4253800959487226,0.014621660672719534,0.2513295575193545,0.3912640310365699,0.402845428165519,0.17745357959321587,0.42215491633515023,0.20446353842483284,0.3540249926521546,0.1898116845028185,0.24543263734052667,0.45081034811257614,0.25242614087928034,0.2493775133420259,0.17624473491278464,0.3500871564763345,0.31860088442574785,0.3971799200407272,0.28348627458349995,0.42807623973125264
1642122735.501,0.3989059158578458,0.41710159096400773,0.38919529424905863,0.18771545780817994,0.24613357797126967,0.35094865215670495,0.2209649501848795,0.42429818993560575,0.3639761971648277,0.3724808095099339,0.39495472850476887,0.16233422760879396,0.3951544378396549,0.3649724506623808,0.2825758500826929,0.27723000785856916,0.23513678177593256,0.4262563885495087,0.4253800959487226,0.014621660672719534,0.2513295575193545,0.3912640310365699,0.402845428165519,0.17745357959321587,0.42215491633515023,0.20446353842483284,0.3540249926521546,0.1898116845028185,0.24543263734052667,0.45081034811257614,0.25242614087928034,0.2493775133420259,0.17624473491278464,0.3500871564763345,0.31860088442574785,0.3971799200407272,0.28348627458349995,0.42807623973125264
1642122750.541,0.39922031722672746,0.41804198379668545,0.3451998753466461,0.19252646528295306,0.2443914940596818,0.3580162019515997,0.22586244149264767,0.45882244164173014,0.3569476613036613,0.37438993742829074,0.36725240717782787,0.15545443346462598,0.3985460802869003,0.34820663425170184,0.2828044208036002,0.27771074798351886,0.24338328016027488,0.42626572910685273,0.4283716907744725,0.013713373175247057,0.2511107871301605,0.39125836472706466,0.4031839502364767,0.17363482075676773,0.4230040814406707,0.21038867612151435,0.35472922180807,0.19084534711640058,0.22962012909394414,0.45237035688463767,0.2516520039534631,0.2499018808721103,0.17609914574109314,0.3452588282825877,0.32201120982578557,0.3978011664442478,0.28334384269869967,0.429412936060691
1642122765.579,0.39922031722672746,0.41804198379668545,0.3451998753466461,0.19252646528295306,0.2443914940596818,0.3580162019515997,0.22586244149264767,0.45882244164173014,0.3569476613036613,0.37438993742829074,0.36725240717782787,0.15545443346462598,0.3985460802869003,0.34820663425170184,0.2828044208036002,0.27771074798351886,0.24338328016027488,0.42626572910685273,0.4283716907744725,0.013713373175247057,0.2511107871301605,0.39125836472706466,0.4031839502364767,0.17363482075676773,0.4230040814406707,0.21038867612151435,0.35472922180807,0.19084534711640058,0.22962012909394414,0.45237035688463767,0.2516520039534631,0.2499018808721103,0.17609914574109314,0.3452588282825877,0.32201120982578557,0.3978011664442478,0.28334384269869967,0.429412936060691
1642122780.665,0.4010691861867249,0.41948777889046596,0.38403368526680876,0.20122120842222313,0.23795087431705786,0.3464190095031679,0.22243325868717245,0.4217789280667553,0.38481407635660786,0.3755466551371234,0.39669951378391666,0.15897031215883048,0.4286200655967587,0.36161067260835245,0.2841202527286848,0.2795528846664549,0.24364998220349762,0.42774482271823566,0.42731426630605557,0.014378965163675228,0.25291618705568897,0.393482229480846,0.40358566195572054,0.17793602105865192,0.4283401025519722,0.2087849539280074,0.35649122472467926,0.1914220151727572,0.23952238187055386,0.45541973277250913,0.2524460499609439,0.2505154878235926,0.16840369570128338,0.3533148355333975,0.317172005606026,0.4001598003579258,0.2836150456861228,0.4320372088633454
1642122795.682,0.4010691861867249,0.41948777889046596,0.38403368526680876,0.20122120842222313,0.23795087431705786,0.3464190095031679,0.22243325868717245,0.4217789280667553,0.38481407635660786,0.3755466551371234,0.39669951378391666,0.15897031215883048,0.4286200655967587,0.36161067260835245,0.2841202527286848,0.2795528846664549,0.24364998220349762,0.42774482271823566,0.42731426630605557,0.014378965163675228,0.25291618705568897,0.393482229480846,0.40358566195572054,0.17793602105865192,0.4283401025519722,0.2087849539280074,0.35649122472467926,0.1914220151727572,0.23952238187055386,0.45541973277250913,0.2524460499609439,0.2505154878235926,0.16840369570128338,0.3533148355333975,0.317172005606026,0.4001598003579258,0.2836150456861228,0.4320372088633454
1642122810.765,0.40200519787448014,0.4186115751840548,0.39478228261221093,0.21407214250530698,0.2473784661733931,0.3631179327267378,0.2225159635272213,0.43366232510112557,0.38376953637812894,0.3750448742163785,0.39804903012808385,0.1641113982816578,0.39591302668138256,0.3661248387413247,0.28381062820210695,0.27826066273848515,0.2438113424861449,0.42689851221927877,0.45339618288956285,0.014506106871752699,0.25282031970341146,0.3954471324422991,0.4040805707100538,0.1791406717138712,0.430467323283514,0.2224318089776011,0.35654833663530705,0.19184179751292163,0.24742166109755678,0.45339967660110936,0.25332668758438326,0.25108246045541616,0.17521700101728951,0.3545590462024071,0.30610805833924315,0.4009137013656545,0.28256307106693,0.4293758087679258
