"Time","pod:productcatalogservice-w1-8649bb655b-zpj7d_service:productcatalogservice_node:worker--1","pod:productcatalogservice-w4-5d9b8d854-7hbbn_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-599b6846df-r7t4m_service:frontend_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-t8l75_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-9hxps_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-v5vd5_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w1-8649bb655b-k6nch_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-q6x4w_service:recommendationservice_node:worker--1","pod:currencyservice-w4-649d8c7669-8nn57_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-pfrrb_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-tjzdj_service:currencyservice_node:worker--4.novalocal","pod:frontend-w3-599b6846df-5pgrd_service:frontend_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-gkkxj_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-xnf8x_service:currencyservice_node:worker--2.novalocal","pod:adservice-w1-754d7d8cd4-qcssk_service:adservice_node:worker--1","pod:cartservice-w1-856bd974f7-nqs4z_service:cartservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-2pm4x_service:recommendationservice_node:worker--1","pod:frontend-w4-6646bc856b-sc6lx_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-9bdpb_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-96hrw_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-6855bd669b-tlbmw_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-2r24q_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w1-8649bb655b-8nmd5_service:productcatalogservice_node:worker--1","pod:redis-cart-w1-6d65c886c7-g2jfn_service:redis-cart_node:worker--1","pod:frontend-w4-6646bc856b-q9dgk_service:frontend_node:worker--4.novalocal","pod:frontend-w3-599b6846df-r66tl_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w1-8597bb459d-rfhgg_service:recommendationservice_node:worker--1","pod:currencyservice-w2-6f8d8654c5-9zx2w_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w1-656689488c-5ls7b_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-wdft4_service:frontend_node:worker--1","pod:frontend-w4-6646bc856b-jxght_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-spk7w_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-wgh9l_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w2-66565874fb-cv58l_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-4bzl4_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-sv65s_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w3-56c4dd84bf-6ddqj_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-vf8jq_service:frontend_node:worker--2.novalocal"
1642106965.486,0.29436367040041855,0.34498851990876767,0.3876518874646141,0.3991769918534729,0.3999805033006938,0.40121721287845935,0.2995925261132054,0.15121704712602219,0.30411197633519294,0.2847916572582339,0.30681344418247414,0.39040136576293083,0.27016211718917427,0.276686459951422,0.4032063682303102,0.3718190840609493,0.1549148568975017,0.4289199751945352,0.24636413884562067,0.3751255802169859,0.22675125725999878,0.24389919325783338,0.29412163584347495,0.028770762632517433,0.4091569802462674,0.3937481659005567,0.15015522584790492,0.27209600164742836,0.2312873645190121,0.17959519435520277,0.39717089971499997,0.24741883943331838,0.16743241429547523,0.3348692901511623,0.19249339228933054,0.43823472932306906,0.31840237182715553,0.404283388109139
1642106980.514,0.29436367040041855,0.34498851990876767,0.3876518874646141,0.3991769918534729,0.3999805033006938,0.40121721287845935,0.2995925261132054,0.15121704712602219,0.30411197633519294,0.2847916572582339,0.30681344418247414,0.39040136576293083,0.27016211718917427,0.276686459951422,0.4032063682303102,0.3718190840609493,0.1549148568975017,0.4289199751945352,0.24636413884562067,0.3751255802169859,0.22675125725999878,0.24389919325783338,0.29412163584347495,0.028770762632517433,0.4091569802462674,0.3937481659005567,0.15015522584790492,0.27209600164742836,0.2312873645190121,0.17959519435520277,0.39717089971499997,0.24741883943331838,0.16743241429547523,0.3348692901511623,0.19249339228933054,0.43823472932306906,0.31840237182715553,0.404283388109139
1642106995.558,0.3114280227785209,0.3604232589023771,0.4312029119863908,0.4360885291755788,0.4352965514451993,0.43792201505954786,0.3270425598482667,0.16138969822802796,0.30687910609922997,0.3201424413870057,0.2886593145372024,0.4289542545714222,0.2866004565799063,0.28724020030092956,0.423824167292101,0.41410894359819495,0.16651708008473903,0.44387006044259597,0.25841024620056585,0.41203854608820467,0.23480679042403482,0.2597553484560129,0.3227759974274045,0.03144086517723568,0.47433422628065297,0.4322965820823405,0.16783715865237517,0.28482254821001507,0.2520285653816504,0.199447996768231,0.4379886776645337,0.2626687155850846,0.17990309262128323,0.35943829494694,0.20033832092360973,0.46866278048383236,0.3412692625663517,0.44170544321862404
1642107010.582,0.3114280227785209,0.3604232589023771,0.4312029119863908,0.4360885291755788,0.4352965514451993,0.43792201505954786,0.3270425598482667,0.16138969822802796,0.30687910609922997,0.3201424413870057,0.2886593145372024,0.4289542545714222,0.2866004565799063,0.28724020030092956,0.423824167292101,0.41410894359819495,0.16651708008473903,0.44387006044259597,0.25841024620056585,0.41203854608820467,0.23480679042403482,0.2597553484560129,0.3227759974274045,0.03144086517723568,0.47433422628065297,0.4322965820823405,0.16783715865237517,0.28482254821001507,0.2520285653816504,0.199447996768231,0.4379886776645337,0.2626687155850846,0.17990309262128323,0.35943829494694,0.20033832092360973,0.46866278048383236,0.3412692625663517,0.44170544321862404
1642107025.624,0.3278209004677305,0.38229289482322076,0.4319627283405502,0.43688039399866624,0.4365618990639667,0.4383507935586516,0.3274415657822726,0.16203366920520654,0.3026496293447155,0.3209700996728902,0.32970209378374893,0.4296497011677787,0.28671202994876965,0.28632722128553645,0.40884516243193203,0.4157618164274923,0.1672653020368161,0.4462832824915872,0.2583164606480527,0.4122112822442139,0.2219145976852589,0.25898176656476857,0.3239859362978389,0.03144655578092469,0.4306401869354125,0.43213049918318946,0.16331276835817354,0.2837919927325413,0.2509472380817249,0.20016667358389018,0.4774803775196833,0.26036840495493524,0.17996798991305035,0.360840468259049,0.20036112397095598,0.4690542218273527,0.3418264892743273,0.4420466341118025
1642107040.647,0.3278209004677305,0.38229289482322076,0.4319627283405502,0.43688039399866624,0.4365618990639667,0.4383507935586516,0.3274415657822726,0.16203366920520654,0.3026496293447155,0.3209700996728902,0.32970209378374893,0.4296497011677787,0.28671202994876965,0.28632722128553645,0.40884516243193203,0.4157618164274923,0.1672653020368161,0.4462832824915872,0.2583164606480527,0.4122112822442139,0.2219145976852589,0.25898176656476857,0.3239859362978389,0.03144655578092469,0.4306401869354125,0.43213049918318946,0.16331276835817354,0.2837919927325413,0.2509472380817249,0.20016667358389018,0.4774803775196833,0.26036840495493524,0.17996798991305035,0.360840468259049,0.20036112397095598,0.4690542218273527,0.3418264892743273,0.4420466341118025
1642107055.67,0.3299727919513649,0.365792854041465,0.43097091993459197,0.4357857524765449,0.43609527735181625,0.4401732309338306,0.32789236563977553,0.16647421230692366,0.3024058936821495,0.3310718532546958,0.3319428692216394,0.4295083078716311,0.28619966979048495,0.2845922643488302,0.39445273783359397,0.4188108537552989,0.16840508753399702,0.44969270252665994,0.25868391267692853,0.41195185212898,0.24926986457716088,0.2587401592487493,0.320223753835048,0.03181049326667331,0.445913850596368,0.4302738803924434,0.1701766380828713,0.2831070267946478,0.2517292507551691,0.20032787621543402,0.4672125669544449,0.2605163969805948,0.18181947565334725,0.3597306527961373,0.20064561122246952,0.4451265199802804,0.3421985218593362,0.4431272389739206
1642107070.721,0.3299727919513649,0.365792854041465,0.43097091993459197,0.4357857524765449,0.43609527735181625,0.4401732309338306,0.32789236563977553,0.16647421230692366,0.3024058936821495,0.3310718532546958,0.3319428692216394,0.4295083078716311,0.28619966979048495,0.2845922643488302,0.39445273783359397,0.4188108537552989,0.16840508753399702,0.44969270252665994,0.25868391267692853,0.41195185212898,0.24926986457716088,0.2587401592487493,0.320223753835048,0.03181049326667331,0.445913850596368,0.4302738803924434,0.1701766380828713,0.2831070267946478,0.2517292507551691,0.20032787621543402,0.4672125669544449,0.2605163969805948,0.18181947565334725,0.3597306527961373,0.20064561122246952,0.4451265199802804,0.3421985218593362,0.4431272389739206
1642107085.736,0.30104886426333477,0.37983252588907096,0.4340020754651268,0.43542811937089865,0.4346100201313855,0.4391061958781606,0.32334027597978626,0.16898247607772382,0.3044998617310134,0.31575253598040287,0.3174502552529457,0.4309957899743555,0.28598843821202724,0.28432778428395167,0.40388395678378985,0.4204070176877599,0.17018383196163658,0.4499101687982429,0.25926365050677874,0.4131830507304852,0.2304523751397568,0.2599240640304983,0.32702738762332895,0.03183838445906222,0.4792875544780534,0.43208408911716056,0.16569397965264088,0.28273980948346245,0.2522576126895714,0.20163724759569535,0.47530429802373636,0.2611777765982459,0.18341428232278129,0.35965444066317787,0.2007761426456502,0.48022749827458683,0.34313434923220393,0.4425939377997593
1642107100.77,0.30104886426333477,0.37983252588907096,0.4340020754651268,0.43542811937089865,0.4346100201313855,0.4391061958781606,0.32334027597978626,0.16898247607772382,0.3044998617310134,0.31575253598040287,0.3174502552529457,0.4309957899743555,0.28598843821202724,0.28432778428395167,0.40388395678378985,0.4204070176877599,0.17018383196163658,0.4499101687982429,0.25926365050677874,0.4131830507304852,0.2304523751397568,0.2599240640304983,0.32702738762332895,0.03183838445906222,0.4792875544780534,0.43208408911716056,0.16569397965264088,0.28273980948346245,0.2522576126895714,0.20163724759569535,0.47530429802373636,0.2611777765982459,0.18341428232278129,0.35965444066317787,0.2007761426456502,0.48022749827458683,0.34313434923220393,0.4425939377997593
