"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 12:26:30,0.0801,0.111,0.254,0.298,,0.367,0.359,0.0617,0.00971,0.0152
2021-06-04 12:27:00,0.0786,0.114,0.286,0.300,,0.393,0.412,0.0717,0.00805,0.0168
2021-06-04 12:27:30,0.0785,0.122,0.276,0.301,,0.392,0.387,0.0675,0.00776,0.0169
2021-06-04 12:28:00,0.0814,0.119,0.271,0.296,,0.424,0.390,0.0714,0.00803,0.0183
2021-06-04 12:28:30,0.0834,0.125,0.307,0.280,,0.406,0.388,0.0713,0.00864,0.0179
2021-06-04 12:29:00,0.0800,0.120,0.307,0.275,,0.395,0.425,0.0711,0.00840,0.0174
2021-06-04 12:29:30,0.0792,0.119,0.286,0.301,,0.393,0.409,0.0712,0.00792,0.0173
2021-06-04 12:30:00,0.0838,0.116,0.338,0.249,,0.396,0.411,0.0692,0.00859,0.0178
2021-06-04 12:30:30,0.0858,0.121,0.302,0.276,,0.408,0.393,0.0728,0.00795,0.0167
2021-06-04 12:31:00,0.0800,0.122,0.289,0.283,,0.412,0.374,0.0667,0.00823,0.0173
2021-06-04 12:31:30,0.0829,0.115,0.311,0.265,,0.416,0.390,0.0695,0.00830,0.0174
2021-06-04 12:32:00,0.0855,0.122,0.309,0.265,,0.392,0.413,0.0701,0.00807,0.0173
