"Time","pod:adservice-w3-5c67ddfffc-rvj7c_service:adservice_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-dxl5t_service:cartservice_node:worker--4.novalocal","pod:redis-cart-w4-84485f8b85-6x52b_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w2-649d8c7669-6nprx_service:currencyservice_node:worker--2.novalocal","pod:cartservice-w3-86744bdcbd-x5fdb_service:cartservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-lxsjd_service:frontend_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-n4qfk_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-qjzr8_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-p7kbh_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-jb89j_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w1-8ddd87c7b-9np57_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-l687r_service:frontend_node:worker--1","pod:productcatalogservice-w3-56c4dd84bf-gh9jt_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-t8n44_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-gg9x6_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-z8q75_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-4rh4b_service:currencyservice_node:worker--1","pod:currencyservice-w1-656689488c-56ng6_service:currencyservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-kmfzr_service:productcatalogservice_node:worker--1","pod:frontend-w2-6646bc856b-vmjnc_service:frontend_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-nt75h_service:redis-cart_node:worker--2.novalocal","pod:redis-cart-w3-7c75d55f4d-nmvjl_service:redis-cart_node:worker--3.novalocal","pod:recommendationservice-w2-6855bd669b-ddpln_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w1-8ddd87c7b-d8xj6_service:frontend_node:worker--1","pod:adservice-w2-76766bdfb6-hw36l_service:adservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-686qm_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-7gtl8_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-266tc_service:adservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-q69cz_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-jncqp_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-rvrmr_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w3-56c4dd84bf-vcv8x_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-v8g5d_service:productcatalogservice_node:worker--4.novalocal","pod:cartservice-w2-6d5d8bb6bc-dc8k6_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-6849k_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w1-8597bb459d-hrlbk_service:recommendationservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-7sp6h_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-8nsl7_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-mbv46_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-rfjs5_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-f29rc_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-hm855_service:productcatalogservice_node:worker--4.novalocal"
1642043078.934,0.23204256219897657,0.2210089755044779,0.02768008081544142,0.3978021268465928,0.1966883959306821,0.6536408496897423,0.2604650845851338,0.5011585735773348,0.2507471898980162,0.16753580573363688,0.4820436734377128,0.49442401443496165,0.22606287043979453,0.13101538144074984,0.1451412587378221,0.1518174256319692,0.27151390553009297,0.25745541975387526,0.1951199174760962,0.6131794815108333,0.029179692028460175,0.007075776447367144,0.15894691549583334,0.48455474582542474,0.28929597266399437,0.3170727548334703,0.12896468516595358,0.2639112033268425,0.36115878301033755,0.2537062592960889,0.1483043358690768,0.22632193673687023,0.2508532603220552,0.19311461957424342,0.2815359406534401,0.11962461959429271,0.25930082123479165,0.15006978231346096,0.2288216022570679,0.1293330181701633,0.6920754392273547,0.25246246857958515
1642043093.958,0.2451124344419904,0.24255128424608588,0.029671034778730367,0.41953351676502504,0.22110551976334628,0.7340313344049418,0.2977639555571545,0.5679400372805605,0.30044022126912967,0.1811166247591921,0.5727515453260341,0.5394843648529292,0.2522263587763141,0.1424042515832034,0.1586589789022755,0.16138610661242042,0.3041796372328033,0.30429575136641634,0.22215232039805194,0.714556169655,0.03207255109002346,0.008347332953765605,0.17915049840301578,0.5553827028417839,0.2893187180135718,0.3536863106615714,0.14181378870153172,0.2770281302818782,0.4000243747530272,0.2824830401614205,0.15959214747388611,0.2544706810990846,0.27984900650838307,0.22141088738045034,0.2919724582890326,0.1312723181310688,0.3025252995398515,0.1769356792465835,0.2559951278182492,0.14149448922334396,0.7754246198022536,0.2817926362323255
1642043108.997,0.2451124344419904,0.24255128424608588,0.029671034778730367,0.41953351676502504,0.22110551976334628,0.7340313344049418,0.2977639555571545,0.5679400372805605,0.30044022126912967,0.1811166247591921,0.5727515453260341,0.5394843648529292,0.2522263587763141,0.1424042515832034,0.1586589789022755,0.16138610661242042,0.3041796372328033,0.30429575136641634,0.22215232039805194,0.714556169655,0.03207255109002346,0.008347332953765605,0.17915049840301578,0.5553827028417839,0.2893187180135718,0.3536863106615714,0.14181378870153172,0.2770281302818782,0.4000243747530272,0.2824830401614205,0.15959214747388611,0.2544706810990846,0.27984900650838307,0.22141088738045034,0.2919724582890326,0.1312723181310688,0.3025252995398515,0.1769356792465835,0.2559951278182492,0.14149448922334396,0.7754246198022536,0.2817926362323255
1642043124.036,0.22766483174404883,0.24402054178296123,0.02807247957216616,0.41707229603617135,0.223006955621478,0.7643544446891422,0.3135576190617476,0.5930808118656341,0.3076267611048147,0.1771772864463689,0.5962978183720016,0.5777356884372942,0.25864545221838076,0.14592451203013,0.15840053367479257,0.16170513500389666,0.313096229568286,0.3114829259531434,0.22877855099799443,0.7555903663119871,0.032105098374115966,0.009786520401471814,0.1842129041161657,0.5768012631682731,0.3028263994713636,0.3532648156568463,0.14436008939936879,0.2549657767724571,0.4050096998354228,0.2868254982627152,0.1596172474596028,0.25778710074382893,0.2836519708055517,0.22128587506029845,0.30417962654350833,0.1342767525969446,0.3276903155289061,0.17266905191093962,0.2604820149048772,0.14309860777687608,0.811490106705205,0.28559175129944386
1642043139.052,0.22766483174404883,0.24402054178296123,0.02807247957216616,0.41707229603617135,0.223006955621478,0.7643544446891422,0.3135576190617476,0.5930808118656341,0.3076267611048147,0.1771772864463689,0.5962978183720016,0.5777356884372942,0.25864545221838076,0.14592451203013,0.15840053367479257,0.16170513500389666,0.313096229568286,0.3114829259531434,0.22877855099799443,0.7555903663119871,0.032105098374115966,0.009786520401471814,0.1842129041161657,0.5768012631682731,0.3028263994713636,0.3532648156568463,0.14436008939936879,0.2549657767724571,0.4050096998354228,0.2868254982627152,0.1596172474596028,0.25778710074382893,0.2836519708055517,0.22128587506029845,0.30417962654350833,0.1342767525969446,0.3276903155289061,0.17266905191093962,0.2604820149048772,0.14309860777687608,0.811490106705205,0.28559175129944386
1642043154.099,0.20878022553263953,0.24487868312951763,0.026776528699690487,0.4737600035085565,0.2233056717592695,0.766954666401644,0.3133830169932292,0.5664878289212709,0.32672422897747067,0.18605405978095324,0.588036511910905,0.5552485292345863,0.2574292764242274,0.14473372959576924,0.15927528094545812,0.16137581153922753,0.31346868230253294,0.3028160128053046,0.21827719750048663,0.775352601350437,0.0324205428562165,0.011274506456249271,0.177101741752187,0.5474138771562213,0.25027899518387586,0.3514643707793483,0.14244407369271828,0.24434838813197046,0.40612178074712635,0.28775132201378223,0.1591256588579158,0.2572253763272334,0.28344556450960695,0.222542497256342,0.3224676412460903,0.13436672991866377,0.30460751822559984,0.1789368700631198,0.259227266023923,0.14330529581556894,0.8154044470128776,0.28568956463664275
1642043169.123,0.20878022553263953,0.24487868312951763,0.026776528699690487,0.4737600035085565,0.2233056717592695,0.766954666401644,0.3133830169932292,0.5664878289212709,0.32672422897747067,0.18605405978095324,0.588036511910905,0.5552485292345863,0.2574292764242274,0.14473372959576924,0.15927528094545812,0.16137581153922753,0.31346868230253294,0.3028160128053046,0.21827719750048663,0.775352601350437,0.0324205428562165,0.011274506456249271,0.177101741752187,0.5474138771562213,0.25027899518387586,0.3514643707793483,0.14244407369271828,0.24434838813197046,0.40612178074712635,0.28775132201378223,0.1591256588579158,0.2572253763272334,0.28344556450960695,0.222542497256342,0.3224676412460903,0.13436672991866377,0.30460751822559984,0.1789368700631198,0.259227266023923,0.14330529581556894,0.8154044470128776,0.28568956463664275
1642043184.161,0.19908055553802145,0.2469840506231133,0.025576600310436445,0.4565961159343716,0.2250481721348627,0.7686708760656955,0.31354910661977226,0.5917314025053209,0.32713278928029005,0.18488931117080298,0.5771952491789578,0.5879128083099237,0.258107562027871,0.1446291989672452,0.15967260618458767,0.16283039262849575,0.31283843864714916,0.30015472698531714,0.21834207338186534,0.8052331360970177,0.03195947972987141,0.012861602891000724,0.18214653993571436,0.5789372927649625,0.26578883175927936,0.3517664913557557,0.14297689883540055,0.23208449488952582,0.4073204886106091,0.28881773432243285,0.160158240437684,0.25853025824736797,0.28426906472781177,0.22201485981704466,0.3292934829659371,0.12864651233368532,0.31353312730061045,0.18082067599176121,0.25962617131825677,0.14336171544414564,0.8179247698806918,0.28623998834443926
1642043199.192,0.19908055553802145,0.2469840506231133,0.025576600310436445,0.4565961159343716,0.2250481721348627,0.7686708760656955,0.31354910661977226,0.5917314025053209,0.32713278928029005,0.18488931117080298,0.5771952491789578,0.5879128083099237,0.258107562027871,0.1446291989672452,0.15967260618458767,0.16283039262849575,0.31283843864714916,0.30015472698531714,0.21834207338186534,0.8052331360970177,0.03195947972987141,0.012861602891000724,0.18214653993571436,0.5789372927649625,0.26578883175927936,0.3517664913557557,0.14297689883540055,0.23208449488952582,0.4073204886106091,0.28881773432243285,0.160158240437684,0.25853025824736797,0.28426906472781177,0.22201485981704466,0.3292934829659371,0.12864651233368532,0.31353312730061045,0.18082067599176121,0.25962617131825677,0.14336171544414564,0.8179247698806918,0.28623998834443926
1642043214.248,0.19668812463657415,0.2470622536661704,0.02424917638421376,0.4753448147453341,0.2250390458897009,0.769040334073401,0.31331000120847063,0.591973729434736,0.31917068047189323,0.18358334364679602,0.5975096653127219,0.5873993829328628,0.2583395320103481,0.14343768008746435,0.16044976090339752,0.16264974402628576,0.3124655878687524,0.3113220285827688,0.22938088956935948,0.7454249350668644,0.03001684963493978,0.014162440633920756,0.17377501672634033,0.5782068449180712,0.24498087349886272,0.3510119386749731,0.14227581891638225,0.23111652969650393,0.4082645781986004,0.2890715909148712,0.16166644235340158,0.2584198802949772,0.2844764409986377,0.2106312738145469,0.3239581859939594,0.13535987891262252,0.3127561945046229,0.1870668180754395,0.2593036190319008,0.14059708408566837,0.8183659373993581,0.28661348226602573
