"Time","pod:productcatalogservice-w3-56c4dd84bf-5zfrd_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-2psl5_service:recommendationservice_node:worker--3.novalocal","pod:redis-cart-w4-84485f8b85-7rzc4_service:redis-cart_node:worker--4.novalocal","pod:adservice-w2-76766bdfb6-vf78k_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-6zltx_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-mlld4_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-86744bdcbd-8jkrv_service:cartservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-ck68j_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-ltjv2_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-qbs9l_service:currencyservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-sbx4g_service:recommendationservice_node:worker--1","pod:currencyservice-w2-649d8c7669-blkl5_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-2vh4r_service:frontend_node:worker--2.novalocal","pod:frontend-w1-8ddd87c7b-2bmt2_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-pglzb_service:frontend_node:worker--1","pod:productcatalogservice-w1-8649bb655b-glhqj_service:productcatalogservice_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-j746d_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-m5pzx_service:productcatalogservice_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-bhzmc_service:redis-cart_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-f8ptr_service:adservice_node:worker--3.novalocal","pod:currencyservice-w3-cd78b8fd6-gxmzq_service:currencyservice_node:worker--3.novalocal","pod:redis-cart-w3-7c75d55f4d-cxllr_service:redis-cart_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-bzd9j_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-dp2vk_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-zfjm9_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-57jch_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w4-9f97cf96-mm9m6_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-z764d_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-pfsxm_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-z57hb_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-v7hkg_service:frontend_node:worker--1","pod:recommendationservice-w2-6855bd669b-v4dk2_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-n9qmb_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-ft72f_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-p2x85_service:recommendationservice_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-px6w7_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-fh9l2_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-h9cc7_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-7cgx5_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-977gp_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-ksd2t_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-ghdrd_service:currencyservice_node:worker--1"
1642041763.774,0.21926679237608926,0.12620202666013722,0.0348458898134301,0.27359068053829544,0.1779791803407079,0.14697251911604065,0.17932458207263102,0.2137024725745298,0.6801934260088387,0.2649615796526982,0.11272127839973617,0.3860198154262501,0.5902034129209015,0.49448181125093604,0.49778922963808414,0.18568799089293114,0.21642004070208698,0.2772729318711856,0.003963263779413124,0.22503511319611053,0.2974339438695841,0.019491674755574517,0.243495857772601,0.14278003016693244,0.4903910803288976,0.27689312196588717,0.2574091311825877,0.24837102901512248,0.1417068663617267,0.2632630488246453,0.4980603553818768,0.15688128413581123,0.2146091694400222,0.12652993575277754,0.1232911441718784,0.20552977424217783,0.3511769784198934,0.2442801217627917,0.28049781102948024,0.6699271750690748,0.14048541268700906,0.2725765798920722
1642041779.108,0.24552118192296188,0.14098555381148486,0.0397507604974191,0.3033325266656406,0.1884463917144773,0.19018935668995646,0.20990279890913016,0.24746450643741635,0.7652996879323676,0.2900545243604165,0.1297793350798825,0.4258773058478491,0.6976270069186004,0.5345637361541433,0.5644079184057436,0.2175092745755105,0.23546944002013537,0.3139463448097954,0.0038491538755178146,0.2458641925010558,0.33321476673212297,0.02075089479047998,0.27172018416344806,0.1559082483910872,0.5563299018043626,0.298206819772874,0.27728748337300546,0.2765119167007647,0.15330282444420795,0.29416054928801155,0.5574253997842322,0.17623684900865785,0.24239332421856777,0.14032022057971327,0.13721742809968415,0.2161027817225653,0.393093163783764,0.27347213569237533,0.31848787657434674,0.7554263039463306,0.15677252771668398,0.29352034102319896
1642041794.341,0.24552118192296188,0.14098555381148486,0.0397507604974191,0.3033325266656406,0.1884463917144773,0.19018935668995646,0.20990279890913016,0.24746450643741635,0.7652996879323676,0.2900545243604165,0.1297793350798825,0.4258773058478491,0.6976270069186004,0.5345637361541433,0.5644079184057436,0.2175092745755105,0.23546944002013537,0.3139463448097954,0.0038491538755178146,0.2458641925010558,0.33321476673212297,0.02075089479047998,0.27172018416344806,0.1559082483910872,0.5563299018043626,0.298206819772874,0.27728748337300546,0.2765119167007647,0.15330282444420795,0.29416054928801155,0.5574253997842322,0.17623684900865785,0.24239332421856777,0.14032022057971327,0.13721742809968415,0.2161027817225653,0.393093163783764,0.27347213569237533,0.31848787657434674,0.7554263039463306,0.15677252771668398,0.29352034102319896
1642041809.368,0.25326003082337045,0.14099868963905507,0.04000382417318496,0.3047043031454245,0.18555996950301634,0.19161743204148485,0.21456807951754095,0.25347316337155773,0.8132587998122741,0.30137611173976764,0.13427802981705209,0.42864733192759097,0.7450560011307833,0.5942246012880985,0.5984318129684509,0.22560136737355865,0.23879902573493547,0.3223210583592889,0.004055570197929685,0.22721333485066136,0.3453688671374658,0.02048809442168236,0.28283397524759124,0.15713450579809551,0.5898489702035781,0.2919439960806255,0.25686094212152355,0.2855696581755882,0.15656759014116417,0.2976981968031062,0.5891765289456918,0.1820331494915328,0.25196041500605026,0.14248912316692292,0.1397181446321515,0.2131456017845611,0.4019498703677127,0.28250525914499935,0.3231850686195413,0.8004134667471103,0.15828258794688901,0.3017596453139998
1642041824.387,0.25326003082337045,0.14099868963905507,0.04000382417318496,0.3047043031454245,0.18555996950301634,0.19161743204148485,0.21456807951754095,0.25347316337155773,0.8132587998122741,0.30137611173976764,0.13427802981705209,0.42864733192759097,0.7450560011307833,0.5942246012880985,0.5984318129684509,0.22560136737355865,0.23879902573493547,0.3223210583592889,0.004055570197929685,0.22721333485066136,0.3453688671374658,0.02048809442168236,0.28283397524759124,0.15713450579809551,0.5898489702035781,0.2919439960806255,0.25686094212152355,0.2855696581755882,0.15656759014116417,0.2976981968031062,0.5891765289456918,0.1820331494915328,0.25196041500605026,0.14248912316692292,0.1397181446321515,0.2131456017845611,0.4019498703677127,0.28250525914499935,0.3231850686195413,0.8004134667471103,0.15828258794688901,0.3017596453139998
1642041839.406,0.2541377137162353,0.14169592484261928,0.040101831210268675,0.2757410667280724,0.18787239990243199,0.17643247167842574,0.2181753425746715,0.254093437414335,0.8172818759482359,0.3115418904613766,0.1289939351908248,0.46579948805118077,0.7465047774743132,0.5943210246094811,0.5964416295879502,0.21095268863972316,0.24600949082424217,0.3053915223551646,0.004099122546439351,0.21582208068102082,0.3447145863244703,0.01946804902461509,0.28501259786519917,0.15833838065159472,0.591173331275852,0.3121901049491614,0.24220840572797386,0.2876480375366774,0.157625874250918,0.30858240916448,0.5885484705101305,0.16958967046799192,0.2531967512481883,0.14219692056320882,0.13912054408089433,0.19978254159241665,0.4031753893152118,0.28430000791276433,0.32836704889385915,0.7989433932238821,0.15895787300591352,0.3101591928940439
1642041854.421,0.2541377137162353,0.14169592484261928,0.040101831210268675,0.2757410667280724,0.18787239990243199,0.17643247167842574,0.2181753425746715,0.254093437414335,0.8172818759482359,0.3115418904613766,0.1289939351908248,0.46579948805118077,0.7465047774743132,0.5943210246094811,0.5964416295879502,0.21095268863972316,0.24600949082424217,0.3053915223551646,0.004099122546439351,0.21582208068102082,0.3447145863244703,0.01946804902461509,0.28501259786519917,0.15833838065159472,0.591173331275852,0.3121901049491614,0.24220840572797386,0.2876480375366774,0.157625874250918,0.30858240916448,0.5885484705101305,0.16958967046799192,0.2531967512481883,0.14219692056320882,0.13912054408089433,0.19978254159241665,0.4031753893152118,0.28430000791276433,0.32836704889385915,0.7989433932238821,0.15895787300591352,0.3101591928940439
1642041869.438,0.2559430579932874,0.1421534420490591,0.04045854245814426,0.2631929024494201,0.1881779938645188,0.18518463906890764,0.21964495515228996,0.25546239901050866,0.8183411815283916,0.31097008628300205,0.13367617457408287,0.44660083235515213,0.7432658745772224,0.5949716195847038,0.5560004162684009,0.2259545448224201,0.2575572380117391,0.30686209296943806,0.0038619658211912367,0.20296338622059107,0.34666938080477483,0.019474248488964386,0.2854734439666195,0.1589714596954312,0.5912433084684852,0.3301137494180508,0.23123476308241556,0.28642947209271047,0.15753092361137916,0.30682105322744624,0.5866626585074545,0.17329966849102338,0.25396334740780496,0.14294045628333718,0.1399377513301158,0.2017054641347606,0.4026267346800593,0.2849377249672649,0.3020670048298165,0.800088123227244,0.16010594397386574,0.30932311496988874
1642041884.454,0.2559430579932874,0.1421534420490591,0.04045854245814426,0.2631929024494201,0.1881779938645188,0.18518463906890764,0.21964495515228996,0.25546239901050866,0.8183411815283916,0.31097008628300205,0.13367617457408287,0.44660083235515213,0.7432658745772224,0.5949716195847038,0.5560004162684009,0.2259545448224201,0.2575572380117391,0.30686209296943806,0.0038619658211912367,0.20296338622059107,0.34666938080477483,0.019474248488964386,0.2854734439666195,0.1589714596954312,0.5912433084684852,0.3301137494180508,0.23123476308241556,0.28642947209271047,0.15753092361137916,0.30682105322744624,0.5866626585074545,0.17329966849102338,0.25396334740780496,0.14294045628333718,0.1399377513301158,0.2017054641347606,0.4026267346800593,0.2849377249672649,0.3020670048298165,0.800088123227244,0.16010594397386574,0.30932311496988874
1642041899.482,0.2561429076310564,0.14158137373899843,0.039933943505580057,0.2526614425759933,0.1811917853096745,0.19114270250437443,0.21946390380563002,0.25566108714301783,0.81869646990298,0.3034439850372478,0.1295942623886172,0.45938159778293125,0.7004248650349321,0.5678935181572563,0.5837308988676914,0.22669435899532753,0.2711012634411931,0.3038362744227913,0.004124776635511563,0.1998708595416499,0.34686220600610396,0.019404387525005243,0.28348044354332613,0.158367720040057,0.5910361818375912,0.2861540881820665,0.22783153795853156,0.2846441801922844,0.15614832100548448,0.3069229032007665,0.5865651012612969,0.17286233971093212,0.25363215004467504,0.14224241902226062,0.13998000979824304,0.19849305629689917,0.4002857579049327,0.28232240455552426,0.32395950911431515,0.8021065849018031,0.15843093789343948,0.3085784781612814
