"Time","pod:currencyservice-w2-6f8d8654c5-sbkgq_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-8wgk2_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-w5k9t_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-gvfjp_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-pwh9c_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-qqxcx_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-fmcqd_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-kx9z9_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-28k6s_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-bpsnk_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-fq5wn_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-cd6fb_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-jm2sf_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-gspjc_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-xghf4_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-vhdcg_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-ckxsq_service:recommendationservice_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-7ghth_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-8lk8x_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w1-5c67ddfffc-r55d4_service:adservice_node:worker--1.novalocal","pod:currencyservice-w4-649d8c7669-hm76r_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-cptnb_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w1-599b6846df-xdcng_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-4xmr9_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w1-56c4dd84bf-kgmmt_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-q2dpg_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-q8fl7_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-gmg76_service:currencyservice_node:worker--3","pod:frontend-w4-6646bc856b-wwp2n_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-fp9dr_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-8c54p_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-4skw5_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w4-5d9b8d854-l6pq8_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-cl72x_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-nfshj_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-gfth9_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-qmvm7_service:adservice_node:worker--3","pod:currencyservice-w3-656689488c-k26n4_service:currencyservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-lww7t_service:currencyservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal"
1636946064.676,0.3548533169435303,0.18340451253706735,0.18364346773870094,0.3429081977734765,0.07734916642875667,0.23711940234683887,0.06103491176457831,0.15044553068829136,0.40455782160985326,0.480264682379364,0.06827289374972259,0.404110847969324,0.14663600577252603,0.07501677901661025,0.4509552276703285,0.2159518291409988,0.41014821503175625,0.057421957597739645,0.15306114211718763,0.05944910450452684,0.19219502807497008,0.3890328932959517,0.05503115861255746,0.050928751898047554,0.42856278753623245,0.06505721540196382,0.15555896749042533,0.4566029289009853,0.45147223589878005,0.2837715231173798,0.49922518222295487,0.19211525377167588,0.3154984807101887,0.42975499642363674,0.19799950371375005,0.07817305072205763,0.3570520337049775,0.06970270638699187,0.18305174981687033,0.30254114537389565,0.31017160572115665,0.0037730301454607096
1636946079.701,0.3548533169435303,0.18340451253706735,0.18364346773870094,0.3429081977734765,0.07734916642875667,0.23711940234683887,0.06103491176457831,0.15044553068829136,0.40455782160985326,0.480264682379364,0.06827289374972259,0.404110847969324,0.14663600577252603,0.07501677901661025,0.4509552276703285,0.2159518291409988,0.41014821503175625,0.057421957597739645,0.15306114211718763,0.05944910450452684,0.19219502807497008,0.3890328932959517,0.05503115861255746,0.050928751898047554,0.42856278753623245,0.06505721540196382,0.15555896749042533,0.4566029289009853,0.45147223589878005,0.2837715231173798,0.49922518222295487,0.19211525377167588,0.3154984807101887,0.42975499642363674,0.19799950371375005,0.07817305072205763,0.3570520337049775,0.06970270638699187,0.18305174981687033,0.30254114537389565,0.31017160572115665,0.0037730301454607096
1636946094.726,0.3742292539491434,0.18786319055512857,0.18852518692806902,0.3823093907948085,0.07416668142149385,0.2528199451205075,0.061755040512865705,0.16219985336517845,0.4315772345394299,0.5331737964001148,0.068770261107268,0.45077860701108763,0.15891188575916376,0.07506632024784893,0.49275788924665115,0.2382116039267302,0.4315829054551078,0.059971184429678415,0.16524833960242585,0.061405743741933055,0.20348350006267613,0.4238062992240301,0.05850811444311901,0.0550812036645542,0.46774664990053383,0.06650460471536729,0.16662000359524898,0.49885345879649506,0.49370626761005126,0.3161723287257538,0.5015658395162996,0.2181454398959881,0.3335525936687248,0.4693464277803061,0.20423108858376954,0.08176689994376572,0.3756986549120875,0.07012227643350048,0.19796156621985217,0.29391006719650137,0.33454262071201674,0.003682957701123295
1636946109.752,0.3742292539491434,0.18786319055512857,0.18852518692806902,0.3823093907948085,0.07416668142149385,0.2528199451205075,0.061755040512865705,0.16219985336517845,0.4315772345394299,0.5331737964001148,0.068770261107268,0.45077860701108763,0.15891188575916376,0.07506632024784893,0.49275788924665115,0.2382116039267302,0.4315829054551078,0.059971184429678415,0.16524833960242585,0.061405743741933055,0.20348350006267613,0.4238062992240301,0.05850811444311901,0.0550812036645542,0.46774664990053383,0.06650460471536729,0.16662000359524898,0.49885345879649506,0.49370626761005126,0.3161723287257538,0.5015658395162996,0.2181454398959881,0.3335525936687248,0.4693464277803061,0.20423108858376954,0.08176689994376572,0.3756986549120875,0.07012227643350048,0.19796156621985217,0.29391006719650137,0.33454262071201674,0.003682957701123295
1636946124.778,0.3721852267397529,0.18763136153364127,0.18846023163861594,0.3815268096132217,0.07290018640413137,0.25109023716479173,0.060627425642128856,0.16171718428922277,0.4442940116694378,0.472817274120534,0.06877091255785467,0.4508929915802771,0.15882448710463254,0.07492889741674591,0.4909485945903444,0.236184190208618,0.43673709886076334,0.057861188350708095,0.16431883749670764,0.06114383200366717,0.20122421471573013,0.4282074857409237,0.0590826925277025,0.055038322848109306,0.4657229723354418,0.06661651238463408,0.16607181199368148,0.4972011639542252,0.49122247050563017,0.31532131199248914,0.506867182919416,0.2171701867349211,0.3317977752222177,0.4674783608756139,0.19843350784516964,0.07970461296506683,0.375358996254045,0.06978172553538844,0.19764397873371264,0.3147621842873235,0.3316417692673188,0.0036829438683419514
1636946139.798,0.3721852267397529,0.18763136153364127,0.18846023163861594,0.3815268096132217,0.07290018640413137,0.25109023716479173,0.060627425642128856,0.16171718428922277,0.4442940116694378,0.472817274120534,0.06877091255785467,0.4508929915802771,0.15882448710463254,0.07492889741674591,0.4909485945903444,0.236184190208618,0.43673709886076334,0.057861188350708095,0.16431883749670764,0.06114383200366717,0.20122421471573013,0.4282074857409237,0.0590826925277025,0.055038322848109306,0.4657229723354418,0.06661651238463408,0.16607181199368148,0.4972011639542252,0.49122247050563017,0.31532131199248914,0.506867182919416,0.2171701867349211,0.3317977752222177,0.4674783608756139,0.19843350784516964,0.07970461296506683,0.375358996254045,0.06978172553538844,0.19764397873371264,0.3147621842873235,0.3316417692673188,0.0036829438683419514
1636946154.819,0.3723508140989087,0.18756691170707235,0.18813292838679518,0.3890505268019454,0.0724828961100316,0.24844255599152307,0.060320178283224085,0.16045069802551798,0.42898142844283715,0.5113774683972123,0.06869337636088833,0.44918926515169555,0.14834728664040825,0.07616510144515673,0.49124227466921744,0.24398756533924632,0.44854446638250256,0.0599408603487459,0.16366423830007507,0.06099959225853531,0.2004898426341114,0.40913301189882467,0.059276057406466076,0.05444253213337402,0.46421889767707225,0.0669149588483261,0.16609660701737444,0.49780595027187513,0.49176719009452935,0.3030856818094259,0.5211486633163316,0.21298141292053635,0.3301135253631169,0.4661262981763708,0.22123700176777306,0.07396962007563017,0.37550797331037844,0.0701114187406817,0.1899791423679545,0.30261264876451527,0.3300429791248032,0.003732859336070777
1636946169.889,0.3723508140989087,0.18756691170707235,0.18813292838679518,0.3890505268019454,0.0724828961100316,0.24844255599152307,0.060320178283224085,0.16045069802551798,0.42898142844283715,0.5113774683972123,0.06869337636088833,0.44918926515169555,0.14834728664040825,0.07616510144515673,0.49124227466921744,0.24398756533924632,0.44854446638250256,0.0599408603487459,0.16366423830007507,0.06099959225853531,0.2004898426341114,0.40913301189882467,0.059276057406466076,0.05444253213337402,0.46421889767707225,0.0669149588483261,0.16609660701737444,0.49780595027187513,0.49176719009452935,0.3030856818094259,0.5211486633163316,0.21298141292053635,0.3301135253631169,0.4661262981763708,0.22123700176777306,0.07396962007563017,0.37550797331037844,0.0701114187406817,0.1899791423679545,0.30261264876451527,0.3300429791248032,0.003732859336070777
1636946184.908,0.37181632247860785,0.18715503857228077,0.18761562569787618,0.38818123606435817,0.07086379445704419,0.24697468078214396,0.0604034756478259,0.1556314623709658,0.4263834373265828,0.5339058837708934,0.0681891495288666,0.4483974126102807,0.15786170028606847,0.07569931417102918,0.4903851243017231,0.24187517828143315,0.4476029437785112,0.057472049947925485,0.16286277215632367,0.06128831489592654,0.19963890778591314,0.39451210421808736,0.058445221245477935,0.05419456182712862,0.46226934459996905,0.06731304056270758,0.16544709772374333,0.4966610951904773,0.4910886025362549,0.3023723894499981,0.4980272381279716,0.22196215130360897,0.32787213628673073,0.4631386051500741,0.21574153388315062,0.07695663737800698,0.37357778426261923,0.06883649185552303,0.19626222222493467,0.31323568358840825,0.32779130965021275,0.0036827116204313226
1636946199.937,0.37181632247860785,0.18715503857228077,0.18761562569787618,0.38818123606435817,0.07086379445704419,0.24697468078214396,0.0604034756478259,0.1556314623709658,0.4263834373265828,0.5339058837708934,0.0681891495288666,0.4483974126102807,0.15786170028606847,0.07569931417102918,0.4903851243017231,0.24187517828143315,0.4476029437785112,0.057472049947925485,0.16286277215632367,0.06128831489592654,0.19963890778591314,0.39451210421808736,0.058445221245477935,0.05419456182712862,0.46226934459996905,0.06731304056270758,0.16544709772374333,0.4966610951904773,0.4910886025362549,0.3023723894499981,0.4980272381279716,0.22196215130360897,0.32787213628673073,0.4631386051500741,0.21574153388315062,0.07695663737800698,0.37357778426261923,0.06883649185552303,0.19626222222493467,0.31323568358840825,0.32779130965021275,0.0036827116204313226
