"Time","pod:recommendationservice-w2-5bbcb977f8-fzdjw_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-g5jnd_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-kh8tx_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-wprtj_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-wrt8f_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-bs8gc_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-k26vt_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w3-754d7d8cd4-qmvm7_service:adservice_node:worker--3","pod:productcatalogservice-w2-66565874fb-kdj22_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-q76t8_service:currencyservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-jdgx6_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-b2flx_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-k6zq8_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-5mxd2_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-8r2rx_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-v6km8_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-r55d4_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-q557f_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-29xbj_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-zjlgl_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-q4hsp_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w4-6646bc856b-4vllr_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-wnvwd_service:currencyservice_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-2d49n_service:productcatalogservice_node:worker--3","pod:frontend-w1-599b6846df-wnrpk_service:frontend_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-slq6w_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-gx8gx_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-dv5j7_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-7w5fv_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-x8b4l_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-8dd47_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-9s576_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-qqxcx_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-wvqcz_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-xjbfv_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-46cww_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-vjx6w_service:currencyservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-tx7c6_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-l9xjr_service:frontend_node:worker--1.novalocal"
1636944766.584,0.06443074625191651,0.13352280708885506,0.05344573393676351,0.460120326007171,0.1875084458270485,0.3317391927698561,0.18494794982115312,0.17018835747916838,0.168235519849905,0.26913813460537367,0.06899260278934477,0.054237024953953314,0.14347352872387636,0.36708930033959514,0.3016315322978472,0.06917048601495993,0.1789771469904578,0.14412710626795938,0.4152382848963578,0.06555654998555861,0.052796002826225125,0.047338536168767285,0.42370725853490304,0.28333207257912624,0.20519589416729822,0.1408807410653921,0.39600839279217315,0.2868024489861237,0.33422285667798235,0.42524356991967743,0.1677591853974133,0.37590743632786916,0.3821736319369126,0.3591098284305255,0.2139234045462381,0.05561216061024815,0.0038781178232395064,0.42707003394324855,0.06610908863463605,0.2607274535192518,0.06956627575371999,0.4040256483350914
1636944781.607,0.06995719180134398,0.15179368067430096,0.05860299017104111,0.519321740040499,0.20681842381010537,0.36988009732450555,0.2153881505390372,0.19180586841328245,0.18719329218640546,0.30160849803493217,0.07512520250725142,0.060987850676305674,0.16254169954955644,0.4172454402251389,0.3518449214025599,0.08074674681646096,0.19676151957372318,0.16168453938390173,0.4654948442924959,0.06907381724305235,0.058509219971238306,0.05201693890647423,0.5194232082783907,0.32051041844212996,0.2370583784053898,0.15081509534758258,0.44503983881810405,0.3213749184405045,0.37348235622613535,0.4796526139837858,0.1879222662116282,0.41104829875714477,0.38967484780125,0.3899644298237619,0.24444852668118075,0.06057016072040233,0.0037969616612423965,0.4777756926354359,0.07132639585740651,0.3024119649380779,0.07936561801486496,0.45573339316822437
1636944796.627,0.06995719180134398,0.15179368067430096,0.05860299017104111,0.519321740040499,0.20681842381010537,0.36988009732450555,0.2153881505390372,0.19180586841328245,0.18719329218640546,0.30160849803493217,0.07512520250725142,0.060987850676305674,0.16254169954955644,0.4172454402251389,0.3518449214025599,0.08074674681646096,0.19676151957372318,0.16168453938390173,0.4654948442924959,0.06907381724305235,0.058509219971238306,0.05201693890647423,0.5194232082783907,0.32051041844212996,0.2370583784053898,0.15081509534758258,0.44503983881810405,0.3213749184405045,0.37348235622613535,0.4796526139837858,0.1879222662116282,0.41104829875714477,0.38967484780125,0.3899644298237619,0.24444852668118075,0.06057016072040233,0.0037969616612423965,0.4777756926354359,0.07132639585740651,0.3024119649380779,0.07936561801486496,0.45573339316822437
1636944811.663,0.069848995684172,0.16154809675007892,0.05871527336015216,0.5170424759217017,0.2135678065550492,0.38225107852907025,0.2111392039676599,0.19894615122697024,0.19231940620434373,0.3195261342846965,0.07771561060554785,0.06149304512247149,0.16500732918877709,0.47009149790664473,0.38929484731183794,0.07371996146657851,0.20263684667835602,0.16479952117398156,0.4951074776043957,0.07040826577641479,0.060443167381796004,0.05610423457966432,0.5506297839748742,0.3255965526435843,0.2454367112401859,0.16114416979146107,0.4705287968961309,0.3299828079369167,0.3850735294495944,0.5096224136126909,0.19136962661311024,0.4543354792328227,0.42455601139820376,0.41063828005224773,0.2511664272992061,0.061193007955377784,0.00371718488922051,0.5083512549408022,0.07086660988221422,0.3202729961322748,0.07417207881836341,0.48172397824985635
1636944826.689,0.069848995684172,0.16154809675007892,0.05871527336015216,0.5170424759217017,0.2135678065550492,0.38225107852907025,0.2111392039676599,0.19894615122697024,0.19231940620434373,0.3195261342846965,0.07771561060554785,0.06149304512247149,0.16500732918877709,0.47009149790664473,0.38929484731183794,0.07371996146657851,0.20263684667835602,0.16479952117398156,0.4951074776043957,0.07040826577641479,0.060443167381796004,0.05610423457966432,0.5506297839748742,0.3255965526435843,0.2454367112401859,0.16114416979146107,0.4705287968961309,0.3299828079369167,0.3850735294495944,0.5096224136126909,0.19136962661311024,0.4543354792328227,0.42455601139820376,0.41063828005224773,0.2511664272992061,0.061193007955377784,0.00371718488922051,0.5083512549408022,0.07086660988221422,0.3202729961322748,0.07417207881836341,0.48172397824985635
1636944841.713,0.06952554875442422,0.16169700814832788,0.05993775186156099,0.4918199008315366,0.2206905599664401,0.38181094412901767,0.21623618205132267,0.19964659667402107,0.19234982862556854,0.31056961175890363,0.07302441092525215,0.061339710809119506,0.1645301115775192,0.47110934742205746,0.36167134376167687,0.07360655039974064,0.20245284939488262,0.16469257857513545,0.49381573234989906,0.07056241621781498,0.05828629950884275,0.052934692750905066,0.5607766541659729,0.32408857267997404,0.24771494671816668,0.15839426212244992,0.469776640304554,0.3296390455262992,0.3831790917349587,0.509151869784452,0.19107712067746063,0.4555963689176986,0.4107446887963382,0.42686115552981446,0.24828093253397887,0.06125917221329574,0.0037676702187942487,0.5080615125953226,0.07154366371225719,0.32177712731635466,0.07850179017945683,0.4810322536004056
1636944856.735,0.06952554875442422,0.16169700814832788,0.05993775186156099,0.4918199008315366,0.2206905599664401,0.38181094412901767,0.21623618205132267,0.19964659667402107,0.19234982862556854,0.31056961175890363,0.07302441092525215,0.061339710809119506,0.1645301115775192,0.47110934742205746,0.36167134376167687,0.07360655039974064,0.20245284939488262,0.16469257857513545,0.49381573234989906,0.07056241621781498,0.05828629950884275,0.052934692750905066,0.5607766541659729,0.32408857267997404,0.24771494671816668,0.15839426212244992,0.469776640304554,0.3296390455262992,0.3831790917349587,0.509151869784452,0.19107712067746063,0.4555963689176986,0.4107446887963382,0.42686115552981446,0.24828093253397887,0.06125917221329574,0.0037676702187942487,0.5080615125953226,0.07154366371225719,0.32177712731635466,0.07850179017945683,0.4810322536004056
1636944871.778,0.06910783262164262,0.16313285975310782,0.060760485369669354,0.5091910231967913,0.2142036298415783,0.3805789908130637,0.2225220902272615,0.2021982886747058,0.19178394521416295,0.31962995956218576,0.07883143097490632,0.06199331867656393,0.16463015045613302,0.4715965359003975,0.3799396655894717,0.07359631151774682,0.202579883894142,0.1643597925551547,0.49284652157845266,0.06967126288417214,0.060493872776489516,0.05491578239529635,0.5596451084576398,0.3233211629340402,0.22633792347844783,0.16209516225757767,0.46958114651683613,0.32904086163706675,0.38164711977055255,0.507656838552685,0.18998428172752385,0.4560320724153687,0.4262089914900995,0.40892775709118845,0.24722506531260002,0.061137270568891434,0.0037249383296244073,0.5067969794981534,0.07020936978753446,0.2981543891839176,0.07730182382494763,0.4806392604575981
1636944886.797,0.06910783262164262,0.16313285975310782,0.060760485369669354,0.5091910231967913,0.2142036298415783,0.3805789908130637,0.2225220902272615,0.2021982886747058,0.19178394521416295,0.31962995956218576,0.07883143097490632,0.06199331867656393,0.16463015045613302,0.4715965359003975,0.3799396655894717,0.07359631151774682,0.202579883894142,0.1643597925551547,0.49284652157845266,0.06967126288417214,0.060493872776489516,0.05491578239529635,0.5596451084576398,0.3233211629340402,0.22633792347844783,0.16209516225757767,0.46958114651683613,0.32904086163706675,0.38164711977055255,0.507656838552685,0.18998428172752385,0.4560320724153687,0.4262089914900995,0.40892775709118845,0.24722506531260002,0.061137270568891434,0.0037249383296244073,0.5067969794981534,0.07020936978753446,0.2981543891839176,0.07730182382494763,0.4806392604575981
1636944901.818,0.06902730405731212,0.1631810280909071,0.05908826002770391,0.5248342101546823,0.21614673357400072,0.38016836177406566,0.21693045667982358,0.20219536451075076,0.1914896004247848,0.31933714179729916,0.07539724555392206,0.06256452924870308,0.1639964140426959,0.4719185887569086,0.36153911709786196,0.07391375861505783,0.2022465268349538,0.16408835843706102,0.49274305409514135,0.07002879134608611,0.06016295961389208,0.05615688810932404,0.5492872103076927,0.32318369797503177,0.24887585656591057,0.1624808365706041,0.4694017523580504,0.32863307139884307,0.38225566982300485,0.5075818302807967,0.18978621997957795,0.45711124450911506,0.42759186988237174,0.4249604325668816,0.24663399829115173,0.060647525359946004,0.003721859575441227,0.507271194824177,0.07008793761382778,0.32205817151301663,0.07789752771216797,0.4801829417295086
