"Time","pod:currencyservice-w4-649d8c7669-ltxzk_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-mz9d2_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-j8lrd_service:cartservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-mbc8m_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-nsvbl_service:frontend_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-d2f27_service:recommendationservice_node:worker--3","pod:recommendationservice-w1-5c774597c5-v5xtt_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-vxz4j_service:frontend_node:worker--3","pod:recommendationservice-w1-5c774597c5-kkb8p_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w4-6646bc856b-5gxnv_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-cxj7c_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-2bg6c_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-lr6g9_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-49995_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-8qhfs_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-4wjvl_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-zd68c_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-pj5vk_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-zgdl2_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-dcj9w_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-m4spx_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-2q9sr_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w1-5c774597c5-zc5lt_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-jxqhl_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-rcsgs_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-bcd5q_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-7qdzj_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-p9h6p_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w4-5d9b8d854-b9cbx_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-vxfb7_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-xs6lr_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-h78mh_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-qkldm_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-swl5z_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-vn6qk_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-bcgwn_service:frontend_node:worker--1.novalocal"
1637880065.557,0.3452371399389247,0.38125502374365144,0.2665089069165224,0.395588296940987,0.39120356488384944,0.24525882471987837,0.14742955766875337,0.1477003850181135,0.4176133852097902,0.14666026285713343,0.19951709141104165,0.26797162488002535,0.42116481156246555,0.33530869218952003,0.39324375551439983,0.2688865704160741,0.15625970997363525,0.2414779982460935,0.39471090104862655,0.2463964966981641,0.25737753040119227,0.3787056072417533,0.41544338540235204,0.3320319881842752,0.14910999779694667,0.00403458207775644,0.2560020860454227,0.4110288244232206,0.2626962654495304,0.14171288329588752,0.045405379532649975,0.271295912800897,0.2987597445817089,0.2698237703552076,0.33162070441640246,0.14276908979449382,0.44005337453955334,0.4091333093770374,0.2003311036671343,0.4190568312134808
1637880080.58,0.3452371399389247,0.38125502374365144,0.2665089069165224,0.395588296940987,0.39120356488384944,0.24525882471987837,0.14742955766875337,0.1477003850181135,0.4176133852097902,0.14666026285713343,0.19951709141104165,0.26797162488002535,0.42116481156246555,0.33530869218952003,0.39324375551439983,0.2688865704160741,0.15625970997363525,0.2414779982460935,0.39471090104862655,0.2463964966981641,0.25737753040119227,0.3787056072417533,0.41544338540235204,0.3320319881842752,0.14910999779694667,0.00403458207775644,0.2560020860454227,0.4110288244232206,0.2626962654495304,0.14171288329588752,0.045405379532649975,0.271295912800897,0.2987597445817089,0.2698237703552076,0.33162070441640246,0.14276908979449382,0.44005337453955334,0.4091333093770374,0.2003311036671343,0.4190568312134808
1637880095.607,0.4063101297162103,0.4269278216118089,0.2945133062546931,0.4405922902768199,0.43592506914683554,0.25216636805357606,0.15689479425200503,0.16102765478642664,0.46274658173534733,0.16229980006615702,0.22164656622378104,0.3002432671959167,0.4702071121173874,0.3683637634054264,0.43750967752432274,0.297301119275919,0.16687767848480628,0.2668289388531164,0.44185944822388024,0.2839424098285314,0.29177636226979214,0.4101921738688259,0.46206036019647495,0.3669883991498437,0.16353510530627266,0.00392416667166843,0.28105845685057157,0.46340972128296987,0.28127239543680266,0.15497232389632887,0.04848345245740698,0.3002413043468831,0.3142759818498806,0.2977626908910886,0.3643871053228529,0.153393552972792,0.46576757417037035,0.46515960128898814,0.2091303165658176,0.4677184301592068
1637880110.648,0.4063101297162103,0.4269278216118089,0.2945133062546931,0.4405922902768199,0.43592506914683554,0.25216636805357606,0.15689479425200503,0.16102765478642664,0.46274658173534733,0.16229980006615702,0.22164656622378104,0.3002432671959167,0.4702071121173874,0.3683637634054264,0.43750967752432274,0.297301119275919,0.16687767848480628,0.2668289388531164,0.44185944822388024,0.2839424098285314,0.29177636226979214,0.4101921738688259,0.46206036019647495,0.3669883991498437,0.16353510530627266,0.00392416667166843,0.28105845685057157,0.46340972128296987,0.28127239543680266,0.15497232389632887,0.04848345245740698,0.3002413043468831,0.3142759818498806,0.2977626908910886,0.3643871053228529,0.153393552972792,0.46576757417037035,0.46515960128898814,0.2091303165658176,0.4677184301592068
1637880125.668,0.4166176058662367,0.43080751033535375,0.29610737736390247,0.4497893435256106,0.4459536393727754,0.2585203943333642,0.15127842166188799,0.1624603015066458,0.4750207296133554,0.16256175417151358,0.2169367868291293,0.3022561055771683,0.4809761551282973,0.3687236337478129,0.4463660028526625,0.2990518196777221,0.1670396841855037,0.2697841002817861,0.4518398817651575,0.29014985634819945,0.28191484718888676,0.3985760298405703,0.48108812564127246,0.36751150415823963,0.16328974005172486,0.003893814545893534,0.2703159059663965,0.4480596480251584,0.27861186671113,0.15598027457248986,0.052127768133765684,0.3026746532630665,0.31262824780777954,0.30022389742643996,0.3653758754910216,0.15838008881258583,0.5151493676138754,0.5130194428914385,0.22151324974972567,0.4752903329776961
1637880140.721,0.4166176058662367,0.43080751033535375,0.29610737736390247,0.4497893435256106,0.4459536393727754,0.2585203943333642,0.15127842166188799,0.1624603015066458,0.4750207296133554,0.16256175417151358,0.2169367868291293,0.3022561055771683,0.4809761551282973,0.3687236337478129,0.4463660028526625,0.2990518196777221,0.1670396841855037,0.2697841002817861,0.4518398817651575,0.29014985634819945,0.28191484718888676,0.3985760298405703,0.48108812564127246,0.36751150415823963,0.16328974005172486,0.003893814545893534,0.2703159059663965,0.4480596480251584,0.27861186671113,0.15598027457248986,0.052127768133765684,0.3026746532630665,0.31262824780777954,0.30022389742643996,0.3653758754910216,0.15838008881258583,0.5151493676138754,0.5130194428914385,0.22151324974972567,0.4752903329776961
1637880155.74,0.40756724961762686,0.4194297787681317,0.29339506812278315,0.44973670385618286,0.44644473665968587,0.2585814225378864,0.1568470088864033,0.1628216514490125,0.47516542742782286,0.1625058738324166,0.2107967473964752,0.30211848012312165,0.4816203779776487,0.3676646187643212,0.4461278353537146,0.2990083469313556,0.16658932217360015,0.26860108316592063,0.4518005308288097,0.290098047368406,0.28828124284267825,0.41103404387363396,0.4919455817130273,0.36712847030354573,0.1626248102311352,0.003883751149047267,0.283233345251125,0.44968645159423903,0.2948724636939696,0.15570321811797938,0.049043101356162105,0.3030718867251,0.3182605373353033,0.3009938821363145,0.36555284620744694,0.15777972188677214,0.5067858077399396,0.4878336722101461,0.20400180984091662,0.4745913616965117
1637880170.78,0.40756724961762686,0.4194297787681317,0.29339506812278315,0.44973670385618286,0.44644473665968587,0.2585814225378864,0.1568470088864033,0.1628216514490125,0.47516542742782286,0.1625058738324166,0.2107967473964752,0.30211848012312165,0.4816203779776487,0.3676646187643212,0.4461278353537146,0.2990083469313556,0.16658932217360015,0.26860108316592063,0.4518005308288097,0.290098047368406,0.28828124284267825,0.41103404387363396,0.4919455817130273,0.36712847030354573,0.1626248102311352,0.003883751149047267,0.283233345251125,0.44968645159423903,0.2948724636939696,0.15570321811797938,0.049043101356162105,0.3030718867251,0.3182605373353033,0.3009938821363145,0.36555284620744694,0.15777972188677214,0.5067858077399396,0.4878336722101461,0.20400180984091662,0.4745913616965117
1637880185.81,0.3997472117000977,0.39880641964062613,0.2917918615127305,0.44855276824796375,0.4466087068639258,0.2522695908299837,0.15658350802211807,0.162843721950659,0.4763569951573271,0.1619078236963561,0.21863141940078762,0.30198871907046454,0.4816732389187646,0.36689089773446404,0.4456040287026425,0.29901734007582526,0.16591191220175527,0.2697504221187171,0.45178560548927627,0.28974581503407526,0.294271918754236,0.37620112471231715,0.5120853895154142,0.36779016407379383,0.1632120167638175,0.003680825410859249,0.28880775269290143,0.4706271731340579,0.2946578313967199,0.15133527581650452,0.051518600554424886,0.3029175770714593,0.31956786322933306,0.3011667380984066,0.36524129778726255,0.1571462932886725,0.5157989845094136,0.4884320886713873,0.20642711831500138,0.4743684105574933
1637880200.834,0.3997472117000977,0.39880641964062613,0.2917918615127305,0.44855276824796375,0.4466087068639258,0.2522695908299837,0.15658350802211807,0.162843721950659,0.4763569951573271,0.1619078236963561,0.21863141940078762,0.30198871907046454,0.4816732389187646,0.36689089773446404,0.4456040287026425,0.29901734007582526,0.16591191220175527,0.2697504221187171,0.45178560548927627,0.28974581503407526,0.294271918754236,0.37620112471231715,0.5120853895154142,0.36779016407379383,0.1632120167638175,0.003680825410859249,0.28880775269290143,0.4706271731340579,0.2946578313967199,0.15133527581650452,0.051518600554424886,0.3029175770714593,0.31956786322933306,0.3011667380984066,0.36524129778726255,0.1571462932886725,0.5157989845094136,0.4884320886713873,0.20642711831500138,0.4743684105574933
