"Time","pod:recommendationservice-w1-5c774597c5-qdqnp_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-nsr56_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-wz5pp_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-x79h9_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-ngvw6_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-q56t6_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-g9nfw_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-b9jdc_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-dq2th_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-qt48b_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-khl2g_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-5hjcx_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jxqhl_service:cartservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-wzj5j_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-qbfgx_service:recommendationservice_node:worker--3","pod:currencyservice-w2-6f8d8654c5-5nzcp_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-8kjwr_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-bk96c_service:frontend_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:frontend-w3-8ddd87c7b-nqw92_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-77jv4_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-r5j5b_service:frontend_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-j5lbq_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-vz2xw_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-7v84w_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-8xq85_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-bmgk7_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w1-86744bdcbd-j8lrd_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-t594w_service:frontend_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-5ssvg_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-7jkf4_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-rxwqr_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-pd57n_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-8b9z2_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-h4ksh_service:recommendationservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-q7flv_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-49l2h_service:frontend_node:worker--4.novalocal"
1637877469.909,0.14586151466488834,0.39424657879531405,0.04312601019482813,0.32480851937961486,0.3207594452299191,0.1707982873991949,0.3888773626195885,0.2575092543160018,0.14355676944884027,0.14442536595228833,0.3279054654545659,0.3811735046889108,0.16165744253491054,0.23448929204754745,0.269398766081278,0.13856257950141596,0.3286460272363789,0.3800562799563516,0.3804822554068741,0.21688366144557059,0.38900811940700597,0.24491661262037162,0.4177967390541795,0.2335806219062836,0.2580477660061702,0.24453783727542094,0.330542340533125,0.41457877352555794,0.25722390791377037,0.25270148234635187,0.38636819814387136,0.0039054380548476167,0.3311786273234569,0.37658430756407113,0.26420754746270125,0.3876249816408333,0.24573832386039557,0.1291162873380718,0.13290152749570242,0.179482593072748
1637877484.933,0.15836282250632036,0.4220121455389619,0.04747075314254838,0.39060218080342,0.38128363287734224,0.20425702904334608,0.4383508007850433,0.2884849606661956,0.1621698480089806,0.16335843213572104,0.3701084039257034,0.42986262440272927,0.17756352174863738,0.2626093594225203,0.2946164524273031,0.1330193657030345,0.36476068537523704,0.42851241329643885,0.43003622414855885,0.24622638059430652,0.44119603842865984,0.2736461337143933,0.4656262417021977,0.261542386430625,0.2882590507815181,0.2717524057687371,0.39276084481401086,0.47337195646224295,0.2904487755136086,0.2846110761757734,0.43595537997086503,0.0036970438406601163,0.37177163864109053,0.42318184866735775,0.2954595008579852,0.44548744116043987,0.25740529538535856,0.14756001955843123,0.15043372429168517,0.20109932615291667
1637877499.97,0.15836282250632036,0.4220121455389619,0.04747075314254838,0.39060218080342,0.38128363287734224,0.20425702904334608,0.4383508007850433,0.2884849606661956,0.1621698480089806,0.16335843213572104,0.3701084039257034,0.42986262440272927,0.17756352174863738,0.2626093594225203,0.2946164524273031,0.1330193657030345,0.36476068537523704,0.42851241329643885,0.43003622414855885,0.24622638059430652,0.44119603842865984,0.2736461337143933,0.4656262417021977,0.261542386430625,0.2882590507815181,0.2717524057687371,0.39276084481401086,0.47337195646224295,0.2904487755136086,0.2846110761757734,0.43595537997086503,0.0036970438406601163,0.37177163864109053,0.42318184866735775,0.2954595008579852,0.44548744116043987,0.25740529538535856,0.14756001955843123,0.15043372429168517,0.20109932615291667
1637877515.008,0.16660703085807488,0.4773576529606658,0.04882067108038958,0.4218457172872824,0.42958480328636695,0.20528351591551047,0.47112554471916934,0.30451762706527746,0.16611464762949724,0.16700993834300815,0.38710132133046793,0.4608351959203668,0.182498575589505,0.27241872559881164,0.34352973734661907,0.15372254308865285,0.3852294039174251,0.45858120084054155,0.4633593674022037,0.26366668739367916,0.44245928416364805,0.2936875272630378,0.5021684400995947,0.27293254267459044,0.3049049537463045,0.29561018063889194,0.41496002163412193,0.4933474994519847,0.3059852564020658,0.29720307093173975,0.46978430588824616,0.0036471744181741676,0.38735070786925274,0.4555602204349558,0.311654232221421,0.4891077384360067,0.2826644897458409,0.15253375379538814,0.15865724593712696,0.22602024644708896
1637877530.022,0.16660703085807488,0.4773576529606658,0.04882067108038958,0.4218457172872824,0.42958480328636695,0.20528351591551047,0.47112554471916934,0.30451762706527746,0.16611464762949724,0.16700993834300815,0.38710132133046793,0.4608351959203668,0.182498575589505,0.27241872559881164,0.34352973734661907,0.15372254308865285,0.3852294039174251,0.45858120084054155,0.4633593674022037,0.26366668739367916,0.44245928416364805,0.2936875272630378,0.5021684400995947,0.27293254267459044,0.3049049537463045,0.29561018063889194,0.41496002163412193,0.4933474994519847,0.3059852564020658,0.29720307093173975,0.46978430588824616,0.0036471744181741676,0.38735070786925274,0.4555602204349558,0.311654232221421,0.4891077384360067,0.2826644897458409,0.15253375379538814,0.15865724593712696,0.22602024644708896
1637877545.05,0.16649887270999741,0.478073767630561,0.051327377313170754,0.4317043717454022,0.42834885567818226,0.21253289914782797,0.4719706598492988,0.3053123847311741,0.16703411801515106,0.16755439965364102,0.3870422326598738,0.46131177071896134,0.18364667874007312,0.28303875194232353,0.32344845633054126,0.15845880118247968,0.38456109647720604,0.4600172523458811,0.4633663062784659,0.25447118764953225,0.47392183784115977,0.2938931787225172,0.5034921459066288,0.273055593031504,0.3053188039503322,0.2959582246252317,0.41174582889647715,0.4811368686894592,0.30687768581537445,0.2972066347709998,0.47050648386274985,0.0036885263013018465,0.3878200162455826,0.45639058205510885,0.31277855937388166,0.48681879925688265,0.2982843596590677,0.15730834514161704,0.15972572861147205,0.22631309391673587
1637877560.088,0.16649887270999741,0.478073767630561,0.051327377313170754,0.4317043717454022,0.42834885567818226,0.21253289914782797,0.4719706598492988,0.3053123847311741,0.16703411801515106,0.16755439965364102,0.3870422326598738,0.46131177071896134,0.18364667874007312,0.28303875194232353,0.32344845633054126,0.15845880118247968,0.38456109647720604,0.4600172523458811,0.4633663062784659,0.25447118764953225,0.47392183784115977,0.2938931787225172,0.5034921459066288,0.273055593031504,0.3053188039503322,0.2959582246252317,0.41174582889647715,0.4811368686894592,0.30687768581537445,0.2972066347709998,0.47050648386274985,0.0036885263013018465,0.3878200162455826,0.45639058205510885,0.31277855937388166,0.48681879925688265,0.2982843596590677,0.15730834514161704,0.15972572861147205,0.22631309391673587
1637877575.108,0.16634250391525496,0.4785743915303683,0.05152748821017226,0.38039650061366104,0.4048219749906993,0.21051785535666995,0.4724360513517435,0.305913825222753,0.16702861375525088,0.16738980456611674,0.38691182782700906,0.4601411351818794,0.18356629086016013,0.28198560362444547,0.3178692534285739,0.1527514968397809,0.3846724960934126,0.46015559451549515,0.4627774729593396,0.26289576388069813,0.47344847577493676,0.279796404810002,0.510796164459126,0.27423199951613353,0.3060673859316006,0.2951895275704542,0.43260708995890357,0.4905932691792958,0.3075497881476752,0.2970570827060062,0.47057644973133206,0.0036463378251752774,0.3873168781583849,0.4565823989268724,0.31215579831343737,0.4949402613887577,0.2985471438221659,0.15560044576451393,0.15933693616888325,0.2170814193292397
1637877590.151,0.16634250391525496,0.4785743915303683,0.05152748821017226,0.38039650061366104,0.4048219749906993,0.21051785535666995,0.4724360513517435,0.305913825222753,0.16702861375525088,0.16738980456611674,0.38691182782700906,0.4601411351818794,0.18356629086016013,0.28198560362444547,0.3178692534285739,0.1527514968397809,0.3846724960934126,0.46015559451549515,0.4627774729593396,0.26289576388069813,0.47344847577493676,0.279796404810002,0.510796164459126,0.27423199951613353,0.3060673859316006,0.2951895275704542,0.43260708995890357,0.4905932691792958,0.3075497881476752,0.2970570827060062,0.47057644973133206,0.0036463378251752774,0.3873168781583849,0.4565823989268724,0.31215579831343737,0.4949402613887577,0.2985471438221659,0.15560044576451393,0.15933693616888325,0.2170814193292397
1637877605.173,0.16607140176904528,0.47895807537701207,0.0514458821264498,0.3968034992348405,0.4084527998039694,0.21131728267759553,0.4730252267645027,0.30630696470445473,0.16637552516397708,0.16634986735571122,0.3863689073744015,0.4602051123172174,0.1847714657183173,0.2825589955550959,0.3254122621786463,0.15216013964395167,0.3841832456828316,0.46076445357126267,0.46323050456446185,0.2629518735258477,0.4735267271823589,0.2879240965192269,0.4806377562071607,0.2736185890474836,0.3063612443936607,0.2955807608329557,0.41886356639564687,0.49453206928646715,0.3073798998842235,0.2955055041260451,0.47015949823039666,0.0036361448870469073,0.3866210838357488,0.4561428159967401,0.3117545511713061,0.47704004959411644,0.2985723259708052,0.15645899296928445,0.16066314368621565,0.23109971292306367
