"Time","pod:currencyservice-w2-6f8d8654c5-cwnk4_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-xv5sk_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-6b58745c78-2nhk4_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5f456698b4-xbnk8_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-z7xlh_service:adservice_node:worker--3","pod:cartservice-w3-856bd974f7-7n7fn_service:cartservice_node:worker--3","pod:recommendationservice-w4-868554688b-7p8xf_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w2-59ff89795c-8gn6d_service:cartservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:redis-cart-w3-6d65c886c7-p86hb_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-88dd2_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-tmfpd_service:frontend_node:worker--4.novalocal","pod:adservice-w2-9f97cf96-7sj8h_service:adservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-bc2dg_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-xvkhg_service:frontend_node:worker--3","pod:recommendationservice-w3-78944884d-9w95v_service:recommendationservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-x72mb_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-r8852_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-qqmfr_service:currencyservice_node:worker--2.novalocal","pod:redis-cart-w4-5fdf77f88c-pr96c_service:redis-cart_node:worker--4.novalocal","pod:redis-cart-w1-7c75d55f4d-ldtnh_service:redis-cart_node:worker--1.novalocal","pod:frontend-w1-599b6846df-dtbj9_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-79d6bdc869-9gwgq_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-crmpv_service:currencyservice_node:worker--3","pod:adservice-w4-76766bdfb6-sslll_service:adservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-ftr7w_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-j2rk5_service:frontend_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-66nlw_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-z5srp_service:frontend_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-4k696_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-f4b4d9fd7-pg5hn_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-2w8vp_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w3-5ddb984c58-dv22f_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-dtcbb_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-6cf46588cb-qqk8f_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-rj6jk_service:currencyservice_node:worker--3"
1634216956.623,0.5620936527932487,0.6438180867676824,0.1485578471783201,0.009575248458903646,0.1492417540474517,0.16043404960924684,0.01024213140207711,0.1875012991374266,0.022944739852707542,0.015435478599298556,0.49629786922977515,0.6232975405425132,0.17956958386897168,0.6506539703669904,0.6060753725769801,0.009834942450558512,0.16768151896900266,0.5734558479858355,0.579098874818944,0.04414894240251435,0.0035641223852473933,0.5919519214555106,0.009529601764017452,0.5582641958660519,0.18782150344633128,0.14882738609263765,0.6013262926373455,0.6066917821572315,0.6912668544905758,0.1539438914309502,0.12591679584866264,0.5652760271470963,0.12506364831407407,0.512405114726433,0.1731656080721521,0.5248767915918853
1634216971.793,0.6298993126652248,0.722230387462626,0.16719758774316065,0.008989759890847368,0.16435869109166604,0.18002600928360932,0.011262697626112313,0.21284138512255515,0.02507017028871713,0.016319513711931345,0.5323314177617224,0.73582996712125,0.19885378356060113,0.7299273841932211,0.6860092333446114,0.009002206967501505,0.21461022781540515,0.6381291823904645,0.6483466529789221,0.047481879348550395,0.003388027290230141,0.6696581660219206,0.008932505251875632,0.6291467924773195,0.20784082652343355,0.16336693586287238,0.679541111391557,0.6830982752788073,0.7398051053306786,0.17569915228076444,0.14205243153218539,0.6379991079263332,0.1407684532189703,0.53578944557875,0.19631070862788627,0.6398720014836413
1634216986.832,0.6298993126652248,0.722230387462626,0.16719758774316065,0.008989759890847368,0.16435869109166604,0.18002600928360932,0.011262697626112313,0.21284138512255515,0.02507017028871713,0.016319513711931345,0.5323314177617224,0.73582996712125,0.19885378356060113,0.7299273841932211,0.6860092333446114,0.009002206967501505,0.21461022781540515,0.6381291823904645,0.6483466529789221,0.047481879348550395,0.003388027290230141,0.6696581660219206,0.008932505251875632,0.6291467924773195,0.20784082652343355,0.16336693586287238,0.679541111391557,0.6830982752788073,0.7398051053306786,0.17569915228076444,0.14205243153218539,0.6379991079263332,0.1407684532189703,0.53578944557875,0.19631070862788627,0.6398720014836413
1634217001.85,0.6624760712673728,0.7691580579825226,0.1679074699512947,0.008969932537084533,0.17119470949891005,0.18990240533438052,0.01022226916998957,0.21318320349946634,0.02486269189266997,0.016854480791239322,0.5647715551798566,0.8191333737419527,0.20291743469619694,0.7777878186310683,0.7329064831973023,0.00874542147675874,0.20505108821843954,0.6785833597067308,0.6813881080847319,0.044910061438272995,0.0033259873385526905,0.7137581001858146,0.008545863287253099,0.6518459031652758,0.21361231297926225,0.16751847822618127,0.7242696965269831,0.7312521479861311,0.83507060679556,0.18152335863974073,0.14729069785288612,0.6739840258130442,0.14914810596732453,0.5889448737111194,0.1857190951976027,0.6518771482982062
1634217016.863,0.6624760712673728,0.7691580579825226,0.1679074699512947,0.008969932537084533,0.17119470949891005,0.18990240533438052,0.01022226916998957,0.21318320349946634,0.02486269189266997,0.016854480791239322,0.5647715551798566,0.8191333737419527,0.20291743469619694,0.7777878186310683,0.7329064831973023,0.00874542147675874,0.20505108821843954,0.6785833597067308,0.6813881080847319,0.044910061438272995,0.0033259873385526905,0.7137581001858146,0.008545863287253099,0.6518459031652758,0.21361231297926225,0.16751847822618127,0.7242696965269831,0.7312521479861311,0.83507060679556,0.18152335863974073,0.14729069785288612,0.6739840258130442,0.14914810596732453,0.5889448737111194,0.1857190951976027,0.6518771482982062
1634217031.882,0.6652969571244194,0.7665872594557466,0.1678469082875484,0.008863935842613033,0.1702848939639337,0.18127977231121095,0.010082763546264847,0.21337438485750262,0.0248103980270624,0.0166319653596334,0.573626324651463,0.8313281585025678,0.20246403434600052,0.7785199083353247,0.7324780882818023,0.00866246862694173,0.21487426150569827,0.6765426696874615,0.6829546475811378,0.05028550749451487,0.0033638932706339317,0.7132308562084981,0.008486437011969744,0.6686319261547,0.204590155921414,0.16766656736740676,0.7255134893768899,0.7306735024490991,0.8336270650905825,0.18095907690228713,0.14706213260849382,0.6737879187418583,0.14898506127212208,0.5654916684295967,0.190843185871416,0.6798684446597469
1634217046.896,0.6652969571244194,0.7665872594557466,0.1678469082875484,0.008863935842613033,0.1702848939639337,0.18127977231121095,0.010082763546264847,0.21337438485750262,0.0248103980270624,0.0166319653596334,0.573626324651463,0.8313281585025678,0.20246403434600052,0.7785199083353247,0.7324780882818023,0.00866246862694173,0.21487426150569827,0.6765426696874615,0.6829546475811378,0.05028550749451487,0.0033638932706339317,0.7132308562084981,0.008486437011969744,0.6686319261547,0.204590155921414,0.16766656736740676,0.7255134893768899,0.7306735024490991,0.8336270650905825,0.18095907690228713,0.14706213260849382,0.6737879187418583,0.14898506127212208,0.5654916684295967,0.190843185871416,0.6798684446597469
1634217061.923,0.665027808226585,0.7684711654125183,0.16836050705820274,0.009051105114786892,0.16428486086087662,0.186577984318523,0.011138564736250698,0.21273373935562095,0.024662033070253185,0.016673024927661654,0.5804698665175357,0.7903412612668641,0.20325615343660244,0.7800308825587301,0.7307609092122324,0.008225693867437333,0.2182955528588142,0.6772040669671539,0.6811380542360292,0.05031173151860694,0.003327160921748785,0.7142623494970188,0.008549358843284637,0.6507288760180764,0.22532224731666844,0.16715760539408275,0.7258570515749814,0.730406371407701,0.8173264884216512,0.18110361730574343,0.14714470152963785,0.6740767439179309,0.14875146032936476,0.5616683639628379,0.18284139583734005,0.661250585651898
1634217076.936,0.665027808226585,0.7684711654125183,0.16836050705820274,0.009051105114786892,0.16428486086087662,0.186577984318523,0.011138564736250698,0.21273373935562095,0.024662033070253185,0.016673024927661654,0.5804698665175357,0.7903412612668641,0.20325615343660244,0.7800308825587301,0.7307609092122324,0.008225693867437333,0.2182955528588142,0.6772040669671539,0.6811380542360292,0.05031173151860694,0.003327160921748785,0.7142623494970188,0.008549358843284637,0.6507288760180764,0.22532224731666844,0.16715760539408275,0.7258570515749814,0.730406371407701,0.8173264884216512,0.18110361730574343,0.14714470152963785,0.6740767439179309,0.14875146032936476,0.5616683639628379,0.18284139583734005,0.661250585651898
1634217091.956,0.6656173189403543,0.771114926976546,0.16887171118982824,0.008974404450261292,0.16420656629742347,0.18677170937152388,0.011071832603695039,0.21271033072540108,0.024551552416122772,0.01668322176119968,0.5574871044028314,0.8589606626638592,0.2006568645966338,0.7801924002429294,0.682896018106862,0.008566415806093498,0.2076664515619141,0.6766737170997452,0.6803325666811706,0.05062743342702321,0.0033241118960011073,0.713799734538971,0.008570240631271523,0.6680689219744386,0.22504055018797042,0.16603286940395967,0.7247637787570802,0.6968913769296736,0.8263198914514893,0.1805395343574024,0.1465255376867935,0.6745205304637054,0.1493942523561157,0.5614131056988395,0.18787116002074428,0.6808052135124472
