"Time","pod:recommendationservice-w1-5c774597c5-hcbbb_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-b84pv_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-hzgmg_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-p9t7m_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-989kq_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-4nbt5_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-xrnfn_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-g6pqb_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-b5jcw_service:frontend_node:worker--3","pod:frontend-w2-777d8d5dcb-snp6z_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-65svc_service:currencyservice_node:worker--3","pod:currencyservice-w4-649d8c7669-t84zm_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-rr74x_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-xcl42_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-c494v_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-ptxzl_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-67z7p_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-wfqvl_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-4bk6t_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-z4dxg_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-7m7zj_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-zxjmm_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-ljtdc_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-vzdhb_service:frontend_node:worker--3","pod:cartservice-w1-86744bdcbd-qd8fc_service:cartservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-7gqfl_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-d8hth_service:frontend_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-rxp7l_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-289gz_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-4s8hh_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-jrx2m_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-hkg69_service:frontend_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-pkwc9_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-fn8st_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-zzsgq_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-wkw6t_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-xbfnf_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-fnrl9_service:frontend_node:worker--4.novalocal"
1642159679.347,0.1641155260348717,0.21711046478327287,0.38731053123678727,0.3120234303462711,0.3038156216001901,0.266762843497826,0.26420454970216156,0.1870955615942892,0.3794572552439023,0.3954096446564152,0.23164860074823673,0.2928696173379747,0.4207581538369564,0.3869437094491667,0.34778772213510045,0.1680419438662918,0.022464728428844435,0.14750481908597776,0.2073642989762549,0.2512492107726084,0.39773962948018704,0.381558685549666,0.3294907071848301,0.17717340147630894,0.36584495294681246,0.3835232361593809,0.3825501830317485,0.30291846017922053,0.1664573042331301,0.26261981864422423,0.2895649485770776,0.3808361218882639,0.41761312659088906,0.3686971544700339,0.3026775259541947,0.23556643146745898,0.31691832497701033,0.3804889666902084
1642159694.375,0.1641155260348717,0.21711046478327287,0.38731053123678727,0.3120234303462711,0.3038156216001901,0.266762843497826,0.26420454970216156,0.1870955615942892,0.3794572552439023,0.3954096446564152,0.23164860074823673,0.2928696173379747,0.4207581538369564,0.3869437094491667,0.34778772213510045,0.1680419438662918,0.022464728428844435,0.14750481908597776,0.2073642989762549,0.2512492107726084,0.39773962948018704,0.381558685549666,0.3294907071848301,0.17717340147630894,0.36584495294681246,0.3835232361593809,0.3825501830317485,0.30291846017922053,0.1664573042331301,0.26261981864422423,0.2895649485770776,0.3808361218882639,0.41761312659088906,0.3686971544700339,0.3026775259541947,0.23556643146745898,0.31691832497701033,0.3804889666902084
1642159709.403,0.1785182148173908,0.2550943297088275,0.4245935804001896,0.3218760151698573,0.33137455380184044,0.2854704687445293,0.2855138278158008,0.19672712264396425,0.4284397827615244,0.4358939538841556,0.25304495961402096,0.3321613251181995,0.45793317540564116,0.45761364026234264,0.3594526436265303,0.1820217599940023,0.02445952729236718,0.1696965821977297,0.23731680160674376,0.26726323936010776,0.4409833552205752,0.424013934204691,0.35965285012863313,0.1968256170415339,0.40059322611000586,0.42539741218238847,0.4207040129280387,0.333936386603771,0.1820868448371239,0.2833083907960501,0.302010994793884,0.42882680100375603,0.45359690065363584,0.4078884725683487,0.3341338940662109,0.25283520244737623,0.3405501668130838,0.4118763946779681
1642159724.435,0.1785182148173908,0.2550943297088275,0.4245935804001896,0.3218760151698573,0.33137455380184044,0.2854704687445293,0.2855138278158008,0.19672712264396425,0.4284397827615244,0.4358939538841556,0.25304495961402096,0.3321613251181995,0.45793317540564116,0.45761364026234264,0.3594526436265303,0.1820217599940023,0.02445952729236718,0.1696965821977297,0.23731680160674376,0.26726323936010776,0.4409833552205752,0.424013934204691,0.35965285012863313,0.1968256170415339,0.40059322611000586,0.42539741218238847,0.4207040129280387,0.333936386603771,0.1820868448371239,0.2833083907960501,0.302010994793884,0.42882680100375603,0.45359690065363584,0.4078884725683487,0.3341338940662109,0.25283520244737623,0.3405501668130838,0.4118763946779681
1642159739.466,0.1784256374730408,0.25335293468053766,0.4232834378147615,0.3095522573467907,0.33314119642089823,0.2849395598053921,0.2841270181976305,0.1973125705697468,0.43025243841506267,0.43716945170295884,0.24552045039737974,0.3064778062479675,0.43808106167640704,0.4246608750782153,0.3761114125955032,0.181976603454158,0.02465785143502482,0.17058393023009555,0.22607171562584694,0.26585411117142727,0.442259818842155,0.4259807890413976,0.36032655565752525,0.1972718716178557,0.4015222570795094,0.42720976710653946,0.4271308762296461,0.33491352040899075,0.18055102263929868,0.28348964310795716,0.3152956639676784,0.40971682061954195,0.43481178971253753,0.4100029025317839,0.33478610242796075,0.24411842887439097,0.34424563681272363,0.47169063816223666
1642159754.496,0.1784256374730408,0.25335293468053766,0.4232834378147615,0.3095522573467907,0.33314119642089823,0.2849395598053921,0.2841270181976305,0.1973125705697468,0.43025243841506267,0.43716945170295884,0.24552045039737974,0.3064778062479675,0.43808106167640704,0.4246608750782153,0.3761114125955032,0.181976603454158,0.02465785143502482,0.17058393023009555,0.22607171562584694,0.26585411117142727,0.442259818842155,0.4259807890413976,0.36032655565752525,0.1972718716178557,0.4015222570795094,0.42720976710653946,0.4271308762296461,0.33491352040899075,0.18055102263929868,0.28348964310795716,0.3152956639676784,0.40971682061954195,0.43481178971253753,0.4100029025317839,0.33478610242796075,0.24411842887439097,0.34424563681272363,0.47169063816223666
1642159769.511,0.17892653611288395,0.25219677043901667,0.4317565793994289,0.32175869198927537,0.33441210491276324,0.28646446858539554,0.2853340673750361,0.19945471704331003,0.4106442309371103,0.4390090034511966,0.25225790031916817,0.304566542937744,0.45207194886899615,0.43834668208392985,0.38396835169029875,0.18135343609829807,0.024896442127756085,0.17082230390571473,0.2248750773658933,0.2659529714825264,0.44607959524858787,0.4277600747731196,0.36212278970546713,0.19722072224000572,0.4055927106784158,0.42948563603588286,0.4272615495599188,0.33706590150527616,0.18042296644980158,0.2848008305679595,0.31074860462840725,0.4312896900741507,0.4240897501384678,0.41230934395591645,0.3361315522379015,0.2523107392969147,0.33856851839424335,0.43191852200637415
1642159784.535,0.17892653611288395,0.25219677043901667,0.4317565793994289,0.32175869198927537,0.33441210491276324,0.28646446858539554,0.2853340673750361,0.19945471704331003,0.4106442309371103,0.4390090034511966,0.25225790031916817,0.304566542937744,0.45207194886899615,0.43834668208392985,0.38396835169029875,0.18135343609829807,0.024896442127756085,0.17082230390571473,0.2248750773658933,0.2659529714825264,0.44607959524858787,0.4277600747731196,0.36212278970546713,0.19722072224000572,0.4055927106784158,0.42948563603588286,0.4272615495599188,0.33706590150527616,0.18042296644980158,0.2848008305679595,0.31074860462840725,0.4312896900741507,0.4240897501384678,0.41230934395591645,0.3361315522379015,0.2523107392969147,0.33856851839424335,0.43191852200637415
1642159799.561,0.17894133297598305,0.24642880762665273,0.43238521993955215,0.3102362328296918,0.3350436926927689,0.2855725891507018,0.2860652150221301,0.2007813849724508,0.413614941621689,0.4391358787419075,0.2515237554978008,0.32216753683164423,0.4428779698297408,0.43881958268343635,0.3669891216342687,0.181238855327223,0.02513424939619681,0.17128461492263797,0.23508409695246069,0.2661324673965158,0.4455413438509498,0.42864019260186287,0.36252294066914537,0.19807497149229222,0.40585954451841466,0.42911274002684224,0.4282170400671748,0.3371759699784219,0.18040549252302773,0.2837446692380559,0.30437817067141365,0.45308789910975233,0.4179793761503481,0.41249375203867655,0.33666824006439433,0.25352932361988584,0.3452651483800836,0.43005541002770226
1642159814.592,0.17894133297598305,0.24642880762665273,0.43238521993955215,0.3102362328296918,0.3350436926927689,0.2855725891507018,0.2860652150221301,0.2007813849724508,0.413614941621689,0.4391358787419075,0.2515237554978008,0.32216753683164423,0.4428779698297408,0.43881958268343635,0.3669891216342687,0.181238855327223,0.02513424939619681,0.17128461492263797,0.23508409695246069,0.2661324673965158,0.4455413438509498,0.42864019260186287,0.36252294066914537,0.19807497149229222,0.40585954451841466,0.42911274002684224,0.4282170400671748,0.3371759699784219,0.18040549252302773,0.2837446692380559,0.30437817067141365,0.45308789910975233,0.4179793761503481,0.41249375203867655,0.33666824006439433,0.25352932361988584,0.3452651483800836,0.43005541002770226
