"Time","pod:adservice-w1-76766bdfb6-z6dx4_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-6d5d8bb6bc-cdv5l_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-whm7z_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-7lfpn_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-nlmnz_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-pxlzn_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-l8g4v_service:frontend_node:worker--3","pod:frontend-w1-6646bc856b-zvndf_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-wjf96_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w4-599b6846df-vb797_service:frontend_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-6tpkh_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-29pdg_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w1-5d9b8d854-rq97v_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w4-cd78b8fd6-84xsm_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-cd78b8fd6-vqcv6_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-lf8nd_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w2-66565874fb-4gppx_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-5j4dm_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-vk6ws_service:frontend_node:worker--3","pod:frontend-w2-777d8d5dcb-5lrf4_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-xjkwv_service:recommendationservice_node:worker--3","pod:recommendationservice-w1-6855bd669b-w2s79_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w4-599b6846df-95hlr_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-ww8t7_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-bm4gp_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w1-649d8c7669-6k9p5_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-bc58d_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-b8sps_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-7cdvx_service:frontend_node:worker--3","pod:redis-cart-w1-5fdf77f88c-7nlz7_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w4-5c774597c5-tpt5m_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-pg8q2_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w1-6855bd669b-6cbrb_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-qpglx_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w1-6855bd669b-v7gd8_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w4-cd78b8fd6-drxdq_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-jl4pn_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-p2n76_service:frontend_node:worker--4.novalocal"
1642123979.623,0.39143253740061845,0.3257024155695205,0.3061157988826892,0.3611039486703604,0.20598289195577296,0.3206170734056953,0.32991354604199785,0.3433056446047917,0.3081826170939353,0.34280037647507405,0.3605025744363303,0.16412142821124853,0.32108948298062534,0.21292871482861267,0.22106903608026957,0.2826334673076196,0.31250367496785636,0.2125030275311824,0.337184668744853,0.36390436989768826,0.13267331209831248,0.1844866784161474,0.3406741048591715,0.2919640133584032,0.24430113079808485,0.260810112811875,0.368995415539421,0.20497258079188835,0.15567546472360685,0.008947284621114063,0.1414713566785528,0.248205161631318,0.18368043579846033,0.24829682825351823,0.17787176247256908,0.21531041672071066,0.3400378785631664,0.351350914854738
1642123994.636,0.39143253740061845,0.3257024155695205,0.3061157988826892,0.3611039486703604,0.20598289195577296,0.3206170734056953,0.32991354604199785,0.3433056446047917,0.3081826170939353,0.34280037647507405,0.3605025744363303,0.16412142821124853,0.32108948298062534,0.21292871482861267,0.22106903608026957,0.2826334673076196,0.31250367496785636,0.2125030275311824,0.337184668744853,0.36390436989768826,0.13267331209831248,0.1844866784161474,0.3406741048591715,0.2919640133584032,0.24430113079808485,0.260810112811875,0.368995415539421,0.20497258079188835,0.15567546472360685,0.008947284621114063,0.1414713566785528,0.248205161631318,0.18368043579846033,0.24829682825351823,0.17787176247256908,0.21531041672071066,0.3400378785631664,0.351350914854738
1642124009.663,0.40319893680342445,0.36231856185259614,0.33476161580148667,0.3963612931328955,0.23111897865106235,0.36388768588546244,0.3456160852063286,0.4240124810639939,0.3400888636462031,0.3832470809480384,0.3973646462177079,0.16223283490680918,0.35296657673287934,0.23592201608319088,0.23377437574723187,0.3159001022061942,0.33838717273742897,0.23039735666979777,0.35806260041710125,0.3959390954539338,0.1477974712895226,0.1880296223521961,0.3740881015281651,0.32148833681487804,0.2569659527353828,0.2807291490638149,0.403729654255168,0.22889963760103968,0.17329404465703788,0.008675326693665988,0.1539697989935087,0.2550552863378229,0.1874600458908347,0.2567979651655821,0.19141686121916124,0.2338527042350915,0.3791193372858254,0.3840817145345147
1642124024.694,0.40319893680342445,0.36231856185259614,0.33476161580148667,0.3963612931328955,0.23111897865106235,0.36388768588546244,0.3456160852063286,0.4240124810639939,0.3400888636462031,0.3832470809480384,0.3973646462177079,0.16223283490680918,0.35296657673287934,0.23592201608319088,0.23377437574723187,0.3159001022061942,0.33838717273742897,0.23039735666979777,0.35806260041710125,0.3959390954539338,0.1477974712895226,0.1880296223521961,0.3740881015281651,0.32148833681487804,0.2569659527353828,0.2807291490638149,0.403729654255168,0.22889963760103968,0.17329404465703788,0.008675326693665988,0.1539697989935087,0.2550552863378229,0.1874600458908347,0.2567979651655821,0.19141686121916124,0.2338527042350915,0.3791193372858254,0.3840817145345147
1642124039.723,0.3623586770672089,0.3552197915620261,0.33196215264942946,0.3834203902547198,0.21229833146588975,0.347632311022848,0.3456379600073418,0.40760467536698763,0.326566170252515,0.36435716880531327,0.38269050092509316,0.15137239471517094,0.3124783629431089,0.21580270986344802,0.21785796546228203,0.3030282863879442,0.32183408534973695,0.21280874316876164,0.3630279469887838,0.3832123006118705,0.13378069517452412,0.17225204820756249,0.361233651196039,0.3032092020920081,0.24005686269616028,0.2750855725751281,0.3857160528501725,0.21390120312385746,0.16561192628084306,0.009033762738028446,0.13961058724479863,0.2414633827268032,0.1693771156823256,0.243130998471135,0.17450702811048818,0.21698130609648286,0.36085988879954206,0.3672600379748658
1642124054.75,0.3623586770672089,0.3552197915620261,0.33196215264942946,0.3834203902547198,0.21229833146588975,0.347632311022848,0.3456379600073418,0.40760467536698763,0.326566170252515,0.36435716880531327,0.38269050092509316,0.15137239471517094,0.3124783629431089,0.21580270986344802,0.21785796546228203,0.3030282863879442,0.32183408534973695,0.21280874316876164,0.3630279469887838,0.3832123006118705,0.13378069517452412,0.17225204820756249,0.361233651196039,0.3032092020920081,0.24005686269616028,0.2750855725751281,0.3857160528501725,0.21390120312385746,0.16561192628084306,0.009033762738028446,0.13961058724479863,0.2414633827268032,0.1693771156823256,0.243130998471135,0.17450702811048818,0.21698130609648286,0.36085988879954206,0.3672600379748658
1642124069.779,0.32903938544247646,0.3736737927859674,0.3016805844765512,0.38462901670502747,0.21153969110568385,0.347335103675406,0.35255826669180246,0.40242397531969604,0.30706027927702073,0.36454040083826644,0.3834045925309113,0.15341921707262968,0.30177231479923305,0.21524116828576467,0.2187445896960188,0.30445747293952297,0.32223283873591985,0.20136589614343248,0.36108216799439397,0.382593821406212,0.13053731872469354,0.1528157823498965,0.36445303233658893,0.30413574935704646,0.2431841452699462,0.2805873108701839,0.38780553072135554,0.19242955016200536,0.15764963443627722,0.00857288767032695,0.1398247119537156,0.24186881508738317,0.15832771257311445,0.24332958647237657,0.16351480358691778,0.2188257030219462,0.3609433025867041,0.36575118687912256
1642124084.802,0.32903938544247646,0.3736737927859674,0.3016805844765512,0.38462901670502747,0.21153969110568385,0.347335103675406,0.35255826669180246,0.40242397531969604,0.30706027927702073,0.36454040083826644,0.3834045925309113,0.15341921707262968,0.30177231479923305,0.21524116828576467,0.2187445896960188,0.30445747293952297,0.32223283873591985,0.20136589614343248,0.36108216799439397,0.382593821406212,0.13053731872469354,0.1528157823498965,0.36445303233658893,0.30413574935704646,0.2431841452699462,0.2805873108701839,0.38780553072135554,0.19242955016200536,0.15764963443627722,0.00857288767032695,0.1398247119537156,0.24186881508738317,0.15832771257311445,0.24332958647237657,0.16351480358691778,0.2188257030219462,0.3609433025867041,0.36575118687912256
1642124099.831,0.31865815074286197,0.37600684561520914,0.3058038359647829,0.3854628299320698,0.20182390550795065,0.35120997172988716,0.35381832914607697,0.389528012677103,0.336625302559453,0.36349841978151504,0.38592874622199036,0.1555708726209995,0.3033644678792087,0.2162866716505099,0.21740208375911108,0.3034741160772921,0.3223519783858873,0.21316972706326637,0.3648625056348874,0.38187358886285344,0.12498963163210922,0.1628009481284483,0.3650623586741835,0.3033500557013082,0.24311589270183548,0.2635700932502649,0.383288742129264,0.21280814421773586,0.16741521123542843,0.008793197303106737,0.14042689124517999,0.24384881141851295,0.1554418135566607,0.2445728252126803,0.15543637757947049,0.21917315434203194,0.3603501637358203,0.36651131560312183
1642124114.866,0.31865815074286197,0.37600684561520914,0.3058038359647829,0.3854628299320698,0.20182390550795065,0.35120997172988716,0.35381832914607697,0.389528012677103,0.336625302559453,0.36349841978151504,0.38592874622199036,0.1555708726209995,0.3033644678792087,0.2162866716505099,0.21740208375911108,0.3034741160772921,0.3223519783858873,0.21316972706326637,0.3648625056348874,0.38187358886285344,0.12498963163210922,0.1628009481284483,0.3650623586741835,0.3033500557013082,0.24311589270183548,0.2635700932502649,0.383288742129264,0.21280814421773586,0.16741521123542843,0.008793197303106737,0.14042689124517999,0.24384881141851295,0.1554418135566607,0.2445728252126803,0.15543637757947049,0.21917315434203194,0.3603501637358203,0.36651131560312183
