"Time","pod:currencyservice-w3-cd78b8fd6-tbx2t_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-c2gbp_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-5ccvh_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-nhxf2_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-754d7d8cd4-vnhrv_service:adservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-82ghv_service:productcatalogservice_node:worker--1","pod:currencyservice-w4-649d8c7669-bzsxr_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w3-56c4dd84bf-xm2c5_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w2-66565874fb-bmxdx_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w1-8649bb655b-2cl9v_service:productcatalogservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-kpxtj_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-j6hw8_service:recommendationservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-29q4j_service:recommendationservice_node:worker--1","pod:currencyservice-w4-649d8c7669-lh6rd_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-2rn4f_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-2s4vv_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-4rllj_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-x464v_service:frontend_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-9xtz6_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-q45hn_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-szmkc_service:frontend_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-n86nv_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w1-8597bb459d-sh64j_service:recommendationservice_node:worker--1","pod:currencyservice-w4-649d8c7669-x4zbw_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-f2qrs_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-xffnn_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-r9jq5_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-cqzwv_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-fn9nm_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-lj9c5_service:frontend_node:worker--2.novalocal","pod:currencyservice-w1-656689488c-6s97w_service:currencyservice_node:worker--1","pod:frontend-w3-599b6846df-6f5l9_service:frontend_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-rmhqq_service:frontend_node:worker--2.novalocal","pod:cartservice-w1-856bd974f7-7745s_service:cartservice_node:worker--1","pod:frontend-w1-8ddd87c7b-nfk76_service:frontend_node:worker--1","pod:redis-cart-w1-6d65c886c7-lqt4m_service:redis-cart_node:worker--1","pod:frontend-w4-6646bc856b-9mm69_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-drsz4_service:productcatalogservice_node:worker--4.novalocal"
1642108268.932,0.2295760088776022,0.16171896630907776,0.3857350965092274,0.2055766355618428,0.4096726796357838,0.2811470586456859,0.2842532403757567,0.3010670326564793,0.3227057855080098,0.28752178856791033,0.28740926819149143,0.1609426399293104,0.15056660757271467,0.29390201270499616,0.37177992647293157,0.2352440408158805,0.3719416432904076,0.36950194867941194,0.39225118240881884,0.1934434839389933,0.3771022426652948,0.26962975652248694,0.14982100420009453,0.27725417877572955,0.40521588866661007,0.387857666096875,0.22952951940763172,0.26563054601793773,0.26467573921676224,0.38663151203932994,0.21364408839360244,0.37611528440037467,0.38842610159732105,0.3547055056739586,0.1718578840059842,0.02752927351885232,0.4119832260081462,0.34205532860031046
1642108283.966,0.2610696978674506,0.18269310375129222,0.4306127027790147,0.24124065983751297,0.45088620438631444,0.31784037080892175,0.3228045346604884,0.33644423126232215,0.3596278643479146,0.3232916404123108,0.32357387291476297,0.1641497752282654,0.1675407098533203,0.3345405769123712,0.42538304169244656,0.2596956304743048,0.4191175941010066,0.4141704466327144,0.43831767554454193,0.2090254630804006,0.4249964608385385,0.29365162011209806,0.16872321825266562,0.33383360443146337,0.4232670950629167,0.44412563264594623,0.26001642058612406,0.2908166029629601,0.29374081235520144,0.4334842928118994,0.25202211727397883,0.4229695587751741,0.4346757582087403,0.3985298847548415,0.19883582416508735,0.03151524792373626,0.46269770797170673,0.3806435021486313
1642108298.999,0.2610696978674506,0.18269310375129222,0.4306127027790147,0.24124065983751297,0.45088620438631444,0.31784037080892175,0.3228045346604884,0.33644423126232215,0.3596278643479146,0.3232916404123108,0.32357387291476297,0.1641497752282654,0.1675407098533203,0.3345405769123712,0.42538304169244656,0.2596956304743048,0.4191175941010066,0.4141704466327144,0.43831767554454193,0.2090254630804006,0.4249964608385385,0.29365162011209806,0.16872321825266562,0.33383360443146337,0.4232670950629167,0.44412563264594623,0.26001642058612406,0.2908166029629601,0.29374081235520144,0.4334842928118994,0.25202211727397883,0.4229695587751741,0.4346757582087403,0.3985298847548415,0.19883582416508735,0.03151524792373626,0.46269770797170673,0.3806435021486313
1642108314.027,0.26139054731859435,0.1823575923192079,0.4441482338316711,0.2527470637693355,0.4490059693996037,0.33346396240888304,0.3185523345400432,0.3436470701126264,0.3654391928283962,0.33417779324526886,0.33044442661633716,0.17230369858697187,0.17319692567218875,0.3160364429229559,0.47692292786701895,0.25922420662051165,0.43133714977898163,0.42626722641401044,0.44879184490379315,0.20779941403717944,0.43577486202411125,0.29053859703354457,0.17152723775895481,0.3022484149055323,0.4554399022673055,0.45188563803069015,0.26083787530579666,0.28763083207589013,0.29217493647123094,0.4443669220622696,0.25721989715930726,0.43405836086901245,0.4474257070953894,0.41815410929578894,0.20159931536373965,0.03179071155865232,0.45556381562183823,0.3923275239315662
1642108329.054,0.26139054731859435,0.1823575923192079,0.4441482338316711,0.2527470637693355,0.4490059693996037,0.33346396240888304,0.3185523345400432,0.3436470701126264,0.3654391928283962,0.33417779324526886,0.33044442661633716,0.17230369858697187,0.17319692567218875,0.3160364429229559,0.47692292786701895,0.25922420662051165,0.43133714977898163,0.42626722641401044,0.44879184490379315,0.20779941403717944,0.43577486202411125,0.29053859703354457,0.17152723775895481,0.3022484149055323,0.4554399022673055,0.45188563803069015,0.26083787530579666,0.28763083207589013,0.29217493647123094,0.4443669220622696,0.25721989715930726,0.43405836086901245,0.4474257070953894,0.41815410929578894,0.20159931536373965,0.03179071155865232,0.45556381562183823,0.3923275239315662
1642108344.095,0.2456229301891333,0.16846897150690215,0.42080113326612245,0.23866505282672235,0.4233023091570196,0.30865073528171766,0.31177948043726494,0.3299692634193695,0.3401849485741723,0.32036345539683186,0.3163746725037303,0.1676278027938759,0.1622776713811993,0.3147917457437728,0.46949667582613386,0.2442260024673265,0.4161981292171921,0.40587782384267795,0.4275240085438124,0.18795000577364115,0.4155413280403764,0.27017757026876166,0.1647533886550714,0.31667378126116263,0.46955974618240953,0.47170985344376,0.2453777902135817,0.27211453320450907,0.2723870003826685,0.42618180560252916,0.2493772118677673,0.41435587203917335,0.4234538450233608,0.3857024709514727,0.19577966817455394,0.031243994294144803,0.4803609464497222,0.36953924864602467
1642108359.134,0.2456229301891333,0.16846897150690215,0.42080113326612245,0.23866505282672235,0.4233023091570196,0.30865073528171766,0.31177948043726494,0.3299692634193695,0.3401849485741723,0.32036345539683186,0.3163746725037303,0.1676278027938759,0.1622776713811993,0.3147917457437728,0.46949667582613386,0.2442260024673265,0.4161981292171921,0.40587782384267795,0.4275240085438124,0.18795000577364115,0.4155413280403764,0.27017757026876166,0.1647533886550714,0.31667378126116263,0.46955974618240953,0.47170985344376,0.2453777902135817,0.27211453320450907,0.2723870003826685,0.42618180560252916,0.2493772118677673,0.41435587203917335,0.4234538450233608,0.3857024709514727,0.19577966817455394,0.031243994294144803,0.4803609464497222,0.36953924864602467
1642108374.162,0.24266404857270896,0.16277794148151903,0.42133030898409185,0.22440188038520775,0.35377754454744964,0.3116837613638738,0.29068942315863566,0.3198019175140956,0.339974491764852,0.3038046309206026,0.3082761033879006,0.1548465558283308,0.14784638888197715,0.30586904621961253,0.42708220353712883,0.2404639737200881,0.4081875191828647,0.40333942340007134,0.4263876792762246,0.18504092927621185,0.41217586816023244,0.2694774489442886,0.14244876343455923,0.27978573566213116,0.40186203748486826,0.39857042710681334,0.24178924129250887,0.2667474291611999,0.2719581121387542,0.4233057595170573,0.23787068993542754,0.4111416594423864,0.42337689562000774,0.39327606758837197,0.1838289395262543,0.029899535090058046,0.45136130460296525,0.367747838123632
1642108389.189,0.24266404857270896,0.16277794148151903,0.42133030898409185,0.22440188038520775,0.35377754454744964,0.3116837613638738,0.29068942315863566,0.3198019175140956,0.339974491764852,0.3038046309206026,0.3082761033879006,0.1548465558283308,0.14784638888197715,0.30586904621961253,0.42708220353712883,0.2404639737200881,0.4081875191828647,0.40333942340007134,0.4263876792762246,0.18504092927621185,0.41217586816023244,0.2694774489442886,0.14244876343455923,0.27978573566213116,0.40186203748486826,0.39857042710681334,0.24178924129250887,0.2667474291611999,0.2719581121387542,0.4233057595170573,0.23787068993542754,0.4111416594423864,0.42337689562000774,0.39327606758837197,0.1838289395262543,0.029899535090058046,0.45136130460296525,0.367747838123632
1642108404.234,0.2416499004908378,0.16392504617974596,0.4223519723284672,0.22388910185268582,0.36642006535814864,0.3122630352543542,0.29013482355480646,0.3210137820348181,0.34081048858355695,0.3030438788277819,0.30092018432058387,0.14981707275489883,0.15379348287674172,0.2863750439242232,0.4264977237448778,0.24015422757170346,0.40869900476875226,0.4025588292126897,0.42876741567188875,0.18418521303323115,0.41313252384759064,0.2711164823509689,0.15273137246120022,0.3086467863752512,0.4281980049513581,0.43371554193931144,0.24276023212392794,0.2682689546646615,0.27238649252874025,0.42444776659322697,0.20890333243990336,0.4106135766231238,0.4229566777069477,0.3923745183081289,0.19213726094811734,0.02948779213094358,0.4516118707233654,0.3706289690536973
