"Time","pod:frontend-w2-777d8d5dcb-n4dgf_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-s46bg_service:currencyservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-lhzdr_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-c6g5w_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-c5xjx_service:currencyservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-54wx9_service:frontend_node:worker--4.novalocal","pod:adservice-w2-9f97cf96-472sd_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-vtxsz_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-bl644_service:adservice_node:worker--3","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-59r5v_service:productcatalogservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-s55ds_service:cartservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-cb5vm_service:recommendationservice_node:worker--3","pod:adservice-w1-5c67ddfffc-q8vfj_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-zcbss_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-7xz9n_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-9ptf5_service:cartservice_node:worker--2.novalocal","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:adservice-w4-76766bdfb6-rzgpw_service:adservice_node:worker--4.novalocal","pod:cartservice-w4-6d5d8bb6bc-hpb7n_service:cartservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-knqpc_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-tjl7m_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-fxzl8_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-cvb9p_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-vvvck_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-w62g7_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-lg7zt_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-2lx4d_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-jnpmw_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-f6r5v_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-r2kqh_service:frontend_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-d576d_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-dmvd6_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-sj8wx_service:productcatalogservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-2kw2f_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-k4dwn_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-kc9zp_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-nlwz4_service:currencyservice_node:worker--3","pod:frontend-w1-599b6846df-k5qh9_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-x6ndr_service:frontend_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-84p4n_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-j68kq_service:recommendationservice_node:worker--4.novalocal"
1636039396.231,0.6632464882067372,0.49063268147877115,0.49288442925594533,0.009806642482478683,0.5641898160813722,0.5569354025207058,0.1771221353968946,0.009869258543929893,0.13912603115514563,0.05291384774355788,0.0844010731279893,0.003835054431792529,0.15691891006299,0.010065293985965373,0.13569411795292624,0.06990901443751767,0.009606057123003376,0.1881496195579956,0.01899717349638811,0.18207162559570625,0.18327022910063157,0.011023981207491582,0.6273836658362263,0.08581406250332543,0.6372328185529484,0.06872651676783505,0.07278092055292569,0.5826027546442034,0.5006147250319543,0.4884101609611854,0.07132191446416278,0.003520688795903954,0.6050574295313877,0.0923625697627763,0.008708606947244983,0.10276065852687205,0.15151097398180421,0.5606969828762509,0.009833696804289385,0.4734799799902625,0.629843990599315,0.6300683498511537,0.6419923016338056,0.011289910924144069
1636039411.283,0.746820701025467,0.5552023444810703,0.5542818426751493,0.009442443669671575,0.6333311070066882,0.6053618896268107,0.19659340867678013,0.009512485222971686,0.15418101081412894,0.05852343222588617,0.09395695316343532,0.004671296349757398,0.1780142783190366,0.009221260597833658,0.15005552855308457,0.08037956698999858,0.009374470797491095,0.20946425947479091,0.020645449368830487,0.17703926322459354,0.17783025756288973,0.010678500668482695,0.7032897959264724,0.09415562927329586,0.675425964450375,0.07816559500522098,0.0783874284088779,0.6736169940634237,0.5779133883139584,0.5589262733185589,0.0798055166814613,0.0035895065435692496,0.6906029169525706,0.11380036307941391,0.009443411302730884,0.1032625166588413,0.17698991750574655,0.630531008140795,0.009497804442035566,0.5576593363264953,0.7093158712039145,0.7101662102049554,0.7211459725410901,0.010209394776472567
1636039426.308,0.746820701025467,0.5552023444810703,0.5542818426751493,0.009442443669671575,0.6333311070066882,0.6053618896268107,0.19659340867678013,0.009512485222971686,0.15418101081412894,0.05852343222588617,0.09395695316343532,0.004671296349757398,0.1780142783190366,0.009221260597833658,0.15005552855308457,0.08037956698999858,0.009374470797491095,0.20946425947479091,0.020645449368830487,0.17703926322459354,0.17783025756288973,0.010678500668482695,0.7032897959264724,0.09415562927329586,0.675425964450375,0.07816559500522098,0.0783874284088779,0.6736169940634237,0.5779133883139584,0.5589262733185589,0.0798055166814613,0.0035895065435692496,0.6906029169525706,0.11380036307941391,0.009443411302730884,0.1032625166588413,0.17698991750574655,0.630531008140795,0.009497804442035566,0.5576593363264953,0.7093158712039145,0.7101662102049554,0.7211459725410901,0.010209394776472567
1636039441.334,0.8045325736998155,0.5773146534252068,0.5814128756412306,0.009056451886758991,0.673507014961663,0.6351657194879139,0.19666316253891733,0.009572253459417913,0.1565742204148287,0.0558765352561926,0.09528593577454489,0.005890163602808394,0.18896443706087918,0.009203508059976993,0.1553638139448564,0.08161722625260528,0.009240873351894736,0.21297451509727547,0.021121706438096577,0.19346186606681212,0.20513294476564625,0.010687110572492482,0.756189057256151,0.09501008777827115,0.6808559021236553,0.0822030309033832,0.084691161848012,0.7603019402244002,0.6656997109751974,0.5841218526451076,0.08165362155608522,0.003565066960107272,0.7397342596322356,0.10794280887825941,0.009060390924772732,0.10985387072854823,0.18075188736371467,0.672398105456768,0.00950142362482991,0.5924889804162751,0.7600925200633497,0.7589073219304087,0.7746601718896,0.01077996468441208
1636039456.36,0.8045325736998155,0.5773146534252068,0.5814128756412306,0.009056451886758991,0.673507014961663,0.6351657194879139,0.19666316253891733,0.009572253459417913,0.1565742204148287,0.0558765352561926,0.09528593577454489,0.005890163602808394,0.18896443706087918,0.009203508059976993,0.1553638139448564,0.08161722625260528,0.009240873351894736,0.21297451509727547,0.021121706438096577,0.19346186606681212,0.20513294476564625,0.010687110572492482,0.756189057256151,0.09501008777827115,0.6808559021236553,0.0822030309033832,0.084691161848012,0.7603019402244002,0.6656997109751974,0.5841218526451076,0.08165362155608522,0.003565066960107272,0.7397342596322356,0.10794280887825941,0.009060390924772732,0.10985387072854823,0.18075188736371467,0.672398105456768,0.00950142362482991,0.5924889804162751,0.7600925200633497,0.7589073219304087,0.7746601718896,0.01077996468441208
1636039471.598,0.802620099580243,0.5920778605143192,0.5798278876656787,0.009018815626197853,0.6748350248103977,0.6440757560727081,0.19559697474698834,0.00934836408608879,0.1649217778582895,0.05870149466538295,0.09530255136285631,0.007193716475560625,0.18071316694891515,0.009141143555335567,0.15472140924062452,0.0817192353783925,0.009150602813253583,0.21279901478989596,0.021181237256151342,0.19153103468885344,0.19289154155859176,0.010065401403654818,0.7564835800257534,0.09505835159253961,0.7199160434539067,0.08251609609372365,0.08020216606336988,0.7226992468818245,0.6289242566302817,0.5828318138954132,0.0817925836714408,0.003534946675937484,0.6878715417419264,0.10746372767160749,0.00909787848994888,0.11251526205361176,0.18117045053307068,0.6728219887236513,0.009372690172467361,0.5912788519339574,0.755632410541952,0.7606764928574691,0.7715657164447939,0.0099739218783737
1636039486.725,0.802620099580243,0.5920778605143192,0.5798278876656787,0.009018815626197853,0.6748350248103977,0.6440757560727081,0.19559697474698834,0.00934836408608879,0.1649217778582895,0.05870149466538295,0.09530255136285631,0.007193716475560625,0.18071316694891515,0.009141143555335567,0.15472140924062452,0.0817192353783925,0.009150602813253583,0.21279901478989596,0.021181237256151342,0.19153103468885344,0.19289154155859176,0.010065401403654818,0.7564835800257534,0.09505835159253961,0.7199160434539067,0.08251609609372365,0.08020216606336988,0.7226992468818245,0.6289242566302817,0.5828318138954132,0.0817925836714408,0.003534946675937484,0.6878715417419264,0.10746372767160749,0.00909787848994888,0.11251526205361176,0.18117045053307068,0.6728219887236513,0.009372690172467361,0.5912788519339574,0.755632410541952,0.7606764928574691,0.7715657164447939,0.0099739218783737
1636039501.745,0.8018707386737722,0.5684327896987957,0.5794174792372804,0.008986572426261491,0.674308898674081,0.6264137867446125,0.19553512109181972,0.009397907503900757,0.16533543937626466,0.057333731546765285,0.09552123584539676,0.008602396927411072,0.18835796092289614,0.00904263733959237,0.1544730111496087,0.0815993280463172,0.009153893865025634,0.21259763183609587,0.021179354862527686,0.19554029722844163,0.2039358813048585,0.010062442345476671,0.7577018599214158,0.09499627488987336,0.7030719446954172,0.07767826786168433,0.08498069774927411,0.7124533838637752,0.6229970883831684,0.5814195177117947,0.08110458002064545,0.0035772846517786853,0.7333703841390816,0.10991308671101974,0.009037185870227858,0.11274199386374699,0.1807962860415025,0.6732951616400368,0.009289014871215051,0.590593759071056,0.7581405601001413,0.7606413348760783,0.7727689064912827,0.010963013571657684
1636039516.759,0.8018707386737722,0.5684327896987957,0.5794174792372804,0.008986572426261491,0.674308898674081,0.6264137867446125,0.19553512109181972,0.009397907503900757,0.16533543937626466,0.057333731546765285,0.09552123584539676,0.008602396927411072,0.18835796092289614,0.00904263733959237,0.1544730111496087,0.0815993280463172,0.009153893865025634,0.21259763183609587,0.021179354862527686,0.19554029722844163,0.2039358813048585,0.010062442345476671,0.7577018599214158,0.09499627488987336,0.7030719446954172,0.07767826786168433,0.08498069774927411,0.7124533838637752,0.6229970883831684,0.5814195177117947,0.08110458002064545,0.0035772846517786853,0.7333703841390816,0.10991308671101974,0.009037185870227858,0.11274199386374699,0.1807962860415025,0.6732951616400368,0.009289014871215051,0.590593759071056,0.7581405601001413,0.7606413348760783,0.7727689064912827,0.010963013571657684
1636039531.777,0.7994567399668504,0.5902648652470202,0.576951901707273,0.00899007227120394,0.6726828957391577,0.6676071167041651,0.1948927237353295,0.009453927337764758,0.165004821984519,0.055483312077467935,0.09535616032817922,0.010294760409604779,0.17683294203807343,0.00917279425497448,0.1539378902650853,0.08158892050271413,0.00914457139101737,0.21257204419162767,0.021329993407202097,0.19321368743855707,0.19240720789378984,0.010818798386580907,0.7575368353279814,0.09500012125242992,0.7423901885347566,0.07942099804871344,0.08459320157551,0.7294826290136429,0.6227683368475667,0.5811718363297645,0.08118951629774013,0.003541706753152805,0.7304209669523499,0.10521495601272685,0.009038558205746536,0.10573758656918994,0.18094332016838727,0.6740384336141927,0.009278288171128975,0.5692350570582658,0.7577222561584103,0.7562355409875142,0.7724976785029813,0.010610156491457617
