"Time","pod:productcatalogservice-w2-66565874fb-98mtj_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-qmvm7_service:adservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w4-6646bc856b-65lf9_service:frontend_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-r55d4_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-kg2rd_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-bbwfg_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-4ph8k_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-nxjzj_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-klkcc_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-d2hnm_service:currencyservice_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:productcatalogservice-w2-66565874fb-6lk8q_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-m744h_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-z6xdr_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-kzg6k_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-hfr2c_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-vdsn6_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-gdc8m_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-4gt56_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-plsmr_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-tzhjx_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-58hlv_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-xw849_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-s6rgh_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-t6z7h_service:frontend_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-qqxcx_service:cartservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-fvdb8_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-fss66_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-nj5pj_service:currencyservice_node:worker--3","pod:frontend-w4-6646bc856b-2tw79_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-ptzws_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-p6d49_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-tr6ds_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-65wm9_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-m4vrb_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-plx8j_service:recommendationservice_node:worker--3","pod:frontend-w2-777d8d5dcb-7vzs2_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-tl62f_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-hng5d_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-nbwq5_service:productcatalogservice_node:worker--3","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal"
1636951261.181,0.24336021568662486,0.22060024264054556,0.04836322049347388,0.3049589549625,0.2271206452994703,0.31866140662059705,0.46973359226484507,0.21246757366830132,0.3680264068920522,0.38181398654109144,0.32059398918643633,0.24809256041150013,0.2437523307437838,0.10537845979224161,0.4634679192589358,0.21032754139956153,0.08658818414019637,0.11889753980068439,0.4873457386001323,0.21685666677738508,0.08868244618004645,0.09269758080786236,0.5008684706667479,0.11034939863413995,0.38838472714380606,0.5078765675172076,0.24666761939577014,0.4918086993291607,0.10900053817929321,0.30742834165247734,0.5058191883767442,0.24567050073324953,0.11035374039008568,0.3704378212584347,0.2665978097903306,0.11910876224792971,0.08698828805456069,0.49083203277483756,0.31058525855174585,0.46587918293025604,0.2072242051414424,0.0038284305098583056
1636951276.227,0.24336021568662486,0.22060024264054556,0.04836322049347388,0.3049589549625,0.2271206452994703,0.31866140662059705,0.46973359226484507,0.21246757366830132,0.3680264068920522,0.38181398654109144,0.32059398918643633,0.24809256041150013,0.2437523307437838,0.10537845979224161,0.4634679192589358,0.21032754139956153,0.08658818414019637,0.11889753980068439,0.4873457386001323,0.21685666677738508,0.08868244618004645,0.09269758080786236,0.5008684706667479,0.11034939863413995,0.38838472714380606,0.5078765675172076,0.24666761939577014,0.4918086993291607,0.10900053817929321,0.30742834165247734,0.5058191883767442,0.24567050073324953,0.11035374039008568,0.3704378212584347,0.2665978097903306,0.11910876224792971,0.08698828805456069,0.49083203277483756,0.31058525855174585,0.46587918293025604,0.2072242051414424,0.0038284305098583056
1636951291.294,0.2632648768493243,0.22724881466946603,0.052650612027347866,0.3685516722392397,0.24583417224642973,0.35080126807562706,0.527193557430057,0.2334564097584481,0.40105282292147626,0.44823954471692734,0.35010296119095424,0.27586625329750214,0.2620057651621592,0.11297500761334497,0.5199181373341734,0.22920279097873145,0.09717117864197465,0.12384283136675456,0.5443055028414866,0.23211297410256848,0.09450725505733334,0.09856932167136283,0.5587943193894069,0.11431666318250111,0.4275379180357224,0.5757154333501301,0.27551756619111717,0.5477230038426618,0.11367827670485448,0.3451379490920541,0.5736272508675495,0.2966536098326618,0.1259472180228661,0.4021773644764623,0.29087628088443473,0.12754679415637205,0.09511619358777867,0.546995248739838,0.32904124249537825,0.5227705907801659,0.2306555087134774,0.0035915878276389307
1636951306.311,0.2632648768493243,0.22724881466946603,0.052650612027347866,0.3685516722392397,0.24583417224642973,0.35080126807562706,0.527193557430057,0.2334564097584481,0.40105282292147626,0.44823954471692734,0.35010296119095424,0.27586625329750214,0.2620057651621592,0.11297500761334497,0.5199181373341734,0.22920279097873145,0.09717117864197465,0.12384283136675456,0.5443055028414866,0.23211297410256848,0.09450725505733334,0.09856932167136283,0.5587943193894069,0.11431666318250111,0.4275379180357224,0.5757154333501301,0.27551756619111717,0.5477230038426618,0.11367827670485448,0.3451379490920541,0.5736272508675495,0.2966536098326618,0.1259472180228661,0.4021773644764623,0.29087628088443473,0.12754679415637205,0.09511619358777867,0.546995248739838,0.32904124249537825,0.5227705907801659,0.2306555087134774,0.0035915878276389307
1636951321.469,0.26295863531412417,0.24763971192827366,0.051752471068856574,0.35014948271545804,0.24503577956496214,0.34949045289327263,0.5300491839885189,0.2339246401163929,0.3988167631445144,0.43531296281737897,0.3487172238552926,0.2770245833492514,0.26236060339640643,0.11305222942944683,0.5004052310689286,0.23294828417918273,0.09258402248224785,0.1253215434266532,0.5473223205174043,0.23319574423668937,0.09473437419642679,0.09758558513802666,0.5624196875102974,0.11403483071997941,0.4228862933941616,0.5701656812135629,0.2752218265539731,0.5527730038159877,0.11183526000629096,0.34233186483648437,0.5545083806251413,0.27854451679774733,0.12778529351948506,0.4016414270926709,0.2714204082045694,0.1266256520443736,0.09271155274820848,0.5490479765663001,0.3425872071534193,0.5266079035607216,0.23086113311673115,0.0035843208713311377
1636951336.567,0.26295863531412417,0.24763971192827366,0.051752471068856574,0.35014948271545804,0.24503577956496214,0.34949045289327263,0.5300491839885189,0.2339246401163929,0.3988167631445144,0.43531296281737897,0.3487172238552926,0.2770245833492514,0.26236060339640643,0.11305222942944683,0.5004052310689286,0.23294828417918273,0.09258402248224785,0.1253215434266532,0.5473223205174043,0.23319574423668937,0.09473437419642679,0.09758558513802666,0.5624196875102974,0.11403483071997941,0.4228862933941616,0.5701656812135629,0.2752218265539731,0.5527730038159877,0.11183526000629096,0.34233186483648437,0.5545083806251413,0.27854451679774733,0.12778529351948506,0.4016414270926709,0.2714204082045694,0.1266256520443736,0.09271155274820848,0.5490479765663001,0.3425872071534193,0.5266079035607216,0.23086113311673115,0.0035843208713311377
1636951351.582,0.2632726052251949,0.24716612550424966,0.0500691874261953,0.3617781047273987,0.24500711463821645,0.3497747211859209,0.5304330960329486,0.2345522927570341,0.3994071707103049,0.4339656789386619,0.3488692688417563,0.27617427976175557,0.26317096657976863,0.11320141068852467,0.5245160480074459,0.23276114217149022,0.09580138810948337,0.1290178478591506,0.5473982654592358,0.23375594537087835,0.09455823287481539,0.0984031606206265,0.563536724876271,0.11438784541890423,0.39791695183475884,0.5798822780502799,0.27561650095735346,0.5528552635038875,0.1123042719574818,0.32770055169089957,0.5677139180806248,0.2905483681750125,0.1262745253008633,0.40061514584135305,0.27532679795843096,0.11669580568295754,0.09629710522139001,0.5502328249902666,0.32480690546211566,0.5264480994303491,0.23067551626913912,0.0035752189585594118
1636951366.599,0.2632726052251949,0.24716612550424966,0.0500691874261953,0.3617781047273987,0.24500711463821645,0.3497747211859209,0.5304330960329486,0.2345522927570341,0.3994071707103049,0.4339656789386619,0.3488692688417563,0.27617427976175557,0.26317096657976863,0.11320141068852467,0.5245160480074459,0.23276114217149022,0.09580138810948337,0.1290178478591506,0.5473982654592358,0.23375594537087835,0.09455823287481539,0.0984031606206265,0.563536724876271,0.11438784541890423,0.39791695183475884,0.5798822780502799,0.27561650095735346,0.5528552635038875,0.1123042719574818,0.32770055169089957,0.5677139180806248,0.2905483681750125,0.1262745253008633,0.40061514584135305,0.27532679795843096,0.11669580568295754,0.09629710522139001,0.5502328249902666,0.32480690546211566,0.5264480994303491,0.23067551626913912,0.0035752189585594118
1636951381.634,0.2648133750852788,0.24579918092631742,0.052393655503276335,0.38019785454325056,0.24545234801681126,0.35188550802135443,0.5311794921060087,0.2351589809210658,0.4004680823907738,0.4171406356377392,0.35023976733824713,0.2765632186070414,0.2645874546531741,0.11360759515831956,0.5236320436167083,0.23265542066620404,0.08935148156043572,0.1278883374979869,0.5495165327635875,0.23541042789816352,0.09512692965732597,0.09904225814894677,0.5638374997037513,0.11524140892760998,0.43070499508207327,0.618231606061151,0.276908194249023,0.5527170716992524,0.11265857837544838,0.340333616191664,0.5647361515130823,0.26658370214570637,0.1253819810553097,0.40086187940248696,0.2814832362946345,0.12524345985969135,0.09539967324365714,0.551299596177109,0.3422924330811553,0.526091680771212,0.22544758483670102,0.0036466582872883256
1636951396.685,0.2648133750852788,0.24579918092631742,0.052393655503276335,0.38019785454325056,0.24545234801681126,0.35188550802135443,0.5311794921060087,0.2351589809210658,0.4004680823907738,0.4171406356377392,0.35023976733824713,0.2765632186070414,0.2645874546531741,0.11360759515831956,0.5236320436167083,0.23265542066620404,0.08935148156043572,0.1278883374979869,0.5495165327635875,0.23541042789816352,0.09512692965732597,0.09904225814894677,0.5638374997037513,0.11524140892760998,0.43070499508207327,0.618231606061151,0.276908194249023,0.5527170716992524,0.11265857837544838,0.340333616191664,0.5647361515130823,0.26658370214570637,0.1253819810553097,0.40086187940248696,0.2814832362946345,0.12524345985969135,0.09539967324365714,0.551299596177109,0.3422924330811553,0.526091680771212,0.22544758483670102,0.0036466582872883256
