"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 14:42:30,0.127,0.172,0.456,0.453,,0.634,0.625,0.132,0.00719,0.0258
2021-06-04 14:43:00,0.129,0.185,0.463,0.475,,0.656,0.667,0.131,0.00765,0.0264
2021-06-04 14:43:30,0.130,0.183,0.473,0.466,,0.679,0.615,0.133,0.00752,0.0251
2021-06-04 14:44:00,0.129,0.176,0.495,0.482,,0.634,0.619,0.135,0.00693,0.0280
2021-06-04 14:44:30,0.129,0.192,0.478,0.485,,0.680,0.645,0.135,0.00647,0.0271
2021-06-04 14:45:00,0.136,0.188,0.484,0.505,,0.667,0.645,0.133,0.00680,0.0286
2021-06-04 14:45:30,0.135,0.183,0.495,0.486,,0.622,0.653,0.125,0.00749,0.0271
2021-06-04 14:46:00,0.127,0.181,0.433,0.454,,0.669,0.612,0.137,0.00713,0.0238
2021-06-04 14:46:30,0.121,0.174,0.416,0.459,,0.624,0.638,0.141,0.00787,0.0239
2021-06-04 14:47:00,0.125,0.189,0.452,0.461,,0.643,0.569,0.139,0.00781,0.0245
2021-06-04 14:47:30,0.123,0.190,0.430,0.461,,0.609,0.607,0.136,0.00775,0.0242
2021-06-04 14:48:00,0.125,0.193,0.425,0.441,,0.643,0.605,0.136,0.00715,0.0250
