"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 15:05:00,0.127,0.176,0.470,0.471,,0.624,0.602,0.115,0.00716,0.0279
2021-06-04 15:05:30,0.135,0.196,0.526,0.509,,0.682,0.661,0.128,0.00750,0.0282
2021-06-04 15:06:00,0.135,0.176,0.500,0.508,,0.663,0.633,0.122,0.00741,0.0280
2021-06-04 15:06:30,0.141,0.182,0.527,0.490,,0.663,0.655,0.124,0.00708,0.0278
2021-06-04 15:07:00,0.141,0.185,0.500,0.488,,0.665,0.674,0.127,0.00741,0.0259
2021-06-04 15:07:30,0.128,0.195,0.491,0.482,,0.661,0.672,0.133,0.00736,0.0282
2021-06-04 15:08:00,0.134,0.186,0.495,0.500,,0.681,0.674,0.133,0.00684,0.0292
2021-06-04 15:08:30,0.128,0.185,0.508,0.472,,0.610,0.675,0.129,0.00686,0.0265
2021-06-04 15:09:00,0.130,0.192,0.528,0.521,,0.659,0.675,0.129,0.00735,0.0271
2021-06-04 15:09:30,0.140,0.195,0.530,0.504,,0.651,0.627,0.120,0.00678,0.0267
2021-06-04 15:10:00,0.140,0.194,0.508,0.500,,0.607,0.614,0.127,0.00679,0.0270
2021-06-04 15:10:30,0.131,0.186,0.487,0.497,,0.661,0.616,0.132,0.00724,0.0271
