"Time","pod:productcatalogservice-w1-56c4dd84bf-w5xh7_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-4272s_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-4l5kq_service:frontend_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-7dss8_service:adservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-mx872_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-pb54c_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-js9zx_service:currencyservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-stlr7_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-4dgfn_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-q6rjv_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-drbhp_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-8hnjm_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-927rx_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-tsvtz_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-wxc7k_service:productcatalogservice_node:worker--3","pod:adservice-w4-76766bdfb6-bqct4_service:adservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-ns57n_service:frontend_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-762gr_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-k8rzd_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-vrhfm_service:currencyservice_node:worker--3","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-ksjhn_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-s5j8m_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-sdcwr_service:productcatalogservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-rtgc6_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-599b6846df-t45r4_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-6sh5z_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-pl5ch_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-z8c9m_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-wjrr4_service:frontend_node:worker--4.novalocal","pod:adservice-w2-9f97cf96-bv82v_service:adservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:currencyservice-w3-656689488c-z5tnt_service:currencyservice_node:worker--3","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-52gk6_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-48tng_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-rfxxk_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-mzrj7_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-s29lk_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal"
1636555084.307,0.2213501889859186,0.5559920517610261,0.5447748199556424,0.12989053297307196,0.11321928391768338,0.25991601551362836,0.28932315388897056,0.003685956101569852,0.13097510063081907,0.5220790674791701,0.031497036912423976,0.3384358280472916,0.11832650171118991,0.24750816806687442,0.12956389053737138,0.5242407769645108,0.21835192972315426,0.17182094871486359,0.5387589000218349,0.1837368100577634,0.21700246460449035,0.27552604092930055,0.15165631265967006,0.5148999891285139,0.33115629806994473,0.21378045620464314,0.18707270281950775,0.2647052353790849,0.005110552043445639,0.5171509488406604,0.3266160552380717,0.24464339708746685,0.10769793367532102,0.5444453644433722,0.1541472121271071,0.15355089383322595,0.28564834706157516,0.03434674885687969,0.33513509959041665,0.14277399572869204,0.14595460624937137,0.2931056222747769,0.11768133174143952,0.18196502400081344
1636555099.326,0.2213501889859186,0.5559920517610261,0.5447748199556424,0.12989053297307196,0.11321928391768338,0.25991601551362836,0.28932315388897056,0.003685956101569852,0.13097510063081907,0.5220790674791701,0.031497036912423976,0.3384358280472916,0.11832650171118991,0.24750816806687442,0.12956389053737138,0.5242407769645108,0.21835192972315426,0.17182094871486359,0.5387589000218349,0.1837368100577634,0.21700246460449035,0.27552604092930055,0.15165631265967006,0.5148999891285139,0.33115629806994473,0.21378045620464314,0.18707270281950775,0.2647052353790849,0.005110552043445639,0.5171509488406604,0.3266160552380717,0.24464339708746685,0.10769793367532102,0.5444453644433722,0.1541472121271071,0.15355089383322595,0.28564834706157516,0.03434674885687969,0.33513509959041665,0.14277399572869204,0.14595460624937137,0.2931056222747769,0.11768133174143952,0.18196502400081344
1636555114.353,0.24721709698500252,0.6208674776479803,0.6082422968287654,0.14202918958031946,0.1276829040003249,0.29949345723763643,0.32225224550091813,0.0036011296910799565,0.13825520490854992,0.5587711529439374,0.03585639641174315,0.3982101883750926,0.12596707696907058,0.27252905926662924,0.14124585165938425,0.5993683774581513,0.2447058406188331,0.17761991829748613,0.6150084586408981,0.19396711043259163,0.2420229398542203,0.2919093120412293,0.16888652939969834,0.5804489510956613,0.36422641730976624,0.24190544822168294,0.18259169637824463,0.29265990511123113,0.004696181050373565,0.5809277310282485,0.3642469397391901,0.2693907798945283,0.1235220059583573,0.6043215454767051,0.16504928164803828,0.17402228011199056,0.30243124373404157,0.037059164760411996,0.3957835012287376,0.16506079070867652,0.16992926786360404,0.32606523652500274,0.12612539828475272,0.19329555996383435
1636555129.377,0.24721709698500252,0.6208674776479803,0.6082422968287654,0.14202918958031946,0.1276829040003249,0.29949345723763643,0.32225224550091813,0.0036011296910799565,0.13825520490854992,0.5587711529439374,0.03585639641174315,0.3982101883750926,0.12596707696907058,0.27252905926662924,0.14124585165938425,0.5993683774581513,0.2447058406188331,0.17761991829748613,0.6150084586408981,0.19396711043259163,0.2420229398542203,0.2919093120412293,0.16888652939969834,0.5804489510956613,0.36422641730976624,0.24190544822168294,0.18259169637824463,0.29265990511123113,0.004696181050373565,0.5809277310282485,0.3642469397391901,0.2693907798945283,0.1235220059583573,0.6043215454767051,0.16504928164803828,0.17402228011199056,0.30243124373404157,0.037059164760411996,0.3957835012287376,0.16506079070867652,0.16992926786360404,0.32606523652500274,0.12612539828475272,0.19329555996383435
1636555144.398,0.2499192825363234,0.6325006889922111,0.6203663572953617,0.1455094067790956,0.12781083004946664,0.30217194805753855,0.3237492079825394,0.0035503251495924743,0.13802925351071474,0.5709035712964347,0.0369716896485495,0.4097011778740973,0.12558982247936393,0.27338912886437594,0.14128189329268856,0.6116512035148216,0.23497223503573852,0.1933244874738299,0.6504932362614229,0.17257212212884904,0.2467554311493455,0.32374009662367964,0.1694577990108189,0.5984377323369354,0.3631828898834831,0.22981210190561951,0.2031694781252315,0.281697079690285,0.004606072664571885,0.5992620526849403,0.3627121936331054,0.2696194103325409,0.12721951651341393,0.6554652241117911,0.16536100074625,0.17496761128381438,0.3187161790695404,0.037283094034780785,0.39742294107430054,0.16325821300577895,0.163992243796767,0.3280042441978821,0.1265361610944528,0.193387172082841
1636555159.424,0.2499192825363234,0.6325006889922111,0.6203663572953617,0.1455094067790956,0.12781083004946664,0.30217194805753855,0.3237492079825394,0.0035503251495924743,0.13802925351071474,0.5709035712964347,0.0369716896485495,0.4097011778740973,0.12558982247936393,0.27338912886437594,0.14128189329268856,0.6116512035148216,0.23497223503573852,0.1933244874738299,0.6504932362614229,0.17257212212884904,0.2467554311493455,0.32374009662367964,0.1694577990108189,0.5984377323369354,0.3631828898834831,0.22981210190561951,0.2031694781252315,0.281697079690285,0.004606072664571885,0.5992620526849403,0.3627121936331054,0.2696194103325409,0.12721951651341393,0.6554652241117911,0.16536100074625,0.17496761128381438,0.3187161790695404,0.037283094034780785,0.39742294107430054,0.16325821300577895,0.163992243796767,0.3280042441978821,0.1265361610944528,0.193387172082841
1636555174.448,0.2498486898866281,0.6319883654135924,0.6197958128112265,0.13362447048547982,0.1278592366068863,0.2873424451815799,0.3222848431670363,0.0035318573226671476,0.1381678750896046,0.5976769200493248,0.037675093282109134,0.3698748361941774,0.12516868125956657,0.27331798575043065,0.14163529697329244,0.6127690861510203,0.24269047584660092,0.1924624100559471,0.6329353072301432,0.15814803568034494,0.24653559796047705,0.32457310551447344,0.16858725264124144,0.5992397112408125,0.3628203245944388,0.24628919288165785,0.18950584626063027,0.28038830636640666,0.004645699767712697,0.6002310695759392,0.3635835136912521,0.26979345837268326,0.12751918073210058,0.6202403729596775,0.16563075389564963,0.1693427482754352,0.3189734071380489,0.03732444943961874,0.3731009318408419,0.1608787550562824,0.1694125901758856,0.32736066556674215,0.12515964316321468,0.19293236702831545
1636555189.477,0.2498486898866281,0.6319883654135924,0.6197958128112265,0.13362447048547982,0.1278592366068863,0.2873424451815799,0.3222848431670363,0.0035318573226671476,0.1381678750896046,0.5976769200493248,0.037675093282109134,0.3698748361941774,0.12516868125956657,0.27331798575043065,0.14163529697329244,0.6127690861510203,0.24269047584660092,0.1924624100559471,0.6329353072301432,0.15814803568034494,0.24653559796047705,0.32457310551447344,0.16858725264124144,0.5992397112408125,0.3628203245944388,0.24628919288165785,0.18950584626063027,0.28038830636640666,0.004645699767712697,0.6002310695759392,0.3635835136912521,0.26979345837268326,0.12751918073210058,0.6202403729596775,0.16563075389564963,0.1693427482754352,0.3189734071380489,0.03732444943961874,0.3731009318408419,0.1608787550562824,0.1694125901758856,0.32736066556674215,0.12515964316321468,0.19293236702831545
1636555204.498,0.24965459835230172,0.6321131887010423,0.6203598525509066,0.14709150829299336,0.12916349313002326,0.27081969811839696,0.32166564123897123,0.0035093335785286797,0.13828800907079913,0.5702321773553207,0.03794313779862751,0.3815426006383698,0.1255971911554732,0.2732573199253033,0.14104421353269797,0.6149657344615742,0.2483278842236252,0.17831226180894882,0.6108207468730239,0.15135767080527215,0.24642169515776569,0.32506658284389944,0.1685883983335572,0.6000913995870938,0.36368726541851304,0.22783527135786613,0.19448538527705797,0.2812471349619332,0.00469223357926679,0.6017568900171028,0.3636196858612113,0.27034639589100184,0.12865904605215386,0.6205010966509212,0.16656062165062624,0.159712282200469,0.3205595712793911,0.03761473678605423,0.39395798672761256,0.16577991324417346,0.16255594711146784,0.3264936847516312,0.12445170581142442,0.1926000764864827
1636555219.525,0.24965459835230172,0.6321131887010423,0.6203598525509066,0.14709150829299336,0.12916349313002326,0.27081969811839696,0.32166564123897123,0.0035093335785286797,0.13828800907079913,0.5702321773553207,0.03794313779862751,0.3815426006383698,0.1255971911554732,0.2732573199253033,0.14104421353269797,0.6149657344615742,0.2483278842236252,0.17831226180894882,0.6108207468730239,0.15135767080527215,0.24642169515776569,0.32506658284389944,0.1685883983335572,0.6000913995870938,0.36368726541851304,0.22783527135786613,0.19448538527705797,0.2812471349619332,0.00469223357926679,0.6017568900171028,0.3636196858612113,0.27034639589100184,0.12865904605215386,0.6205010966509212,0.16656062165062624,0.159712282200469,0.3205595712793911,0.03761473678605423,0.39395798672761256,0.16577991324417346,0.16255594711146784,0.3264936847516312,0.12445170581142442,0.1926000764864827
