"Time","pod:recommendationservice-w3-5c774597c5-65ntr_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-66rtm_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-xntmv_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-nf4ts_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-lb44m_service:currencyservice_node:worker--1","pod:currencyservice-w2-649d8c7669-cgq64_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-p2gbx_service:frontend_node:worker--2.novalocal","pod:frontend-w3-599b6846df-zrrjq_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-q7w52_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-2xw3j_service:recommendationservice_node:worker--3.novalocal","pod:redis-cart-w3-7c75d55f4d-8vjtp_service:redis-cart_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-5l2cr_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-9nh46_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-zcwnt_service:currencyservice_node:worker--1","pod:currencyservice-w2-649d8c7669-45c8t_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-gfxfv_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-86744bdcbd-fw4sx_service:cartservice_node:worker--3.novalocal","pod:currencyservice-w3-cd78b8fd6-qxmp6_service:currencyservice_node:worker--3.novalocal","pod:redis-cart-w1-6d65c886c7-82fx6_service:redis-cart_node:worker--1","pod:frontend-w2-6646bc856b-j8csc_service:frontend_node:worker--2.novalocal","pod:frontend-w3-599b6846df-rdmv2_service:frontend_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-hhtsh_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-2t7nw_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-856bd974f7-pbhfr_service:cartservice_node:worker--1","pod:recommendationservice-w2-6855bd669b-f758h_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-55x25_service:adservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-ph8mh_service:frontend_node:worker--4.novalocal","pod:adservice-w1-754d7d8cd4-ss744_service:adservice_node:worker--1","pod:frontend-w1-8ddd87c7b-tqxr2_service:frontend_node:worker--1","pod:productcatalogservice-w1-8649bb655b-t6rw7_service:productcatalogservice_node:worker--1","pod:frontend-w2-6646bc856b-5tfdt_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-pwjtf_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-9ts86_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-6f8d8654c5-7m7bc_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-lzpdl_service:frontend_node:worker--1","pod:recommendationservice-w1-8597bb459d-4jzwv_service:recommendationservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-dz5f9_service:recommendationservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-hlntq_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-b2hd2_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-vx6w2_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-sr76v_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-rp6cb_service:productcatalogservice_node:worker--1"
1638823506.925,0.06229161829656091,0.5149051552187155,0.18348286738672417,0.06560380771835053,0.4076307988396288,0.4625402496945471,0.5468493391888914,0.4975900051090788,0.15948538677968518,0.06150990535856596,0.003622902260482559,0.4529337900560303,0.06446533603334886,0.38532522305427175,0.4929156816925985,0.0708130780234436,0.24732690167295043,0.4169762396281932,0.04155596291765112,0.38234312984770835,0.4974354383646984,0.5178315720945186,0.06729679049777176,0.23833946328539807,0.07260599259199167,0.2822385027966592,0.5107117115311752,0.27020939566253727,0.4942912042708012,0.1660708338868347,0.5111269933414258,0.19835036688973123,0.07354482267914902,0.45084313429456024,0.487048482098721,0.059636811090109584,0.060324708620246636,0.21125724140081167,0.41601758114074183,0.16452542079431232,0.1823924044882561,0.14893745459796343
1638823521.944,0.06229161829656091,0.5149051552187155,0.18348286738672417,0.06560380771835053,0.4076307988396288,0.4625402496945471,0.5468493391888914,0.4975900051090788,0.15948538677968518,0.06150990535856596,0.003622902260482559,0.4529337900560303,0.06446533603334886,0.38532522305427175,0.4929156816925985,0.0708130780234436,0.24732690167295043,0.4169762396281932,0.04155596291765112,0.38234312984770835,0.4974354383646984,0.5178315720945186,0.06729679049777176,0.23833946328539807,0.07260599259199167,0.2822385027966592,0.5107117115311752,0.27020939566253727,0.4942912042708012,0.1660708338868347,0.5111269933414258,0.19835036688973123,0.07354482267914902,0.45084313429456024,0.487048482098721,0.059636811090109584,0.060324708620246636,0.21125724140081167,0.41601758114074183,0.16452542079431232,0.1823924044882561,0.14893745459796343
1638823536.991,0.06772220851493997,0.5750430279725145,0.1977909846750041,0.06806007875716405,0.45572600144941333,0.501234502594812,0.5719406011956528,0.5587042596928758,0.18062868358607098,0.06469487239032864,0.0033903580427720103,0.5033924256842078,0.06820742420325501,0.45372275665640194,0.5018770394301372,0.07910192014329169,0.27312064572918343,0.45836031488833695,0.04508308222540132,0.4409441933666667,0.5578063072977524,0.5775728574019292,0.07212486588183856,0.26749449278527876,0.0762869537378667,0.2970802264028459,0.5721430448085334,0.30282628928371325,0.5495852547034814,0.17937726089518477,0.5745673303622576,0.22932565461087168,0.07740567513109335,0.49888690013565873,0.5438383581508686,0.06638910877441052,0.06460472008401172,0.22782124384503377,0.4599362218381865,0.18300829973157556,0.19917841321121682,0.18155476818598365
1638823552.02,0.06772220851493997,0.5750430279725145,0.1977909846750041,0.06806007875716405,0.45572600144941333,0.501234502594812,0.5719406011956528,0.5587042596928758,0.18062868358607098,0.06469487239032864,0.0033903580427720103,0.5033924256842078,0.06820742420325501,0.45372275665640194,0.5018770394301372,0.07910192014329169,0.27312064572918343,0.45836031488833695,0.04508308222540132,0.4409441933666667,0.5578063072977524,0.5775728574019292,0.07212486588183856,0.26749449278527876,0.0762869537378667,0.2970802264028459,0.5721430448085334,0.30282628928371325,0.5495852547034814,0.17937726089518477,0.5745673303622576,0.22932565461087168,0.07740567513109335,0.49888690013565873,0.5438383581508686,0.06638910877441052,0.06460472008401172,0.22782124384503377,0.4599362218381865,0.18300829973157556,0.19917841321121682,0.18155476818598365
1638823567.051,0.06687339000201054,0.5932208785158004,0.19843542380062562,0.06835350942777246,0.44702116185563145,0.5130176488706135,0.6003760958826344,0.576914796711198,0.18260879235995509,0.06606216134773857,0.0034022997181747464,0.5109508396671177,0.06829888395365126,0.46741354948612146,0.5457658970964365,0.08096427688481675,0.27565994401011074,0.4690349929845999,0.045437277370870874,0.4850695279052679,0.5767736577909008,0.5946674509472748,0.07253616057445872,0.2735167137392217,0.07434513819232186,0.28046500013587633,0.5898392471287133,0.296458257400359,0.5706845967363434,0.18422772930482756,0.6389475197616068,0.23363953995868786,0.08010344166235012,0.50754023923602,0.5620235522065236,0.06711865784211445,0.06770884708090313,0.2183102554127127,0.46897730945255145,0.1827633622288054,0.1996995284694692,0.18483323924579287
1638823582.075,0.06687339000201054,0.5932208785158004,0.19843542380062562,0.06835350942777246,0.44702116185563145,0.5130176488706135,0.6003760958826344,0.576914796711198,0.18260879235995509,0.06606216134773857,0.0034022997181747464,0.5109508396671177,0.06829888395365126,0.46741354948612146,0.5457658970964365,0.08096427688481675,0.27565994401011074,0.4690349929845999,0.045437277370870874,0.4850695279052679,0.5767736577909008,0.5946674509472748,0.07253616057445872,0.2735167137392217,0.07434513819232186,0.28046500013587633,0.5898392471287133,0.296458257400359,0.5706845967363434,0.18422772930482756,0.6389475197616068,0.23363953995868786,0.08010344166235012,0.50754023923602,0.5620235522065236,0.06711865784211445,0.06770884708090313,0.2183102554127127,0.46897730945255145,0.1827633622288054,0.1996995284694692,0.18483323924579287
1638823597.109,0.06616831664692191,0.5940095487774966,0.19937904352145913,0.06914931038885015,0.4628650389120451,0.535743268201045,0.5995162573689593,0.579052043340459,0.18282845109536044,0.0659566262311522,0.003468893103604994,0.51091244157664,0.06872924479859298,0.45031962977255047,0.5600691131982314,0.08055392569013521,0.2580736259354527,0.4691119974501484,0.045966982220703945,0.4612249997343423,0.5778464802515167,0.5964549278849074,0.07356776575884316,0.26262059366403595,0.08092589126468312,0.2651798832060696,0.5912907975122057,0.2792849549720755,0.5713168847985602,0.18339480883435608,0.5935976215640308,0.2334036759993949,0.08196899773819094,0.5070092868753691,0.53815860515637,0.0667390486020319,0.0667230323997392,0.22882983756946368,0.4687886217395845,0.18285974037969532,0.200253391346632,0.18426725384465178
1638823612.144,0.06616831664692191,0.5940095487774966,0.19937904352145913,0.06914931038885015,0.4628650389120451,0.535743268201045,0.5995162573689593,0.579052043340459,0.18282845109536044,0.0659566262311522,0.003468893103604994,0.51091244157664,0.06872924479859298,0.45031962977255047,0.5600691131982314,0.08055392569013521,0.2580736259354527,0.4691119974501484,0.045966982220703945,0.4612249997343423,0.5778464802515167,0.5964549278849074,0.07356776575884316,0.26262059366403595,0.08092589126468312,0.2651798832060696,0.5912907975122057,0.2792849549720755,0.5713168847985602,0.18339480883435608,0.5935976215640308,0.2334036759993949,0.08196899773819094,0.5070092868753691,0.53815860515637,0.0667390486020319,0.0667230323997392,0.22882983756946368,0.4687886217395845,0.18285974037969532,0.200253391346632,0.18426725384465178
1638823627.169,0.06594219485691892,0.5929991859742096,0.19974273060892866,0.06942197163000882,0.4626916832715571,0.5195184565668378,0.5921305906231459,0.5799583792658448,0.18355020641275321,0.06614946286964746,0.003532608936711418,0.5101943225281232,0.06971463848022863,0.4510694200890392,0.5274021462453852,0.08357752921863687,0.2595804753902215,0.47036770965532393,0.044206193999269484,0.49979894813474396,0.5799819628376968,0.5965087959134453,0.07310132341670411,0.28891470382654816,0.08383329993968269,0.26322363074824817,0.5919795392205743,0.2682903521432947,0.5706278380142529,0.17883783442586573,0.6040658616448369,0.2293821903052301,0.07955943633972232,0.5082778577298354,0.5616749361225737,0.06674711064345251,0.06645883254223808,0.2147161531354538,0.47032069266923415,0.1842112756189309,0.2000194860197283,0.17385893677056063
1638823642.203,0.06594219485691892,0.5929991859742096,0.19974273060892866,0.06942197163000882,0.4626916832715571,0.5195184565668378,0.5921305906231459,0.5799583792658448,0.18355020641275321,0.06614946286964746,0.003532608936711418,0.5101943225281232,0.06971463848022863,0.4510694200890392,0.5274021462453852,0.08357752921863687,0.2595804753902215,0.47036770965532393,0.044206193999269484,0.49979894813474396,0.5799819628376968,0.5965087959134453,0.07310132341670411,0.28891470382654816,0.08383329993968269,0.26322363074824817,0.5919795392205743,0.2682903521432947,0.5706278380142529,0.17883783442586573,0.6040658616448369,0.2293821903052301,0.07955943633972232,0.5082778577298354,0.5616749361225737,0.06674711064345251,0.06645883254223808,0.2147161531354538,0.47032069266923415,0.1842112756189309,0.2000194860197283,0.17385893677056063
