"Time","pod:frontend-w3-777d8d5dcb-5vlqf_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-k4jwh_service:currencyservice_node:worker--4","pod:currencyservice-w4-656689488c-wlcvx_service:currencyservice_node:worker--4","pod:redis-cart-w1-5fdf77f88c-8z5x7_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-599b6846df-q6hdg_service:frontend_node:worker--2.novalocal","pod:adservice-w3-9f97cf96-2nwvg_service:adservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-gfbb9_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-mxszh_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w4-8649bb655b-6fszd_service:productcatalogservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-gccjk_service:recommendationservice_node:worker--4","pod:currencyservice-w1-649d8c7669-r2p49_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-pzdsr_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-7jzbr_service:currencyservice_node:worker--2.novalocal","pod:cartservice-w3-59ff89795c-qnczp_service:cartservice_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-kwdlz_service:recommendationservice_node:worker--4","pod:frontend-w2-599b6846df-vggxt_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-x6v7c_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-hvt7f_service:frontend_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-d4fb4_service:frontend_node:worker--4","pod:frontend-w4-8ddd87c7b-8pnzr_service:frontend_node:worker--4","pod:recommendationservice-w4-8597bb459d-j2x9d_service:recommendationservice_node:worker--4","pod:cartservice-w1-6d5d8bb6bc-xfwsm_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-dv4s5_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-7vvz8_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-9d82c_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-nlgb2_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-pnnpc_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-cb5fj_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-blz5k_service:frontend_node:worker--4","pod:recommendationservice-w2-5c774597c5-9fkrp_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-rbm6s_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w4-8649bb655b-l6qsl_service:productcatalogservice_node:worker--4","pod:adservice-w1-76766bdfb6-ltfz5_service:adservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-7cbjz_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-n5g8j_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-pzrx4_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-zvtkn_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-88dmc_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-66565874fb-q48q7_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w3-84485f8b85-kvzzj_service:redis-cart_node:worker--3.novalocal","pod:currencyservice-w1-649d8c7669-8g28q_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-zbcx8_service:productcatalogservice_node:worker--1.novalocal"
1638809027.461,0.489325275979448,0.38318457257007477,0.37322882775973726,0.004051586917800526,0.4511458661546571,0.3240400183366079,0.06603376736368527,0.06613492052709363,0.14961811223273452,0.057296688025391534,0.4426979187883333,0.06995297562640149,0.3989832226625535,0.25062215084538325,0.05953782518038728,0.4576882870326984,0.0575186261871975,0.4870229461538137,0.4482748776266463,0.46081306824645096,0.05897439134115215,0.24805259690872822,0.5279851789334731,0.2016136797652079,0.40180853970784103,0.4651280671471516,0.4378843348011597,0.18118687911297926,0.4681837074123112,0.058629489663746176,0.44084953458226617,0.15472882691416556,0.3148000548269936,0.42012906978000863,0.06875361306917561,0.154188761317417,0.15791399996946268,0.059203403849340835,0.1790855663872647,0.02630584155696039,0.428820158632165,0.18462787580649842
1638809042.486,0.5520486036688046,0.4421656613163025,0.42658603113917615,0.003645795627565865,0.5079205616705766,0.3495216822381457,0.07348095916480596,0.07301723262324669,0.16686580831576384,0.06409162698837104,0.530277677792477,0.07364413161887592,0.4471660534058005,0.28549617477833855,0.06222788514546298,0.5098051703605881,0.06249834100620983,0.5487282068955449,0.48480492146745047,0.5081030210566567,0.06398166510047519,0.2590710725096289,0.5698688564182736,0.21990276271715378,0.4500054200318645,0.5255122124121084,0.49362828276282494,0.20200721604676897,0.5301700360507079,0.063428661382586,0.49485639708657037,0.1727860672102574,0.3506275074362354,0.46990768265028987,0.08256050039613193,0.17761722952443318,0.17164249523529373,0.06478191619768352,0.20112246682218576,0.029708051086987347,0.5426957209071719,0.20537824448097416
1638809057.529,0.5520486036688046,0.4421656613163025,0.42658603113917615,0.003645795627565865,0.5079205616705766,0.3495216822381457,0.07348095916480596,0.07301723262324669,0.16686580831576384,0.06409162698837104,0.530277677792477,0.07364413161887592,0.4471660534058005,0.28549617477833855,0.06222788514546298,0.5098051703605881,0.06249834100620983,0.5487282068955449,0.48480492146745047,0.5081030210566567,0.06398166510047519,0.2590710725096289,0.5698688564182736,0.21990276271715378,0.4500054200318645,0.5255122124121084,0.49362828276282494,0.20200721604676897,0.5301700360507079,0.063428661382586,0.49485639708657037,0.1727860672102574,0.3506275074362354,0.46990768265028987,0.08256050039613193,0.17761722952443318,0.17164249523529373,0.06478191619768352,0.20112246682218576,0.029708051086987347,0.5426957209071719,0.20537824448097416
1638809072.565,0.5923584721353413,0.46627541411062945,0.46911326635769374,0.003976452282624654,0.5435051856681341,0.3421246514924546,0.07219528563512059,0.07341254265927255,0.18058658121572294,0.06641380751435845,0.5593836602010825,0.07623700629491265,0.4703171977220748,0.29572164225727765,0.06532662246078669,0.5500323379059537,0.06490317441570011,0.588736273222825,0.5484547946499763,0.55956176895915,0.06321925132342168,0.2742441031566048,0.6137834605317362,0.22429741396296687,0.47124522922004974,0.562824053347858,0.5195683961807293,0.20602649288826083,0.5096963239597043,0.0650473679847225,0.5209984022502652,0.18272731757827299,0.3572876525375703,0.46452771537652593,0.08295276681584768,0.18201241715394206,0.18130433375022453,0.06546861929904245,0.20555335348497578,0.030958036922380097,0.5225097538052874,0.21225009387325017
1638809087.595,0.5923584721353413,0.46627541411062945,0.46911326635769374,0.003976452282624654,0.5435051856681341,0.3421246514924546,0.07219528563512059,0.07341254265927255,0.18058658121572294,0.06641380751435845,0.5593836602010825,0.07623700629491265,0.4703171977220748,0.29572164225727765,0.06532662246078669,0.5500323379059537,0.06490317441570011,0.588736273222825,0.5484547946499763,0.55956176895915,0.06321925132342168,0.2742441031566048,0.6137834605317362,0.22429741396296687,0.47124522922004974,0.562824053347858,0.5195683961807293,0.20602649288826083,0.5096963239597043,0.0650473679847225,0.5209984022502652,0.18272731757827299,0.3572876525375703,0.46452771537652593,0.08295276681584768,0.18201241715394206,0.18130433375022453,0.06546861929904245,0.20555335348497578,0.030958036922380097,0.5225097538052874,0.21225009387325017
1638809103.085,0.5926279795191489,0.46622298646336047,0.45190060928550546,0.003845260927292089,0.5450780965334995,0.32268735057732406,0.07183150995223855,0.07308739451064332,0.18082666425498167,0.06479664852755432,0.5514541805449391,0.08012009755270211,0.47227274299460187,0.2966633718201093,0.06561273574483914,0.5516911843502533,0.0653520808511166,0.5904737049712754,0.5491336723206424,0.5346767649154236,0.06638120379274082,0.2757955996614571,0.6220789102781923,0.2242982830637157,0.47245125739286054,0.5637194939073438,0.5195713452917832,0.2068587920578171,0.5436158474025632,0.0649333709293235,0.522692614136662,0.18245163139272397,0.3268950770576188,0.5132396420036894,0.07857030300072601,0.18240879540121496,0.18187428537242717,0.0656484901508702,0.20632518466431035,0.03145388817697784,0.5230770072643272,0.23454963613624957
1638809118.132,0.5926279795191489,0.46622298646336047,0.45190060928550546,0.003845260927292089,0.5450780965334995,0.32268735057732406,0.07183150995223855,0.07308739451064332,0.18082666425498167,0.06479664852755432,0.5514541805449391,0.08012009755270211,0.47227274299460187,0.2966633718201093,0.06561273574483914,0.5516911843502533,0.0653520808511166,0.5904737049712754,0.5491336723206424,0.5346767649154236,0.06638120379274082,0.2757955996614571,0.6220789102781923,0.2242982830637157,0.47245125739286054,0.5637194939073438,0.5195713452917832,0.2068587920578171,0.5436158474025632,0.0649333709293235,0.522692614136662,0.18245163139272397,0.3268950770576188,0.5132396420036894,0.07857030300072601,0.18240879540121496,0.18187428537242717,0.0656484901508702,0.20632518466431035,0.03145388817697784,0.5230770072643272,0.23454963613624957
1638809133.164,0.5949232423393287,0.4658667120864999,0.47078764774535,0.003863044544850046,0.5438290986979254,0.3155608446935375,0.07149616844775444,0.0721685891701698,0.1804697344952933,0.0669174679769309,0.5620190075931306,0.08101693287394568,0.47326738639034777,0.2864306981970668,0.06578551754115625,0.5526365068439667,0.06517850433992747,0.5917691184166185,0.5476772780237902,0.5601393032506834,0.06660262214745827,0.278808703326255,0.6633503167689678,0.23694445733507385,0.4717562476809505,0.5623041522467226,0.5190006467222741,0.20583710806373318,0.5662610025126182,0.06443241810025739,0.522853306476555,0.18247254288524734,0.29065310157402313,0.5136549576033765,0.08211922028715773,0.18237874157783274,0.181893883517166,0.06514569788540364,0.20513986229877065,0.031034045862295218,0.5758885772474487,0.2362970868206877
1638809148.198,0.5949232423393287,0.4658667120864999,0.47078764774535,0.003863044544850046,0.5438290986979254,0.3155608446935375,0.07149616844775444,0.0721685891701698,0.1804697344952933,0.0669174679769309,0.5620190075931306,0.08101693287394568,0.47326738639034777,0.2864306981970668,0.06578551754115625,0.5526365068439667,0.06517850433992747,0.5917691184166185,0.5476772780237902,0.5601393032506834,0.06660262214745827,0.278808703326255,0.6633503167689678,0.23694445733507385,0.4717562476809505,0.5623041522467226,0.5190006467222741,0.20583710806373318,0.5662610025126182,0.06443241810025739,0.522853306476555,0.18247254288524734,0.29065310157402313,0.5136549576033765,0.08211922028715773,0.18237874157783274,0.181893883517166,0.06514569788540364,0.20513986229877065,0.031034045862295218,0.5758885772474487,0.2362970868206877
1638809163.214,0.5958701406999594,0.4658399980478757,0.4494214933001548,0.0038021385006859203,0.5434240642423098,0.31321738145972833,0.072141689018141,0.07237225822968298,0.1801606054439039,0.0665715954444282,0.524465016681953,0.07922924393968345,0.47371133643937735,0.2881689730780455,0.06591290788004092,0.5534960398589771,0.06603135793270129,0.590461202870087,0.5216638034988781,0.5591983146715753,0.06623397602175066,0.27688920022318,0.6516880291894955,0.23325882229617423,0.4711670593108731,0.5626785948907751,0.5190240410175945,0.20537093387283242,0.5658630463052527,0.06437078672470309,0.5227456199096274,0.17803549935482257,0.29317304987723036,0.5022677187692185,0.08777005132246024,0.1829947203956218,0.1823661796640247,0.06534574373059215,0.20532870816012777,0.031093276644841766,0.5399206498047846,0.21721854912115268
