"Time","pod:productcatalogservice-w4-66565874fb-d6n97_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-lm2kc_service:productcatalogservice_node:worker--1","pod:currencyservice-w2-649d8c7669-zgljc_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-gb2mj_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-j7vbb_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-sppz2_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-7qvqn_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-mbfjm_service:frontend_node:worker--1","pod:recommendationservice-w1-8597bb459d-t2b4f_service:recommendationservice_node:worker--1","pod:currencyservice-w2-649d8c7669-fmj8p_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w4-6f8d8654c5-mg4zc_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-gknwg_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w3-5c774597c5-vm2qh_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w1-754d7d8cd4-xrh5w_service:adservice_node:worker--1","pod:currencyservice-w1-656689488c-fjhgj_service:currencyservice_node:worker--1","pod:recommendationservice-w2-6855bd669b-zcjhw_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-9fq85_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-qhqgh_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w1-8649bb655b-lptgz_service:productcatalogservice_node:worker--1","pod:frontend-w2-6646bc856b-kgmr6_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-fngpc_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w4-5bbcb977f8-9gqbp_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-sk4k8_service:frontend_node:worker--1","pod:recommendationservice-w4-5bbcb977f8-zrr6d_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w2-6646bc856b-k2cnr_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-7nb9z_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-9vc8q_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-92w36_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w3-56c4dd84bf-r52h6_service:productcatalogservice_node:worker--3.novalocal","pod:cartservice-w1-856bd974f7-vj29l_service:cartservice_node:worker--1","pod:redis-cart-w1-6d65c886c7-g8zsx_service:redis-cart_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-lvjbj_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-g95rg_service:adservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-fwf72_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w1-8597bb459d-zlsxk_service:recommendationservice_node:worker--1","pod:recommendationservice-w2-6855bd669b-7xnpb_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w3-7c75d55f4d-h785m_service:redis-cart_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-k78dh_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-9qslf_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w2-6646bc856b-qmwn2_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-86744bdcbd-thzxj_service:cartservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-cw4nq_service:productcatalogservice_node:worker--3.novalocal"
1638822198,0.17650076573481766,0.15321300943543445,0.4613405890213834,0.05964447392316366,0.48437964190801575,0.17610922222312878,0.39003704784630205,0.45672055219247015,0.06307659609541988,0.43618102823109417,0.43812056073221617,0.48704950097257516,0.06055318856326143,0.26619507311609214,0.3960359351110204,0.07319406807950894,0.3863255525715784,0.47156565163174874,0.14915810588665063,0.40289477578580246,0.19752787204051497,0.06348551179478666,0.47990816653535634,0.06508150253431932,0.48185398676880165,0.0759043704600316,0.39239883136461906,0.4350026386585013,0.15668879711730893,0.2355126597058825,0.023312456496348173,0.19328301977961726,0.2675270605932001,0.46214418645704297,0.05999855854513381,0.07043278542609353,0.02230675923741391,0.48585678217125255,0.06465736137829452,0.4791470992961592,0.2251797271952106,0.15319474764156854
1638822213.406,0.1944749703847668,0.17470946614428787,0.5132527493878088,0.06555783534472265,0.5439283996999313,0.19792922952667608,0.4428193418576015,0.524143990003294,0.06396639028239501,0.5172165756475146,0.49095300205062353,0.54762349824672,0.06454328358411537,0.2917569089372746,0.44756385825441675,0.08007744057164519,0.44321136395600436,0.5334652733097911,0.17203844714389827,0.4580855352372231,0.2236437088360752,0.06961379102065132,0.5427849364360955,0.07199835404087927,0.556392085093125,0.08149166957511492,0.4406400490236504,0.4880204442178401,0.1717127659356285,0.2635547659639232,0.023963365754455287,0.20117619584989282,0.2948285682334395,0.5207978667110953,0.06704331128331534,0.07713028501291089,0.024497039243385296,0.5481671098691878,0.06985907612232031,0.5257222192328563,0.2545008952782374,0.17524689181039066
1638822228.463,0.1944749703847668,0.17470946614428787,0.5132527493878088,0.06555783534472265,0.5439283996999313,0.19792922952667608,0.4428193418576015,0.524143990003294,0.06396639028239501,0.5172165756475146,0.49095300205062353,0.54762349824672,0.06454328358411537,0.2917569089372746,0.44756385825441675,0.08007744057164519,0.44321136395600436,0.5334652733097911,0.17203844714389827,0.4580855352372231,0.2236437088360752,0.06961379102065132,0.5427849364360955,0.07199835404087927,0.556392085093125,0.08149166957511492,0.4406400490236504,0.4880204442178401,0.1717127659356285,0.2635547659639232,0.023963365754455287,0.20117619584989282,0.2948285682334395,0.5207978667110953,0.06704331128331534,0.07713028501291089,0.024497039243385296,0.5481671098691878,0.06985907612232031,0.5257222192328563,0.2545008952782374,0.17524689181039066
1638822243.482,0.1987040663755963,0.1759629120527141,0.566824181475636,0.06623407781128816,0.5841090234638153,0.20132073652833493,0.4699789471453294,0.5631039526082577,0.06910970471231755,0.539391171647422,0.516435323804874,0.5882893224921283,0.06736548589861843,0.30337058976447584,0.4731847162959181,0.07620513923636259,0.46445942395085316,0.5727933376278777,0.1842343598330089,0.4917506014386459,0.22852339210821948,0.07003374523606931,0.5825443790300363,0.07024267610871707,0.5994661504607883,0.0816998024818288,0.4649354719192903,0.5119875984905843,0.18152375164645496,0.2810979652402342,0.02697547309193369,0.21293856561953547,0.28613230136176754,0.5597958476601443,0.06901242397108114,0.08320579432284564,0.025629976634468653,0.5865646120443024,0.07096080177045111,0.5635370124963164,0.2743841643860661,0.18061087338364756
1638822258.499,0.1987040663755963,0.1759629120527141,0.566824181475636,0.06623407781128816,0.5841090234638153,0.20132073652833493,0.4699789471453294,0.5631039526082577,0.06910970471231755,0.539391171647422,0.516435323804874,0.5882893224921283,0.06736548589861843,0.30337058976447584,0.4731847162959181,0.07620513923636259,0.46445942395085316,0.5727933376278777,0.1842343598330089,0.4917506014386459,0.22852339210821948,0.07003374523606931,0.5825443790300363,0.07024267610871707,0.5994661504607883,0.0816998024818288,0.4649354719192903,0.5119875984905843,0.18152375164645496,0.2810979652402342,0.02697547309193369,0.21293856561953547,0.28613230136176754,0.5597958476601443,0.06901242397108114,0.08320579432284564,0.025629976634468653,0.5865646120443024,0.07096080177045111,0.5635370124963164,0.2743841643860661,0.18061087338364756
1638822273.515,0.19898773714765638,0.1832885838556789,0.5244343500518349,0.06643198411371606,0.584586333513333,0.20134156391184474,0.46911758341364884,0.5513950799640719,0.06947772312198593,0.540297586912994,0.5156431554593507,0.5882165971401816,0.06731705103475161,0.284645054384564,0.4717050015806522,0.08251411429443024,0.464881330257526,0.5749119059571646,0.1839454842493092,0.4993999703539121,0.2342774073394181,0.0707121450696296,0.5847689817060482,0.07025957973469917,0.5880571158349952,0.0831719211462397,0.46554515241231575,0.5113223346780038,0.18130908231519843,0.2699379407455866,0.025676932432257334,0.2139044007549956,0.26868022102238925,0.5613764611773308,0.06937569428406785,0.07808598176697878,0.025847937014697887,0.5875447852246025,0.07091375845239171,0.5786144078803067,0.2751084181194112,0.18091100885445854
1638822288.539,0.19898773714765638,0.1832885838556789,0.5244343500518349,0.06643198411371606,0.584586333513333,0.20134156391184474,0.46911758341364884,0.5513950799640719,0.06947772312198593,0.540297586912994,0.5156431554593507,0.5882165971401816,0.06731705103475161,0.284645054384564,0.4717050015806522,0.08251411429443024,0.464881330257526,0.5749119059571646,0.1839454842493092,0.4993999703539121,0.2342774073394181,0.0707121450696296,0.5847689817060482,0.07025957973469917,0.5880571158349952,0.0831719211462397,0.46554515241231575,0.5113223346780038,0.18130908231519843,0.2699379407455866,0.025676932432257334,0.2139044007549956,0.26868022102238925,0.5613764611773308,0.06937569428406785,0.07808598176697878,0.025847937014697887,0.5875447852246025,0.07091375845239171,0.5786144078803067,0.2751084181194112,0.18091100885445854
1638822303.774,0.19949118281987835,0.18420914251085177,0.5072772277050754,0.06673613910500488,0.5855163483620935,0.2015744686270869,0.4691580946450311,0.567572685451,0.06987003261130222,0.53740051860962,0.515883831165393,0.5887466162528356,0.06702511455253365,0.2713442385042521,0.4733673138412258,0.08312093432905443,0.4644762366043758,0.5741188380102604,0.18409881808037998,0.4956092578354539,0.23399379347054192,0.07028941091061008,0.5345663410989803,0.07011574169402392,0.6425193144660819,0.08350020304278988,0.4654227682162408,0.5121575059911987,0.18115067645151028,0.2770636518652028,0.027187127199606288,0.21232460246229629,0.2618571764179192,0.5613447547993766,0.06963737284572863,0.08235326375780969,0.026013857518662153,0.5883815495140192,0.07076860184854815,0.6041515492498781,0.2753474456619521,0.1795398534937233
1638822318.792,0.19949118281987835,0.18420914251085177,0.5072772277050754,0.06673613910500488,0.5855163483620935,0.2015744686270869,0.4691580946450311,0.567572685451,0.06987003261130222,0.53740051860962,0.515883831165393,0.5887466162528356,0.06702511455253365,0.2713442385042521,0.4733673138412258,0.08312093432905443,0.4644762366043758,0.5741188380102604,0.18409881808037998,0.4956092578354539,0.23399379347054192,0.07028941091061008,0.5345663410989803,0.07011574169402392,0.6425193144660819,0.08350020304278988,0.4654227682162408,0.5121575059911987,0.18115067645151028,0.2770636518652028,0.027187127199606288,0.21232460246229629,0.2618571764179192,0.5613447547993766,0.06963737284572863,0.08235326375780969,0.026013857518662153,0.5883815495140192,0.07076860184854815,0.6041515492498781,0.2753474456619521,0.1795398534937233
1638822333.89,0.19904147231158825,0.1832052990542689,0.5470601315691636,0.06715642465956409,0.5859073880242547,0.20158089087425068,0.4678105028399079,0.5671452392414231,0.06947972362641128,0.5372539883778918,0.5144929178113994,0.5881702657967217,0.0667519470381178,0.26905228230340217,0.455320734209652,0.07852990124900963,0.465250382209382,0.5749396740192517,0.1836209709537418,0.4376431188364566,0.22383302834130386,0.07025410994593463,0.5846505412308773,0.07009983038460561,0.5868955072569398,0.0826653916802874,0.46481884053638534,0.5106286628905635,0.18107614878827905,0.2766823658163201,0.026150372658914203,0.22268016724862333,0.2603658369777693,0.5621318476342478,0.06727686355616276,0.07750802459259964,0.026135376777558617,0.588795137935568,0.0700385479198167,0.5505101953658862,0.2762929193817357,0.1804530159249074
