"Time","pod:adservice-w1-5c67ddfffc-xvxd2_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-mj2gg_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-w6tbd_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-qw2zq_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-ftdq5_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-h9t76_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-drjf4_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:recommendationservice-w4-6855bd669b-69t46_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-ksgrl_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-zpr74_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-rffl9_service:frontend_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-jg9pt_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-jgj82_service:currencyservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:currencyservice-w3-656689488c-8nxv4_service:currencyservice_node:worker--3","pod:frontend-w1-599b6846df-bc59x_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-r9655_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-m7rgm_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-sbvx9_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-mj4s5_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-dqw5t_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-gsfjj_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-r4pcr_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-vtl8b_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-x28s2_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-mqx5g_service:recommendationservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-wctqk_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-hxfhv_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-8tw9r_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-hxqkt_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-cs5lc_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-btxrf_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w4-6646bc856b-hcbx8_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-hmtbq_service:productcatalogservice_node:worker--4.novalocal"
1637008641.651,0.2262498190436985,0.22796997242262904,0.3829869043384255,0.5199420028686687,0.1949160792882155,0.09028644272728233,0.3778547578470415,0.07554329659235458,0.0222024054227601,0.09768499394876613,0.07419252151543912,0.6179900455251437,0.5272266919206625,0.20589769874215813,0.4640985690561338,0.2320899536075577,0.3774093036219146,0.5307989317179723,0.0876445572374053,0.10035370756430542,0.07606383351010529,0.6406511097919508,0.5287451083177929,0.4630349557372917,0.6250250140675,0.19420278525132684,0.23547571740005202,0.1586883822364505,0.07575965300633059,0.38078995967638396,0.16063729186747563,0.020110368776445,0.46347960880199934,0.15635897484202155,0.5087579562518418,0.16300976938934536,0.6261071846877427,0.20450656773606563
1637008656.674,0.25131229554676066,0.2570108237411402,0.426745685790354,0.5878434903213219,0.218490349563567,0.10073653426061917,0.42771528268269976,0.08401441970368845,0.023997987707779313,0.10075624152861752,0.08244028686329007,0.6968482854811179,0.5999681977537376,0.23260771128238386,0.5201643275344405,0.24518741812933312,0.4304694402432045,0.6017276219983044,0.09853785668603447,0.10603260268896544,0.08218563364793696,0.7202669039571251,0.5894879972338593,0.5470018824548384,0.7248990883729249,0.21664241231058143,0.26101052042767486,0.18101726378458258,0.08473225730524471,0.4324503999821403,0.1735498604018447,0.02166496225054108,0.5203698002650915,0.1676786481399309,0.5362201759945833,0.17682650476336514,0.6731294252603472,0.22954353537270833
1637008671.702,0.25131229554676066,0.2570108237411402,0.426745685790354,0.5878434903213219,0.218490349563567,0.10073653426061917,0.42771528268269976,0.08401441970368845,0.023997987707779313,0.10075624152861752,0.08244028686329007,0.6968482854811179,0.5999681977537376,0.23260771128238386,0.5201643275344405,0.24518741812933312,0.4304694402432045,0.6017276219983044,0.09853785668603447,0.10603260268896544,0.08218563364793696,0.7202669039571251,0.5894879972338593,0.5470018824548384,0.7248990883729249,0.21664241231058143,0.26101052042767486,0.18101726378458258,0.08473225730524471,0.4324503999821403,0.1735498604018447,0.02166496225054108,0.5203698002650915,0.1676786481399309,0.5362201759945833,0.17682650476336514,0.6731294252603472,0.22954353537270833
1637008686.726,0.26249877653677095,0.27320286291710477,0.45714206775083777,0.6393995078341066,0.22724334055037665,0.1009243675523825,0.44863708334053853,0.08793927693512885,0.024469231645223646,0.10631019644157791,0.08526595897802348,0.7577526646642793,0.661404393603352,0.23937675384793697,0.5538715870304041,0.2739721181126712,0.4175871996709697,0.6545851715362196,0.09960381731983585,0.10746407360291806,0.08643874745868109,0.785182168108514,0.6548532004785684,0.5893556892174228,0.8016818842163942,0.22611794155736054,0.281736014377887,0.18899809832112682,0.08864843222734936,0.45860004455963727,0.1873130142364555,0.02330955179926977,0.5539376757204468,0.19039805791720865,0.5800481725028518,0.18863175835532223,0.7724876818892044,0.2355955415180218
1637008701.751,0.26249877653677095,0.27320286291710477,0.45714206775083777,0.6393995078341066,0.22724334055037665,0.1009243675523825,0.44863708334053853,0.08793927693512885,0.024469231645223646,0.10631019644157791,0.08526595897802348,0.7577526646642793,0.661404393603352,0.23937675384793697,0.5538715870304041,0.2739721181126712,0.4175871996709697,0.6545851715362196,0.09960381731983585,0.10746407360291806,0.08643874745868109,0.785182168108514,0.6548532004785684,0.5893556892174228,0.8016818842163942,0.22611794155736054,0.281736014377887,0.18899809832112682,0.08864843222734936,0.45860004455963727,0.1873130142364555,0.02330955179926977,0.5539376757204468,0.19039805791720865,0.5800481725028518,0.18863175835532223,0.7724876818892044,0.2355955415180218
1637008716.77,0.262194001869809,0.2717410300006851,0.45566644019580166,0.6397521011758838,0.2271484958675294,0.10094258073745768,0.45974676915441415,0.08812174879428833,0.025449580707126683,0.11175110615877434,0.08416338133204224,0.758662789116245,0.6500047313965283,0.22409822957179612,0.5541471299038525,0.273502195194253,0.45834584755842955,0.6546216045850088,0.10066575802510397,0.11106077446605613,0.08578119862267383,0.784405167819558,0.6547810133487394,0.5885531778378382,0.8035449653919005,0.22618873485970778,0.28029602110956925,0.18934467505824543,0.08845096822342408,0.456985835665784,0.1871226651246741,0.023213918731852915,0.5545478616482737,0.19046889797710542,0.5944646390268212,0.18784937195984153,0.7345428891505738,0.23220799351790675
1637008731.818,0.262194001869809,0.2717410300006851,0.45566644019580166,0.6397521011758838,0.2271484958675294,0.10094258073745768,0.45974676915441415,0.08812174879428833,0.025449580707126683,0.11175110615877434,0.08416338133204224,0.758662789116245,0.6500047313965283,0.22409822957179612,0.5541471299038525,0.273502195194253,0.45834584755842955,0.6546216045850088,0.10066575802510397,0.11106077446605613,0.08578119862267383,0.784405167819558,0.6547810133487394,0.5885531778378382,0.8035449653919005,0.22618873485970778,0.28029602110956925,0.18934467505824543,0.08845096822342408,0.456985835665784,0.1871226651246741,0.023213918731852915,0.5545478616482737,0.19046889797710542,0.5944646390268212,0.18784937195984153,0.7345428891505738,0.23220799351790675
1637008746.868,0.2607587440491552,0.27140193032281235,0.4548847460823665,0.6395886263544649,0.22738877680307695,0.10060623433349564,0.45892259246882816,0.08012348062241015,0.024525173822106672,0.11150017924725479,0.08417388192878432,0.7589053570925277,0.6613116944314108,0.23635403046645112,0.554103821801619,0.2735482646252184,0.45901673047789526,0.6550993353926384,0.10097785224093102,0.11222515027527954,0.08607697538265867,0.7854631718506544,0.6548854934200965,0.5812569625356802,0.7482936564928381,0.22647044825523835,0.2782649760964644,0.18975082709904736,0.08860644527397532,0.4571885844629361,0.1872518664674188,0.02317183411184495,0.5540759942573505,0.18997696417227272,0.6221462708573762,0.1876419977999556,0.7203409436442735,0.24389300031419242
1637008761.885,0.2607587440491552,0.27140193032281235,0.4548847460823665,0.6395886263544649,0.22738877680307695,0.10060623433349564,0.45892259246882816,0.08012348062241015,0.024525173822106672,0.11150017924725479,0.08417388192878432,0.7589053570925277,0.6613116944314108,0.23635403046645112,0.554103821801619,0.2735482646252184,0.45901673047789526,0.6550993353926384,0.10097785224093102,0.11222515027527954,0.08607697538265867,0.7854631718506544,0.6548854934200965,0.5812569625356802,0.7482936564928381,0.22647044825523835,0.2782649760964644,0.18975082709904736,0.08860644527397532,0.4571885844629361,0.1872518664674188,0.02317183411184495,0.5540759942573505,0.18997696417227272,0.6221462708573762,0.1876419977999556,0.7203409436442735,0.24389300031419242
1637008776.906,0.26155006974036715,0.2713825895681341,0.4543808945070377,0.6383961905104704,0.227716853941978,0.10017223042069462,0.4581777428024093,0.08781391787051357,0.02513105583701157,0.11122556441835271,0.08502587469883993,0.7575375811983764,0.6595627556472694,0.22566561467878632,0.553877344726115,0.26629402723213447,0.45769018244744625,0.655104196980868,0.10107547659183672,0.1064027869874742,0.08575073876136555,0.7857063875899126,0.6400146297626008,0.5880955562776053,0.768229135517305,0.22582353764649793,0.2773365281338146,0.18870697989654697,0.08853404837070977,0.45738361275548345,0.18639508189189374,0.023279295010807093,0.5534282734764993,0.17867862258537637,0.6211466120301855,0.1874082487168347,0.7234415839034463,0.25528376361507776
