"Time","pod:adservice-w3-5c67ddfffc-bm7hx_service:adservice_node:worker--3.novalocal","pod:currencyservice-w3-cd78b8fd6-7d6v9_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-pcjwd_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-l6l6j_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-hccr2_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-qcbfq_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-r297z_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-jrpxz_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-jmmj7_service:currencyservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-lxsjg_service:recommendationservice_node:worker--1","pod:recommendationservice-w4-5bbcb977f8-tpj94_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-649d8c7669-5cbsw_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-sg8n4_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w4-777d8d5dcb-5t5rl_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-vlj9x_service:productcatalogservice_node:worker--1","pod:recommendationservice-w2-6855bd669b-tz757_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-xp95w_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-r5zbk_service:productcatalogservice_node:worker--3.novalocal","pod:adservice-w1-754d7d8cd4-7xmbf_service:adservice_node:worker--1","pod:cartservice-w1-856bd974f7-bhxmv_service:cartservice_node:worker--1","pod:frontend-w1-8ddd87c7b-bntq4_service:frontend_node:worker--1","pod:recommendationservice-w1-8597bb459d-j78w5_service:recommendationservice_node:worker--1","pod:redis-cart-w1-6d65c886c7-s7npt_service:redis-cart_node:worker--1","pod:frontend-w2-6646bc856b-64tcq_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-wgsgt_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-86744bdcbd-8x25l_service:cartservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-dg6gf_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-572qt_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-cvb6d_service:currencyservice_node:worker--1","pod:frontend-w2-6646bc856b-9xfj6_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-4fdwz_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-sdwrm_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-2w5g7_service:recommendationservice_node:worker--3.novalocal","pod:redis-cart-w3-7c75d55f4d-nlq44_service:redis-cart_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-nlczb_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-vqpsj_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-qpf6g_service:productcatalogservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-prbbt_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-wkwkw_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-772hw_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-dzbbm_service:frontend_node:worker--1","pod:currencyservice-w2-649d8c7669-77jrk_service:currencyservice_node:worker--2.novalocal"
1638824816.182,0.27578602911614314,0.42165665687725035,0.522377507505358,0.16674369825039576,0.06250392087668438,0.47176237617173866,0.5404400436137118,0.18859817381942565,0.4252797867489314,0.06717612878818026,0.06889989265392138,0.47258665193499994,0.21172901426422303,0.5426577012543974,0.17239720857407886,0.0746355026735459,0.07482159988316328,0.16906750338308674,0.29309728713472427,0.2580622533389124,0.5201247579153271,0.06423607482402538,0.04363937220822961,0.533407970765157,0.21638463520080128,0.25167252074913593,0.46923157094363754,0.5431436813681618,0.40555475241499267,0.4570470114141506,0.0878668502387348,0.5234094881273208,0.0637264376004123,0.00351416487994221,0.0679267993352001,0.07076375095240323,0.16561654673274695,0.4246520587995657,0.5058522562846302,0.19015132719329114,0.5265125498045077,0.48586367264833336
1638824831.281,0.27578602911614314,0.42165665687725035,0.522377507505358,0.16674369825039576,0.06250392087668438,0.47176237617173866,0.5404400436137118,0.18859817381942565,0.4252797867489314,0.06717612878818026,0.06889989265392138,0.47258665193499994,0.21172901426422303,0.5426577012543974,0.17239720857407886,0.0746355026735459,0.07482159988316328,0.16906750338308674,0.29309728713472427,0.2580622533389124,0.5201247579153271,0.06423607482402538,0.04363937220822961,0.533407970765157,0.21638463520080128,0.25167252074913593,0.46923157094363754,0.5431436813681618,0.40555475241499267,0.4570470114141506,0.0878668502387348,0.5234094881273208,0.0637264376004123,0.00351416487994221,0.0679267993352001,0.07076375095240323,0.16561654673274695,0.4246520587995657,0.5058522562846302,0.19015132719329114,0.5265125498045077,0.48586367264833336
1638824846.303,0.294508736213438,0.4554139210882624,0.5768133458263471,0.1786539993518053,0.06441386148769229,0.5110402066281263,0.5967260170759837,0.20140137512592307,0.4678658732101994,0.0717714073857059,0.07048301449001185,0.5260671637432731,0.21868700384480708,0.5985670327061186,0.18622549278892334,0.07790238246989678,0.08063246795488518,0.17823418339856137,0.2986480941939179,0.27092643857075877,0.577975334305008,0.06862404203519404,0.04491201919142266,0.5854011833144109,0.21387275569544525,0.2712557502349882,0.5066336030455347,0.599012888193099,0.46248650610578856,0.48257458667674513,0.08749951859772091,0.5997468619197441,0.06590120180946582,0.0033096785272288204,0.0700575029430743,0.07213103057081484,0.18061860088168114,0.45936053145006706,0.5637879386001572,0.20133038714717263,0.5442356363653474,0.5538003514050266
1638824861.391,0.294508736213438,0.4554139210882624,0.5768133458263471,0.1786539993518053,0.06441386148769229,0.5110402066281263,0.5967260170759837,0.20140137512592307,0.4678658732101994,0.0717714073857059,0.07048301449001185,0.5260671637432731,0.21868700384480708,0.5985670327061186,0.18622549278892334,0.07790238246989678,0.08063246795488518,0.17823418339856137,0.2986480941939179,0.27092643857075877,0.577975334305008,0.06862404203519404,0.04491201919142266,0.5854011833144109,0.21387275569544525,0.2712557502349882,0.5066336030455347,0.599012888193099,0.46248650610578856,0.48257458667674513,0.08749951859772091,0.5997468619197441,0.06590120180946582,0.0033096785272288204,0.0700575029430743,0.07213103057081484,0.18061860088168114,0.45936053145006706,0.5637879386001572,0.20133038714717263,0.5442356363653474,0.5538003514050266
1638824876.407,0.2718288076141019,0.4562586528402228,0.5793577688424943,0.17864960882958544,0.06419576437143126,0.5120142496310217,0.5969266988867205,0.20218292517896536,0.4687684560558041,0.07015778879189291,0.07010427892536358,0.5251702745129834,0.21941786828493093,0.5985035983120051,0.17397650306402912,0.07557409312301085,0.08099298421962664,0.17788955152171798,0.2934850793642529,0.2795263419050839,0.5810711321629066,0.06677200071711883,0.047109306372122774,0.589263560404746,0.22620095986861663,0.2730283797703976,0.5074715256128864,0.6001735033887174,0.46396713182582117,0.4809333943457654,0.08080586747938129,0.6162428891351628,0.06639025873935195,0.003304400520618662,0.07045881279269774,0.07266644655269625,0.18552997938256507,0.45842070534944895,0.5666415710602265,0.20248115317103646,0.5850480844026028,0.5106197183111928
1638824891.436,0.2718288076141019,0.4562586528402228,0.5793577688424943,0.17864960882958544,0.06419576437143126,0.5120142496310217,0.5969266988867205,0.20218292517896536,0.4687684560558041,0.07015778879189291,0.07010427892536358,0.5251702745129834,0.21941786828493093,0.5985035983120051,0.17397650306402912,0.07557409312301085,0.08099298421962664,0.17788955152171798,0.2934850793642529,0.2795263419050839,0.5810711321629066,0.06677200071711883,0.047109306372122774,0.589263560404746,0.22620095986861663,0.2730283797703976,0.5074715256128864,0.6001735033887174,0.46396713182582117,0.4809333943457654,0.08080586747938129,0.6162428891351628,0.06639025873935195,0.003304400520618662,0.07045881279269774,0.07266644655269625,0.18552997938256507,0.45842070534944895,0.5666415710602265,0.20248115317103646,0.5850480844026028,0.5106197183111928
1638824906.448,0.25857787881312544,0.45740374473861956,0.580154422425844,0.17853756395822612,0.06413799779730238,0.5130421965716929,0.5972850131229893,0.2021659442812349,0.47143792095639936,0.0679727463689881,0.07040408619298787,0.5714365944418806,0.2315828998225821,0.5981859526226703,0.17891157717190223,0.07595504409938775,0.08079664784496146,0.1780435983673119,0.26790400512376306,0.2795462796698298,0.5827173569298624,0.07082176813848616,0.04660035602421668,0.6136194829170359,0.23063469465035877,0.27502190070703414,0.5083141900198225,0.6011616810609909,0.4665318558794236,0.4849678188850964,0.08475012106835725,0.5764585646398364,0.06577761383499242,0.0033021936590223013,0.07073848028154453,0.07329835791154929,0.18626639242184329,0.45911736126857905,0.566799653738907,0.20217221040399552,0.5767950389054133,0.5520022042054724
1638824921.476,0.25857787881312544,0.45740374473861956,0.580154422425844,0.17853756395822612,0.06413799779730238,0.5130421965716929,0.5972850131229893,0.2021659442812349,0.47143792095639936,0.0679727463689881,0.07040408619298787,0.5714365944418806,0.2315828998225821,0.5981859526226703,0.17891157717190223,0.07595504409938775,0.08079664784496146,0.1780435983673119,0.26790400512376306,0.2795462796698298,0.5827173569298624,0.07082176813848616,0.04660035602421668,0.6136194829170359,0.23063469465035877,0.27502190070703414,0.5083141900198225,0.6011616810609909,0.4665318558794236,0.4849678188850964,0.08475012106835725,0.5764585646398364,0.06577761383499242,0.0033021936590223013,0.07073848028154453,0.07329835791154929,0.18626639242184329,0.45911736126857905,0.566799653738907,0.20217221040399552,0.5767950389054133,0.5520022042054724
1638824936.508,0.2572295759869244,0.4580027310012844,0.5800173548655883,0.17914893539675827,0.06377852786234259,0.5118376869613083,0.5962831540782427,0.20155786095644682,0.47075079577644147,0.06994473983497798,0.07063481702925589,0.5495968634696832,0.2143004727329076,0.5989695526116139,0.1878423570414089,0.07632210164224602,0.07903925613406432,0.17847124369226142,0.27440233402491526,0.27992208991819334,0.58341966629418,0.07077754628180954,0.04538968433794112,0.624012580184619,0.22572342775061716,0.274774457301192,0.5074245301468197,0.6001376057282688,0.4473993825721011,0.5088662801844979,0.08709257379891204,0.6181415883137809,0.06586520786124367,0.0033055141800756504,0.07095071754929044,0.07309224393591854,0.18269721637180505,0.45877660606527915,0.5685052397475439,0.20256671383183134,0.5724173172625171,0.5264319236576334
1638824951.532,0.2572295759869244,0.4580027310012844,0.5800173548655883,0.17914893539675827,0.06377852786234259,0.5118376869613083,0.5962831540782427,0.20155786095644682,0.47075079577644147,0.06994473983497798,0.07063481702925589,0.5495968634696832,0.2143004727329076,0.5989695526116139,0.1878423570414089,0.07632210164224602,0.07903925613406432,0.17847124369226142,0.27440233402491526,0.27992208991819334,0.58341966629418,0.07077754628180954,0.04538968433794112,0.624012580184619,0.22572342775061716,0.274774457301192,0.5074245301468197,0.6001376057282688,0.4473993825721011,0.5088662801844979,0.08709257379891204,0.6181415883137809,0.06586520786124367,0.0033055141800756504,0.07095071754929044,0.07309224393591854,0.18269721637180505,0.45877660606527915,0.5685052397475439,0.20256671383183134,0.5724173172625171,0.5264319236576334
