"Time","pod:cartservice-w1-59ff89795c-cpqp5_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-2spcf_service:frontend_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-2swbm_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-ztvjf_service:recommendationservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-nj6dn_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-spvdb_service:currencyservice_node:worker--4.novalocal","pod:adservice-w1-9f97cf96-6fzj8_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-2f8pp_service:recommendationservice_node:worker--2","pod:frontend-w1-777d8d5dcb-49cwv_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-p272n_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w1-66565874fb-m5khj_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-92m7t_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-zbdp9_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-4tpp8_service:frontend_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-xd297_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-7qf2s_service:currencyservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-5c5dh_service:frontend_node:worker--3.novalocal","pod:frontend-w4-599b6846df-d98nc_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-gz7nw_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-q58lv_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-j277t_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-92zhm_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-fgq65_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-fbmm2_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-gbkpm_service:currencyservice_node:worker--2","pod:adservice-w3-76766bdfb6-gst57_service:adservice_node:worker--3.novalocal","pod:cartservice-w3-6d5d8bb6bc-4tw56_service:cartservice_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-gd92m_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-t87ls_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-466hm_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-jk87k_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-jvcfl_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-468td_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-vs5wc_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-8cwq9_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-fp6qc_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-hzf7g_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-vtwzz_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w3-6646bc856b-5t4bt_service:frontend_node:worker--3.novalocal","pod:redis-cart-w3-5fdf77f88c-lkr9c_service:redis-cart_node:worker--3.novalocal","pod:frontend-w4-599b6846df-2qwgq_service:frontend_node:worker--4.novalocal","pod:frontend-w2-8ddd87c7b-6bp6q_service:frontend_node:worker--2"
1638840636.405,0.26628478429737706,0.5135058877219139,0.4901790078164159,0.06124724994706934,0.07608063247487956,0.41560801745121745,0.32037090977059735,0.06201196679165255,0.5123691570845764,0.1602517821628355,0.18612213415272932,0.07132238784258031,0.4125238498220458,0.481556580070731,0.16016960367686814,0.4607534668205099,0.42844620660071375,0.48914871343376665,0.18651485684378516,0.4598935173750174,0.16326501087082507,0.5002533642799047,0.41812748156821866,0.05935408534181174,0.40908099626519756,0.3145557912451367,0.2544368930779063,0.19195025833496002,0.48100520896013443,0.16088650303559845,0.06857960535444188,0.027897290055345587,0.06147703306858799,0.4995113884924612,0.2010680290896531,0.07859094364577099,0.06107028925635789,0.06147327515679371,0.5247759432349074,0.0037666537960483713,0.47917931689285487,0.4882951296032204
1638840651.437,0.26628478429737706,0.5135058877219139,0.4901790078164159,0.06124724994706934,0.07608063247487956,0.41560801745121745,0.32037090977059735,0.06201196679165255,0.5123691570845764,0.1602517821628355,0.18612213415272932,0.07132238784258031,0.4125238498220458,0.481556580070731,0.16016960367686814,0.4607534668205099,0.42844620660071375,0.48914871343376665,0.18651485684378516,0.4598935173750174,0.16326501087082507,0.5002533642799047,0.41812748156821866,0.05935408534181174,0.40908099626519756,0.3145557912451367,0.2544368930779063,0.19195025833496002,0.48100520896013443,0.16088650303559845,0.06857960535444188,0.027897290055345587,0.06147703306858799,0.4995113884924612,0.2010680290896531,0.07859094364577099,0.06107028925635789,0.06147327515679371,0.5247759432349074,0.0037666537960483713,0.47917931689285487,0.4882951296032204
1638840666.469,0.2920798082336882,0.5744679497354902,0.5524782970697033,0.06702594977588786,0.08367330497650738,0.4630370917388543,0.3467985230885226,0.06767583699109533,0.5731109592444986,0.17488082554449916,0.2053054198702318,0.07418111270937276,0.4711037255991832,0.5190894032659927,0.18289465715527678,0.5122104343285504,0.45276929639103025,0.5483613474535955,0.20477851155007348,0.5110526160402866,0.1824756907902706,0.5616881887562247,0.46445300568422476,0.06373243737437541,0.46089480022640766,0.3294969868217358,0.28143671226957234,0.23531590622508652,0.5409328836620149,0.18244612008995312,0.0727711537338496,0.02963772188080176,0.06740807860521111,0.5337935153037442,0.21557034079220172,0.07837581206233278,0.06632002344234897,0.06652798282185163,0.585950811752037,0.0036395690916373796,0.5361483586086999,0.5473221829829444
1638840681.498,0.2920798082336882,0.5744679497354902,0.5524782970697033,0.06702594977588786,0.08367330497650738,0.4630370917388543,0.3467985230885226,0.06767583699109533,0.5731109592444986,0.17488082554449916,0.2053054198702318,0.07418111270937276,0.4711037255991832,0.5190894032659927,0.18289465715527678,0.5122104343285504,0.45276929639103025,0.5483613474535955,0.20477851155007348,0.5110526160402866,0.1824756907902706,0.5616881887562247,0.46445300568422476,0.06373243737437541,0.46089480022640766,0.3294969868217358,0.28143671226957234,0.23531590622508652,0.5409328836620149,0.18244612008995312,0.0727711537338496,0.02963772188080176,0.06740807860521111,0.5337935153037442,0.21557034079220172,0.07837581206233278,0.06632002344234897,0.06652798282185163,0.585950811752037,0.0036395690916373796,0.5361483586086999,0.5473221829829444
1638840696.521,0.2926472050091121,0.5949496182065105,0.566605217749707,0.06629261644354864,0.08613544102032376,0.46549137492740955,0.33111817254542975,0.06590768270368176,0.5917079004109478,0.18340923906218348,0.20646993914021888,0.07376753581027032,0.45512872940222526,0.5576145748134654,0.18288853334148764,0.5207241653407725,0.5099532955874939,0.5628055457003205,0.20541088912803115,0.518699251347559,0.17410947746768962,0.5108583191144339,0.47130216034195216,0.06318477719561849,0.46837363444547464,0.33623644540477393,0.28611539027777705,0.21402895133424724,0.5557950784289298,0.18266448373541472,0.07273151447189558,0.030021323935554164,0.06839608833715402,0.5343282935050111,0.23617057486334886,0.08540237906483722,0.06553858733475836,0.06656551159931179,0.6086815520935065,0.0036860321598046926,0.5515711575386479,0.5631293612842683
1638840711.549,0.2926472050091121,0.5949496182065105,0.566605217749707,0.06629261644354864,0.08613544102032376,0.46549137492740955,0.33111817254542975,0.06590768270368176,0.5917079004109478,0.18340923906218348,0.20646993914021888,0.07376753581027032,0.45512872940222526,0.5576145748134654,0.18288853334148764,0.5207241653407725,0.5099532955874939,0.5628055457003205,0.20541088912803115,0.518699251347559,0.17410947746768962,0.5108583191144339,0.47130216034195216,0.06318477719561849,0.46837363444547464,0.33623644540477393,0.28611539027777705,0.21402895133424724,0.5557950784289298,0.18266448373541472,0.07273151447189558,0.030021323935554164,0.06839608833715402,0.5343282935050111,0.23617057486334886,0.08540237906483722,0.06553858733475836,0.06656551159931179,0.6086815520935065,0.0036860321598046926,0.5515711575386479,0.5631293612842683
1638840726.586,0.29428604400550407,0.5965745568831029,0.5524767824180463,0.06477195156129799,0.08636159820764852,0.46614000560674274,0.3161296205561924,0.0684726820784554,0.5925351872041303,0.17929203971411406,0.20549158411945076,0.07285978267910531,0.4755106315526099,0.5569720256213895,0.18283136586278437,0.5221134039275389,0.514399099562098,0.5634958659472116,0.20435536103461663,0.5199097598335497,0.18427424509602042,0.5465567015084347,0.47163902599882246,0.06331183353599049,0.46985913160983694,0.31484961342820683,0.269709017388887,0.21585834178622204,0.5563679204403289,0.18229122203578876,0.07285027845504448,0.030515631353934473,0.06837494530468531,0.5360825611974147,0.23762774920578472,0.07907668272694414,0.06557329626871494,0.06593690432323401,0.6598818514012501,0.0037510601810670724,0.5510672307965649,0.5634289001886181
1638840741.606,0.29428604400550407,0.5965745568831029,0.5524767824180463,0.06477195156129799,0.08636159820764852,0.46614000560674274,0.3161296205561924,0.0684726820784554,0.5925351872041303,0.17929203971411406,0.20549158411945076,0.07285978267910531,0.4755106315526099,0.5569720256213895,0.18283136586278437,0.5221134039275389,0.514399099562098,0.5634958659472116,0.20435536103461663,0.5199097598335497,0.18427424509602042,0.5465567015084347,0.47163902599882246,0.06331183353599049,0.46985913160983694,0.31484961342820683,0.269709017388887,0.21585834178622204,0.5563679204403289,0.18229122203578876,0.07285027845504448,0.030515631353934473,0.06837494530468531,0.5360825611974147,0.23762774920578472,0.07907668272694414,0.06557329626871494,0.06593690432323401,0.6598818514012501,0.0037510601810670724,0.5510672307965649,0.5634289001886181
1638840756.633,0.2955452582944027,0.5955117232185655,0.5320092756288441,0.0683059180028949,0.08458908124598905,0.4656812407641199,0.30686452379644213,0.06795090203097347,0.5937504743722906,0.18380467842887746,0.20628511076332073,0.0732111092425988,0.4758578215724528,0.5586332683970026,0.18257110352703818,0.5220758299329218,0.5083717642837349,0.5623842314747872,0.2047296936504654,0.5201574166770793,0.1845047885021192,0.5440553232462556,0.4703473838462502,0.06297257454649954,0.43455209515436755,0.28234503799934596,0.29359822969052796,0.21359622951810944,0.5556048408104726,0.1819498230395827,0.07317739613162948,0.03044641203901438,0.06647612860945182,0.5383841116840192,0.20882937470710947,0.07536902198951473,0.06504611330636292,0.06588791392752989,0.6676619992503153,0.003549853529112688,0.5506306262358052,0.554402033514778
1638840771.674,0.2955452582944027,0.5955117232185655,0.5320092756288441,0.0683059180028949,0.08458908124598905,0.4656812407641199,0.30686452379644213,0.06795090203097347,0.5937504743722906,0.18380467842887746,0.20628511076332073,0.0732111092425988,0.4758578215724528,0.5586332683970026,0.18257110352703818,0.5220758299329218,0.5083717642837349,0.5623842314747872,0.2047296936504654,0.5201574166770793,0.1845047885021192,0.5440553232462556,0.4703473838462502,0.06297257454649954,0.43455209515436755,0.28234503799934596,0.29359822969052796,0.21359622951810944,0.5556048408104726,0.1819498230395827,0.07317739613162948,0.03044641203901438,0.06647612860945182,0.5383841116840192,0.20882937470710947,0.07536902198951473,0.06504611330636292,0.06588791392752989,0.6676619992503153,0.003549853529112688,0.5506306262358052,0.554402033514778
