"Time","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-jml8c_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-7qnlp_service:frontend_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-29cf8_service:productcatalogservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-tltb9_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-cj4xp_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-xv9kb_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-64xqc_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-f446s_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-7995v_service:frontend_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-2xkvw_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-kjfgz_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-d4lpk_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-vvql9_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-6z7l6_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-bt5ct_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-t68w9_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-hjlrv_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:currencyservice-w3-656689488c-msvvp_service:currencyservice_node:worker--3","pod:frontend-w4-6646bc856b-x5rbn_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-fcjzn_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-j7kvd_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-94w9d_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-st6cf_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-xqt8z_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-pd2sx_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-7t28z_service:recommendationservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-vc7bh_service:currencyservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-k5pgf_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-z2b4v_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-jwclb_service:currencyservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-xvxd2_service:adservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-wvncr_service:frontend_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-hbll4_service:frontend_node:worker--4.novalocal"
1637012542.894,0.25806902951283345,0.43029585492078687,0.5875414998495684,0.2534571002161251,0.16987727305999553,0.023200679390265596,0.5228312485515916,0.1797489708066778,0.08209443290808716,0.7058193678581568,0.42027814248626916,0.6010617528790528,0.246476904878848,0.5103167987816626,0.2092530392970522,0.17546370214224744,0.2288549347866997,0.11106433339156717,0.6016273257165983,0.2099378875413641,0.2474709649146773,0.42525207757637873,0.653457075403276,0.08243195425067645,0.10683776979291354,0.17479272149821562,0.0805884060549045,0.09604694518994558,0.557863004476111,0.07761394145138004,0.4280027222466405,0.022044796153264712,0.5117813745730002,0.0955368154112812,0.583973457156279,0.2510694452722941,0.7173051596232118,0.6789524550913681
1637012557.928,0.25806902951283345,0.43029585492078687,0.5875414998495684,0.2534571002161251,0.16987727305999553,0.023200679390265596,0.5228312485515916,0.1797489708066778,0.08209443290808716,0.7058193678581568,0.42027814248626916,0.6010617528790528,0.246476904878848,0.5103167987816626,0.2092530392970522,0.17546370214224744,0.2288549347866997,0.11106433339156717,0.6016273257165983,0.2099378875413641,0.2474709649146773,0.42525207757637873,0.653457075403276,0.08243195425067645,0.10683776979291354,0.17479272149821562,0.0805884060549045,0.09604694518994558,0.557863004476111,0.07761394145138004,0.4280027222466405,0.022044796153264712,0.5117813745730002,0.0955368154112812,0.583973457156279,0.2510694452722941,0.7173051596232118,0.6789524550913681
1637012572.947,0.27383291819814704,0.45788754957272026,0.6441212508494031,0.27630078133208724,0.1858179137669853,0.023511816648977668,0.625963722191368,0.18884555345245416,0.08543323924583983,0.7759799394329494,0.438689193630078,0.65933080793797,0.2528833827460748,0.5469779706324815,0.2193961838703027,0.18988529026782816,0.22684368805001034,0.11190990871367554,0.6592744556418164,0.2196216019965843,0.25429125381007106,0.4589797866321314,0.7470313130444748,0.08696824187619981,0.11409750812264075,0.18876399719496742,0.08617831841111684,0.09840301764364728,0.6143751513826997,0.08493531982965913,0.45902010153231654,0.023385052975128745,0.5487756565982823,0.09651359745677862,0.610675992829267,0.26137859317104817,0.7848693214354667,0.788393326951427
1637012587.973,0.27383291819814704,0.45788754957272026,0.6441212508494031,0.27630078133208724,0.1858179137669853,0.023511816648977668,0.625963722191368,0.18884555345245416,0.08543323924583983,0.7759799394329494,0.438689193630078,0.65933080793797,0.2528833827460748,0.5469779706324815,0.2193961838703027,0.18988529026782816,0.22684368805001034,0.11190990871367554,0.6592744556418164,0.2196216019965843,0.25429125381007106,0.4589797866321314,0.7470313130444748,0.08696824187619981,0.11409750812264075,0.18876399719496742,0.08617831841111684,0.09840301764364728,0.6143751513826997,0.08493531982965913,0.45902010153231654,0.023385052975128745,0.5487756565982823,0.09651359745677862,0.610675992829267,0.26137859317104817,0.7848693214354667,0.788393326951427
1637012603.011,0.2741938821940746,0.4567310432281866,0.6423158273243171,0.2764198133661061,0.17817887615007594,0.024037333476240354,0.6039133978463437,0.18794660174184868,0.08553981123260884,0.775440057321009,0.44981695003306665,0.6596163419731367,0.24535917237236876,0.5481396940947857,0.22003028491008875,0.19061407999193858,0.2514270889225455,0.10796370318722665,0.6598282475180499,0.2192402351107932,0.26663064654393664,0.4598925028969569,0.7315605906087045,0.08434717096163596,0.10645285138398881,0.1880199084989555,0.08579489909729011,0.09842509492131887,0.6218498964542822,0.08779942293505301,0.4565633708272848,0.023490092947161777,0.5474192751279727,0.09628755216619013,0.5435485373647493,0.26045226864410054,0.7855843519389475,0.7417419053367303
1637012618.028,0.2741938821940746,0.4567310432281866,0.6423158273243171,0.2764198133661061,0.17817887615007594,0.024037333476240354,0.6039133978463437,0.18794660174184868,0.08553981123260884,0.775440057321009,0.44981695003306665,0.6596163419731367,0.24535917237236876,0.5481396940947857,0.22003028491008875,0.19061407999193858,0.2514270889225455,0.10796370318722665,0.6598282475180499,0.2192402351107932,0.26663064654393664,0.4598925028969569,0.7315605906087045,0.08434717096163596,0.10645285138398881,0.1880199084989555,0.08579489909729011,0.09842509492131887,0.6218498964542822,0.08779942293505301,0.4565633708272848,0.023490092947161777,0.5474192751279727,0.09628755216619013,0.5435485373647493,0.26045226864410054,0.7855843519389475,0.7417419053367303
1637012633.051,0.27449204833619834,0.4563846046452329,0.6427291525881693,0.2760167158174204,0.18727981274505748,0.024620145184272503,0.5795317453935682,0.1875965233036839,0.08586722837661806,0.7763389953922835,0.44995972195483125,0.6482179603795161,0.2445483579480635,0.549102702817913,0.2203603358942787,0.1895626897929248,0.2553772628900009,0.1044898353877049,0.6598999410189565,0.21919739319130022,0.26688478823338346,0.4407756967596119,0.7874596331206609,0.07645491373169208,0.10810488666183188,0.18800361389537734,0.0858165125173779,0.09761450321782195,0.6475225012266693,0.08581969258238771,0.4562598713801119,0.023548016092302667,0.5479886666360566,0.09686607881938142,0.572475342297754,0.26046392898327847,0.7867127154608935,0.7289136013176228
1637012648.073,0.27449204833619834,0.4563846046452329,0.6427291525881693,0.2760167158174204,0.18727981274505748,0.024620145184272503,0.5795317453935682,0.1875965233036839,0.08586722837661806,0.7763389953922835,0.44995972195483125,0.6482179603795161,0.2445483579480635,0.549102702817913,0.2203603358942787,0.1895626897929248,0.2553772628900009,0.1044898353877049,0.6598999410189565,0.21919739319130022,0.26688478823338346,0.4407756967596119,0.7874596331206609,0.07645491373169208,0.10810488666183188,0.18800361389537734,0.0858165125173779,0.09761450321782195,0.6475225012266693,0.08581969258238771,0.4562598713801119,0.023548016092302667,0.5479886666360566,0.09686607881938142,0.572475342297754,0.26046392898327847,0.7867127154608935,0.7289136013176228
1637012663.102,0.27498496241589543,0.45635289642027743,0.6426751317743116,0.27654928229580567,0.18667816534524448,0.0247645791452377,0.6106245251088026,0.1874311179829396,0.08543059070892586,0.7747854789283248,0.43351878833412466,0.6581399545271674,0.23944829754699626,0.5487836971226503,0.22081352713165514,0.18883000594345045,0.2322462946046011,0.0995767484311029,0.6599513287474337,0.21881070700419183,0.26634173760029795,0.4592287755473579,0.7334929099074026,0.08634204642074665,0.1046695373596474,0.18765413856622695,0.08516513157213124,0.09776105365166946,0.6615832819087281,0.08782404273757645,0.4567992913766432,0.023813924648769448,0.5472346468729637,0.09698577934991287,0.5975769370011033,0.25933267570768437,0.785281568490437,0.7377197385716872
1637012678.125,0.27498496241589543,0.45635289642027743,0.6426751317743116,0.27654928229580567,0.18667816534524448,0.0247645791452377,0.6106245251088026,0.1874311179829396,0.08543059070892586,0.7747854789283248,0.43351878833412466,0.6581399545271674,0.23944829754699626,0.5487836971226503,0.22081352713165514,0.18883000594345045,0.2322462946046011,0.0995767484311029,0.6599513287474337,0.21881070700419183,0.26634173760029795,0.4592287755473579,0.7334929099074026,0.08634204642074665,0.1046695373596474,0.18765413856622695,0.08516513157213124,0.09776105365166946,0.6615832819087281,0.08782404273757645,0.4567992913766432,0.023813924648769448,0.5472346468729637,0.09698577934991287,0.5975769370011033,0.25933267570768437,0.785281568490437,0.7377197385716872
