"Time","pod:productcatalogservice-w1-56c4dd84bf-7wktp_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-dzm5v_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-gh79h_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-srf5g_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-nbjw2_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-ww4pc_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-c5pxr_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-r2rj4_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-sx5kr_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-z7w4t_service:frontend_node:worker--3","pod:currencyservice-w1-cd78b8fd6-d9vl2_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-xkgnr_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-5j6zh_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-q975j_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-tvzq8_service:currencyservice_node:worker--3","pod:frontend-w4-6646bc856b-svpl9_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-ktcs5_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-79djx_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-g6gkd_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-rdglx_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-cxcb6_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-hf9rf_service:productcatalogservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-np52m_service:frontend_node:worker--1.novalocal","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-dglfh_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-vsfjw_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-skbhk_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-qcjr2_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-xvxd2_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-dtghf_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-f69qs_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-nl9x5_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-lssls_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-5sw64_service:recommendationservice_node:worker--3"
1637013844.089,0.1744489151227428,0.20453542539693859,0.16376306147485348,0.16636354468950942,0.09819594273843296,0.17708153299106139,0.08106118028763715,0.03688027326294443,0.6713106682855046,0.6601622085101614,0.25135784377279824,0.5532188904466716,0.4187990466620876,0.5604035992887918,0.4952938254812425,0.0912194274969538,0.40245537999858305,0.6748349913597955,0.23831076055865835,0.5727268822226694,0.0772809504040974,0.49322525991149224,0.6908799457135312,0.21988576158291667,0.2370743897874177,0.5622272044596259,0.005371371887809359,0.49645924714608347,0.4946058399690391,0.20420547263377692,0.2374924095826495,0.0990128070215006,0.24538828894557146,0.4119957209595573,0.08153967585514477,0.09271661314868873,0.4023966655652565,0.07467231014909519
1637013859.115,0.1744489151227428,0.20453542539693859,0.16376306147485348,0.16636354468950942,0.09819594273843296,0.17708153299106139,0.08106118028763715,0.03688027326294443,0.6713106682855046,0.6601622085101614,0.25135784377279824,0.5532188904466716,0.4187990466620876,0.5604035992887918,0.4952938254812425,0.0912194274969538,0.40245537999858305,0.6748349913597955,0.23831076055865835,0.5727268822226694,0.0772809504040974,0.49322525991149224,0.6908799457135312,0.21988576158291667,0.2370743897874177,0.5622272044596259,0.005371371887809359,0.49645924714608347,0.4946058399690391,0.20420547263377692,0.2374924095826495,0.0990128070215006,0.24538828894557146,0.4119957209595573,0.08153967585514477,0.09271661314868873,0.4023966655652565,0.07467231014909519
1637013874.139,0.1904496010551488,0.2213946667059989,0.18364373257232058,0.18487690241105315,0.10718934553192852,0.19232308855260116,0.0879204908002516,0.04080294433105821,0.7507922365765998,0.7362404349995839,0.27927175104322777,0.6208870954259051,0.46315464250661154,0.6284591658270486,0.5499597116052682,0.09758236477006818,0.4467335862960282,0.800071589349495,0.2540788618353734,0.6419267501630317,0.0848270218435458,0.5842659503016701,0.7751675442927068,0.2342508567080833,0.2671634810240614,0.629501794769254,0.004635864276610012,0.5791855362353088,0.5482875765093946,0.2231845491515348,0.24963625745305984,0.10610266133772034,0.2677580110266094,0.4604566792130367,0.08677920816713527,0.09661814392977816,0.4541365096550798,0.08468297946166001
1637013889.164,0.1904496010551488,0.2213946667059989,0.18364373257232058,0.18487690241105315,0.10718934553192852,0.19232308855260116,0.0879204908002516,0.04080294433105821,0.7507922365765998,0.7362404349995839,0.27927175104322777,0.6208870954259051,0.46315464250661154,0.6284591658270486,0.5499597116052682,0.09758236477006818,0.4467335862960282,0.800071589349495,0.2540788618353734,0.6419267501630317,0.0848270218435458,0.5842659503016701,0.7751675442927068,0.2342508567080833,0.2671634810240614,0.629501794769254,0.004635864276610012,0.5791855362353088,0.5482875765093946,0.2231845491515348,0.24963625745305984,0.10610266133772034,0.2677580110266094,0.4604566792130367,0.08677920816713527,0.09661814392977816,0.4541365096550798,0.08468297946166001
1637013904.191,0.19213079009488881,0.2213271785561674,0.18184966567591831,0.1889793884301572,0.11205340496216865,0.1933305201216523,0.08687764797005937,0.04044415929636319,0.7696044162944886,0.753216791381916,0.28206695049222114,0.607489531478682,0.46477795360871166,0.6422749458485906,0.5502175915725951,0.09752689505078363,0.4251785803190785,0.7637386182360122,0.2305747720140828,0.656018595986867,0.08681996886884574,0.5569939353616107,0.7703144308349704,0.2445763719020288,0.26754124634536003,0.6433144436125527,0.004827902668366623,0.6109948668934853,0.5511748250802389,0.22296078821911805,0.2592884644793872,0.10780165943773425,0.26705270262022907,0.4628732859496638,0.08624266047455939,0.09743583804192005,0.4570170584692804,0.0828429714297512
1637013919.213,0.19213079009488881,0.2213271785561674,0.18184966567591831,0.1889793884301572,0.11205340496216865,0.1933305201216523,0.08687764797005937,0.04044415929636319,0.7696044162944886,0.753216791381916,0.28206695049222114,0.607489531478682,0.46477795360871166,0.6422749458485906,0.5502175915725951,0.09752689505078363,0.4251785803190785,0.7637386182360122,0.2305747720140828,0.656018595986867,0.08681996886884574,0.5569939353616107,0.7703144308349704,0.2445763719020288,0.26754124634536003,0.6433144436125527,0.004827902668366623,0.6109948668934853,0.5511748250802389,0.22296078821911805,0.2592884644793872,0.10780165943773425,0.26705270262022907,0.4628732859496638,0.08624266047455939,0.09743583804192005,0.4570170584692804,0.0828429714297512
1637013934.247,0.19156312080854726,0.22105347084666488,0.18574122642901902,0.18884623846851556,0.11331556778318874,0.19241430778997654,0.0860387480948844,0.04072955009954908,0.7699444943328277,0.7526603457859038,0.2816862594225137,0.624812129487296,0.46374871592928046,0.6415007555685344,0.5506808027151522,0.09740289103176647,0.4541196762485623,0.7696948010949144,0.24950642841052664,0.6558337871965665,0.08651195216685806,0.5756617642442046,0.7567869795249461,0.25420146583772685,0.26802123522289767,0.6419992623400306,0.0048510729395973215,0.5577037727949627,0.55092006095312,0.22313639064484092,0.25580617270185096,0.10694522442464871,0.26708937658311416,0.4629433130875147,0.0855217083748469,0.09784410903772858,0.4568281879242293,0.08633783804426814
1637013949.274,0.19156312080854726,0.22105347084666488,0.18574122642901902,0.18884623846851556,0.11331556778318874,0.19241430778997654,0.0860387480948844,0.04072955009954908,0.7699444943328277,0.7526603457859038,0.2816862594225137,0.624812129487296,0.46374871592928046,0.6415007555685344,0.5506808027151522,0.09740289103176647,0.4541196762485623,0.7696948010949144,0.24950642841052664,0.6558337871965665,0.08651195216685806,0.5756617642442046,0.7567869795249461,0.25420146583772685,0.26802123522289767,0.6419992623400306,0.0048510729395973215,0.5577037727949627,0.55092006095312,0.22313639064484092,0.25580617270185096,0.10694522442464871,0.26708937658311416,0.4629433130875147,0.0855217083748469,0.09784410903772858,0.4568281879242293,0.08633783804426814
1637013964.295,0.19137024697354543,0.2206071140892263,0.18925632087862446,0.18540689697269064,0.11354224233874893,0.19307379555703674,0.0863349745643339,0.04088737539122146,0.7705777168763045,0.7532276518616192,0.28038991189205653,0.6353576276667884,0.4638822061236293,0.6427737526282444,0.5500072571072263,0.09680402658904988,0.4369066331724616,0.7400431247262855,0.2531962616947879,0.6440350588853859,0.08664305189855571,0.6143049984643375,0.7683201357740463,0.26057541977120724,0.2701594045122203,0.6421979306142929,0.004686895095177369,0.5834378824988682,0.5505870784730841,0.22364423054529214,0.26786833981225877,0.10792118085528803,0.26847665545890154,0.46293178696315795,0.08543130627438486,0.09761432309005705,0.4571946990456114,0.08073905410423127
1637013979.32,0.19137024697354543,0.2206071140892263,0.18925632087862446,0.18540689697269064,0.11354224233874893,0.19307379555703674,0.0863349745643339,0.04088737539122146,0.7705777168763045,0.7532276518616192,0.28038991189205653,0.6353576276667884,0.4638822061236293,0.6427737526282444,0.5500072571072263,0.09680402658904988,0.4369066331724616,0.7400431247262855,0.2531962616947879,0.6440350588853859,0.08664305189855571,0.6143049984643375,0.7683201357740463,0.26057541977120724,0.2701594045122203,0.6421979306142929,0.004686895095177369,0.5834378824988682,0.5505870784730841,0.22364423054529214,0.26786833981225877,0.10792118085528803,0.26847665545890154,0.46293178696315795,0.08543130627438486,0.09761432309005705,0.4571946990456114,0.08073905410423127
