"Time","pod:productcatalogservice-w1-56c4dd84bf-h9g97_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-8gsj5_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-q7ttj_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-c47lm_service:productcatalogservice_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-7lcvb_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-c5j5g_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-55bb2_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-r5h8b_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-j5v94_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w1-599b6846df-kt7v7_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-vsclp_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-fc4kd_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-5s7jz_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-5lk2f_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-k8n9v_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-7bjnl_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-nnsmd_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-vcwqc_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-jckgj_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-kqlm6_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-9hfr6_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-s6fxd_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-2hjg7_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-wcbrh_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-t2m2c_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-7fxp5_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nhh9m_service:redis-cart_node:worker--3","pod:recommendationservice-w4-6855bd669b-f5lwl_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-wm2bh_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-h64hm_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-lkh9x_service:adservice_node:worker--3","pod:cartservice-w1-86744bdcbd-v22vr_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-hxrsf_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-49f2j_service:cartservice_node:worker--3"
1637269204.218,0.26867055119399724,0.0068360196022043285,0.07685389256480886,0.2652092985132827,0.07718033454917239,0.6667547890814041,0.07876494872871775,0.05740308453610812,0.07649886315952503,0.7438688156424905,0.7290606892683312,0.05705312390712052,0.05405371653316705,0.07848197604915018,0.07043886439358087,0.0753520301692539,0.15831033118902949,0.3887801470606628,0.26733505543338254,0.07498757133173349,0.3790919939208246,0.26499388532554413,0.07575797349114094,0.3699303041422002,0.7552498880083675,0.05437019109449286,0.014110289758084142,0.07570553295295171,0.38604194842774864,0.07583468769496488,0.15319342737665434,0.16022317243092024,0.07780293318306122,0.14042126417203324
1637269219.253,0.26867055119399724,0.0068360196022043285,0.07685389256480886,0.2652092985132827,0.07718033454917239,0.6667547890814041,0.07876494872871775,0.05740308453610812,0.07649886315952503,0.7438688156424905,0.7290606892683312,0.05705312390712052,0.05405371653316705,0.07848197604915018,0.07043886439358087,0.0753520301692539,0.15831033118902949,0.3887801470606628,0.26733505543338254,0.07498757133173349,0.3790919939208246,0.26499388532554413,0.07575797349114094,0.3699303041422002,0.7552498880083675,0.05437019109449286,0.014110289758084142,0.07570553295295171,0.38604194842774864,0.07583468769496488,0.15319342737665434,0.16022317243092024,0.07780293318306122,0.14042126417203324
1637269234.272,0.30116613134771303,0.007511161037098504,0.08149765739446663,0.29970321240741776,0.08158154243729557,0.7478895273742872,0.0810034327334282,0.06117691676474295,0.08009061828251551,0.830938828185911,0.8220446489532565,0.061450148290214474,0.06025485905289056,0.085721297836924,0.07403327711727113,0.08643351480372084,0.17505253905614185,0.4334127381926878,0.303612281968342,0.07911558289244228,0.40997960353585694,0.2989785511564008,0.07992758797887256,0.40580565039063937,0.8114357768123928,0.057246526850433355,0.0149130525916638,0.0840746162671566,0.42709920088089476,0.07915017741419181,0.1730042030982124,0.17536991845877967,0.08029426757225924,0.15589881835828423
1637269249.284,0.30116613134771303,0.007511161037098504,0.08149765739446663,0.29970321240741776,0.08158154243729557,0.7478895273742872,0.0810034327334282,0.06117691676474295,0.08009061828251551,0.830938828185911,0.8220446489532565,0.061450148290214474,0.06025485905289056,0.085721297836924,0.07403327711727113,0.08643351480372084,0.17505253905614185,0.4334127381926878,0.303612281968342,0.07911558289244228,0.40997960353585694,0.2989785511564008,0.07992758797887256,0.40580565039063937,0.8114357768123928,0.057246526850433355,0.0149130525916638,0.0840746162671566,0.42709920088089476,0.07915017741419181,0.1730042030982124,0.17536991845877967,0.08029426757225924,0.15589881835828423
1637269264.31,0.30254769667995374,0.008483920061983006,0.08161974761721305,0.29903443444054556,0.08197226378361225,0.8084732861355323,0.0831925836739747,0.06173433190886529,0.08000459158958548,0.851897739848421,0.8391769031693118,0.06156607435128436,0.060377917999316355,0.07969509835647824,0.07904822793340256,0.08389892580981975,0.17573074864632904,0.43760894297676445,0.3055191400658023,0.07980838125002485,0.4286691305303848,0.29976401673903474,0.08948996159371864,0.42664845330188567,0.8821388229793204,0.05693924124527189,0.014041768639442183,0.08435115472905341,0.42920167328030556,0.07948623623925175,0.17683090066385482,0.17536111938649673,0.08073825416609023,0.1553961804604547
1637269279.324,0.30254769667995374,0.008483920061983006,0.08161974761721305,0.29903443444054556,0.08197226378361225,0.8084732861355323,0.0831925836739747,0.06173433190886529,0.08000459158958548,0.851897739848421,0.8391769031693118,0.06156607435128436,0.060377917999316355,0.07969509835647824,0.07904822793340256,0.08389892580981975,0.17573074864632904,0.43760894297676445,0.3055191400658023,0.07980838125002485,0.4286691305303848,0.29976401673903474,0.08948996159371864,0.42664845330188567,0.8821388229793204,0.05693924124527189,0.014041768639442183,0.08435115472905341,0.42920167328030556,0.07948623623925175,0.17683090066385482,0.17536111938649673,0.08073825416609023,0.1553961804604547
1637269294.344,0.3026793455961297,0.009462334082784766,0.08174335106612639,0.2995048695134648,0.08085019849415923,0.8122960063878453,0.08443481620262003,0.06213019710191609,0.08025690617669476,0.852145675872947,0.8375805560899728,0.0618476976917284,0.05843010590196969,0.08081001727519785,0.0800961915394042,0.08426738420015056,0.17555219435163255,0.43771899480189724,0.3061451840841471,0.08013594395988888,0.4296250788113962,0.26348495000504163,0.08532244291861427,0.4271242935424745,0.8649980349850965,0.05939422067147262,0.012810117290760498,0.07827146925739381,0.4297669892617111,0.07973766804490928,0.17625016543676186,0.17583667844800507,0.08152255149569435,0.1586244692363879
1637269309.357,0.3026793455961297,0.009462334082784766,0.08174335106612639,0.2995048695134648,0.08085019849415923,0.8122960063878453,0.08443481620262003,0.06213019710191609,0.08025690617669476,0.852145675872947,0.8375805560899728,0.0618476976917284,0.05843010590196969,0.08081001727519785,0.0800961915394042,0.08426738420015056,0.17555219435163255,0.43771899480189724,0.3061451840841471,0.08013594395988888,0.4296250788113962,0.26348495000504163,0.08532244291861427,0.4271242935424745,0.8649980349850965,0.05939422067147262,0.012810117290760498,0.07827146925739381,0.4297669892617111,0.07973766804490928,0.17625016543676186,0.17583667844800507,0.08152255149569435,0.1586244692363879
1637269324.388,0.30298240144875244,0.010476531967348723,0.08126779826022032,0.2998548085799826,0.07971006569746104,0.8165794400594791,0.08186175857796787,0.06217839159905096,0.08026811396691433,0.8537213698961952,0.8334794881010051,0.062108244736968986,0.0584089315708267,0.0862941001657355,0.08211671417134997,0.08058226681464023,0.17675234870783457,0.4369882356753386,0.30595764120187763,0.08002713341914452,0.42011526842227054,0.30139112886934305,0.08515238144407296,0.41100782223701826,0.8788371302125569,0.059422447788198225,0.012070832048685686,0.08431284102929337,0.42918455480472806,0.07986629487356348,0.17515389168286838,0.1742908385672699,0.0817066830770229,0.1574297435707825
1637269339.405,0.30298240144875244,0.010476531967348723,0.08126779826022032,0.2998548085799826,0.07971006569746104,0.8165794400594791,0.08186175857796787,0.06217839159905096,0.08026811396691433,0.8537213698961952,0.8334794881010051,0.062108244736968986,0.0584089315708267,0.0862941001657355,0.08211671417134997,0.08058226681464023,0.17675234870783457,0.4369882356753386,0.30595764120187763,0.08002713341914452,0.42011526842227054,0.30139112886934305,0.08515238144407296,0.41100782223701826,0.8788371302125569,0.059422447788198225,0.012070832048685686,0.08431284102929337,0.42918455480472806,0.07986629487356348,0.17515389168286838,0.1742908385672699,0.0817066830770229,0.1574297435707825
