"Time","pod:recommendationservice-w2-5bbcb977f8-vqkd7_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-sp6jf_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-f4s6l_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-s4jdx_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-wvkhh_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-pnk25_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w4-6855bd669b-464cc_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-tpwrr_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w1-7c75d55f4d-8gsj5_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-49f2j_service:cartservice_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-2bqrb_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-z4fw6_service:frontend_node:worker--3","pod:recommendationservice-w1-5c774597c5-tpnbw_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-kvppf_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-nhh9m_service:redis-cart_node:worker--3","pod:recommendationservice-w4-6855bd669b-lbglh_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-dxvg6_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-rscdx_service:productcatalogservice_node:worker--1.novalocal","pod:adservice-w1-5c67ddfffc-nnsmd_service:adservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-nbbt8_service:currencyservice_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-27l67_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-pmpds_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-x2wwx_service:productcatalogservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-fv2w9_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-ncrl8_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-r96pc_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-sfv99_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-lkh9x_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-sczql_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-hxzzg_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-797pm_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-v22vr_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-znksx_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w4-6855bd669b-kvfb6_service:recommendationservice_node:worker--4.novalocal"
1637267911.973,0.07717693660452915,0.3750521924445457,0.05425905087295498,0.08664972952893635,0.7151803600514421,0.05753187763919744,0.0793123986779206,0.08413020562571075,0.007300510102710491,0.14886148927900417,0.07560077255916618,0.6812371265311384,0.0596154686569257,0.7676662780203793,0.014364367416605997,0.08142172670100385,0.7544142360166858,0.2684759468086998,0.1598352056784963,0.39266324050509266,0.07659579529885094,0.07627792951206233,0.26243423041266495,0.3934945496497203,0.26889948694739335,0.07611139762496597,0.07804577471462606,0.15551747869000676,0.2455410710168859,0.05535385947640162,0.08073563842495693,0.17177467226232437,0.38908948618088013,0.07986785574858626
1637267927.003,0.07717693660452915,0.3750521924445457,0.05425905087295498,0.08664972952893635,0.7151803600514421,0.05753187763919744,0.0793123986779206,0.08413020562571075,0.007300510102710491,0.14886148927900417,0.07560077255916618,0.6812371265311384,0.0596154686569257,0.7676662780203793,0.014364367416605997,0.08142172670100385,0.7544142360166858,0.2684759468086998,0.1598352056784963,0.39266324050509266,0.07659579529885094,0.07627792951206233,0.26243423041266495,0.3934945496497203,0.26889948694739335,0.07611139762496597,0.07804577471462606,0.15551747869000676,0.2455410710168859,0.05535385947640162,0.08073563842495693,0.17177467226232437,0.38908948618088013,0.07986785574858626
1637267942.027,0.08068904593200829,0.40835845643214247,0.060078999092540206,0.08396121809141649,0.8052449866905889,0.06170453137217023,0.08553504744330967,0.08968616997345662,0.007001938831420817,0.15401592762898192,0.08092723628936879,0.767211359048751,0.06338116120669118,0.8577110597921203,0.01679704397031818,0.0905110481143516,0.8455456099126338,0.294819557487136,0.1712093225377046,0.42824417759100264,0.08031534984088848,0.0798419792562713,0.2954077003016933,0.43543688285980386,0.30023263007555,0.08125913013732033,0.08072313183118668,0.1647437898363109,0.29886128351956814,0.05947019053085382,0.08684922079626639,0.1868329067981402,0.4259600534170639,0.08677698018302665
1637267957.068,0.08068904593200829,0.40835845643214247,0.060078999092540206,0.08396121809141649,0.8052449866905889,0.06170453137217023,0.08553504744330967,0.08968616997345662,0.007001938831420817,0.15401592762898192,0.08092723628936879,0.767211359048751,0.06338116120669118,0.8577110597921203,0.01679704397031818,0.0905110481143516,0.8455456099126338,0.294819557487136,0.1712093225377046,0.42824417759100264,0.08031534984088848,0.0798419792562713,0.2954077003016933,0.43543688285980386,0.30023263007555,0.08125913013732033,0.08072313183118668,0.1647437898363109,0.29886128351956814,0.05947019053085382,0.08684922079626639,0.1868329067981402,0.4259600534170639,0.08677698018302665
1637267972.178,0.08176126988726629,0.41349900640541337,0.0604932984879625,0.0878212786187437,0.8248154097770323,0.06194847154407561,0.08849006987225824,0.08366049078966506,0.005854044443000953,0.15906289421546044,0.08057085812211079,0.7648667080254621,0.06289855907796879,0.8801815033142326,0.01742208538450751,0.08706267489828218,0.8593445506234749,0.29666081879626705,0.17124261322699555,0.4363638397530355,0.07993320160453579,0.07991333210627483,0.2939365092416455,0.4350603836419304,0.30041291438805323,0.08062023222896159,0.08125487142051174,0.16491455036745667,0.2993606868208611,0.06067829140918804,0.08738097366397343,0.18601721340660873,0.43077731683304976,0.08366426836959265
1637267987.203,0.08176126988726629,0.41349900640541337,0.0604932984879625,0.0878212786187437,0.8248154097770323,0.06194847154407561,0.08849006987225824,0.08366049078966506,0.005854044443000953,0.15906289421546044,0.08057085812211079,0.7648667080254621,0.06289855907796879,0.8801815033142326,0.01742208538450751,0.08706267489828218,0.8593445506234749,0.29666081879626705,0.17124261322699555,0.4363638397530355,0.07993320160453579,0.07991333210627483,0.2939365092416455,0.4350603836419304,0.30041291438805323,0.08062023222896159,0.08125487142051174,0.16491455036745667,0.2993606868208611,0.06067829140918804,0.08738097366397343,0.18601721340660873,0.43077731683304976,0.08366426836959265
1637268002.228,0.08152006135183143,0.4283224099413737,0.05856260474105928,0.08448592706186149,0.8219828479290325,0.06117247000920423,0.0827123760383705,0.08267513706128565,0.004222660082735814,0.16134061933857755,0.0805176219560881,0.7858008108698951,0.06298915750449213,0.8807912632572084,0.0183909241770765,0.08955871223912583,0.8617075579224178,0.2956386591008948,0.1714114935891265,0.4363111850376735,0.0796673201818672,0.0799256704464437,0.28862652214833573,0.4343321850846761,0.29953965717283865,0.08102937244897034,0.08119042853281777,0.17539613352587538,0.29928161134545284,0.06132113868736712,0.08604513496143633,0.1861666428846736,0.4302009847714515,0.07928557448245532
1637268017.266,0.08152006135183143,0.4283224099413737,0.05856260474105928,0.08448592706186149,0.8219828479290325,0.06117247000920423,0.0827123760383705,0.08267513706128565,0.004222660082735814,0.16134061933857755,0.0805176219560881,0.7858008108698951,0.06298915750449213,0.8807912632572084,0.0183909241770765,0.08955871223912583,0.8617075579224178,0.2956386591008948,0.1714114935891265,0.4363111850376735,0.0796673201818672,0.0799256704464437,0.28862652214833573,0.4343321850846761,0.29953965717283865,0.08102937244897034,0.08119042853281777,0.17539613352587538,0.29928161134545284,0.06132113868736712,0.08604513496143633,0.1861666428846736,0.4302009847714515,0.07928557448245532
1637268032.291,0.08182356866211585,0.4296057882706133,0.0607948957751115,0.09092197175138139,0.8212772280834841,0.061267186860091014,0.08191247642817875,0.08168458850856428,0.0034424685197925846,0.15708238608336436,0.08131966709167318,0.7839907366723242,0.06252118848247767,0.8809420831532675,0.01925257673914845,0.08591590409092666,0.8629561339297205,0.2960022406265066,0.1701581346298615,0.4251242600459968,0.07952642237965242,0.08117668298411562,0.2989533595092525,0.4333283012421031,0.29892021273078734,0.08148522878330575,0.08189576951619294,0.17524165116198803,0.30041570854736976,0.05934119982915151,0.08830261747760193,0.18230589810006234,0.43071095887579003,0.083032943856951
1637268047.329,0.08182356866211585,0.4296057882706133,0.0607948957751115,0.09092197175138139,0.8212772280834841,0.061267186860091014,0.08191247642817875,0.08168458850856428,0.0034424685197925846,0.15708238608336436,0.08131966709167318,0.7839907366723242,0.06252118848247767,0.8809420831532675,0.01925257673914845,0.08591590409092666,0.8629561339297205,0.2960022406265066,0.1701581346298615,0.4251242600459968,0.07952642237965242,0.08117668298411562,0.2989533595092525,0.4333283012421031,0.29892021273078734,0.08148522878330575,0.08189576951619294,0.17524165116198803,0.30041570854736976,0.05934119982915151,0.08830261747760193,0.18230589810006234,0.43071095887579003,0.083032943856951
