"Time","pod:currencyservice-w2-6f8d8654c5-mmqxz_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-qqbbm_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-chbkn_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-f9hj6_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-vj4pt_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-qgvrw_service:currencyservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-646mj_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w3-754d7d8cd4-gnzqx_service:adservice_node:worker--3","pod:currencyservice-w4-649d8c7669-gkf74_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-vg8rd_service:productcatalogservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-flcxs_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-kth24_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-td7gr_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-krxvv_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-qql6c_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-wn4tp_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-dtcjb_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-qqw6k_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-rtqcx_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-wlkq6_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-5r79s_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-5s27l_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-q4wvt_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-glzhl_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-9c2np_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-5djr5_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-r8lnb_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-nwcmq_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-zxdq6_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-8dfbl_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-rffjz_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-9k52j_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-wvns5_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-9cfsx_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-7f9s9_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-m2tbc_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-4jwpd_service:productcatalogservice_node:worker--3","pod:adservice-w1-5c67ddfffc-kg8br_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-hnfgt_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-v9q45_service:recommendationservice_node:worker--1.novalocal"
1637097213.419,0.5944138998846955,0.5238007614226031,0.009912051598784326,0.010090810082647665,0.5152668581495652,0.512364184562482,0.010011811769960405,0.23453492741315224,0.6301153910302815,0.09750568259721723,0.26554299018297445,0.08519118107440442,0.0871265852386903,0.009928940144640842,0.47877692203330624,0.005450009710041151,0.6115180528264256,0.009598630537904556,0.07404246076067819,0.009991162515091185,0.0483929121464848,0.24782834531298603,0.07241309336131878,0.5080932222895358,0.5207004897143767,0.47101911502575955,0.07446615856806278,0.009612344858825199,0.09527678954951288,0.5214779831059697,0.5264436010925475,0.5138746133280232,0.010155138872045796,0.5095608697373168,0.55724797737057,0.5936879511465001,0.009706616849128031,0.48027342015808716,0.07094196443144102,0.24017279284670487,0.48289376272016726,0.010029252997261847
1637097228.452,0.5944138998846955,0.5238007614226031,0.009912051598784326,0.010090810082647665,0.5152668581495652,0.512364184562482,0.010011811769960405,0.23453492741315224,0.6301153910302815,0.09750568259721723,0.26554299018297445,0.08519118107440442,0.0871265852386903,0.009928940144640842,0.47877692203330624,0.005450009710041151,0.6115180528264256,0.009598630537904556,0.07404246076067819,0.009991162515091185,0.0483929121464848,0.24782834531298603,0.07241309336131878,0.5080932222895358,0.5207004897143767,0.47101911502575955,0.07446615856806278,0.009612344858825199,0.09527678954951288,0.5214779831059697,0.5264436010925475,0.5138746133280232,0.010155138872045796,0.5095608697373168,0.55724797737057,0.5936879511465001,0.009706616849128031,0.48027342015808716,0.07094196443144102,0.24017279284670487,0.48289376272016726,0.010029252997261847
1637097243.477,0.6593827609205226,0.585924856130058,0.009726553303840731,0.011079401076826277,0.5725371890361346,0.5769857677830372,0.01066977489316024,0.25793045527692593,0.6806326190058387,0.09734899754405837,0.2948917677526075,0.09144652970647309,0.09190101361406885,0.00954697053121366,0.5374872597904863,0.005073327411994606,0.7092059597338489,0.010215844762897816,0.08047553242700664,0.009382439402317326,0.05369290281735184,0.29812159694173834,0.08004681909052196,0.5739464632812499,0.5806854722342686,0.5267473234586465,0.08084542297860861,0.008970466691395961,0.09827723294112609,0.5830169796355867,0.5884112050844126,0.557897806729748,0.009525562403972737,0.598529696873747,0.5910147104217144,0.6584214701934303,0.00951807686222347,0.5335381750148243,0.07850677056359867,0.26479242722294416,0.5413180590556211,0.00944813057037368
1637097258.51,0.6593827609205226,0.585924856130058,0.009726553303840731,0.011079401076826277,0.5725371890361346,0.5769857677830372,0.01066977489316024,0.25793045527692593,0.6806326190058387,0.09734899754405837,0.2948917677526075,0.09144652970647309,0.09190101361406885,0.00954697053121366,0.5374872597904863,0.005073327411994606,0.7092059597338489,0.010215844762897816,0.08047553242700664,0.009382439402317326,0.05369290281735184,0.29812159694173834,0.08004681909052196,0.5739464632812499,0.5806854722342686,0.5267473234586465,0.08084542297860861,0.008970466691395961,0.09827723294112609,0.5830169796355867,0.5884112050844126,0.557897806729748,0.009525562403972737,0.598529696873747,0.5910147104217144,0.6584214701934303,0.00951807686222347,0.5335381750148243,0.07850677056359867,0.26479242722294416,0.5413180590556211,0.00944813057037368
1637097273.532,0.6640505175718201,0.5957430557310808,0.009646749661404717,0.010925592530423514,0.5762587200652028,0.5816724941260628,0.010041578655519214,0.263257600585881,0.6618118878134098,0.10034592704034428,0.2956405257322837,0.09241136527170879,0.09264072797651031,0.009586252164207826,0.5476148352731269,0.00485548220656813,0.6624913747196487,0.010538265662211646,0.0811156862828334,0.009363836379219254,0.05362677929411329,0.29044379373478796,0.07669885974308663,0.6035746113389755,0.5841351639653141,0.5391564518501339,0.08121512048395017,0.00921778205803992,0.09326699741050415,0.5924633551523161,0.59867028142781,0.5800576222773269,0.009374541209157573,0.632057088247425,0.5941113996540112,0.6641961859559511,0.009578216366809654,0.5347402282570174,0.0797670097298761,0.26569662579619535,0.5493059791263082,0.009362929696443468
1637097288.56,0.6640505175718201,0.5957430557310808,0.009646749661404717,0.010925592530423514,0.5762587200652028,0.5816724941260628,0.010041578655519214,0.263257600585881,0.6618118878134098,0.10034592704034428,0.2956405257322837,0.09241136527170879,0.09264072797651031,0.009586252164207826,0.5476148352731269,0.00485548220656813,0.6624913747196487,0.010538265662211646,0.0811156862828334,0.009363836379219254,0.05362677929411329,0.29044379373478796,0.07669885974308663,0.6035746113389755,0.5841351639653141,0.5391564518501339,0.08121512048395017,0.00921778205803992,0.09326699741050415,0.5924633551523161,0.59867028142781,0.5800576222773269,0.009374541209157573,0.632057088247425,0.5941113996540112,0.6641961859559511,0.009578216366809654,0.5347402282570174,0.0797670097298761,0.26569662579619535,0.5493059791263082,0.009362929696443468
1637097303.582,0.6620117148957927,0.595051956278732,0.009694632467835695,0.010860519761785805,0.57659591153455,0.5854505126923685,0.010168499536287188,0.2649516218896236,0.6958609436686337,0.10013352639286031,0.2949767193599695,0.09248356263527921,0.09269658793603618,0.009501468195309332,0.5478719101340227,0.005205895113503036,0.6633345391893775,0.00966943277693222,0.08079391000954027,0.009306459080792787,0.05355666522240174,0.30283298458399427,0.08026939450120531,0.5767868310804516,0.5849894321817649,0.5397218796942279,0.08095589958516339,0.009238615156473744,0.10206235758489633,0.5931192221033731,0.5975219824922713,0.5811523160265077,0.009403212928001836,0.619671756152641,0.6227215002623034,0.662016307205147,0.009561434142721896,0.5452685602827694,0.07639161367542395,0.2655133200401184,0.5502176197250713,0.009251208959220587
1637097318.605,0.6620117148957927,0.595051956278732,0.009694632467835695,0.010860519761785805,0.57659591153455,0.5854505126923685,0.010168499536287188,0.2649516218896236,0.6958609436686337,0.10013352639286031,0.2949767193599695,0.09248356263527921,0.09269658793603618,0.009501468195309332,0.5478719101340227,0.005205895113503036,0.6633345391893775,0.00966943277693222,0.08079391000954027,0.009306459080792787,0.05355666522240174,0.30283298458399427,0.08026939450120531,0.5767868310804516,0.5849894321817649,0.5397218796942279,0.08095589958516339,0.009238615156473744,0.10206235758489633,0.5931192221033731,0.5975219824922713,0.5811523160265077,0.009403212928001836,0.619671756152641,0.6227215002623034,0.662016307205147,0.009561434142721896,0.5452685602827694,0.07639161367542395,0.2655133200401184,0.5502176197250713,0.009251208959220587
1637097333.628,0.6612958568269608,0.59316723259174,0.009624289450449736,0.010893535434595638,0.575805795644233,0.5706173885887618,0.010150981153826146,0.26471206438941386,0.7160355578292565,0.10566414473383956,0.2935520763163062,0.09217279613571053,0.09249162882700968,0.00954486294448404,0.5486193596598474,0.005236147613319616,0.6344575310958445,0.009760665059988788,0.08066358169429716,0.009292679671994345,0.0532628084527,0.29180960455346105,0.08047716565773144,0.6347339501541636,0.5839297097033367,0.5384423768738982,0.08052324637630494,0.009295442178279675,0.10122554736736117,0.5911646429468123,0.5954382712050565,0.5826768906827732,0.009242406025319396,0.5499036579484967,0.57947678258153,0.6612187754352545,0.009675681597500912,0.5460073208958041,0.08033610389923551,0.2644413211683648,0.5473660701440864,0.00931233864017139
1637097348.655,0.6612958568269608,0.59316723259174,0.009624289450449736,0.010893535434595638,0.575805795644233,0.5706173885887618,0.010150981153826146,0.26471206438941386,0.7160355578292565,0.10566414473383956,0.2935520763163062,0.09217279613571053,0.09249162882700968,0.00954486294448404,0.5486193596598474,0.005236147613319616,0.6344575310958445,0.009760665059988788,0.08066358169429716,0.009292679671994345,0.0532628084527,0.29180960455346105,0.08047716565773144,0.6347339501541636,0.5839297097033367,0.5384423768738982,0.08052324637630494,0.009295442178279675,0.10122554736736117,0.5911646429468123,0.5954382712050565,0.5826768906827732,0.009242406025319396,0.5499036579484967,0.57947678258153,0.6612187754352545,0.009675681597500912,0.5460073208958041,0.08033610389923551,0.2644413211683648,0.5473660701440864,0.00931233864017139
