"Time","pod:productcatalogservice-w3-8649bb655b-f4d5k_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-hlslv_service:recommendationservice_node:worker--3","pod:productcatalogservice-w2-66565874fb-pgwz6_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:frontend-w3-8ddd87c7b-pl4w6_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-9sjd7_service:productcatalogservice_node:worker--3","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-8fmjs_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jcqnj_service:cartservice_node:worker--3","pod:frontend-w4-6646bc856b-2fqnl_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-ltpnd_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-zqltl_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-htrsg_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-pk2fs_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-mfhhv_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-pfw58_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-srgww_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-8rh52_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-j8lrd_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-kzn4h_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-q8v2d_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-m6lps_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-r8rbf_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-hjfk4_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-lkvkg_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-hsbj7_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-8mscn_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-jgddw_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-qgq6x_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-92twj_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-hsfsb_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-ljvhx_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-sjrps_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-hj7g2_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-bn8m5_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-zxsxd_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-7jcwf_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-znlql_service:currencyservice_node:worker--4.novalocal"
1637864488.908,0.06786225266455564,0.01068148491675008,0.06957017010515608,0.22661226770399834,0.4800341070992217,0.0672577528282094,0.03008943835808467,0.3428877513158711,0.27314845039058977,0.31042945531271454,0.3461547938637958,0.3176941963420691,0.0745471518557162,0.5669851323881682,0.3740621585575404,0.4202148235921451,0.010582245539486503,0.6441159835388088,0.2940272932135389,0.33861193865284217,0.5135844201283876,0.011232255084643738,0.011642374661844375,0.5705978149615132,0.600695275280625,0.0094826707984185,0.23502102283943596,0.07536667251293819,0.5671035438601256,0.010496542184514235,0.0761153861609324,0.011065787396294987,0.34799582730519285,0.37407517533542434,0.0659439597065759,0.3280920089584494,0.0741352855973952,0.009667490386058184,0.03069622565100489,0.6447786089217036
1637864503.929,0.06786225266455564,0.01068148491675008,0.06957017010515608,0.22661226770399834,0.4800341070992217,0.0672577528282094,0.03008943835808467,0.3428877513158711,0.27314845039058977,0.31042945531271454,0.3461547938637958,0.3176941963420691,0.0745471518557162,0.5669851323881682,0.3740621585575404,0.4202148235921451,0.010582245539486503,0.6441159835388088,0.2940272932135389,0.33861193865284217,0.5135844201283876,0.011232255084643738,0.011642374661844375,0.5705978149615132,0.600695275280625,0.0094826707984185,0.23502102283943596,0.07536667251293819,0.5671035438601256,0.010496542184514235,0.0761153861609324,0.011065787396294987,0.34799582730519285,0.37407517533542434,0.0659439597065759,0.3280920089584494,0.0741352855973952,0.009667490386058184,0.03069622565100489,0.6447786089217036
1637864518.951,0.07351513387123704,0.010087503638760646,0.07159794582727098,0.23013117208762734,0.5259184150458089,0.07380340337118563,0.033009697168998674,0.3783459844600246,0.2985623924646676,0.32375376491198726,0.36756335292789244,0.3163473075592397,0.07884053398595454,0.6200640958412331,0.41408232980047005,0.4438825660792155,0.010420185456369439,0.6789715181317071,0.3162255890419644,0.37450577486942954,0.5683193227387959,0.010854841189007418,0.011013199561169551,0.6251864369072252,0.7106534991467052,0.009579423988560654,0.2558283508062678,0.0798800395437472,0.6229325174672128,0.010368922437945438,0.08479352818987412,0.01070630445494931,0.38571905700324216,0.4160004684991408,0.07187022441505703,0.34600896651496227,0.07953904459882805,0.009420347231786754,0.03345995804650379,0.6844217547476044
1637864533.989,0.07351513387123704,0.010087503638760646,0.07159794582727098,0.23013117208762734,0.5259184150458089,0.07380340337118563,0.033009697168998674,0.3783459844600246,0.2985623924646676,0.32375376491198726,0.36756335292789244,0.3163473075592397,0.07884053398595454,0.6200640958412331,0.41408232980047005,0.4438825660792155,0.010420185456369439,0.6789715181317071,0.3162255890419644,0.37450577486942954,0.5683193227387959,0.010854841189007418,0.011013199561169551,0.6251864369072252,0.7106534991467052,0.009579423988560654,0.2558283508062678,0.0798800395437472,0.6229325174672128,0.010368922437945438,0.08479352818987412,0.01070630445494931,0.38571905700324216,0.4160004684991408,0.07187022441505703,0.34600896651496227,0.07953904459882805,0.009420347231786754,0.03345995804650379,0.6844217547476044
1637864549.009,0.07024615522346035,0.010124003669036891,0.07095876935555681,0.24160838902595577,0.5300821913950232,0.06992689417874277,0.03272829305360262,0.3803633043025102,0.2875028976238836,0.31522764435819683,0.38216331528278186,0.34714414203721583,0.07875957040095646,0.6169675805995869,0.41947977899315625,0.4413666796539235,0.009870952928069724,0.6917034798915497,0.31378457500267554,0.37317859700661965,0.5571333693993932,0.010819468719602468,0.011191881294634706,0.6244289474839212,0.6660185025803016,0.00887281432174389,0.2551934418898412,0.07910083720528557,0.6222134071490182,0.010409743276997412,0.07910660952797961,0.010559098976699913,0.39081651222007235,0.4185818379017856,0.07253642391900784,0.3641853318875163,0.0788903377835039,0.009362265783670443,0.03356868191219736,0.6828684856524248
1637864564.036,0.07024615522346035,0.010124003669036891,0.07095876935555681,0.24160838902595577,0.5300821913950232,0.06992689417874277,0.03272829305360262,0.3803633043025102,0.2875028976238836,0.31522764435819683,0.38216331528278186,0.34714414203721583,0.07875957040095646,0.6169675805995869,0.41947977899315625,0.4413666796539235,0.009870952928069724,0.6917034798915497,0.31378457500267554,0.37317859700661965,0.5571333693993932,0.010819468719602468,0.011191881294634706,0.6244289474839212,0.6660185025803016,0.00887281432174389,0.2551934418898412,0.07910083720528557,0.6222134071490182,0.010409743276997412,0.07910660952797961,0.010559098976699913,0.39081651222007235,0.4185818379017856,0.07253642391900784,0.3641853318875163,0.0788903377835039,0.009362265783670443,0.03356868191219736,0.6828684856524248
1637864579.086,0.07433520217663223,0.010277154171212022,0.07109806133983937,0.24302281203906592,0.5216012605342469,0.07364796901452819,0.03259714118481497,0.3750556256052099,0.29174202813552164,0.3421746801801008,0.3547707406990979,0.340472863031433,0.07841488758469639,0.6184065870871744,0.41954916594151614,0.4397274841326041,0.010359555760058203,0.6656058067482717,0.3120436452991103,0.3732731811349581,0.5501103413710651,0.01082920385863979,0.011073221743183944,0.6246418347139653,0.666337641567812,0.010181588974515501,0.2538504769738893,0.07847140556891263,0.6221270822005925,0.010438974063995533,0.07785067800214793,0.01053309898712933,0.3906158834455765,0.4199213043702104,0.06703698701128874,0.34183253142334735,0.0785194820137117,0.00931838348303916,0.03285508215607408,0.6454254340781242
1637864594.104,0.07433520217663223,0.010277154171212022,0.07109806133983937,0.24302281203906592,0.5216012605342469,0.07364796901452819,0.03259714118481497,0.3750556256052099,0.29174202813552164,0.3421746801801008,0.3547707406990979,0.340472863031433,0.07841488758469639,0.6184065870871744,0.41954916594151614,0.4397274841326041,0.010359555760058203,0.6656058067482717,0.3120436452991103,0.3732731811349581,0.5501103413710651,0.01082920385863979,0.011073221743183944,0.6246418347139653,0.666337641567812,0.010181588974515501,0.2538504769738893,0.07847140556891263,0.6221270822005925,0.010438974063995533,0.07785067800214793,0.01053309898712933,0.3906158834455765,0.4199213043702104,0.06703698701128874,0.34183253142334735,0.0785194820137117,0.00931838348303916,0.03285508215607408,0.6454254340781242
1637864609.131,0.07405596584759606,0.010200806724299084,0.07088213462407462,0.24202805544927494,0.5235043651765692,0.07355336662269968,0.0327455106767691,0.3718372304896449,0.3025272210721954,0.3481872557048578,0.3505976939692378,0.3422560473817773,0.07858097081879253,0.618076202545165,0.4186464227828105,0.47239262126789094,0.009946160593130153,0.6875182171466032,0.3130744147218841,0.37500162322164315,0.5514011702229039,0.010857592314389857,0.01099767162640288,0.6233957075394088,0.7119535365051801,0.01045775686691761,0.25454518965305456,0.07848009368913958,0.6206513569261827,0.010501445966115418,0.07428032667924939,0.010589805162170063,0.3921453676170226,0.4202518949254636,0.07314196620899138,0.3487097482211396,0.07857203867645758,0.009312980988631364,0.03148594403483235,0.6549480076104204
1637864624.206,0.07405596584759606,0.010200806724299084,0.07088213462407462,0.24202805544927494,0.5235043651765692,0.07355336662269968,0.0327455106767691,0.3718372304896449,0.3025272210721954,0.3481872557048578,0.3505976939692378,0.3422560473817773,0.07858097081879253,0.618076202545165,0.4186464227828105,0.47239262126789094,0.009946160593130153,0.6875182171466032,0.3130744147218841,0.37500162322164315,0.5514011702229039,0.010857592314389857,0.01099767162640288,0.6233957075394088,0.7119535365051801,0.01045775686691761,0.25454518965305456,0.07848009368913958,0.6206513569261827,0.010501445966115418,0.07428032667924939,0.010589805162170063,0.3921453676170226,0.4202518949254636,0.07314196620899138,0.3487097482211396,0.07857203867645758,0.009312980988631364,0.03148594403483235,0.6549480076104204
