"Time","pod:productcatalogservice-w3-8649bb655b-xs5xc_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-kb74j_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-vxzxw_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-9rcf9_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-wfj2q_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-rx8fj_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-f8j7p_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-tmxpw_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-whcww_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-7jbw7_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-h5r7d_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-9w7hl_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-7msgr_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:frontend-w4-6646bc856b-78s8l_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-wtl9v_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-2qzkq_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-7xrz6_service:frontend_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-4j7j7_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-4wk4n_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-pw8pw_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jcqnj_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-mk8rg_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-4qb9w_service:recommendationservice_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-6vx68_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-9sbfj_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-2b9k4_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-mntrt_service:frontend_node:worker--2.novalocal","pod:frontend-w1-599b6846df-qg429_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-smlcb_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-9cmz2_service:recommendationservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-mwxf5_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-cgfqc_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-dtwr4_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w2-66565874fb-sj9fb_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-ztgjp_service:frontend_node:worker--3","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-86744bdcbd-j8lrd_service:cartservice_node:worker--1.novalocal"
1637865788.074,0.06566366458789248,0.5526760059886975,0.5411222818429908,0.009149968203791142,0.31841200418625,0.010727603144859307,0.01154156843554712,0.011217086334135637,0.39264654437352764,0.5537611559854946,0.597539464185656,0.2665670058567907,0.07908094717403008,0.02919259783974512,0.21781054428715443,0.28845231063841903,0.3036259562971302,0.3665072929424056,0.3386300226945196,0.529876808311242,0.5362915401890996,0.31050206125055924,0.2688439160804414,0.06715652351571476,0.010926698233100995,0.06952186686556268,0.011649751038777344,0.42429357436178516,0.3086132553170827,0.5336596440329242,0.07311202702747327,0.010780535695837033,0.010840975389530147,0.03041123237856321,0.07019691457798166,0.06330388546069778,0.06221730572544025,0.3636631721928958,0.2298949069990151,0.2725048009759843
1637865803.107,0.07344200392395447,0.6664701840940923,0.6054368013757294,0.008675852255404593,0.36655912084250003,0.010600901052999068,0.011030874309402354,0.010947631543306136,0.44887587213450775,0.6373122005671237,0.6980309047256187,0.31529965310499997,0.07783604992228252,0.031617926476134026,0.24282536139222835,0.3194610934510417,0.3400434337935651,0.41075211418814705,0.37878732683893307,0.5926870984809872,0.6001248527042224,0.3435671993387969,0.29069255547007217,0.07310551422955744,0.010342225378232026,0.07646799879192515,0.011090348339829935,0.47567174904553566,0.3443262467137159,0.6000582607636147,0.0808845399112312,0.010813250103944691,0.01044150669036575,0.03297455118180315,0.07766296307384239,0.07022207094089727,0.06786324612573949,0.4116596237989321,0.2522214914600419,0.30179581402159855
1637865818.14,0.07344200392395447,0.6664701840940923,0.6054368013757294,0.008675852255404593,0.36655912084250003,0.010600901052999068,0.011030874309402354,0.010947631543306136,0.44887587213450775,0.6373122005671237,0.6980309047256187,0.31529965310499997,0.07783604992228252,0.031617926476134026,0.24282536139222835,0.3194610934510417,0.3400434337935651,0.41075211418814705,0.37878732683893307,0.5926870984809872,0.6001248527042224,0.3435671993387969,0.29069255547007217,0.07310551422955744,0.010342225378232026,0.07646799879192515,0.011090348339829935,0.47567174904553566,0.3443262467137159,0.6000582607636147,0.0808845399112312,0.010813250103944691,0.01044150669036575,0.03297455118180315,0.07766296307384239,0.07022207094089727,0.06786324612573949,0.4116596237989321,0.2522214914600419,0.30179581402159855
1637865833.166,0.06845385185013408,0.6849809565308527,0.6190091431957063,0.008840616914690912,0.3722307008601094,0.009848999256745658,0.010981879985457958,0.010808205140188414,0.44509374510841315,0.6774080428188543,0.7188474504560318,0.3165422745083745,0.07951250805715307,0.031862104332338395,0.24730157724359156,0.33609278432007517,0.3392606161905382,0.4256223937135709,0.3870790274681617,0.6046314080435363,0.6125808957368745,0.3546967006184222,0.30601257696424106,0.07394385481109356,0.010447899460209792,0.07787035624033498,0.011067322153546862,0.4866936868478722,0.3544984674275997,0.6195343012434529,0.07991934994189992,0.010504331064299398,0.010228141450112286,0.03383456667102915,0.07799566795416223,0.072853884520895,0.06833901105468737,0.4388491530984039,0.2569346603449689,0.30277131401349255
1637865848.206,0.06845385185013408,0.6849809565308527,0.6190091431957063,0.008840616914690912,0.3722307008601094,0.009848999256745658,0.010981879985457958,0.010808205140188414,0.44509374510841315,0.6774080428188543,0.7188474504560318,0.3165422745083745,0.07951250805715307,0.031862104332338395,0.24730157724359156,0.33609278432007517,0.3392606161905382,0.4256223937135709,0.3870790274681617,0.6046314080435363,0.6125808957368745,0.3546967006184222,0.30601257696424106,0.07394385481109356,0.010447899460209792,0.07787035624033498,0.011067322153546862,0.4866936868478722,0.3544984674275997,0.6195343012434529,0.07991934994189992,0.010504331064299398,0.010228141450112286,0.03383456667102915,0.07799566795416223,0.072853884520895,0.06833901105468737,0.4388491530984039,0.2569346603449689,0.30277131401349255
1637865863.225,0.07451715094904213,0.7101028878438398,0.6185328219976993,0.008695960974479448,0.3927025237976871,0.010000602221973829,0.010951991293294733,0.010674375961410324,0.46443092528361474,0.677587348720466,0.7159386183517107,0.3281676722233899,0.08564285185618908,0.031857319085701316,0.24736703121750372,0.35672139040008616,0.34431761058212607,0.4225959197899075,0.39176683652527655,0.6039151567076239,0.6129264047382532,0.3528507284635921,0.3039811883491738,0.07393290574828477,0.010307530274941478,0.07719782700033151,0.010922711241356244,0.48560049335409905,0.351837235195405,0.6209619335403533,0.07947393183370687,0.01052816449893712,0.01028652243924483,0.0333146132979863,0.07813015981837401,0.07256793582719037,0.06838249366834959,0.4339626211712035,0.2567898842373067,0.30218453120469135
1637865878.255,0.07451715094904213,0.7101028878438398,0.6185328219976993,0.008695960974479448,0.3927025237976871,0.010000602221973829,0.010951991293294733,0.010674375961410324,0.46443092528361474,0.677587348720466,0.7159386183517107,0.3281676722233899,0.08564285185618908,0.031857319085701316,0.24736703121750372,0.35672139040008616,0.34431761058212607,0.4225959197899075,0.39176683652527655,0.6039151567076239,0.6129264047382532,0.3528507284635921,0.3039811883491738,0.07393290574828477,0.010307530274941478,0.07719782700033151,0.010922711241356244,0.48560049335409905,0.351837235195405,0.6209619335403533,0.07947393183370687,0.01052816449893712,0.01028652243924483,0.0333146132979863,0.07813015981837401,0.07256793582719037,0.06838249366834959,0.4339626211712035,0.2567898842373067,0.30218453120469135
1637865893.283,0.07116857193724421,0.6538530401039995,0.6166449179445987,0.008731485305076506,0.37678337209796703,0.010696587840032959,0.010875386590982944,0.0107066489629182,0.46846773469947955,0.6740757631407657,0.6341448548480523,0.34325533247022727,0.08189263813242413,0.03189921818805151,0.24509295119255747,0.3333113335852157,0.3170570337172535,0.4153339324043389,0.39325238315683336,0.6026667170971625,0.6109027528904505,0.3515025955995053,0.3016511158801638,0.06981152363735445,0.010382838735006901,0.07773870499511996,0.011053397981390599,0.4896708774787028,0.3483523857529688,0.6249185529465462,0.07970685496959402,0.010464513832777625,0.009778340330318233,0.03188517735673811,0.07801408349500344,0.07395748935296986,0.06805033946159059,0.4241449872738999,0.2567994605135311,0.30223473434223386
1637865908.31,0.07116857193724421,0.6538530401039995,0.6166449179445987,0.008731485305076506,0.37678337209796703,0.010696587840032959,0.010875386590982944,0.0107066489629182,0.46846773469947955,0.6740757631407657,0.6341448548480523,0.34325533247022727,0.08189263813242413,0.03189921818805151,0.24509295119255747,0.3333113335852157,0.3170570337172535,0.4153339324043389,0.39325238315683336,0.6026667170971625,0.6109027528904505,0.3515025955995053,0.3016511158801638,0.06981152363735445,0.010382838735006901,0.07773870499511996,0.011053397981390599,0.4896708774787028,0.3483523857529688,0.6249185529465462,0.07970685496959402,0.010464513832777625,0.009778340330318233,0.03188517735673811,0.07801408349500344,0.07395748935296986,0.06805033946159059,0.4241449872738999,0.2567994605135311,0.30223473434223386
1637865923.362,0.0742451650808198,0.6843141919688112,0.6160109184591906,0.00877271720799922,0.3679137975439972,0.009847930241634793,0.011009110969132624,0.010828228927079218,0.46441601037125013,0.6797909256632318,0.6976506431152572,0.3281442208026364,0.08066949993117703,0.03194473183882958,0.24622170374871316,0.33469623360461453,0.32950478848616166,0.4172106782181531,0.38997283071899563,0.6014357119787697,0.6107184079673544,0.3484689350795481,0.3020555555501306,0.07303212001558355,0.01051146637545837,0.0780506629726355,0.01110912808061671,0.49143840928737215,0.35178646544191366,0.6282240613704015,0.08022985737512803,0.010544113042936173,0.010344669232050265,0.033508746136451266,0.07832607492281302,0.07108848657018144,0.06798674574005721,0.42063285265057315,0.2570964772848628,0.30478117004376837
