"Time","pod:recommendationservice-w4-5c774597c5-sl226_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w2-754d7d8cd4-jkmpv_service:adservice_node:worker--2","pod:currencyservice-w2-656689488c-fqhz5_service:currencyservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-s9bfl_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-95zfk_service:recommendationservice_node:worker--2","pod:recommendationservice-w1-5bbcb977f8-8slj2_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-t58fv_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-cqmxm_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-wdj6g_service:frontend_node:worker--3.novalocal","pod:cartservice-w4-86744bdcbd-mmrs6_service:cartservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-nrrp2_service:frontend_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-s8jjt_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-2qn68_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w1-6f8d8654c5-l8w4h_service:currencyservice_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-dbgl5_service:cartservice_node:worker--2","pod:currencyservice-w3-649d8c7669-85t5b_service:currencyservice_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-7bzw5_service:adservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-9rtns_service:frontend_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-cdd9v_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-j8mdp_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-2r5tg_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-4dm6m_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-n8sfv_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-75ksg_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-j6blr_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-k4mxq_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-wlnc8_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-4nn6v_service:productcatalogservice_node:worker--2","pod:redis-cart-w2-6d65c886c7-jd8r9_service:redis-cart_node:worker--2","pod:currencyservice-w1-6f8d8654c5-s6h75_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-bv5m9_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-nlckz_service:recommendationservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-xxx9l_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-xl577_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-6vkz2_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-dfpqs_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-dn8pw_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-w6vq8_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-8597bb459d-tn9f2_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-22zw1_service:frontend_node:worker--3.novalocal"
1639756481.474,0.049614206624644296,0.25635118845544114,0.3948147067512111,0.12135554245992924,0.04680370958931998,0.0494903050967719,0.4071020654287501,0.4079975722507456,0.36971151539284774,0.24200832638316283,0.4375607273169757,0.3662419904889442,0.14248018577092658,0.3891585331561069,0.21588802216055888,0.42184487829332307,0.2704252616709653,0.5250689200140894,0.044365343046947,0.39408917428405954,0.478795182764379,0.116778934589504,0.40459798808854164,0.12839037364763017,0.454959328407055,0.4365586798145368,0.43907683416954985,0.11073766934918064,0.006085332197549425,0.3928106575426271,0.12799470024665865,0.04793307874770712,0.05908749444050643,0.4213331147281412,0.13030870406030895,0.13033633405343975,0.0505349387311657,0.049097653642837066,0.04590954871514127,0.3872494153021595
1639756496.824,0.053800692047831805,0.2770853824865621,0.4345461900700503,0.13181049702580414,0.05093752606443015,0.05208156001683971,0.4958285825393308,0.4408995926736883,0.42613624004316275,0.273463028752606,0.4919803421285617,0.4095299215106581,0.1537606504461877,0.43289638989611007,0.24550303004537777,0.4737511367301201,0.2953551265507842,0.5881049288834215,0.04749130528086532,0.4377077905191682,0.5441138802937222,0.13018471517483232,0.45225984057888013,0.14425098749013432,0.5118591896276987,0.48972269748085584,0.4910168318983703,0.13086264826194394,0.005866292010248806,0.43837800836768803,0.1386593899906246,0.05295613683093367,0.057871689634408384,0.4719420632874243,0.14579715668567905,0.14503007370273238,0.05533700896642145,0.054456443156890605,0.05005624931999049,0.41653778301744016
1639756511.864,0.053800692047831805,0.2770853824865621,0.4345461900700503,0.13181049702580414,0.05093752606443015,0.05208156001683971,0.4958285825393308,0.4408995926736883,0.42613624004316275,0.273463028752606,0.4919803421285617,0.4095299215106581,0.1537606504461877,0.43289638989611007,0.24550303004537777,0.4737511367301201,0.2953551265507842,0.5881049288834215,0.04749130528086532,0.4377077905191682,0.5441138802937222,0.13018471517483232,0.45225984057888013,0.14425098749013432,0.5118591896276987,0.48972269748085584,0.4910168318983703,0.13086264826194394,0.005866292010248806,0.43837800836768803,0.1386593899906246,0.05295613683093367,0.057871689634408384,0.4719420632874243,0.14579715668567905,0.14503007370273238,0.05533700896642145,0.054456443156890605,0.05005624931999049,0.41653778301744016
1639756526.88,0.05362344609732758,0.26168412174516786,0.4592286100843376,0.1369541282487715,0.05198830010125237,0.05183084750525259,0.4893547316589324,0.4933713207560193,0.4342275257711242,0.27799602620092223,0.514065436895712,0.4214526842133334,0.15634965183922983,0.442326442152005,0.26338013828218315,0.45732237262305026,0.28359746799162444,0.6128285374394105,0.04948000982832164,0.4488831780680951,0.5702251984939865,0.13681276073157303,0.5129486378876067,0.1462737076301272,0.5350987902947003,0.512185893722188,0.5138998782717038,0.13643039096667103,0.005821769222500031,0.4458853557436969,0.13839938943778748,0.05292329328985486,0.060435277930644876,0.48119391616322904,0.14798704953593284,0.14509837425302383,0.05558799160230234,0.05401416952125863,0.048902861931451415,0.45550955954410643
1639756541.898,0.05362344609732758,0.26168412174516786,0.4592286100843376,0.1369541282487715,0.05198830010125237,0.05183084750525259,0.4893547316589324,0.4933713207560193,0.4342275257711242,0.27799602620092223,0.514065436895712,0.4214526842133334,0.15634965183922983,0.442326442152005,0.26338013828218315,0.45732237262305026,0.28359746799162444,0.6128285374394105,0.04948000982832164,0.4488831780680951,0.5702251984939865,0.13681276073157303,0.5129486378876067,0.1462737076301272,0.5350987902947003,0.512185893722188,0.5138998782717038,0.13643039096667103,0.005821769222500031,0.4458853557436969,0.13839938943778748,0.05292329328985486,0.060435277930644876,0.48119391616322904,0.14798704953593284,0.14509837425302383,0.05558799160230234,0.05401416952125863,0.048902861931451415,0.45550955954410643
1639756556.915,0.05306153240969659,0.23885107671616757,0.46193812754609465,0.13772437691973027,0.05244087018594436,0.05182264271871445,0.5056237633223006,0.4584218903139432,0.446031477115681,0.2780293379422489,0.5175919694284479,0.39866625225117636,0.1702329199551722,0.44365506161662915,0.26362821949885695,0.4973668536905516,0.26662936814135496,0.6246537470230956,0.04921950892462723,0.45110173856716773,0.5482043823248741,0.13733925761774032,0.4761869134991006,0.1447594198020259,0.5296187403023188,0.5199652885185687,0.5142394508831937,0.13068463782357279,0.005827871174167635,0.44714276040540313,0.13851641091632966,0.05075759704565351,0.060698664550591516,0.48138298187867123,0.14748733341110223,0.1442732983231717,0.05521296145650653,0.05382884615091796,0.05081848263416608,0.458350247187458
1639756571.93,0.05306153240969659,0.23885107671616757,0.46193812754609465,0.13772437691973027,0.05244087018594436,0.05182264271871445,0.5056237633223006,0.4584218903139432,0.446031477115681,0.2780293379422489,0.5175919694284479,0.39866625225117636,0.1702329199551722,0.44365506161662915,0.26362821949885695,0.4973668536905516,0.26662936814135496,0.6246537470230956,0.04921950892462723,0.45110173856716773,0.5482043823248741,0.13733925761774032,0.4761869134991006,0.1447594198020259,0.5296187403023188,0.5199652885185687,0.5142394508831937,0.13068463782357279,0.005827871174167635,0.44714276040540313,0.13851641091632966,0.05075759704565351,0.060698664550591516,0.48138298187867123,0.14748733341110223,0.1442732983231717,0.05521296145650653,0.05382884615091796,0.05081848263416608,0.458350247187458
1639756586.946,0.05292847275606986,0.24580291689512584,0.46393332514222607,0.13160880984074044,0.05240855634683274,0.052086891273842355,0.5184266321315342,0.48954619286571804,0.4415410901264737,0.2760377962519138,0.513250555635218,0.4391902190303969,0.16736628514322469,0.443590203614055,0.2655140270419763,0.47486883059864116,0.25086641688898836,0.6228166789977532,0.0494138473489546,0.44961273304780397,0.5798801815108062,0.13823595600166144,0.5011551621080288,0.14420922888962673,0.5318996012961354,0.5240424823562106,0.511008072462787,0.13752979718102748,0.0058812181620098245,0.44546930561555365,0.13877060568326152,0.05233237582966517,0.058403307461921954,0.48080943861825565,0.14699108875290076,0.1439028537610746,0.05511716050027489,0.05343630910086285,0.05102603168143748,0.44917381597877726
1639756601.961,0.05292847275606986,0.24580291689512584,0.46393332514222607,0.13160880984074044,0.05240855634683274,0.052086891273842355,0.5184266321315342,0.48954619286571804,0.4415410901264737,0.2760377962519138,0.513250555635218,0.4391902190303969,0.16736628514322469,0.443590203614055,0.2655140270419763,0.47486883059864116,0.25086641688898836,0.6228166789977532,0.0494138473489546,0.44961273304780397,0.5798801815108062,0.13823595600166144,0.5011551621080288,0.14420922888962673,0.5318996012961354,0.5240424823562106,0.511008072462787,0.13752979718102748,0.0058812181620098245,0.44546930561555365,0.13877060568326152,0.05233237582966517,0.058403307461921954,0.48080943861825565,0.14699108875290076,0.1439028537610746,0.05511716050027489,0.05343630910086285,0.05102603168143748,0.44917381597877726
1639756616.981,0.053384808148776976,0.23767382698270412,0.4651033590695224,0.13850712859079234,0.05022759126375797,0.051504916693100644,0.5019058572132217,0.48584231511275755,0.43042570194563057,0.2776923412628448,0.5143230515048183,0.44963309956326136,0.16978693194390862,0.44388917623472474,0.265684938720059,0.5040314244427174,0.24998622546844623,0.6207475288145448,0.04943554707324514,0.44910486325899135,0.5825362548012276,0.13455154650886444,0.4987459038458808,0.1442414875681391,0.5344803896290362,0.5248427763549303,0.5088484561390606,0.13837052258100327,0.005713617146712844,0.44623264605041957,0.13843199435275097,0.052984028931852195,0.05895281249165118,0.4809871346478889,0.14706042630982682,0.1441089887933972,0.05526641116726391,0.05357538663867663,0.05109188498149354,0.4800583530842375
