"Time","pod:frontend-w4-8ddd87c7b-drn2f_service:frontend_node:worker--4","pod:productcatalogservice-w4-8649bb655b-vxssw_service:productcatalogservice_node:worker--4","pod:recommendationservice-w2-5c774597c5-7l55c_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-mbpv2_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-bxwjj_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-w85m9_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w1-5d9b8d854-7pptf_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5c774597c5-sml7z_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-xpbm5_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-mc9lk_service:recommendationservice_node:worker--4","pod:frontend-w1-6646bc856b-bbw68_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-62klk_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-xggxp_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-chjbp_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w1-649d8c7669-mrw5x_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-649d8c7669-wr7hg_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-dbs7s_service:frontend_node:worker--1.novalocal","pod:cartservice-w2-86744bdcbd-2p8jw_service:cartservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-lbbr8_service:frontend_node:worker--2.novalocal","pod:cartservice-w4-856bd974f7-6rxrc_service:cartservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-j4t7p_service:recommendationservice_node:worker--4","pod:frontend-w1-6646bc856b-mqzgt_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-vljwx_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-66565874fb-h78nl_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-8649bb655b-w5r9k_service:productcatalogservice_node:worker--4","pod:frontend-w1-6646bc856b-jkjvw_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-n8t8k_service:currencyservice_node:worker--2.novalocal","pod:redis-cart-w2-7c75d55f4d-pj4hb_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-j7785_service:currencyservice_node:worker--3.novalocal","pod:redis-cart-w4-6d65c886c7-d5kc2_service:redis-cart_node:worker--4","pod:currencyservice-w1-649d8c7669-vxcx4_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-qd6vs_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w4-754d7d8cd4-hcqzr_service:adservice_node:worker--4","pod:currencyservice-w4-656689488c-c2wnm_service:currencyservice_node:worker--4","pod:productcatalogservice-w4-8649bb655b-45nvv_service:productcatalogservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-x9n2v_service:recommendationservice_node:worker--4","pod:adservice-w2-5c67ddfffc-s9nnl_service:adservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-8s5zf_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-r55x5_service:frontend_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-tfkg5_service:frontend_node:worker--3.novalocal"
1641827013.983,0.5202369449529622,0.12134973520194103,0.052149777219684515,0.4024856135674868,0.45586389484211737,0.05143982139159374,0.1544565509556823,0.05059655142135136,0.45978059881840255,0.05004327849623757,0.39546783676876845,0.05958863053329316,0.13010863631026148,0.05119391879046484,0.45802630963136526,0.46313887308351476,0.3993369740127084,0.24357797236804146,0.5518094147860535,0.23680863933823587,0.05113736007743663,0.40875732246117447,0.13082516392526,0.13113662631847056,0.12229438520076019,0.3629727647581559,0.4147011483111333,0.04308771521152806,0.40525310347770926,0.0061214583471957944,0.46863977993257255,0.12820171248570794,0.2514534578736661,0.40472994773718207,0.1229066196743801,0.04763135285379148,0.2756261101254135,0.4024256609265641,0.48939526763614244,0.42608462913967166
1641827029.019,0.5202369449529622,0.12134973520194103,0.052149777219684515,0.4024856135674868,0.45586389484211737,0.05143982139159374,0.1544565509556823,0.05059655142135136,0.45978059881840255,0.05004327849623757,0.39546783676876845,0.05958863053329316,0.13010863631026148,0.05119391879046484,0.45802630963136526,0.46313887308351476,0.3993369740127084,0.24357797236804146,0.5518094147860535,0.23680863933823587,0.05113736007743663,0.40875732246117447,0.13082516392526,0.13113662631847056,0.12229438520076019,0.3629727647581559,0.4147011483111333,0.04308771521152806,0.40525310347770926,0.0061214583471957944,0.46863977993257255,0.12820171248570794,0.2514534578736661,0.40472994773718207,0.1229066196743801,0.04763135285379148,0.2756261101254135,0.4024256609265641,0.48939526763614244,0.42608462913967166
1641827044.046,0.5496314701928231,0.1367410810018768,0.05450040964222681,0.4430396859480882,0.50958583847356,0.05427094024353807,0.1714554715506736,0.053708642695425836,0.5125401106821417,0.054284316959125764,0.4322541142356144,0.058995578357825165,0.14250987204054316,0.05459722391991083,0.4812851537430298,0.509333098238963,0.46876308486218693,0.2665566318865987,0.6242139850358921,0.2584596779586621,0.05271657298501092,0.45914662989888255,0.1426791046977678,0.14151870419408547,0.13445868847718195,0.4077290261897234,0.46243517646031235,0.047546623252758435,0.4471735285449155,0.005872098131344717,0.4881904105842734,0.14305391065903247,0.2649531410480993,0.45511221373623856,0.1377323603176464,0.05015060680457728,0.2898646079083748,0.44422887397324573,0.5467880931942501,0.476939868628803
1641827059.093,0.5496314701928231,0.1367410810018768,0.05450040964222681,0.4430396859480882,0.50958583847356,0.05427094024353807,0.1714554715506736,0.053708642695425836,0.5125401106821417,0.054284316959125764,0.4322541142356144,0.058995578357825165,0.14250987204054316,0.05459722391991083,0.4812851537430298,0.509333098238963,0.46876308486218693,0.2665566318865987,0.6242139850358921,0.2584596779586621,0.05271657298501092,0.45914662989888255,0.1426791046977678,0.14151870419408547,0.13445868847718195,0.4077290261897234,0.46243517646031235,0.047546623252758435,0.4471735285449155,0.005872098131344717,0.4881904105842734,0.14305391065903247,0.2649531410480993,0.45511221373623856,0.1377323603176464,0.05015060680457728,0.2898646079083748,0.44422887397324573,0.5467880931942501,0.476939868628803
1641827074.122,0.5926513298441384,0.13710266234455531,0.05458631574730949,0.4434721030879819,0.5192616908906471,0.054205885543039775,0.16197532738458498,0.05325002863742155,0.521038189600597,0.05096262557818404,0.44802893457668513,0.06249958625840618,0.1428001164586031,0.05463818699114551,0.5320617526470364,0.493175284037482,0.4374109708636562,0.267044149099733,0.6342948272814762,0.25603260443865394,0.05285319393035627,0.4555754103882633,0.14290035671683765,0.14143684353982847,0.13408505658773467,0.3883801962074529,0.4637942423947803,0.04788933076891299,0.4474773581976038,0.005833541033740428,0.48867294927209376,0.14381914726285489,0.24839487171318947,0.46181748818940177,0.13723029215891933,0.04838780023201193,0.2653556912217404,0.4438355989545142,0.5559348675079681,0.4860186482135193
1641827089.146,0.5926513298441384,0.13710266234455531,0.05458631574730949,0.4434721030879819,0.5192616908906471,0.054205885543039775,0.16197532738458498,0.05325002863742155,0.521038189600597,0.05096262557818404,0.44802893457668513,0.06249958625840618,0.1428001164586031,0.05463818699114551,0.5320617526470364,0.493175284037482,0.4374109708636562,0.267044149099733,0.6342948272814762,0.25603260443865394,0.05285319393035627,0.4555754103882633,0.14290035671683765,0.14143684353982847,0.13408505658773467,0.3883801962074529,0.4637942423947803,0.04788933076891299,0.4474773581976038,0.005833541033740428,0.48867294927209376,0.14381914726285489,0.24839487171318947,0.46181748818940177,0.13723029215891933,0.04838780023201193,0.2653556912217404,0.4438355989545142,0.5559348675079681,0.4860186482135193
1641827104.177,0.5912404093520937,0.1370160496937835,0.05414226323860591,0.4420135321006976,0.518516224116791,0.054069012289760104,0.1692877856112906,0.053201042491165876,0.5190855515619504,0.05339249307103328,0.47075300783865526,0.06212817881124986,0.14347650877474855,0.054528719052166094,0.5068834583899814,0.5284203231518415,0.44157833531450824,0.2654757238903843,0.633509368298694,0.26205469853697505,0.05264518580525777,0.42935585786514313,0.14307352186891897,0.14138971712546924,0.1362946080090947,0.3695378878243727,0.4647372342073164,0.04769107516098789,0.4471638432872624,0.005791927158339689,0.47879881128456625,0.14400388770250677,0.22918197334284224,0.441099440051256,0.13641975399755166,0.05226902405095141,0.2552606138798517,0.4434369296094076,0.5577677708468901,0.4869753113754586
1641827119.228,0.5912404093520937,0.1370160496937835,0.05414226323860591,0.4420135321006976,0.518516224116791,0.054069012289760104,0.1692877856112906,0.053201042491165876,0.5190855515619504,0.05339249307103328,0.47075300783865526,0.06212817881124986,0.14347650877474855,0.054528719052166094,0.5068834583899814,0.5284203231518415,0.44157833531450824,0.2654757238903843,0.633509368298694,0.26205469853697505,0.05264518580525777,0.42935585786514313,0.14307352186891897,0.14138971712546924,0.1362946080090947,0.3695378878243727,0.4647372342073164,0.04769107516098789,0.4471638432872624,0.005791927158339689,0.47879881128456625,0.14400388770250677,0.22918197334284224,0.441099440051256,0.13641975399755166,0.05226902405095141,0.2552606138798517,0.4434369296094076,0.5577677708468901,0.4869753113754586
1641827134.247,0.5854341006396001,0.13620600051246065,0.05428764540668052,0.44144215959441413,0.5226204245553909,0.05470028505981353,0.1628030391058847,0.053098761223057664,0.5157249637259453,0.05313524530494074,0.48451825154339606,0.061477865557675634,0.14320151549147775,0.05445983873302958,0.48668450886777903,0.5104248700929817,0.4306264613870603,0.26407061748940414,0.632742691469544,0.2416923562927799,0.04998790446623288,0.42134975745260655,0.1430117965601665,0.14252991843160137,0.12814311452038832,0.39034773784864774,0.46317928329237856,0.04772387571506485,0.44691488316729233,0.005819357595710355,0.4888244140976586,0.14480245123027075,0.2256772672304796,0.45633579134057134,0.1360273193399875,0.04900302618648704,0.24713030889981386,0.4436400958315163,0.5553349368627245,0.48608350163820313
1641827149.275,0.5854341006396001,0.13620600051246065,0.05428764540668052,0.44144215959441413,0.5226204245553909,0.05470028505981353,0.1628030391058847,0.053098761223057664,0.5157249637259453,0.05313524530494074,0.48451825154339606,0.061477865557675634,0.14320151549147775,0.05445983873302958,0.48668450886777903,0.5104248700929817,0.4306264613870603,0.26407061748940414,0.632742691469544,0.2416923562927799,0.04998790446623288,0.42134975745260655,0.1430117965601665,0.14252991843160137,0.12814311452038832,0.39034773784864774,0.46317928329237856,0.04772387571506485,0.44691488316729233,0.005819357595710355,0.4888244140976586,0.14480245123027075,0.2256772672304796,0.45633579134057134,0.1360273193399875,0.04900302618648704,0.24713030889981386,0.4436400958315163,0.5553349368627245,0.48608350163820313
