"Time","pod:recommendationservice-w1-5c774597c5-b6ggc_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-j45js_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-x2bnw_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-w4sqg_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-djwds_service:frontend_node:worker--3","pod:currencyservice-w1-cd78b8fd6-h9fmz_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-7kv55_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-chbgm_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w4-5d9b8d854-bsdrr_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-28fk7_service:frontend_node:worker--3","pod:currencyservice-w1-cd78b8fd6-wxwtf_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-65xgp_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-kxvt7_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-dtt4h_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-mfchv_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w4-6d5d8bb6bc-wp274_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-zmp75_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-pnqff_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-wfh6f_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-589c8_service:frontend_node:worker--3","pod:redis-cart-w2-84485f8b85-t5s2n_service:redis-cart_node:worker--2.novalocal","pod:adservice-w4-76766bdfb6-z7zfp_service:adservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-sd5qj_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w2-59ff89795c-88m48_service:cartservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-lh47r_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-2765q_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-bddkt_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-2hm6l_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-xd86z_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w2-9f97cf96-77mjr_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-skzjz_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-vv5g9_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-tb89r_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-snwfr_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-599b6846df-zdhgb_service:frontend_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-4t565_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-frxfv_service:recommendationservice_node:worker--3","pod:frontend-w1-599b6846df-v62sp_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-mds8h_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-phsss_service:productcatalogservice_node:worker--4.novalocal"
1641813841.135,0.05409907854372728,0.5858664134422569,0.054962543651052354,0.41605993899524496,0.4696501652606545,0.4336452724009115,0.4681083500507137,0.4460724114956897,0.187292983142272,0.4507973012406009,0.4372427432127557,0.13104557502658115,0.1583777288264174,0.057197542077882024,0.06321038855533403,0.3241782102818419,0.6826477953116264,0.43427857542439646,0.4267381081004883,0.4615227580324533,0.0037692532503758175,0.4080184409335733,0.0637504316915086,0.3114237785266582,0.6721188444027564,0.15929575456561806,0.12216816152376234,0.6809278485170546,0.18553646364641657,0.355857138149387,0.05498533866455409,0.4083814408990902,0.060429510359999994,0.05203958014804709,0.4346844111689006,0.4281410085941347,0.04732439629459426,0.44981906988257714,0.15606609681334857,0.16929828321842424
1641813856.151,0.05409907854372728,0.5858664134422569,0.054962543651052354,0.41605993899524496,0.4696501652606545,0.4336452724009115,0.4681083500507137,0.4460724114956897,0.187292983142272,0.4507973012406009,0.4372427432127557,0.13104557502658115,0.1583777288264174,0.057197542077882024,0.06321038855533403,0.3241782102818419,0.6826477953116264,0.43427857542439646,0.4267381081004883,0.4615227580324533,0.0037692532503758175,0.4080184409335733,0.0637504316915086,0.3114237785266582,0.6721188444027564,0.15929575456561806,0.12216816152376234,0.6809278485170546,0.18553646364641657,0.355857138149387,0.05498533866455409,0.4083814408990902,0.060429510359999994,0.05203958014804709,0.4346844111689006,0.4281410085941347,0.04732439629459426,0.44981906988257714,0.15606609681334857,0.16929828321842424
1641813872.251,0.056887312716647646,0.6487137527027814,0.057102000183423235,0.477180473408765,0.535981724605237,0.47836525777427596,0.5270895397802765,0.4975842002921901,0.18610342365838614,0.5058792636536658,0.4794117685382131,0.14175381681659813,0.16832150608270635,0.05794545337567503,0.06609513185707389,0.3347563886473278,0.7613005419008145,0.48440823799141197,0.4594555013675704,0.5238877797507417,0.0036710761320649763,0.4153941926813875,0.06332218003813518,0.3389057050764766,0.7487590216409765,0.16733333252858879,0.1257611067600619,0.7884603465947048,0.19798154081603064,0.37469886972720545,0.05694473403713519,0.4577426250481022,0.06649442787042094,0.05432075726336371,0.48540362742202414,0.47576337257741447,0.05009353469851994,0.5075537610993408,0.16814883612287165,0.1933099685405066
1641813887.36,0.056887312716647646,0.6487137527027814,0.057102000183423235,0.477180473408765,0.535981724605237,0.47836525777427596,0.5270895397802765,0.4975842002921901,0.18610342365838614,0.5058792636536658,0.4794117685382131,0.14175381681659813,0.16832150608270635,0.05794545337567503,0.06609513185707389,0.3347563886473278,0.7613005419008145,0.48440823799141197,0.4594555013675704,0.5238877797507417,0.0036710761320649763,0.4153941926813875,0.06332218003813518,0.3389057050764766,0.7487590216409765,0.16733333252858879,0.1257611067600619,0.7884603465947048,0.19798154081603064,0.37469886972720545,0.05694473403713519,0.4577426250481022,0.06649442787042094,0.05432075726336371,0.48540362742202414,0.47576337257741447,0.05009353469851994,0.5075537610993408,0.16814883612287165,0.1933099685405066
1641813902.43,0.05622510174590964,0.6516328012852877,0.05731914580522361,0.47724088007566146,0.5404064666631512,0.4786261783124812,0.5314566775492866,0.501329434786994,0.1900325644387778,0.5111357506275079,0.48106609216445784,0.1420998095554355,0.16842414299691444,0.05776792751015089,0.06044450724092469,0.32760234082818895,0.733066121350483,0.4825982962058066,0.47539052129370457,0.5301492679085094,0.003655268131504798,0.4192518161596502,0.06548601441956346,0.33888917098485916,0.7595003044381089,0.1676400464168449,0.12716688583670543,0.8505084331230108,0.1848407375990164,0.3629811460512939,0.056565463364406196,0.4498620562917804,0.06495667763626953,0.05356987182497996,0.4929761735964424,0.4791491480554834,0.047718894288546226,0.5099545741795699,0.16851297896122214,0.19949048618844417
1641813917.446,0.05622510174590964,0.6516328012852877,0.05731914580522361,0.47724088007566146,0.5404064666631512,0.4786261783124812,0.5314566775492866,0.501329434786994,0.1900325644387778,0.5111357506275079,0.48106609216445784,0.1420998095554355,0.16842414299691444,0.05776792751015089,0.06044450724092469,0.32760234082818895,0.733066121350483,0.4825982962058066,0.47539052129370457,0.5301492679085094,0.003655268131504798,0.4192518161596502,0.06548601441956346,0.33888917098485916,0.7595003044381089,0.1676400464168449,0.12716688583670543,0.8505084331230108,0.1848407375990164,0.3629811460512939,0.056565463364406196,0.4498620562917804,0.06495667763626953,0.05356987182497996,0.4929761735964424,0.4791491480554834,0.047718894288546226,0.5099545741795699,0.16851297896122214,0.19949048618844417
1641813932.481,0.056228271202828625,0.6541093105053033,0.05835203238149847,0.4766790872880051,0.5415022059372402,0.47887452292531174,0.5313604704598179,0.49956533769699296,0.1924105123459757,0.5109982921869285,0.4818164288705419,0.14225226745757674,0.1681361398079061,0.05765584841922695,0.06319224557451003,0.365140024876022,0.7722750998516077,0.4834043895141509,0.47526247748584605,0.5189322504668118,0.003701758107138681,0.41497169437665127,0.06302229119767763,0.3402934399675034,0.7613204416349012,0.16743052638785064,0.13395263478502833,0.7847943082325741,0.1954020981980804,0.34755677851452266,0.05662969316800231,0.46048346156967146,0.06878550323759658,0.05476858923308908,0.4910992488881229,0.4594578480585198,0.05046510645168713,0.5112731600734679,0.1684340828279497,0.1831594741375831
1641813947.516,0.056228271202828625,0.6541093105053033,0.05835203238149847,0.4766790872880051,0.5415022059372402,0.47887452292531174,0.5313604704598179,0.49956533769699296,0.1924105123459757,0.5109982921869285,0.4818164288705419,0.14225226745757674,0.1681361398079061,0.05765584841922695,0.06319224557451003,0.365140024876022,0.7722750998516077,0.4834043895141509,0.47526247748584605,0.5189322504668118,0.003701758107138681,0.41497169437665127,0.06302229119767763,0.3402934399675034,0.7613204416349012,0.16743052638785064,0.13395263478502833,0.7847943082325741,0.1954020981980804,0.34755677851452266,0.05662969316800231,0.46048346156967146,0.06878550323759658,0.05476858923308908,0.4910992488881229,0.4594578480585198,0.05046510645168713,0.5112731600734679,0.1684340828279497,0.1831594741375831
1641813962.532,0.05565351640291655,0.6559475077812753,0.05787436890278423,0.4759792348084638,0.5107659493718232,0.48076019685096527,0.5337650386098735,0.4971754993565109,0.19328012919167864,0.5120776155930884,0.4831840242684098,0.14207724391155513,0.16816142380493837,0.0576616635406329,0.06528320647951788,0.3568160769064691,0.7458210981869902,0.48337888696130427,0.43392015682123763,0.5326869059178064,0.0036623790362184513,0.37708530011733116,0.06544678784917446,0.3418704688112579,0.7598736601300087,0.16734753873010783,0.133678734334581,0.7908168850872261,0.18950454151281554,0.3421741378799626,0.056953832326818415,0.4124253532261564,0.06393629379202201,0.055128360883404254,0.4898292888977718,0.4644530558663913,0.05035342740815914,0.5101231506834865,0.16830231831136053,0.18957487506257412
1641813977.55,0.05565351640291655,0.6559475077812753,0.05787436890278423,0.4759792348084638,0.5107659493718232,0.48076019685096527,0.5337650386098735,0.4971754993565109,0.19328012919167864,0.5120776155930884,0.4831840242684098,0.14207724391155513,0.16816142380493837,0.0576616635406329,0.06528320647951788,0.3568160769064691,0.7458210981869902,0.48337888696130427,0.43392015682123763,0.5326869059178064,0.0036623790362184513,0.37708530011733116,0.06544678784917446,0.3418704688112579,0.7598736601300087,0.16734753873010783,0.133678734334581,0.7908168850872261,0.18950454151281554,0.3421741378799626,0.056953832326818415,0.4124253532261564,0.06393629379202201,0.055128360883404254,0.4898292888977718,0.4644530558663913,0.05035342740815914,0.5101231506834865,0.16830231831136053,0.18957487506257412
