"Time","pod:productcatalogservice-w2-5d9b8d854-x2gz6_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w4-59ff89795c-tvhxn_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-ss6hh_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-lx7qf_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-9f7d6_service:currencyservice_node:worker--1","pod:currencyservice-w1-656689488c-djg8w_service:currencyservice_node:worker--1","pod:frontend-w3-599b6846df-ddcc6_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w2-6855bd669b-wmkk5_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-5h6rm_service:redis-cart_node:worker--2.novalocal","pod:redis-cart-w4-84485f8b85-nqwqw_service:redis-cart_node:worker--4.novalocal","pod:recommendationservice-w1-8597bb459d-8hlc7_service:recommendationservice_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-dwfpp_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-772zn_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-27wm5_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-7jdzb_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-8l6tm_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-mbstc_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w2-6646bc856b-pks27_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-bj6h9_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-gmdzd_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-tgncp_service:frontend_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-fk9lm_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-67qm6_service:frontend_node:worker--1","pod:adservice-w2-76766bdfb6-d7bdd_service:adservice_node:worker--2.novalocal","pod:currencyservice-w2-649d8c7669-fxhwb_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-rrbkf_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-lbslc_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-9xbww_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-st5gc_service:frontend_node:worker--1","pod:productcatalogservice-w1-8649bb655b-lvwk8_service:productcatalogservice_node:worker--1","pod:adservice-w4-9f97cf96-k2qqq_service:adservice_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-plc5w_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-4xhxx_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-589cw_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w1-8ddd87c7b-vqhmp_service:frontend_node:worker--1","pod:recommendationservice-w2-6855bd669b-gg8v8_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-4htrx_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-znrsp_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-2h5pq_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-hmn2l_service:productcatalogservice_node:worker--2.novalocal"
1641844111.684,0.18182202026805122,0.3117526522649843,0.5791354046511842,0.056100738979966425,0.43132031831697437,0.43470919097996097,0.44952377514458286,0.06284459321744632,0.004051979489868782,0.04407219364207871,0.0492617466489719,0.31465084765793994,0.42412470023285315,0.05078371634100889,0.6649074440038018,0.16019542097793693,0.1601938690338147,0.7079883890478382,0.18434830912199845,0.06150331391191764,0.4526132875787834,0.4087701912224063,0.44932326543777834,0.4034671071647499,0.682708370674341,0.4301139248096736,0.05572756400336955,0.4446371400679432,0.4812605495489424,0.11434670722526602,0.36241023695433233,0.42179862667152246,0.48131881046776903,0.12824681031086047,0.40346736706907904,0.0643187510097542,0.4502721172426072,0.15694186218452447,0.05682744946381518,0.18390279760249595
1641844126.713,0.18182202026805122,0.3117526522649843,0.5791354046511842,0.056100738979966425,0.43132031831697437,0.43470919097996097,0.44952377514458286,0.06284459321744632,0.004051979489868782,0.04407219364207871,0.0492617466489719,0.31465084765793994,0.42412470023285315,0.05078371634100889,0.6649074440038018,0.16019542097793693,0.1601938690338147,0.7079883890478382,0.18434830912199845,0.06150331391191764,0.4526132875787834,0.4087701912224063,0.44932326543777834,0.4034671071647499,0.682708370674341,0.4301139248096736,0.05572756400336955,0.4446371400679432,0.4812605495489424,0.11434670722526602,0.36241023695433233,0.42179862667152246,0.48131881046776903,0.12824681031086047,0.40346736706907904,0.0643187510097542,0.4502721172426072,0.15694186218452447,0.05682744946381518,0.18390279760249595
1641844142.177,0.1789326731652109,0.3375684136724453,0.6436502263428812,0.05913631285602966,0.48099658930073824,0.47916406343795204,0.501220033121284,0.06480372019917324,0.0036881065020701533,0.04739704968986876,0.05046872916745389,0.35765289963470137,0.47331515414053255,0.05284333461673797,0.7426875225503593,0.1718150822449355,0.16934556477968193,0.8109997199709411,0.19623694429279886,0.06518720858167315,0.5053838807135218,0.47565632261086377,0.5000040501890999,0.44547301681299223,0.7365601578431414,0.4739685710975017,0.05787595226857692,0.5039064528446311,0.5254869710680351,0.1284854266388605,0.37447245605655693,0.46893261624680677,0.5391155814215575,0.14162287322871495,0.45531170239399765,0.0665335858615955,0.5044986110867519,0.16866164420385235,0.05868176417134097,0.1868454558141064
1641844157.204,0.1789326731652109,0.3375684136724453,0.6436502263428812,0.05913631285602966,0.48099658930073824,0.47916406343795204,0.501220033121284,0.06480372019917324,0.0036881065020701533,0.04739704968986876,0.05046872916745389,0.35765289963470137,0.47331515414053255,0.05284333461673797,0.7426875225503593,0.1718150822449355,0.16934556477968193,0.8109997199709411,0.19623694429279886,0.06518720858167315,0.5053838807135218,0.47565632261086377,0.5000040501890999,0.44547301681299223,0.7365601578431414,0.4739685710975017,0.05787595226857692,0.5039064528446311,0.5254869710680351,0.1284854266388605,0.37447245605655693,0.46893261624680677,0.5391155814215575,0.14162287322871495,0.45531170239399765,0.0665335858615955,0.5044986110867519,0.16866164420385235,0.05868176417134097,0.1868454558141064
1641844172.217,0.1938442795013407,0.3393413515372128,0.6502829675005529,0.059168593784720135,0.4821110272255582,0.44765889011654547,0.5029729233808242,0.06706481660935099,0.0038296020097230606,0.047727051651028154,0.05056322762306199,0.3689239817471115,0.47252919976605645,0.053406550186228405,0.7572662446050125,0.17260431176514743,0.1701310821871088,0.7819233383008438,0.18762660957039065,0.061143134755003964,0.510037266208027,0.4795635751943988,0.5103744425138186,0.4086566513994119,0.7633691824894928,0.4744764022246819,0.05814242529792395,0.5094049776708658,0.5430480630686865,0.13580005767273864,0.35853914359560646,0.47192685774677406,0.5460344721078596,0.1416663307297938,0.4436429077725441,0.05884852856489702,0.5081338773722546,0.1695117448222095,0.05857627239241811,0.20231967365355863
1641844187.233,0.1938442795013407,0.3393413515372128,0.6502829675005529,0.059168593784720135,0.4821110272255582,0.44765889011654547,0.5029729233808242,0.06706481660935099,0.0038296020097230606,0.047727051651028154,0.05056322762306199,0.3689239817471115,0.47252919976605645,0.053406550186228405,0.7572662446050125,0.17260431176514743,0.1701310821871088,0.7819233383008438,0.18762660957039065,0.061143134755003964,0.510037266208027,0.4795635751943988,0.5103744425138186,0.4086566513994119,0.7633691824894928,0.4744764022246819,0.05814242529792395,0.5094049776708658,0.5430480630686865,0.13580005767273864,0.35853914359560646,0.47192685774677406,0.5460344721078596,0.1416663307297938,0.4436429077725441,0.05884852856489702,0.5081338773722546,0.1695117448222095,0.05857627239241811,0.20231967365355863
1641844202.252,0.1869673033220046,0.3396811981206441,0.6518062381409335,0.05842462648356672,0.48179732723448243,0.4611314533684244,0.5030234746424421,0.06348218926991166,0.00380476340024609,0.0481247437647343,0.052447130840088965,0.3526552937936963,0.4741870503146923,0.05347071750794742,0.7590512842636539,0.1724903825154016,0.17029608415356948,0.7737372963945995,0.18872606528739924,0.06335664020143719,0.5051872951480743,0.48085803325796667,0.5094622395626041,0.3625835180739967,0.7323783229399272,0.47442472687273807,0.05828072404826423,0.5102292452374604,0.5398455989834998,0.13599084303366318,0.3485071280258047,0.47305163344619106,0.5483019912027511,0.14160255412505335,0.45339360653003613,0.06219215446747138,0.508472896263028,0.170280519197922,0.05845912834900857,0.18719358337188383
1641844217.268,0.1869673033220046,0.3396811981206441,0.6518062381409335,0.05842462648356672,0.48179732723448243,0.4611314533684244,0.5030234746424421,0.06348218926991166,0.00380476340024609,0.0481247437647343,0.052447130840088965,0.3526552937936963,0.4741870503146923,0.05347071750794742,0.7590512842636539,0.1724903825154016,0.17029608415356948,0.7737372963945995,0.18872606528739924,0.06335664020143719,0.5051872951480743,0.48085803325796667,0.5094622395626041,0.3625835180739967,0.7323783229399272,0.47442472687273807,0.05828072404826423,0.5102292452374604,0.5398455989834998,0.13599084303366318,0.3485071280258047,0.47305163344619106,0.5483019912027511,0.14160255412505335,0.45339360653003613,0.06219215446747138,0.508472896263028,0.170280519197922,0.05845912834900857,0.18719358337188383
1641844232.281,0.1878270949308639,0.3397708874432884,0.6530526353158737,0.058657992404576094,0.45145199882540177,0.4518616411492392,0.5008668156932938,0.06597746354085122,0.003779112008804069,0.04822793542975954,0.052437643322209536,0.36965047505437465,0.4752522618124194,0.053746868192437874,0.7578287495824049,0.1719431768001041,0.17109974541208667,0.8129919521048844,0.1945354877093061,0.060213301490801036,0.5034621030437478,0.4802899396336202,0.5009205474754254,0.3758349082588459,0.7423737025091854,0.47468996748643755,0.05764654607798392,0.5108621430126867,0.5302238013750291,0.13617572245024262,0.34261312134141114,0.4742989744021633,0.5480900980957353,0.1420053529934175,0.46528668155095,0.0624140402290979,0.5076059795578528,0.17060020886369143,0.058239213514127246,0.18504249093156305
1641844247.299,0.1878270949308639,0.3397708874432884,0.6530526353158737,0.058657992404576094,0.45145199882540177,0.4518616411492392,0.5008668156932938,0.06597746354085122,0.003779112008804069,0.04822793542975954,0.052437643322209536,0.36965047505437465,0.4752522618124194,0.053746868192437874,0.7578287495824049,0.1719431768001041,0.17109974541208667,0.8129919521048844,0.1945354877093061,0.060213301490801036,0.5034621030437478,0.4802899396336202,0.5009205474754254,0.3758349082588459,0.7423737025091854,0.47468996748643755,0.05764654607798392,0.5108621430126867,0.5302238013750291,0.13617572245024262,0.34261312134141114,0.4742989744021633,0.5480900980957353,0.1420053529934175,0.46528668155095,0.0624140402290979,0.5076059795578528,0.17060020886369143,0.058239213514127246,0.18504249093156305
