"Time","pod:recommendationservice-w4-5c774597c5-wtslx_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-bxkq9_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-jkxq4_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-vm2xj_service:frontend_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-x9vjc_service:cartservice_node:worker--2","pod:frontend-w4-599b6846df-r7gth_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-r2cv5_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-c5744_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w2-8649bb655b-z67dz_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-lw59z_service:recommendationservice_node:worker--2","pod:redis-cart-w2-6d65c886c7-rc28n_service:redis-cart_node:worker--2","pod:productcatalogservice-w1-66565874fb-gq752_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-q9lpq_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-j74hc_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-4rswj_service:recommendationservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-x2mgn_service:recommendationservice_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-jbq5r_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-24g86_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-dsd8w_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-glq22_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-wgr8f_service:frontend_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-wmgs5_service:adservice_node:worker--4.novalocal","pod:cartservice-w4-86744bdcbd-dfskc_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-qvz55_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-qrwpr_service:currencyservice_node:worker--3.novalocal","pod:adservice-w2-754d7d8cd4-mtlkz_service:adservice_node:worker--2","pod:currencyservice-w3-649d8c7669-9z862_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-j4bzd_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-nblsd_service:frontend_node:worker--3.novalocal","pod:redis-cart-w4-7c75d55f4d-5r82d_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-74cd7_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-wbh8h_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w3-6855bd669b-28ssw_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-zhcb5_service:currencyservice_node:worker--4.novalocal","pod:frontend-w3-6646bc856b-8l8zr_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-4px2n_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w2-656689488c-87d5t_service:currencyservice_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-dm747_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-zt556_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-vkvcd_service:currencyservice_node:worker--1.novalocal"
1639753860.789,0.05230554593563784,0.45230770828773065,0.4659783854877755,0.47144523721172915,0.2427439646390001,0.523942439713337,0.13486743714646604,0.05142933204250677,0.12157865734551576,0.04989910606406073,0.02736182863645923,0.12861827605089052,0.5659598660913425,0.12080700679592224,0.04820068506376591,0.0483907056735378,0.13415657219825586,0.4116050048336186,0.1219798783244833,0.4245141573325,0.4167272912558003,0.29686768014682574,0.2637720234261819,0.4104551711884347,0.4545711731838065,0.2672155765424745,0.44062775019046607,0.39048739552312506,0.3851826962034106,0.02768750078823619,0.4852411879094506,0.050379653799178206,0.05448137073581734,0.4560496418499945,0.3983136085145833,0.1523051598714243,0.4164493612298025,0.1354467804200149,0.05380832377373691,0.41235497388831993
1639753875.827,0.05230554593563784,0.45230770828773065,0.4659783854877755,0.47144523721172915,0.2427439646390001,0.523942439713337,0.13486743714646604,0.05142933204250677,0.12157865734551576,0.04989910606406073,0.02736182863645923,0.12861827605089052,0.5659598660913425,0.12080700679592224,0.04820068506376591,0.0483907056735378,0.13415657219825586,0.4116050048336186,0.1219798783244833,0.4245141573325,0.4167272912558003,0.29686768014682574,0.2637720234261819,0.4104551711884347,0.4545711731838065,0.2672155765424745,0.44062775019046607,0.39048739552312506,0.3851826962034106,0.02768750078823619,0.4852411879094506,0.050379653799178206,0.05448137073581734,0.4560496418499945,0.3983136085145833,0.1523051598714243,0.4164493612298025,0.1354467804200149,0.05380832377373691,0.41235497388831993
1639753890.947,0.05501418098955001,0.500604496770568,0.5202773668863845,0.524937960151959,0.26147353286396746,0.5805257047322023,0.14867516877278086,0.054040388367840676,0.1359273993579766,0.051761423072394154,0.029661724401662662,0.1341834717363138,0.6242591013875401,0.1270257462305707,0.05006282059503002,0.05130666793592012,0.14742187426830017,0.45060910903865325,0.1376481227236463,0.48518751554839284,0.47612807147394665,0.3057933382108136,0.2880756817487325,0.44823584577273423,0.4922784698487807,0.2891591823644086,0.49565822904981377,0.44715271644354726,0.4333077879558741,0.03001841948030314,0.5400410753046553,0.05082339560239864,0.06126196755850388,0.5018599847494635,0.4303654673762597,0.16497553122196404,0.4656542552954638,0.1469954034592028,0.056017574601824785,0.4488431771298318
1639753906.017,0.05501418098955001,0.500604496770568,0.5202773668863845,0.524937960151959,0.26147353286396746,0.5805257047322023,0.14867516877278086,0.054040388367840676,0.1359273993579766,0.051761423072394154,0.029661724401662662,0.1341834717363138,0.6242591013875401,0.1270257462305707,0.05006282059503002,0.05130666793592012,0.14742187426830017,0.45060910903865325,0.1376481227236463,0.48518751554839284,0.47612807147394665,0.3057933382108136,0.2880756817487325,0.44823584577273423,0.4922784698487807,0.2891591823644086,0.49565822904981377,0.44715271644354726,0.4333077879558741,0.03001841948030314,0.5400410753046553,0.05082339560239864,0.06126196755850388,0.5018599847494635,0.4303654673762597,0.16497553122196404,0.4656542552954638,0.1469954034592028,0.056017574601824785,0.4488431771298318
1639753921.069,0.05522817449191046,0.5031723841373552,0.5252985250020955,0.530979686493802,0.2623968770973982,0.581348081132471,0.1492408975066253,0.05426761989468989,0.13582725608763813,0.05113647021620505,0.030138882427361825,0.13497982644223627,0.6303789708629832,0.12998630103057096,0.04979815673402439,0.05011893488303086,0.1478250670796788,0.4490557372141473,0.13317805228179852,0.4863401665678211,0.48052718952668605,0.28884573267200214,0.28771657559631625,0.4483805455782446,0.5082413969409062,0.2658744072084257,0.5163567044398573,0.43809634134945274,0.41995849276022573,0.029865799462520375,0.5432939446893892,0.05123059515020165,0.061245841672628795,0.5019590749844451,0.4561081296867539,0.16741026921150307,0.4659899830535237,0.1479951154277638,0.05667508016908493,0.44711635514742587
1639753936.087,0.05522817449191046,0.5031723841373552,0.5252985250020955,0.530979686493802,0.2623968770973982,0.581348081132471,0.1492408975066253,0.05426761989468989,0.13582725608763813,0.05113647021620505,0.030138882427361825,0.13497982644223627,0.6303789708629832,0.12998630103057096,0.04979815673402439,0.05011893488303086,0.1478250670796788,0.4490557372141473,0.13317805228179852,0.4863401665678211,0.48052718952668605,0.28884573267200214,0.28771657559631625,0.4483805455782446,0.5082413969409062,0.2658744072084257,0.5163567044398573,0.43809634134945274,0.41995849276022573,0.029865799462520375,0.5432939446893892,0.05123059515020165,0.061245841672628795,0.5019590749844451,0.4561081296867539,0.16741026921150307,0.4659899830535237,0.1479951154277638,0.05667508016908493,0.44711635514742587
1639753951.11,0.0552652701694303,0.5040944859387924,0.5252359567519789,0.5295555616274669,0.26251818612331645,0.5790153170461987,0.15005029561532177,0.054468402849975985,0.13615061826632854,0.051372994437265423,0.028261580972371574,0.1351829636725158,0.568702265261696,0.13601500777474088,0.051757252247971994,0.052300996595657824,0.14787510024617367,0.4481416195593029,0.13726771459011428,0.487781860006169,0.4826532332917971,0.27278795292824887,0.2852322573309137,0.44748298326039626,0.5091925759915441,0.2546995419932553,0.5151619140430419,0.45281875998343163,0.43942957823950685,0.029801429441659345,0.5412240183310649,0.05124446492310429,0.05877069220662573,0.5018336161779778,0.4457555524534977,0.15987986066792403,0.46652301210833524,0.14828440303577886,0.056848938874793815,0.44665635993023667
1639753966.123,0.0552652701694303,0.5040944859387924,0.5252359567519789,0.5295555616274669,0.26251818612331645,0.5790153170461987,0.15005029561532177,0.054468402849975985,0.13615061826632854,0.051372994437265423,0.028261580972371574,0.1351829636725158,0.568702265261696,0.13601500777474088,0.051757252247971994,0.052300996595657824,0.14787510024617367,0.4481416195593029,0.13726771459011428,0.487781860006169,0.4826532332917971,0.27278795292824887,0.2852322573309137,0.44748298326039626,0.5091925759915441,0.2546995419932553,0.5151619140430419,0.45281875998343163,0.43942957823950685,0.029801429441659345,0.5412240183310649,0.05124446492310429,0.05877069220662573,0.5018336161779778,0.4457555524534977,0.15987986066792403,0.46652301210833524,0.14828440303577886,0.056848938874793815,0.44665635993023667
1639753981.514,0.05567453134874116,0.5051101676940059,0.5279361449186477,0.5299113525433179,0.2513714684834498,0.5773055620274439,0.14963901584623193,0.05458136305905567,0.135436586884994,0.051389163587561,0.02859975541175917,0.13468343515979794,0.6231251918471374,0.13482164768583943,0.050956136126321966,0.05188538705309787,0.1473079458600705,0.4457603168386748,0.13550575639084295,0.5007796226604083,0.47637032224462084,0.2652873249959326,0.2853142984899733,0.4455707209828469,0.5211706990607464,0.24176340938081634,0.49633408706351245,0.4747313811568704,0.4509141832255176,0.029981093142477655,0.5389238235315297,0.05068180509131706,0.05779298368778788,0.49950792131941923,0.47583310636249376,0.15760012091126396,0.4626807254832164,0.14835709264034375,0.05736586004838011,0.44473675098922777
1639753996.679,0.05567453134874116,0.5051101676940059,0.5279361449186477,0.5299113525433179,0.2513714684834498,0.5773055620274439,0.14963901584623193,0.05458136305905567,0.135436586884994,0.051389163587561,0.02859975541175917,0.13468343515979794,0.6231251918471374,0.13482164768583943,0.050956136126321966,0.05188538705309787,0.1473079458600705,0.4457603168386748,0.13550575639084295,0.5007796226604083,0.47637032224462084,0.2652873249959326,0.2853142984899733,0.4455707209828469,0.5211706990607464,0.24176340938081634,0.49633408706351245,0.4747313811568704,0.4509141832255176,0.029981093142477655,0.5389238235315297,0.05068180509131706,0.05779298368778788,0.49950792131941923,0.47583310636249376,0.15760012091126396,0.4626807254832164,0.14835709264034375,0.05736586004838011,0.44473675098922777
