"Time","pod:recommendationservice-w1-5bbcb977f8-pqn8q_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w4-5c774597c5-k5stg_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-f2q2r_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-6ls8x_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-lnv4s_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-8bpbw_service:recommendationservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-d9vxz_service:recommendationservice_node:worker--2","pod:adservice-w4-5c67ddfffc-qd4s8_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-qwgc8_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-kwp92_service:frontend_node:worker--1.novalocal","pod:adservice-w2-754d7d8cd4-599dj_service:adservice_node:worker--2","pod:currencyservice-w3-649d8c7669-nkx2b_service:currencyservice_node:worker--3.novalocal","pod:cartservice-w4-86744bdcbd-9vj67_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-tlgmr_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-mshpk_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-2jt2d_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-cdjmj_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-vbx9c_service:cartservice_node:worker--2","pod:redis-cart-w2-6d65c886c7-zg8lt_service:redis-cart_node:worker--2","pod:currencyservice-w3-649d8c7669-bk4th_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-wrhjm_service:frontend_node:worker--3.novalocal","pod:currencyservice-w1-6f8d8654c5-89qqw_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-bt94r_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-np4qr_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-94ldz_service:frontend_node:worker--3.novalocal","pod:frontend-w2-8ddd87c7b-9rpwl_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-m2cdc_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-z5n2h_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-ql46w_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-5jq6x_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-7jpn5_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-24hrg_service:currencyservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-pkc84_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-q47cv_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-2h768_service:productcatalogservice_node:worker--2","pod:frontend-w3-6646bc856b-6smmt_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-xd5rc_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-b2gs2_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-j6xqf_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-fr2c9_service:frontend_node:worker--1.novalocal"
1639755170.815,0.04519223662070786,0.04949652936401143,0.026812927685586112,0.3834396360156429,0.4012577660884905,0.046085975509350896,0.04359377107608063,0.2641146061374982,0.12568714285562177,0.4304971547845611,0.24632455242311696,0.385061183409526,0.23616452744170557,0.12471365191450279,0.04974461993175455,0.4313722721730289,0.1213559565813723,0.21807771415173244,0.0260452434824752,0.38404884568135433,0.34337930650555626,0.37873324837955347,0.3810725652770056,0.3821324845375406,0.357480185476875,0.5260910452978299,0.04653326609393722,0.34570293729332413,0.13912131634002034,0.05472075822696976,0.47718798337269674,0.36824958851959877,0.1146709062709784,0.1109797289823654,0.1142234210098778,0.40026616224989164,0.4165134920342472,0.1227789442988158,0.04957995719263797,0.42929658365513873
1639755185.847,0.05045322347560155,0.05422497245856707,0.029716347464759284,0.43099270127110473,0.4517176864480833,0.051041371236047225,0.048047869354355635,0.2932210735806632,0.140701330136572,0.485302016414646,0.267099832761997,0.45420276850166663,0.2668441751575602,0.14032485144710471,0.05451121566949425,0.4858701060598164,0.1352972618595593,0.25222488081353894,0.027421890316988565,0.47391202339997507,0.39771195165711704,0.4242243547153327,0.4291777464913378,0.4545029227098416,0.42011746019747287,0.5921317517623585,0.04978122033448894,0.4155945125747917,0.1538450291148568,0.05935356124336803,0.5421422355635254,0.4384316391232171,0.1172816916583037,0.12637177830656374,0.12705719665179088,0.41905599597011867,0.47148502922467184,0.1403746058992329,0.052925197988586345,0.48208854457978717
1639755200.871,0.05045322347560155,0.05422497245856707,0.029716347464759284,0.43099270127110473,0.4517176864480833,0.051041371236047225,0.048047869354355635,0.2932210735806632,0.140701330136572,0.485302016414646,0.267099832761997,0.45420276850166663,0.2668441751575602,0.14032485144710471,0.05451121566949425,0.4858701060598164,0.1352972618595593,0.25222488081353894,0.027421890316988565,0.47391202339997507,0.39771195165711704,0.4242243547153327,0.4291777464913378,0.4545029227098416,0.42011746019747287,0.5921317517623585,0.04978122033448894,0.4155945125747917,0.1538450291148568,0.05935356124336803,0.5421422355635254,0.4384316391232171,0.1172816916583037,0.12637177830656374,0.12705719665179088,0.41905599597011867,0.47148502922467184,0.1403746058992329,0.052925197988586345,0.48208854457978717
1639755215.909,0.0506864329893212,0.055302254248103894,0.03070310888240591,0.45451111102117425,0.4895497852172254,0.053377800166344885,0.049480093266517165,0.2937262374632748,0.14651209052281006,0.5217104432719556,0.27407521476248053,0.48458058765058665,0.27948418226826344,0.1461763487897446,0.05628352139097063,0.5250859533815155,0.13667137055670087,0.2747735704716844,0.028963335892912594,0.4855462168612046,0.3950246496349516,0.44764058969990217,0.451320743336683,0.4524487081571772,0.4472690142733776,0.649531008348838,0.05279651782190793,0.4466348882782957,0.15559812261987455,0.06119970710351855,0.579151004278049,0.46894706810156933,0.13673861420662758,0.136525085159358,0.1301641347653824,0.4259751306309195,0.4971316538912777,0.14577120263824944,0.054255484252351105,0.5214491534202323
1639755230.931,0.0506864329893212,0.055302254248103894,0.03070310888240591,0.45451111102117425,0.4895497852172254,0.053377800166344885,0.049480093266517165,0.2937262374632748,0.14651209052281006,0.5217104432719556,0.27407521476248053,0.48458058765058665,0.27948418226826344,0.1461763487897446,0.05628352139097063,0.5250859533815155,0.13667137055670087,0.2747735704716844,0.028963335892912594,0.4855462168612046,0.3950246496349516,0.44764058969990217,0.451320743336683,0.4524487081571772,0.4472690142733776,0.649531008348838,0.05279651782190793,0.4466348882782957,0.15559812261987455,0.06119970710351855,0.579151004278049,0.46894706810156933,0.13673861420662758,0.136525085159358,0.1301641347653824,0.4259751306309195,0.4971316538912777,0.14577120263824944,0.054255484252351105,0.5214491534202323
1639755245.955,0.050584370985807134,0.055320228631343296,0.030671633491476277,0.454573279041927,0.49054269003775025,0.05276627665783807,0.04828804529470809,0.274106873794392,0.14694117543769386,0.5232384159095582,0.2580145162032783,0.48013620409635416,0.28150935795239584,0.14674848514652153,0.056204983076181284,0.5241027644500674,0.13646564996235355,0.2750982914717187,0.030006402015699568,0.5203513815195469,0.39429965069498824,0.4485108235475591,0.45061614554909646,0.4633675859856623,0.44455401244387616,0.6553896902225536,0.05169727877119547,0.47926799308379386,0.14704403723055212,0.062360400406946154,0.5870829222839423,0.45958200634225255,0.13664696265982773,0.13719659031004566,0.13678443981696686,0.48587381130418766,0.4996354509112008,0.14659423865610097,0.054200631346756095,0.5216554081320921
1639755261.003,0.050584370985807134,0.055320228631343296,0.030671633491476277,0.454573279041927,0.49054269003775025,0.05276627665783807,0.04828804529470809,0.274106873794392,0.14694117543769386,0.5232384159095582,0.2580145162032783,0.48013620409635416,0.28150935795239584,0.14674848514652153,0.056204983076181284,0.5241027644500674,0.13646564996235355,0.2750982914717187,0.030006402015699568,0.5203513815195469,0.39429965069498824,0.4485108235475591,0.45061614554909646,0.4633675859856623,0.44455401244387616,0.6553896902225536,0.05169727877119547,0.47926799308379386,0.14704403723055212,0.062360400406946154,0.5870829222839423,0.45958200634225255,0.13664696265982773,0.13719659031004566,0.13678443981696686,0.48587381130418766,0.4996354509112008,0.14659423865610097,0.054200631346756095,0.5216554081320921
1639755276.026,0.050556132877232415,0.05471814904064055,0.030322050589621962,0.4555151834749839,0.48864825779640464,0.05160210832470893,0.05011944974783439,0.26004479786751056,0.14585697098594577,0.5232948542910054,0.23923830605912494,0.474520630677837,0.28093510829461554,0.14612891118659793,0.055618340788259495,0.5272528956278565,0.1362868239224072,0.27372042578672695,0.030152325839708578,0.46840282940502564,0.3919433062335894,0.44954003792860237,0.4509720199894055,0.5161889602325231,0.4497791008258047,0.6578933183837894,0.05308698461008429,0.49080064880008917,0.16754818871547433,0.06291988955469208,0.5898844742361835,0.4732637141014005,0.13654411620007648,0.13699777094288215,0.13682997363531482,0.457019554096109,0.4955847185177378,0.1461582883937826,0.05368306191530499,0.5221256932738961
1639755291.055,0.050556132877232415,0.05471814904064055,0.030322050589621962,0.4555151834749839,0.48864825779640464,0.05160210832470893,0.05011944974783439,0.26004479786751056,0.14585697098594577,0.5232948542910054,0.23923830605912494,0.474520630677837,0.28093510829461554,0.14612891118659793,0.055618340788259495,0.5272528956278565,0.1362868239224072,0.27372042578672695,0.030152325839708578,0.46840282940502564,0.3919433062335894,0.44954003792860237,0.4509720199894055,0.5161889602325231,0.4497791008258047,0.6578933183837894,0.05308698461008429,0.49080064880008917,0.16754818871547433,0.06291988955469208,0.5898844742361835,0.4732637141014005,0.13654411620007648,0.13699777094288215,0.13682997363531482,0.457019554096109,0.4955847185177378,0.1461582883937826,0.05368306191530499,0.5221256932738961
1639755306.086,0.05052644393275038,0.05425638030583512,0.03034843877407532,0.4546366912444467,0.4855107209029162,0.0518012840106519,0.052150006020060174,0.25643099834002464,0.1451856031483824,0.5230272180402676,0.23688476053373775,0.503680500060107,0.2805401381780956,0.14557289865241776,0.05578900090444569,0.5281373849961571,0.13615066349548252,0.2642090661838592,0.030128705149200387,0.520352734239534,0.4182226750724973,0.4495284917784379,0.45111200753165825,0.5173555224526699,0.47266935421093964,0.6540980171966797,0.053338203695140085,0.4793056237223651,0.1503632987118561,0.06259334573636866,0.5964474059472226,0.47509963981809644,0.1373734091200321,0.13090414541922923,0.13503771255533348,0.4819556531420141,0.49304256911123445,0.1449721717643137,0.053354616332306315,0.5228945029000726
