"Time","pod:cartservice-w1-86744bdcbd-5nnmw_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-grz28_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-jcxwb_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-tm94m_service:frontend_node:worker--3","pod:recommendationservice-w1-5c774597c5-v2flz_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-6clgf_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-24dkn_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-vnm8h_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-dlnmn_service:recommendationservice_node:worker--3","pod:frontend-w2-6646bc856b-szwb9_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-wf594_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w1-5c774597c5-wzzbt_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-44bv8_service:frontend_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-w2jth_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-r44rs_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w2-6646bc856b-bcmfs_service:frontend_node:worker--2.novalocal","pod:adservice-w1-5c67ddfffc-f2rhk_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-n4cb2_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-kckkb_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-lxjr8_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-n9nvb_service:currencyservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-q5wlc_service:frontend_node:worker--3","pod:currencyservice-w2-649d8c7669-j8mqc_service:currencyservice_node:worker--2.novalocal","pod:frontend-w4-777d8d5dcb-mdmqb_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-ws2qb_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-g5t6x_service:frontend_node:worker--3","pod:currencyservice-w2-649d8c7669-4j4s7_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-625vs_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-5j929_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w1-599b6846df-mjx8b_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-x7q6p_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w4-66565874fb-j5lpm_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-gqv5t_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-qw8ht_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-7cwxw_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-jvtxl_service:productcatalogservice_node:worker--3","pod:currencyservice-w2-649d8c7669-4kl6z_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-qs4p5_service:frontend_node:worker--2.novalocal"
1642150549.151,0.40237898943003925,0.39681957929689227,0.0828785928611737,0.3090713228679711,0.010883615530479732,0.3919683808214436,0.01097884663796785,0.3396129884961945,0.00942788021618432,0.3366254526769043,0.09231227697231897,0.011200929482915135,0.3366944535942793,0.33372996131787813,0.009762517456308054,0.33861656497625003,0.3901128592326041,0.4041005765995158,0.0789307784550881,0.03934661984327115,0.3883092928392303,0.3063680206138658,0.42445625693529887,0.33583658910090164,0.33138664064098833,0.3001134310562905,0.41644573753274794,0.34689844404074854,0.010756243419701488,0.3654137920006562,0.07834182742860321,0.08240924530150698,0.3396207100926639,0.33962219768026003,0.29538261567855695,0.07113050761528308,0.3899726095083397,0.3710070577421647
1642150564.188,0.45530419528741684,0.4461818225354805,0.09133949810418338,0.33144868131815763,0.010688367861214996,0.4432668891772049,0.010633163971469626,0.38338393476616905,0.00884655167516551,0.39150339448097415,0.11353909802675904,0.010844526403528365,0.37861377674627406,0.3757762126946894,0.009326680459681888,0.4167930618734677,0.440868148142859,0.45382528958916407,0.08987177466486665,0.043543173244003426,0.4367536047135275,0.34877347326025243,0.4746951075523368,0.38028879884021916,0.3916024538672506,0.34327840333779336,0.47898634742450213,0.3869081719940278,0.009971124922174899,0.4133690466858114,0.0878623190362613,0.09277823174560099,0.3875705885808577,0.3843367838849162,0.354106967626479,0.0797524301580345,0.46656072909479235,0.3883047647302792
1642150579.217,0.45530419528741684,0.4461818225354805,0.09133949810418338,0.33144868131815763,0.010688367861214996,0.4432668891772049,0.010633163971469626,0.38338393476616905,0.00884655167516551,0.39150339448097415,0.11353909802675904,0.010844526403528365,0.37861377674627406,0.3757762126946894,0.009326680459681888,0.4167930618734677,0.440868148142859,0.45382528958916407,0.08987177466486665,0.043543173244003426,0.4367536047135275,0.34877347326025243,0.4746951075523368,0.38028879884021916,0.3916024538672506,0.34327840333779336,0.47898634742450213,0.3869081719940278,0.009971124922174899,0.4133690466858114,0.0878623190362613,0.09277823174560099,0.3875705885808577,0.3843367838849162,0.354106967626479,0.0797524301580345,0.46656072909479235,0.3883047647302792
1642150594.233,0.48766686242912993,0.4684958642055288,0.09394674436421327,0.37285517416728536,0.010290443150093418,0.46438395741405764,0.010338257058387885,0.41050360680931586,0.008359693700617142,0.42955045934382663,0.10846650305074199,0.010487326162176507,0.4048251358034069,0.40221686379957167,0.009114177872694904,0.4452251648878003,0.4535235002964244,0.4780889045412904,0.09280465580062269,0.04638976574309758,0.4582490826472863,0.3738461876672085,0.49706521195013026,0.4066974500480338,0.3983114449863785,0.37408484932779806,0.4869467342077046,0.44278585391608477,0.01000115445829301,0.44265146307308323,0.091704349156123,0.09324248898715735,0.40335960583941044,0.4147621238425482,0.3772337427340785,0.08155018797624204,0.4858527749635257,0.4181090313244581
1642150609.264,0.48766686242912993,0.4684958642055288,0.09394674436421327,0.37285517416728536,0.010290443150093418,0.46438395741405764,0.010338257058387885,0.41050360680931586,0.008359693700617142,0.42955045934382663,0.10846650305074199,0.010487326162176507,0.4048251358034069,0.40221686379957167,0.009114177872694904,0.4452251648878003,0.4535235002964244,0.4780889045412904,0.09280465580062269,0.04638976574309758,0.4582490826472863,0.3738461876672085,0.49706521195013026,0.4066974500480338,0.3983114449863785,0.37408484932779806,0.4869467342077046,0.44278585391608477,0.01000115445829301,0.44265146307308323,0.091704349156123,0.09324248898715735,0.40335960583941044,0.4147621238425482,0.3772337427340785,0.08155018797624204,0.4858527749635257,0.4181090313244581
1642150624.29,0.49053314472599907,0.4692856542656392,0.09381654541845556,0.3739325289035314,0.010244778418554491,0.4665708810245236,0.010288285619097197,0.4119506064913896,0.008772858891602063,0.4149034188718412,0.11479651047033866,0.0106185045005994,0.40628057394681677,0.40392852030180504,0.009088569807437158,0.41799145464334675,0.44448731956805493,0.48090180319105513,0.09260190011201835,0.04703357067712294,0.46091615364641625,0.367481736662565,0.486299809696195,0.4092141962135754,0.39714760210021227,0.3747831226153442,0.47655504588064446,0.4472183692191625,0.01062965468564982,0.44478615051652237,0.09211441890456168,0.0925799340949962,0.41413042966841945,0.41464367550786374,0.3776912954497904,0.08126089793724073,0.5067928474309517,0.45269892174988047
1642150639.326,0.49053314472599907,0.4692856542656392,0.09381654541845556,0.3739325289035314,0.010244778418554491,0.4665708810245236,0.010288285619097197,0.4119506064913896,0.008772858891602063,0.4149034188718412,0.11479651047033866,0.0106185045005994,0.40628057394681677,0.40392852030180504,0.009088569807437158,0.41799145464334675,0.44448731956805493,0.48090180319105513,0.09260190011201835,0.04703357067712294,0.46091615364641625,0.367481736662565,0.486299809696195,0.4092141962135754,0.39714760210021227,0.3747831226153442,0.47655504588064446,0.4472183692191625,0.01062965468564982,0.44478615051652237,0.09211441890456168,0.0925799340949962,0.41413042966841945,0.41464367550786374,0.3776912954497904,0.08126089793724073,0.5067928474309517,0.45269892174988047
1642150654.35,0.4903616284766478,0.46972092449426006,0.09365135515081678,0.37497788401252585,0.010260403643923879,0.46769120395023145,0.010175336068902337,0.412812908487754,0.008767225071894215,0.4183789351767414,0.10541532258166728,0.010529754112237407,0.4068687512825248,0.40479733357495945,0.009148969793993472,0.44943740250399855,0.43485806885086975,0.4806999971645044,0.09322042517145862,0.04706292516196085,0.46408646300019807,0.37545175157914856,0.5159680811782981,0.4095034448570933,0.415904019488349,0.37681813624929245,0.5118336377793332,0.4471673050674847,0.010249948639287403,0.4474609581360012,0.09248713580344373,0.09317950576660385,0.3984191362964651,0.4155415244310037,0.37856437655156955,0.07859258628245863,0.5151631517784419,0.453496196707929
1642150669.378,0.4903616284766478,0.46972092449426006,0.09365135515081678,0.37497788401252585,0.010260403643923879,0.46769120395023145,0.010175336068902337,0.412812908487754,0.008767225071894215,0.4183789351767414,0.10541532258166728,0.010529754112237407,0.4068687512825248,0.40479733357495945,0.009148969793993472,0.44943740250399855,0.43485806885086975,0.4806999971645044,0.09322042517145862,0.04706292516196085,0.46408646300019807,0.37545175157914856,0.5159680811782981,0.4095034448570933,0.415904019488349,0.37681813624929245,0.5118336377793332,0.4471673050674847,0.010249948639287403,0.4474609581360012,0.09248713580344373,0.09317950576660385,0.3984191362964651,0.4155415244310037,0.37856437655156955,0.07859258628245863,0.5151631517784419,0.453496196707929
1642150684.405,0.4922791815838202,0.46986018144347624,0.09332274801752029,0.37570901267506335,0.010179486806980631,0.4673396751139371,0.010309134716020048,0.41116999082463057,0.008358215504498006,0.4464064599368783,0.11235711398576638,0.01038195981113111,0.40462843092173983,0.40377418104280194,0.009302930625148084,0.42265591615428877,0.43280728113861533,0.4812786635974996,0.09373876366386066,0.04737510499061644,0.46286830443134486,0.36698080018916107,0.47765625614015006,0.40869593560198697,0.38784104879002435,0.37672558323506317,0.5265406210044137,0.412166019905801,0.009858714764330652,0.44814982133495795,0.09313632902358181,0.09372238650647523,0.40434590428172973,0.41606384876967983,0.3796330685295328,0.07783570233849199,0.514848102337451,0.41428612558188993
