"Time","pod:frontend-w1-777d8d5dcb-cm9tg_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-mqbzf_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-xp7hk_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-d7c8j_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-8sm5g_service:recommendationservice_node:worker--2","pod:productcatalogservice-w3-5d9b8d854-r9gwc_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-6j7zv_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w3-6646bc856b-vrcwl_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w1-5bbcb977f8-fl5b4_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-f82gb_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-vdsd8_service:productcatalogservice_node:worker--2","pod:currencyservice-w1-6f8d8654c5-29rt7_service:currencyservice_node:worker--1.novalocal","pod:frontend-w4-599b6846df-wvz4b_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-czz7x_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-gs464_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-r8cw1_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-w4lc8_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-pxskf_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-f29s5_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-lk9r8_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w3-649d8c7669-rkj9j_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-74sh4_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-qnwd9_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-h4lnh_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-qqn8r_service:recommendationservice_node:worker--3.novalocal","pod:cartservice-w1-59ff89795c-675p2_service:cartservice_node:worker--1.novalocal","pod:frontend-w4-599b6846df-jnflr_service:frontend_node:worker--4.novalocal","pod:adservice-w1-9f97cf96-tkkcj_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-vkwx5_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-qwkbt_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-5k6bx_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-xcqgc_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-2xlhr_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-zn6q4_service:currencyservice_node:worker--2","pod:currencyservice-w2-656689488c-zn9qt_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-xhbx4_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-j6bvx_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-8r2ks_service:currencyservice_node:worker--4.novalocal"
1642086025.084,0.4388380682125511,0.09908727531065536,0.04565153040252436,0.32823163177968195,0.009342663855801344,0.11015766494103155,0.010076931417906537,0.3879164820979166,0.009911949363732814,0.3363651746523059,0.07655999066117733,0.49763566451455415,0.35609266176961535,0.07923747324597995,0.009927208205287906,0.386254035174176,0.3420869579922017,0.4812176383351885,0.3898558896604167,0.3938109452071521,0.4332324157396876,0.3980632343127611,0.010069574517737842,0.42352064678947976,0.010817667537340588,0.49937956610582557,0.353947200705118,0.4843522492718002,0.09900343532202593,0.49394452420014345,0.3511592408290151,0.34663142187241025,0.09867109612921184,0.3950160948307541,0.38659924008286817,0.3278792522356925,0.41787932195941513,0.402801656309729
1642086040.101,0.4388380682125511,0.09908727531065536,0.04565153040252436,0.32823163177968195,0.009342663855801344,0.11015766494103155,0.010076931417906537,0.3879164820979166,0.009911949363732814,0.3363651746523059,0.07655999066117733,0.49763566451455415,0.35609266176961535,0.07923747324597995,0.009927208205287906,0.386254035174176,0.3420869579922017,0.4812176383351885,0.3898558896604167,0.3938109452071521,0.4332324157396876,0.3980632343127611,0.010069574517737842,0.42352064678947976,0.010817667537340588,0.49937956610582557,0.353947200705118,0.4843522492718002,0.09900343532202593,0.49394452420014345,0.3511592408290151,0.34663142187241025,0.09867109612921184,0.3950160948307541,0.38659924008286817,0.3278792522356925,0.41787932195941513,0.402801656309729
1642086055.127,0.4768713144144867,0.10326432750876234,0.04594741800876455,0.3395692323633307,0.009069997781040772,0.10903312956081213,0.009478067809921605,0.4455764221049109,0.009781112663121296,0.3632442454586894,0.07769272647936823,0.5322537069932429,0.387798385838384,0.08518358751044916,0.009682530197006791,0.4198518263344743,0.3720922455979784,0.4986309831610876,0.42936058083301243,0.4278220169524281,0.5021445036073983,0.4237690602355906,0.009813864310338836,0.4320085604700477,0.011413984787021852,0.528640765971925,0.3847789418514348,0.5081763820520009,0.10083183347597494,0.5306774880438826,0.3823257945897308,0.3771549419421839,0.1018655447023223,0.4193990815338251,0.4223953714782802,0.38201284800714114,0.44677617645567097,0.4280577243448118
1642086070.159,0.4768713144144867,0.10326432750876234,0.04594741800876455,0.3395692323633307,0.009069997781040772,0.10903312956081213,0.009478067809921605,0.4455764221049109,0.009781112663121296,0.3632442454586894,0.07769272647936823,0.5322537069932429,0.387798385838384,0.08518358751044916,0.009682530197006791,0.4198518263344743,0.3720922455979784,0.4986309831610876,0.42936058083301243,0.4278220169524281,0.5021445036073983,0.4237690602355906,0.009813864310338836,0.4320085604700477,0.011413984787021852,0.528640765971925,0.3847789418514348,0.5081763820520009,0.10083183347597494,0.5306774880438826,0.3823257945897308,0.3771549419421839,0.1018655447023223,0.4193990815338251,0.4223953714782802,0.38201284800714114,0.44677617645567097,0.4280577243448118
1642086085.198,0.4756474395733774,0.1035830602935513,0.04557248657930331,0.3748516051951649,0.00910896633950257,0.10970803093883173,0.009482625822093306,0.4211965120286143,0.00989613740401319,0.36895208903575616,0.08165427599109625,0.5320640227094168,0.38549733125319097,0.08458802013509581,0.009906086660906257,0.41642738073879915,0.3785374276472027,0.5260469731544263,0.4355066473630541,0.4264456085018568,0.5254450970103564,0.4221223686186447,0.009769820762855977,0.4370678590583224,0.011097343200133761,0.526693025870308,0.3828578730866151,0.4954598499224334,0.10130803352638429,0.5114130891400444,0.3799058782658365,0.3758457199633416,0.10265169027446794,0.4173092985686492,0.42018575336100655,0.3806555045058082,0.41433112088416113,0.42593549561797384
1642086100.26,0.4756474395733774,0.1035830602935513,0.04557248657930331,0.3748516051951649,0.00910896633950257,0.10970803093883173,0.009482625822093306,0.4211965120286143,0.00989613740401319,0.36895208903575616,0.08165427599109625,0.5320640227094168,0.38549733125319097,0.08458802013509581,0.009906086660906257,0.41642738073879915,0.3785374276472027,0.5260469731544263,0.4355066473630541,0.4264456085018568,0.5254450970103564,0.4221223686186447,0.009769820762855977,0.4370678590583224,0.011097343200133761,0.526693025870308,0.3828578730866151,0.4954598499224334,0.10130803352638429,0.5114130891400444,0.3799058782658365,0.3758457199633416,0.10265169027446794,0.4173092985686492,0.42018575336100655,0.3806555045058082,0.41433112088416113,0.42593549561797384
1642086115.284,0.4763720390982919,0.10331631293985155,0.045415094150379,0.3664399959859865,0.009063120149216942,0.1128002430661656,0.009471455616972872,0.420573990156361,0.0097929182805713,0.3686842860018728,0.08162532074755324,0.5331437897120654,0.38572293238990635,0.08456725282854222,0.009911584984213578,0.41691355851813694,0.37174153703468393,0.5081738636234915,0.42891887670732665,0.42656218032700777,0.5256907708939706,0.4216007659820675,0.009781556911339792,0.4159945384694179,0.011200883216389537,0.5266408691546622,0.38329246786168364,0.4875220383855582,0.1018210200812378,0.4702003181322776,0.38113158481939874,0.37675077209918395,0.10294235627767162,0.41768671109335065,0.4197384856752679,0.38105405561757305,0.44637500399834046,0.427096900177415
1642086130.332,0.4763720390982919,0.10331631293985155,0.045415094150379,0.3664399959859865,0.009063120149216942,0.1128002430661656,0.009471455616972872,0.420573990156361,0.0097929182805713,0.3686842860018728,0.08162532074755324,0.5331437897120654,0.38572293238990635,0.08456725282854222,0.009911584984213578,0.41691355851813694,0.37174153703468393,0.5081738636234915,0.42891887670732665,0.42656218032700777,0.5256907708939706,0.4216007659820675,0.009781556911339792,0.4159945384694179,0.011200883216389537,0.5266408691546622,0.38329246786168364,0.4875220383855582,0.1018210200812378,0.4702003181322776,0.38113158481939874,0.37675077209918395,0.10294235627767162,0.41768671109335065,0.4197384856752679,0.38105405561757305,0.44637500399834046,0.427096900177415
1642086145.352,0.47677765346143247,0.1038667995102797,0.04557168672983065,0.3744262418426258,0.009037384861017532,0.11271614409863626,0.009658336277617073,0.4141128686836489,0.009969168948744972,0.3499577809557914,0.08071944246785084,0.5340900547760279,0.38563922321222793,0.08486073308757965,0.009966605453139779,0.41645948497031016,0.37089561812095095,0.5248474523048143,0.43791476505640897,0.4266260467862924,0.47759965264215587,0.42169326347109276,0.009820299312653947,0.4242612380737496,0.011609496242439376,0.5267956054634017,0.38452713613797745,0.4856269893814874,0.1025829639160807,0.4826355811397024,0.3813652871539297,0.3769207419960866,0.10340158524179045,0.4051994281781316,0.4019320614892711,0.37913995886205853,0.4143541863908095,0.4260637483686272
1642086160.374,0.47677765346143247,0.1038667995102797,0.04557168672983065,0.3744262418426258,0.009037384861017532,0.11271614409863626,0.009658336277617073,0.4141128686836489,0.009969168948744972,0.3499577809557914,0.08071944246785084,0.5340900547760279,0.38563922321222793,0.08486073308757965,0.009966605453139779,0.41645948497031016,0.37089561812095095,0.5248474523048143,0.43791476505640897,0.4266260467862924,0.47759965264215587,0.42169326347109276,0.009820299312653947,0.4242612380737496,0.011609496242439376,0.5267956054634017,0.38452713613797745,0.4856269893814874,0.1025829639160807,0.4826355811397024,0.3813652871539297,0.3769207419960866,0.10340158524179045,0.4051994281781316,0.4019320614892711,0.37913995886205853,0.4143541863908095,0.4260637483686272
