"Time","pod:productcatalogservice-w1-66565874fb-hf4px_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-fwngf_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-57cht_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-98vth_service:frontend_node:worker--3.novalocal","pod:frontend-w4-599b6846df-c58gg_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-jnpqz_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-xgkgk_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-qj624_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-xqz6m_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-k77sf_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-x4png_service:recommendationservice_node:worker--2","pod:recommendationservice-w4-5c774597c5-k6j92_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-75cr9_service:currencyservice_node:worker--2","pod:currencyservice-w2-656689488c-wl7gn_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-lcl78_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-d5ng9_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-8tlxq_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-fkbpj_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-sr55r_service:currencyservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-jdwlr_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w3-5d9b8d854-7zspx_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-fp2qp_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-cd78b8fd6-mr728_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-4xw8p_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-dlmnv_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-rbts5_service:currencyservice_node:worker--3.novalocal","pod:adservice-w1-9f97cf96-9hcrx_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-t2pj7_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-4ncph_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-ph5m6_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-cb78n_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-gqjk7_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-pz5x7_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-sm27l_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-6d9wv_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-pjr8c_service:frontend_node:worker--2","pod:cartservice-w1-59ff89795c-wfxrt_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-qsjb9_service:recommendationservice_node:worker--1.novalocal"
1642083416.151,0.10066316427823715,0.4557227510189623,0.3893308200108725,0.3827949442528343,0.34161815114287375,0.08093973176623936,0.43318789772621313,0.01055505882509781,0.044866625998624406,0.32798306837311636,0.009548204049255032,0.00958055639653645,0.36427578543770206,0.3641378886873906,0.334271978052712,0.4568058319510368,0.40181156287943826,0.37082690855965716,0.3768741374881595,0.07572216249217284,0.11955980966511044,0.3848238355208845,0.37942378443264335,0.10104264055857153,0.3267901413325476,0.4193860059618058,0.44246650813958,0.010354355819912871,0.4084254159793912,0.011184933676981996,0.33875867907031226,0.33788628105529556,0.3328496199843452,0.49231740679334746,0.10055296195714353,0.3287589107728329,0.48195587829295927,0.010094287023557216
1642083431.185,0.10066316427823715,0.4557227510189623,0.3893308200108725,0.3827949442528343,0.34161815114287375,0.08093973176623936,0.43318789772621313,0.01055505882509781,0.044866625998624406,0.32798306837311636,0.009548204049255032,0.00958055639653645,0.36427578543770206,0.3641378886873906,0.334271978052712,0.4568058319510368,0.40181156287943826,0.37082690855965716,0.3768741374881595,0.07572216249217284,0.11955980966511044,0.3848238355208845,0.37942378443264335,0.10104264055857153,0.3267901413325476,0.4193860059618058,0.44246650813958,0.010354355819912871,0.4084254159793912,0.011184933676981996,0.33875867907031226,0.33788628105529556,0.3328496199843452,0.49231740679334746,0.10055296195714353,0.3287589107728329,0.48195587829295927,0.010094287023557216
1642083446.218,0.10595465358907066,0.4890327393211427,0.43174816097766844,0.43982156379398085,0.3733442708506876,0.08452601146957603,0.47615337043878203,0.010507660844061028,0.046014505593410956,0.36401056310562824,0.009070463889345442,0.009172413395365979,0.4086223831664278,0.4084602541903868,0.36713310277876743,0.5152825487409787,0.44871774642046985,0.3931210564318183,0.409838233780186,0.08238603880243452,0.11673052396118547,0.41191991456708565,0.4085053248134177,0.10446713221184464,0.34689774565005826,0.46163324728122057,0.4280481462561816,0.010204038479790675,0.4409042126692407,0.01119851559612017,0.3702643473977738,0.3713627839452362,0.36677784652489254,0.5315665303919781,0.10474213581297355,0.363979968017787,0.5134493047747143,0.009909859024960648
1642083461.27,0.10595465358907066,0.4890327393211427,0.43174816097766844,0.43982156379398085,0.3733442708506876,0.08452601146957603,0.47615337043878203,0.010507660844061028,0.046014505593410956,0.36401056310562824,0.009070463889345442,0.009172413395365979,0.4086223831664278,0.4084602541903868,0.36713310277876743,0.5152825487409787,0.44871774642046985,0.3931210564318183,0.409838233780186,0.08238603880243452,0.11673052396118547,0.41191991456708565,0.4085053248134177,0.10446713221184464,0.34689774565005826,0.46163324728122057,0.4280481462561816,0.010204038479790675,0.4409042126692407,0.01119851559612017,0.3702643473977738,0.3713627839452362,0.36677784652489254,0.5315665303919781,0.10474213581297355,0.363979968017787,0.5134493047747143,0.009909859024960648
1642083476.295,0.10555873507041227,0.49405194295716875,0.4275546273351646,0.4072788201710191,0.37266611456678944,0.08438209326642229,0.4733671852961472,0.010401922129530384,0.04575959602431749,0.36285414776762515,0.00924415339083854,0.009131066359571807,0.4053993310940265,0.40479993251371577,0.3677861883555048,0.4753199100212738,0.44721112433292454,0.39125034036605766,0.36698614742675995,0.08265113223871898,0.11856335668264792,0.40908736090204656,0.4066105913174878,0.10387444630230938,0.3627292594042783,0.49817938919768434,0.46223686827407234,0.01023694096620138,0.43910676664607406,0.011177238727357522,0.37089536847172755,0.3695392052410169,0.36584182975054924,0.528350388700197,0.10440739324266962,0.36351189890053015,0.5114060394414595,0.010025501749517707
1642083491.352,0.10555873507041227,0.49405194295716875,0.4275546273351646,0.4072788201710191,0.37266611456678944,0.08438209326642229,0.4733671852961472,0.010401922129530384,0.04575959602431749,0.36285414776762515,0.00924415339083854,0.009131066359571807,0.4053993310940265,0.40479993251371577,0.3677861883555048,0.4753199100212738,0.44721112433292454,0.39125034036605766,0.36698614742675995,0.08265113223871898,0.11856335668264792,0.40908736090204656,0.4066105913174878,0.10387444630230938,0.3627292594042783,0.49817938919768434,0.46223686827407234,0.01023694096620138,0.43910676664607406,0.011177238727357522,0.37089536847172755,0.3695392052410169,0.36584182975054924,0.528350388700197,0.10440739324266962,0.36351189890053015,0.5114060394414595,0.010025501749517707
1642083506.372,0.10537018930141474,0.5070531076207254,0.41823238343075775,0.42755662625063917,0.373816826430342,0.08497249550744712,0.4726703477779186,0.010278070244044181,0.04494470790710554,0.364525151243386,0.009169540130196175,0.009117662459463147,0.38982509035704704,0.40325089697819083,0.37471887352333016,0.5154394973221963,0.4168949444609036,0.3915947373728642,0.40579035342761627,0.07820689638848893,0.11564749444388403,0.4098585296469834,0.40720987281833404,0.1036616385664027,0.3542971120029911,0.511459414762447,0.5118010193667064,0.01018260661125625,0.4409132634777231,0.01163823606340118,0.3720242911139781,0.3713747284281188,0.3670346495413858,0.5278603634546142,0.10443898237919969,0.3450995727777488,0.5081598260201508,0.009977651031495128
1642083521.399,0.10537018930141474,0.5070531076207254,0.41823238343075775,0.42755662625063917,0.373816826430342,0.08497249550744712,0.4726703477779186,0.010278070244044181,0.04494470790710554,0.364525151243386,0.009169540130196175,0.009117662459463147,0.38982509035704704,0.40325089697819083,0.37471887352333016,0.5154394973221963,0.4168949444609036,0.3915947373728642,0.40579035342761627,0.07820689638848893,0.11564749444388403,0.4098585296469834,0.40720987281833404,0.1036616385664027,0.3542971120029911,0.511459414762447,0.5118010193667064,0.01018260661125625,0.4409132634777231,0.01163823606340118,0.3720242911139781,0.3713747284281188,0.3670346495413858,0.5278603634546142,0.10443898237919969,0.3450995727777488,0.5081598260201508,0.009977651031495128
1642083536.619,0.10568515814176252,0.49448732041219307,0.3915032271072396,0.42573904417427705,0.37554315830180185,0.08457084740746859,0.4744891451564215,0.010531427220247297,0.04512477570048446,0.35913841287349507,0.009327811573054404,0.009215385049119751,0.4053321289177873,0.4051395476406723,0.376874281709669,0.4961185328337283,0.4050235009244122,0.3930981492448071,0.3919480839918874,0.08321826057844854,0.12201838134319001,0.410651889468987,0.40734049867107436,0.1044859944508976,0.36481905777718326,0.4951209077424932,0.5124891756893873,0.010234276172650249,0.41952911393696624,0.01158026445293367,0.3731603082995075,0.37299165395319533,0.3683338191220781,0.5301433638711813,0.10379279809968783,0.3642982007645584,0.5126374061603193,0.010209586205907256
1642083551.686,0.10568515814176252,0.49448732041219307,0.3915032271072396,0.42573904417427705,0.37554315830180185,0.08457084740746859,0.4744891451564215,0.010531427220247297,0.04512477570048446,0.35913841287349507,0.009327811573054404,0.009215385049119751,0.4053321289177873,0.4051395476406723,0.376874281709669,0.4961185328337283,0.4050235009244122,0.3930981492448071,0.3919480839918874,0.08321826057844854,0.12201838134319001,0.410651889468987,0.40734049867107436,0.1044859944508976,0.36481905777718326,0.4951209077424932,0.5124891756893873,0.010234276172650249,0.41952911393696624,0.01158026445293367,0.3731603082995075,0.37299165395319533,0.3683338191220781,0.5301433638711813,0.10379279809968783,0.3642982007645584,0.5126374061603193,0.010209586205907256
