"Time","pod:frontend-w3-6646bc856b-j7ssc_service:frontend_node:worker--3.novalocal","pod:frontend-w4-599b6846df-jpsbh_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-8hk4x_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-gfsch_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-kvh6l_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-kqt54_service:currencyservice_node:worker--2","pod:currencyservice-w2-656689488c-m89dn_service:currencyservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-64tvb_service:productcatalogservice_node:worker--2","pod:frontend-w3-6646bc856b-wwpc5_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-nff9n_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-lf55k_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-m4s48_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-8gr86_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-s6j7x_service:frontend_node:worker--2","pod:currencyservice-w4-cd78b8fd6-dh64p_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-rvt9b_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-2mfgs_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w1-9f97cf96-npv5n_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-jcbzz_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-cxfpm_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-649d8c7669-xcl9v_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-vbhsj_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-hv4dn_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-lcsk4_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-4gw7z_service:recommendationservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-pmjxq_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w1-5bbcb977f8-nj5ff_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-v5rfr_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-bnhp8_service:frontend_node:worker--2","pod:frontend-w2-8ddd87c7b-kf9j7_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-vnrxw_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-4r6k9_service:frontend_node:worker--3.novalocal","pod:frontend-w4-599b6846df-g5s96_service:frontend_node:worker--4.novalocal","pod:cartservice-w1-59ff89795c-lbxjv_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w3-5d9b8d854-fxg88_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-djn6l_service:currencyservice_node:worker--4.novalocal","pod:redis-cart-w1-84485f8b85-k5kjt_service:redis-cart_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-kqc7x_service:frontend_node:worker--3.novalocal"
1642084719.824,0.38410863394361994,0.33373487771566546,0.010348611890294708,0.09791392709425076,0.09517676014011639,0.3654267279723771,0.3780578162404026,0.07192923815176747,0.3649628626039534,0.37139645731638105,0.09484465487955324,0.4223004431659808,0.010611746743575784,0.31260007855749844,0.38660072460734796,0.32806272044827445,0.07861808022298739,0.4720859859785434,0.48519711648822095,0.45358420724137005,0.41785028661832996,0.3379548808971962,0.3718022609351548,0.32388672833277776,0.009969235655449691,0.011223099382849239,0.010646781452235462,0.010489809625936422,0.30152498358264795,0.33436246478440707,0.4570327972629526,0.34927448936961847,0.3344364438787728,0.4651225045429828,0.11336688942383044,0.38288125651835725,0.04399447736048361,0.35958765105447354
1642084734.859,0.43395141251767616,0.37450450888117787,0.009783428499400155,0.10390113454691413,0.10351794383937624,0.40945090248406124,0.4083537810706085,0.07917351318530949,0.4180846102949915,0.4221768153504094,0.10491110471453062,0.4731076865507297,0.010247635399538983,0.3695205690989025,0.4333450717988317,0.3663576826096371,0.08669811959628082,0.5226297893293593,0.5404329123873592,0.521218617359209,0.49487003499054016,0.3796208080217058,0.3963190281634272,0.36609577268841714,0.009317967618736891,0.011114205605604107,0.010348923112774588,0.010202898409188251,0.35632040020070654,0.35982642614784,0.49071726151179657,0.4435298733817208,0.38194082208079355,0.5192910502230388,0.11937233526152698,0.4221588899315952,0.047228373803441234,0.43412054284882035
1642084749.958,0.43395141251767616,0.37450450888117787,0.009783428499400155,0.10390113454691413,0.10351794383937624,0.40945090248406124,0.4083537810706085,0.07917351318530949,0.4180846102949915,0.4221768153504094,0.10491110471453062,0.4731076865507297,0.010247635399538983,0.3695205690989025,0.4333450717988317,0.3663576826096371,0.08669811959628082,0.5226297893293593,0.5404329123873592,0.521218617359209,0.49487003499054016,0.3796208080217058,0.3963190281634272,0.36609577268841714,0.009317967618736891,0.011114205605604107,0.010348923112774588,0.010202898409188251,0.35632040020070654,0.35982642614784,0.49071726151179657,0.4435298733817208,0.38194082208079355,0.5192910502230388,0.11937233526152698,0.4221588899315952,0.047228373803441234,0.43412054284882035
1642084765,0.4155596961754686,0.38654806487561505,0.009806694957941436,0.10445857390407444,0.10388780280578515,0.4057625590847432,0.4237548561006026,0.07798572962166042,0.4080850947755724,0.42875855305195343,0.10511486268088624,0.4897345738275959,0.010379087179360378,0.38067293048141826,0.435390119708405,0.3790640393983148,0.08722569042732727,0.5208226220600731,0.5513352837824769,0.48933083296159674,0.5092999662985302,0.3905530791282724,0.4220685621967718,0.37619604578376314,0.008035667853809263,0.011494200025767995,0.010221451752999874,0.010087715994255191,0.37311762643956603,0.3855292772648181,0.5312782453551538,0.4415738534369721,0.39315641286967,0.5286218804098253,0.12260585992971607,0.4315508227209891,0.04699845085122709,0.4281624973383803
1642084780.02,0.4155596961754686,0.38654806487561505,0.009806694957941436,0.10445857390407444,0.10388780280578515,0.4057625590847432,0.4237548561006026,0.07798572962166042,0.4080850947755724,0.42875855305195343,0.10511486268088624,0.4897345738275959,0.010379087179360378,0.38067293048141826,0.435390119708405,0.3790640393983148,0.08722569042732727,0.5208226220600731,0.5513352837824769,0.48933083296159674,0.5092999662985302,0.3905530791282724,0.4220685621967718,0.37619604578376314,0.008035667853809263,0.011494200025767995,0.010221451752999874,0.010087715994255191,0.37311762643956603,0.3855292772648181,0.5312782453551538,0.4415738534369721,0.39315641286967,0.5286218804098253,0.12260585992971607,0.4315508227209891,0.04699845085122709,0.4281624973383803
1642084795.05,0.427823148252374,0.3860210817166507,0.009905837259118557,0.10418156215886906,0.10462718409405666,0.4057214722173067,0.4220213189013869,0.082803200062737,0.42760283712447733,0.42780669254201137,0.1054010972365761,0.4909943430884344,0.010400432034773113,0.36253348108152056,0.43449246624505,0.37915210785286424,0.0881604322057819,0.512226912265017,0.5518968448608124,0.48548504101205403,0.5116899756772268,0.3911704326823705,0.4208116644201929,0.36809881967524954,0.009172929549126286,0.011475049100048245,0.01006662089175396,0.010103491333164115,0.35019447532020304,0.3840764508394414,0.5141009850871618,0.42380624016590496,0.3936014638652404,0.5268910654750258,0.11929483339102331,0.4304292947272183,0.04650311475960018,0.433794817485873
1642084810.094,0.427823148252374,0.3860210817166507,0.009905837259118557,0.10418156215886906,0.10462718409405666,0.4057214722173067,0.4220213189013869,0.082803200062737,0.42760283712447733,0.42780669254201137,0.1054010972365761,0.4909943430884344,0.010400432034773113,0.36253348108152056,0.43449246624505,0.37915210785286424,0.0881604322057819,0.512226912265017,0.5518968448608124,0.48548504101205403,0.5116899756772268,0.3911704326823705,0.4208116644201929,0.36809881967524954,0.009172929549126286,0.011475049100048245,0.01006662089175396,0.010103491333164115,0.35019447532020304,0.3840764508394414,0.5141009850871618,0.42380624016590496,0.3936014638652404,0.5268910654750258,0.11929483339102331,0.4304292947272183,0.04650311475960018,0.433794817485873
1642084825.111,0.3961835028952928,0.3866207193798954,0.009780143879906833,0.1045563944993291,0.10488397447319261,0.4211826279787421,0.42330370940637774,0.08346499127504545,0.4169716216144824,0.42702804934229766,0.10540573303033102,0.4908997587733476,0.010480902310455882,0.364505093912372,0.43462641448171924,0.3795631368100068,0.08832766982968147,0.5058189554666079,0.5528497454230777,0.5036470538783486,0.5036171602122747,0.3908222642791451,0.42162752088936395,0.3767332298510987,0.009293003573683362,0.01103875211280524,0.009998936364789272,0.010157900724761214,0.3577239746105535,0.3864939273338049,0.49979187533239966,0.40717024940262125,0.39276390032038594,0.5267988367279015,0.11523794420388447,0.43040608950538006,0.04637979533360298,0.4569855076251948
1642084840.146,0.3961835028952928,0.3866207193798954,0.009780143879906833,0.1045563944993291,0.10488397447319261,0.4211826279787421,0.42330370940637774,0.08346499127504545,0.4169716216144824,0.42702804934229766,0.10540573303033102,0.4908997587733476,0.010480902310455882,0.364505093912372,0.43462641448171924,0.3795631368100068,0.08832766982968147,0.5058189554666079,0.5528497454230777,0.5036470538783486,0.5036171602122747,0.3908222642791451,0.42162752088936395,0.3767332298510987,0.009293003573683362,0.01103875211280524,0.009998936364789272,0.010157900724761214,0.3577239746105535,0.3864939273338049,0.49979187533239966,0.40717024940262125,0.39276390032038594,0.5267988367279015,0.11523794420388447,0.43040608950538006,0.04637979533360298,0.4569855076251948
1642084855.17,0.4172319487501723,0.3860732593961247,0.009764510894602011,0.1046347832322788,0.1045475288881621,0.42257182711911356,0.4234039737481814,0.08156822190828858,0.41302946489880815,0.42670188203236725,0.10442991219914705,0.48982307619785537,0.010436688589242068,0.3817394732499177,0.4331736284680651,0.37941916219045124,0.08835029411463263,0.500136972634272,0.5516350205863527,0.5018566465265812,0.49761479409998455,0.3892956435923382,0.42213001561777863,0.3710547309624458,0.008707714264762067,0.010409009012939677,0.009868093520639923,0.010079357039770115,0.3578456050587856,0.3866171166279233,0.5079796022317109,0.41904161820628916,0.3928692765532516,0.5282779479803831,0.11564318885102931,0.4298936384860743,0.046853558632508376,0.4195377279858171
