"Time","pod:currencyservice-w2-cd78b8fd6-6nv98_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-wlr9m_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-7tkxx_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w4-8ddd87c7b-9hmjs_service:frontend_node:worker--4","pod:productcatalogservice-w1-5d9b8d854-9nxc7_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-zpwwf_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-85jxv_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-mhvk9_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-crxz8_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-w7v5f_service:currencyservice_node:worker--4","pod:productcatalogservice-w4-8649bb655b-k5fzn_service:productcatalogservice_node:worker--4","pod:frontend-w3-777d8d5dcb-mm687_service:frontend_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-tl5x6_service:frontend_node:worker--4","pod:adservice-w1-76766bdfb6-62hgd_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-6d5d8bb6bc-jhrs6_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-649d8c7669-zd6tf_service:currencyservice_node:worker--1.novalocal","pod:frontend-w4-8ddd87c7b-tqswl_service:frontend_node:worker--4","pod:frontend-w2-599b6846df-8vx4n_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-cg24g_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-txffx_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-g4hxs_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-xvbq4_service:currencyservice_node:worker--4","pod:frontend-w1-6646bc856b-xfkp6_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-nbtpc_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-5fdf77f88c-4tq4k_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-599b6846df-276pf_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-8jcnw_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-9wptb_service:frontend_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-xfpp8_service:frontend_node:worker--4","pod:recommendationservice-w4-8597bb459d-bmtcj_service:recommendationservice_node:worker--4","pod:productcatalogservice-w3-66565874fb-s5p4f_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w1-6855bd669b-2bnk5_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-l7kl6_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-hq6kl_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-vl7j2_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-bmh9b_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-hx5ng_service:currencyservice_node:worker--4","pod:productcatalogservice-w1-5d9b8d854-qb5k8_service:productcatalogservice_node:worker--1.novalocal"
1642114852.624,0.37482560982861324,0.3223535248791566,0.0787813944467422,0.2976644822393557,0.0957466178137597,0.09572357869015752,0.3715567130505029,0.3291865983611103,0.40345855509303613,0.3495416204502373,0.06931363410948474,0.33210288775749824,0.3166218356264805,0.4932939320661275,0.45250103859554786,0.523981098887737,0.3121794913336892,0.33017871071875554,0.010880110834744305,0.39905378661540936,0.3440666362993131,0.3515000808570351,0.4538075909797349,0.011729105577231703,0.03462556488490636,0.3233065708431483,0.4011021674037052,0.3338264263289101,0.3029598776751038,0.010111550123426972,0.08459323004191566,0.01143853600389865,0.011034194908613943,0.3711952768762926,0.339494941260718,0.009789657698463447,0.3450789899912827,0.09392216222434058
1642114867.66,0.39515132938617725,0.3556272886250832,0.08768647977703191,0.33696560516991164,0.11103875505229117,0.10465572287276143,0.40092217756282733,0.35678093871345795,0.4217212833388917,0.3796947516457827,0.07805848875407574,0.35860999808729777,0.3506833734272775,0.5427696952517506,0.48538899646541656,0.5994519156807877,0.35576697302790034,0.35565595704350145,0.010422834854496651,0.42335073686892244,0.37128854054294347,0.3843478311084929,0.462850418089375,0.011040522922980165,0.038669446338562556,0.3548373126264645,0.4168797384949119,0.3620644922235527,0.33990412172038587,0.009205141968377125,0.09581307114632534,0.011365799501365216,0.010827731743406024,0.3937836902225307,0.361469242121692,0.00947361366677947,0.3795922298440456,0.11354130414271632
1642114882.677,0.39515132938617725,0.3556272886250832,0.08768647977703191,0.33696560516991164,0.11103875505229117,0.10465572287276143,0.40092217756282733,0.35678093871345795,0.4217212833388917,0.3796947516457827,0.07805848875407574,0.35860999808729777,0.3506833734272775,0.5427696952517506,0.48538899646541656,0.5994519156807877,0.35576697302790034,0.35565595704350145,0.010422834854496651,0.42335073686892244,0.37128854054294347,0.3843478311084929,0.462850418089375,0.011040522922980165,0.038669446338562556,0.3548373126264645,0.4168797384949119,0.3620644922235527,0.33990412172038587,0.009205141968377125,0.09581307114632534,0.011365799501365216,0.010827731743406024,0.3937836902225307,0.361469242121692,0.00947361366677947,0.3795922298440456,0.11354130414271632
1642114897.692,0.41103482273980174,0.37516365777851424,0.09268043494413353,0.3653789746358822,0.1252061255459689,0.11715686298948527,0.4088788405383713,0.38033065802310073,0.4403319394170058,0.3960482778720175,0.08287619893146658,0.38326481830284725,0.36840862240281885,0.4968360494366064,0.5049878894634842,0.5875504146974422,0.37123723067033026,0.3783902202377829,0.010382971734160008,0.43714292651875863,0.39516526360522414,0.3955970310517547,0.5141679812341617,0.011658696248632843,0.036014750776860366,0.3756438890950338,0.43616777100042814,0.38436299091015697,0.3665816469416516,0.009291504298077125,0.09850077097937279,0.010386277641511194,0.011421400263337654,0.41087440952603066,0.3912444405140338,0.009279574217167125,0.3740923259275687,0.12144171960547837
1642114912.711,0.41103482273980174,0.37516365777851424,0.09268043494413353,0.3653789746358822,0.1252061255459689,0.11715686298948527,0.4088788405383713,0.38033065802310073,0.4403319394170058,0.3960482778720175,0.08287619893146658,0.38326481830284725,0.36840862240281885,0.4968360494366064,0.5049878894634842,0.5875504146974422,0.37123723067033026,0.3783902202377829,0.010382971734160008,0.43714292651875863,0.39516526360522414,0.3955970310517547,0.5141679812341617,0.011658696248632843,0.036014750776860366,0.3756438890950338,0.43616777100042814,0.38436299091015697,0.3665816469416516,0.009291504298077125,0.09850077097937279,0.010386277641511194,0.011421400263337654,0.41087440952603066,0.3912444405140338,0.009279574217167125,0.3740923259275687,0.12144171960547837
1642114927.727,0.4097702403325888,0.37459639628562363,0.09308396674952199,0.3565632875345295,0.12511428536786648,0.11755098295922956,0.4090579404434229,0.37892487036633365,0.43915475436733087,0.3956297633055078,0.08559204182102899,0.3834868133553232,0.3700007123138418,0.5230758077389228,0.5027744624159787,0.5896910087988823,0.36230436663752996,0.3782658298587317,0.010277707420688478,0.4369526338397657,0.3949711155738191,0.3958382509463221,0.5156981232179041,0.010570454209635942,0.0374834838261414,0.3754214898313094,0.43744421010758705,0.3849825407704004,0.36614233920776235,0.009225357478069119,0.0982087789516658,0.010478811311402658,0.010220160575527631,0.41059974297361096,0.3917353600989087,0.00923661245171795,0.37744706425805075,0.11347988543648518
1642114942.814,0.4080794698124102,0.37433045441649054,0.09261060847209529,0.3656343547663026,0.1223322496893468,0.12014804717637775,0.4072607541978627,0.37863786741317695,0.43729553253954,0.3948005716987808,0.08594355536251921,0.38280669082009966,0.3682784271734973,0.5298196391403682,0.5075022128855785,0.5661093310054994,0.37186745777411445,0.3768250027213872,0.010256763398940886,0.4344307750188113,0.3933904808253781,0.3850855015999096,0.5138581162931426,0.010248139669851516,0.03789021412285473,0.3732632024034489,0.43592901772325493,0.38286710100348414,0.3661643086127279,0.009521125697311296,0.09823696463031059,0.00976011035736,0.009936843647767105,0.4085685391003615,0.3908292816387329,0.009209836846935557,0.39284081253564557,0.12119469626841506
1642114957.833,0.4080794698124102,0.37433045441649054,0.09261060847209529,0.3656343547663026,0.1223322496893468,0.12014804717637775,0.4072607541978627,0.37863786741317695,0.43729553253954,0.3948005716987808,0.08594355536251921,0.38280669082009966,0.3682784271734973,0.5298196391403682,0.5075022128855785,0.5661093310054994,0.37186745777411445,0.3768250027213872,0.010256763398940886,0.4344307750188113,0.3933904808253781,0.3850855015999096,0.5138581162931426,0.010248139669851516,0.03789021412285473,0.3732632024034489,0.43592901772325493,0.38286710100348414,0.3661643086127279,0.009521125697311296,0.09823696463031059,0.00976011035736,0.009936843647767105,0.4085685391003615,0.3908292816387329,0.009209836846935557,0.39284081253564557,0.12119469626841506
1642114972.849,0.40935158604625044,0.37353500852419663,0.0929969543514871,0.36566047222540304,0.12253339776182073,0.11644156857779674,0.40516141734632294,0.3777084741435825,0.4377135956095767,0.38013785497885616,0.0861220815871104,0.3812531799993991,0.3694466367629372,0.5036740434439021,0.4910637296819671,0.565851006734962,0.37125627411198103,0.3763611955411891,0.010354110935183104,0.4311880427345317,0.3921738035699448,0.3959784433631537,0.5013322041694522,0.010622633761181676,0.03618184324127676,0.3740917851685713,0.434298756040148,0.38319723914364623,0.35781758263782937,0.009542362585391003,0.09838418667514559,0.01130847748553163,0.01134844915898526,0.4078819877890553,0.3907762380260078,0.009264638895475796,0.3927266157752671,0.12368334222458982
1642114987.868,0.40935158604625044,0.37353500852419663,0.0929969543514871,0.36566047222540304,0.12253339776182073,0.11644156857779674,0.40516141734632294,0.3777084741435825,0.4377135956095767,0.38013785497885616,0.0861220815871104,0.3812531799993991,0.3694466367629372,0.5036740434439021,0.4910637296819671,0.565851006734962,0.37125627411198103,0.3763611955411891,0.010354110935183104,0.4311880427345317,0.3921738035699448,0.3959784433631537,0.5013322041694522,0.010622633761181676,0.03618184324127676,0.3740917851685713,0.434298756040148,0.38319723914364623,0.35781758263782937,0.009542362585391003,0.09838418667514559,0.01130847748553163,0.01134844915898526,0.4078819877890553,0.3907762380260078,0.009264638895475796,0.3927266157752671,0.12368334222458982
