"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 15:12:00,0.136,0.197,0.504,0.482,,0.653,0.637,0.128,0.00673,0.0281
2021-06-04 15:12:30,0.141,0.193,0.503,0.510,,0.643,0.678,0.132,0.00675,0.0266
2021-06-04 15:13:00,0.136,0.188,0.490,0.487,,0.646,0.641,0.121,0.00688,0.0285
2021-06-04 15:13:30,0.130,0.188,0.532,0.500,,0.632,0.659,0.122,0.00689,0.0289
2021-06-04 15:14:00,0.126,0.186,0.515,0.488,,0.681,0.660,0.124,0.00729,0.0267
2021-06-04 15:14:30,0.134,0.192,0.478,0.521,,0.680,0.677,0.127,0.00749,0.0267
2021-06-04 15:15:00,0.131,0.193,0.516,0.487,,0.680,0.660,0.132,0.00617,0.0261
2021-06-04 15:15:30,0.127,0.191,0.511,0.502,,0.648,0.613,0.132,0.00737,0.0273
2021-06-04 15:16:00,0.127,0.175,0.512,0.481,,0.602,0.661,0.125,0.00733,0.0264
2021-06-04 15:16:30,0.121,0.179,0.439,0.442,,0.599,0.591,0.116,0.00746,0.0259
2021-06-04 15:17:00,0.116,0.155,0.394,0.383,,0.516,0.507,0.103,0.00873,0.0227
2021-06-04 15:17:30,0.106,0.129,0.324,0.331,,0.421,0.417,0.0851,0.0106,0.0201
