"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 15:57:00,0.127,0.192,0.494,0.483,,0.682,0.667,0.131,0.00737,0.0294
2021-06-04 15:57:30,0.125,0.176,0.487,0.501,,0.659,0.636,0.135,0.00766,0.0280
2021-06-04 15:58:00,0.120,0.163,0.466,0.458,,0.649,0.653,0.141,0.00771,0.0251
2021-06-04 15:58:30,0.114,0.176,0.465,0.437,,0.646,0.654,0.135,0.00710,0.0247
2021-06-04 15:59:00,0.114,0.166,0.425,0.437,,0.645,0.592,0.140,0.00708,0.0233
2021-06-04 15:59:30,0.114,0.161,0.444,0.441,,0.607,0.653,0.146,0.00715,0.0234
2021-06-04 16:00:00,0.109,0.170,0.417,0.443,,0.632,0.601,0.137,0.00711,0.0231
2021-06-04 16:00:30,0.111,0.172,0.420,0.425,,0.612,0.638,0.141,0.00714,0.0231
2021-06-04 16:01:00,0.108,0.158,0.460,0.448,,0.649,0.612,0.139,0.00721,0.0253
2021-06-04 16:01:30,0.120,0.164,0.444,0.437,,0.604,0.619,0.132,0.00691,0.0248
2021-06-04 16:02:00,0.121,0.161,0.424,0.407,,0.543,0.530,0.115,0.00804,0.0247
2021-06-04 16:02:30,0.108,0.133,0.366,0.364,,0.480,0.480,0.0936,0.00975,0.0227
