"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 14:49:00,0.118,0.157,0.444,0.480,,0.645,0.615,0.140,0.00777,0.0249
2021-06-04 14:49:30,0.125,0.172,0.410,0.494,,0.610,0.636,0.139,0.00661,0.0250
2021-06-04 14:50:00,0.130,0.181,0.489,0.499,,0.635,0.647,0.130,0.00772,0.0273
2021-06-04 14:50:30,0.137,0.187,0.504,0.494,,0.656,0.655,0.132,0.00688,0.0286
2021-06-04 14:51:00,0.138,0.187,0.499,0.498,,0.662,0.617,0.132,0.00746,0.0287
2021-06-04 14:51:30,0.139,0.193,0.485,0.520,,0.636,0.623,0.131,0.00751,0.0273
2021-06-04 14:52:00,0.131,0.190,0.488,0.513,,0.632,0.655,0.126,0.00749,0.0283
2021-06-04 14:52:30,0.139,0.201,0.510,0.492,,0.633,0.636,0.127,0.00758,0.0284
2021-06-04 14:53:00,0.143,0.184,0.490,0.501,,0.636,0.616,0.140,0.00711,0.0280
2021-06-04 14:53:30,0.116,0.184,0.458,0.443,,0.625,0.625,0.131,0.00727,0.0243
2021-06-04 14:54:00,0.115,0.156,0.393,0.401,,0.559,0.564,0.128,0.00875,0.0211
2021-06-04 14:54:30,0.0968,0.136,0.338,0.333,,0.489,0.482,0.109,0.0109,0.0189
