"Time","pod:cartservice-w1-86744bdcbd-j8lrd_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-74szk_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-9xlp9_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-hl4h2_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-7b7rs_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-sc2mc_service:frontend_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-x8lbk_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-zrbnm_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-kxpnk_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-7zbg9_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-gb6m2_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-q2xz8_service:frontend_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:frontend-w4-6646bc856b-rfxcm_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-dwnp7_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-p2hgp_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-tq2sr_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-pz2k6_service:recommendationservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-spt9z_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-df2pk_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-msfcd_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-6vk7w_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-cbl25_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-p6kxj_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-rlhzq_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-s4z7n_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-6bm9m_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-6m5nr_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-xjk95_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-h7pbt_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-vvrzr_service:frontend_node:worker--3","pod:currencyservice-w2-6f8d8654c5-7kw8z_service:currencyservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jcqnj_service:cartservice_node:worker--3","pod:frontend-w4-6646bc856b-w972j_service:frontend_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-7jdx8_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-ns449_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-ws9tf_service:productcatalogservice_node:worker--3"
1637856691.105,0.2786523850757322,0.5510460104476291,0.4022557400049105,0.0650192824737609,0.010898988587134981,0.3430066588657884,0.2271094528929682,0.011457420751917155,0.01117214802133032,0.3448995889266487,0.010345780026037699,0.44318310103823344,0.39541287727809166,0.053454038530835704,0.32515157684395835,0.0697975595989287,0.5510039104541303,0.0659370500277521,0.21623787688975937,0.011068411659979944,0.010495472316370939,0.006725860008458819,0.5494109852880182,0.07203744043263685,0.011148023268183285,0.0094225591673124,0.5922430187988696,0.55561296151,0.33603404726905656,0.06512842527078566,0.07438490286803046,0.07067292785831468,0.3418403013599426,0.37059209391734194,0.5547147482237427,0.2750758896076564,0.35591774190717473,0.34220383492424217,0.3709599169173829,0.06475445669911546
1637856706.139,0.2786523850757322,0.5510460104476291,0.4022557400049105,0.0650192824737609,0.010898988587134981,0.3430066588657884,0.2271094528929682,0.011457420751917155,0.01117214802133032,0.3448995889266487,0.010345780026037699,0.44318310103823344,0.39541287727809166,0.053454038530835704,0.32515157684395835,0.0697975595989287,0.5510039104541303,0.0659370500277521,0.21623787688975937,0.011068411659979944,0.010495472316370939,0.006725860008458819,0.5494109852880182,0.07203744043263685,0.011148023268183285,0.0094225591673124,0.5922430187988696,0.55561296151,0.33603404726905656,0.06512842527078566,0.07438490286803046,0.07067292785831468,0.3418403013599426,0.37059209391734194,0.5547147482237427,0.2750758896076564,0.35591774190717473,0.34220383492424217,0.3709599169173829,0.06475445669911546
1637856721.738,0.30266751528296265,0.6089835438205203,0.44816914109237443,0.06975173912402596,0.01059286187074221,0.34856882316890325,0.2492423307926246,0.011011078165797165,0.010905744600541487,0.3803402967763332,0.010010852439545963,0.4966683684350871,0.4397935966641079,0.05778203601443779,0.3962938240402924,0.07520974029030932,0.6100313009368683,0.07023727678067374,0.23830426872066962,0.010613679856725051,0.010719485375895425,0.00656486996729087,0.6617528800049419,0.07800627562281652,0.010918083431428059,0.009201848575445686,0.6283830138154338,0.643967692678813,0.3828497499048726,0.07252015529409939,0.07656339549283347,0.07704381146000294,0.3803546111789391,0.4110839901722387,0.6129626003698713,0.28596862136856543,0.39448729978404506,0.3805792887171649,0.4045830487067107,0.06865806982040315
1637856737.083,0.30266751528296265,0.6089835438205203,0.44816914109237443,0.06975173912402596,0.01059286187074221,0.34856882316890325,0.2492423307926246,0.011011078165797165,0.010905744600541487,0.3803402967763332,0.010010852439545963,0.4966683684350871,0.4397935966641079,0.05778203601443779,0.3962938240402924,0.07520974029030932,0.6100313009368683,0.07023727678067374,0.23830426872066962,0.010613679856725051,0.010719485375895425,0.00656486996729087,0.6617528800049419,0.07800627562281652,0.010918083431428059,0.009201848575445686,0.6283830138154338,0.643967692678813,0.3828497499048726,0.07252015529409939,0.07656339549283347,0.07704381146000294,0.3803546111789391,0.4110839901722387,0.6129626003698713,0.28596862136856543,0.39448729978404506,0.3805792887171649,0.4045830487067107,0.06865806982040315
1637856752.099,0.3021777628307353,0.612815308565572,0.453061033208947,0.06847399573309672,0.01052339129447016,0.3851858418252349,0.24945684389872097,0.010944967028297278,0.01082719737972785,0.3832724522246657,0.009886325833517614,0.49853798435656826,0.4472309744776145,0.057804790651436996,0.3777527420886897,0.07593250950912842,0.6138053633600978,0.06983436865981932,0.23258566547209153,0.010610981544830327,0.010680001438627964,0.0065708883205093825,0.6464429401667645,0.07805232464938032,0.010849240065957638,0.009135366715492078,0.6395531611578955,0.6185230809403856,0.3638666042812553,0.07229442589583537,0.07019774892466223,0.07714862098603312,0.3848879084231722,0.41539650601723976,0.6173273602560985,0.29086081127870306,0.3723307472771582,0.3810113004682902,0.409736327192338,0.07030111377468103
1637856767.114,0.3021777628307353,0.612815308565572,0.453061033208947,0.06847399573309672,0.01052339129447016,0.3851858418252349,0.24945684389872097,0.010944967028297278,0.01082719737972785,0.3832724522246657,0.009886325833517614,0.49853798435656826,0.4472309744776145,0.057804790651436996,0.3777527420886897,0.07593250950912842,0.6138053633600978,0.06983436865981932,0.23258566547209153,0.010610981544830327,0.010680001438627964,0.0065708883205093825,0.6464429401667645,0.07805232464938032,0.010849240065957638,0.009135366715492078,0.6395531611578955,0.6185230809403856,0.3638666042812553,0.07229442589583537,0.07019774892466223,0.07714862098603312,0.3848879084231722,0.41539650601723976,0.6173273602560985,0.29086081127870306,0.3723307472771582,0.3810113004682902,0.409736327192338,0.07030111377468103
1637856782.16,0.3021608353852249,0.6118012597059515,0.4538791189871089,0.07084299888129894,0.009892389058986005,0.37504669194899,0.2502299623804359,0.010979430931356539,0.010994438759804426,0.38324159067982366,0.009460286397594626,0.49969455087433073,0.4485801443156422,0.058191307325789955,0.36786400264459257,0.07623383694070936,0.6128974515728796,0.06982369264851054,0.23779746818438416,0.010365752343736257,0.01062735638391934,0.006391825193639182,0.6435044248039807,0.07821416599362216,0.010992561538134177,0.009320253522374389,0.6469854322965406,0.623803099585217,0.3526491659531102,0.06942569428974611,0.0736015784722469,0.0767940048137036,0.3837528002585792,0.4124324508439732,0.616488362302122,0.2884308089236173,0.36134170242328967,0.3822090289735209,0.41128919250747226,0.0673528918647157
1637856797.198,0.3021608353852249,0.6118012597059515,0.4538791189871089,0.07084299888129894,0.009892389058986005,0.37504669194899,0.2502299623804359,0.010979430931356539,0.010994438759804426,0.38324159067982366,0.009460286397594626,0.49969455087433073,0.4485801443156422,0.058191307325789955,0.36786400264459257,0.07623383694070936,0.6128974515728796,0.06982369264851054,0.23779746818438416,0.010365752343736257,0.01062735638391934,0.006391825193639182,0.6435044248039807,0.07821416599362216,0.010992561538134177,0.009320253522374389,0.6469854322965406,0.623803099585217,0.3526491659531102,0.06942569428974611,0.0736015784722469,0.0767940048137036,0.3837528002585792,0.4124324508439732,0.616488362302122,0.2884308089236173,0.36134170242328967,0.3822090289735209,0.41128919250747226,0.0673528918647157
1637856812.213,0.30094691681721203,0.6101071600240477,0.45563676884818327,0.07034224810875238,0.010395482204066522,0.3627949410545967,0.24933935833867926,0.011008560674113065,0.010964764889128781,0.38218127139581787,0.00968360342800768,0.5015168851596645,0.44682860513447453,0.058395581931612525,0.40521779202183805,0.07631310068258357,0.6115309875658961,0.06964862220081208,0.2216715924171289,0.010317076666865016,0.010486145837978234,0.006312767771230403,0.6502288795574913,0.0782111258811655,0.011033374426348308,0.009273135231048151,0.6582305332007498,0.6240428150372798,0.36943975023448405,0.07124526320127308,0.07516333786785123,0.07629051390151934,0.3833341829229309,0.4071329035576716,0.6168999258122326,0.28692803462325145,0.3719509002123639,0.3803501913512341,0.3995284668287216,0.07086167595573822
1637856827.229,0.30094691681721203,0.6101071600240477,0.45563676884818327,0.07034224810875238,0.010395482204066522,0.3627949410545967,0.24933935833867926,0.011008560674113065,0.010964764889128781,0.38218127139581787,0.00968360342800768,0.5015168851596645,0.44682860513447453,0.058395581931612525,0.40521779202183805,0.07631310068258357,0.6115309875658961,0.06964862220081208,0.2216715924171289,0.010317076666865016,0.010486145837978234,0.006312767771230403,0.6502288795574913,0.0782111258811655,0.011033374426348308,0.009273135231048151,0.6582305332007498,0.6240428150372798,0.36943975023448405,0.07124526320127308,0.07516333786785123,0.07629051390151934,0.3833341829229309,0.4071329035576716,0.6168999258122326,0.28692803462325145,0.3719509002123639,0.3803501913512341,0.3995284668287216,0.07086167595573822
