"Time","pod:currencyservice-w4-649d8c7669-vphmr_service:currencyservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-wmdrr_service:frontend_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-qv5x5_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-4vgsp_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-njsv5_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-79q72_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-7pfz2_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-9xjt6_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-m2fzz_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-phdj2_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-wlgmm_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-6dmmw_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jcqnj_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-nkdk4_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-x9676_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-4jbf7_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-d25n6_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-87nqt_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-xxpz4_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-pr7xs_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-hkp9r_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-hln2k_service:frontend_node:worker--2.novalocal","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-bc4gv_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-lh5l4_service:frontend_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-j8lrd_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-z4snb_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-5ds6f_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-tv97h_service:frontend_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-v6wx9_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-fqltv_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-mz52j_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-qqjzz_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-lk9lq_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-slq25_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-vr5xg_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-vg5rc_service:frontend_node:worker--2.novalocal"
1637859290.301,0.5222070987536798,0.3085878163484413,0.19352877225674,0.050527078589380915,0.507963800586875,0.06874549758811208,0.5109567147795171,0.00989977684839937,0.3540962332239469,0.5030064548691666,0.011185095085041077,0.28870268624559936,0.3793862989713129,0.06036149827092233,0.24184826514794816,0.05973689117887996,0.011291143838898312,0.30911106020644874,0.30845345467965213,0.010794640488734783,0.36993582712109085,0.5113385383345244,0.32641770159567846,0.2989959513121853,0.21500098476332702,0.0042719371281843615,0.011044302814811145,0.29574461232762067,0.25844717691648156,0.06496731892747384,0.5046023425807797,0.3886493556764612,0.06605647093244689,0.011351309602115958,0.05734034521696471,0.058739456081983915,0.06551962086549551,0.011487265892104762,0.011222277201015738,0.31349985352112064
1637859305.331,0.6013974784779778,0.34690492409066254,0.20456716142430165,0.056349353374133215,0.6286991003367739,0.07611514909718523,0.5723709140347906,0.009487303299481296,0.4043519665031089,0.5627781301994451,0.010719847898817938,0.35695537510642805,0.4317200085496078,0.06747856876766133,0.2759469980934206,0.0645386332847759,0.010828952553912058,0.3454357366719742,0.3560923243422916,0.009909674008984756,0.4170650309260855,0.5740599495687679,0.3681113598283632,0.33863017311900273,0.24105532054986234,0.004260393473698329,0.010762830582449548,0.3418570931550565,0.29264378834322435,0.07305695688035575,0.5681013230804501,0.44826041741421474,0.07435247850472367,0.010986457032292639,0.0668642384786155,0.06775235500492839,0.074935670186948,0.011181020746430603,0.010837328075822024,0.35398169680807606
1637859320.357,0.6013974784779778,0.34690492409066254,0.20456716142430165,0.056349353374133215,0.6286991003367739,0.07611514909718523,0.5723709140347906,0.009487303299481296,0.4043519665031089,0.5627781301994451,0.010719847898817938,0.35695537510642805,0.4317200085496078,0.06747856876766133,0.2759469980934206,0.0645386332847759,0.010828952553912058,0.3454357366719742,0.3560923243422916,0.009909674008984756,0.4170650309260855,0.5740599495687679,0.3681113598283632,0.33863017311900273,0.24105532054986234,0.004260393473698329,0.010762830582449548,0.3418570931550565,0.29264378834322435,0.07305695688035575,0.5681013230804501,0.44826041741421474,0.07435247850472367,0.010986457032292639,0.0668642384786155,0.06775235500492839,0.074935670186948,0.011181020746430603,0.010837328075822024,0.35398169680807606
1637859335.397,0.6181657134647337,0.376375889391255,0.23429483237444124,0.06022015144314061,0.6503048227759579,0.07894075562431582,0.6077875559367064,0.009378628045744733,0.42774969803417007,0.6467650458283625,0.010360898790732173,0.38290853540377595,0.4637964237276826,0.06690230301300143,0.28824738343908884,0.0714494657188799,0.010455006311671181,0.38442917641852015,0.37756634725644067,0.010257949922559266,0.45244149243412735,0.6070542870888964,0.39165593588057734,0.3646354594439299,0.25217724939110175,0.004219447814675882,0.010137535213944181,0.391067754692076,0.31060815960478766,0.07702252731057689,0.6034389652476472,0.47725912499096385,0.07750199118573209,0.011085553005849076,0.07092237236289833,0.06850976069759969,0.07731848895636417,0.01111269892489197,0.010795854344748584,0.3822680493875549
1637859350.438,0.6181657134647337,0.376375889391255,0.23429483237444124,0.06022015144314061,0.6503048227759579,0.07894075562431582,0.6077875559367064,0.009378628045744733,0.42774969803417007,0.6467650458283625,0.010360898790732173,0.38290853540377595,0.4637964237276826,0.06690230301300143,0.28824738343908884,0.0714494657188799,0.010455006311671181,0.38442917641852015,0.37756634725644067,0.010257949922559266,0.45244149243412735,0.6070542870888964,0.39165593588057734,0.3646354594439299,0.25217724939110175,0.004219447814675882,0.010137535213944181,0.391067754692076,0.31060815960478766,0.07702252731057689,0.6034389652476472,0.47725912499096385,0.07750199118573209,0.011085553005849076,0.07092237236289833,0.06850976069759969,0.07731848895636417,0.01111269892489197,0.010795854344748584,0.3822680493875549
1637859365.456,0.6260921783326938,0.3773525602444914,0.2360871036471565,0.057183706178007034,0.6293263360582415,0.07538918126889155,0.6059233026585763,0.009361681783317826,0.43320713596055027,0.6680162334070472,0.010506884197909933,0.37133517057442433,0.46070193837755924,0.06668636752607808,0.28838925942259563,0.0715363074573129,0.010502685244218083,0.3768955281260937,0.3823219033048459,0.009735275321620527,0.4531376410493929,0.6080450884685109,0.38827982585006193,0.3655129419343012,0.2526326034225736,0.004299757952314272,0.010490712336916463,0.36860381332073644,0.31165884576391095,0.0773047077760807,0.6031252714564321,0.466410914413365,0.07780613102952773,0.010984550035150122,0.07113087118384938,0.07110808012355208,0.07746576470201388,0.011041914870140841,0.010851993403719916,0.383685224815488
1637859380.491,0.6260921783326938,0.3773525602444914,0.2360871036471565,0.057183706178007034,0.6293263360582415,0.07538918126889155,0.6059233026585763,0.009361681783317826,0.43320713596055027,0.6680162334070472,0.010506884197909933,0.37133517057442433,0.46070193837755924,0.06668636752607808,0.28838925942259563,0.0715363074573129,0.010502685244218083,0.3768955281260937,0.3823219033048459,0.009735275321620527,0.4531376410493929,0.6080450884685109,0.38827982585006193,0.3655129419343012,0.2526326034225736,0.004299757952314272,0.010490712336916463,0.36860381332073644,0.31165884576391095,0.0773047077760807,0.6031252714564321,0.466410914413365,0.07780613102952773,0.010984550035150122,0.07113087118384938,0.07110808012355208,0.07746576470201388,0.011041914870140841,0.010851993403719916,0.383685224815488
1637859395.522,0.6142211353846526,0.3766795555886625,0.2252931500752225,0.060431423531615805,0.6246837189098958,0.07464342043829922,0.6059952509261441,0.009392623690743986,0.43137059291521984,0.6698140788804534,0.010422656371055727,0.35715186009111594,0.4603824755593465,0.06676849502721059,0.2892534804040917,0.07174491947374531,0.010536456236959327,0.3809269161953774,0.3924967382197725,0.009345089447644997,0.45726768374840493,0.606664117725251,0.386187941728394,0.3660000728880586,0.25342643970328377,0.00431834274887855,0.010444387092778704,0.3712018112461549,0.31281569269660386,0.07744471994133101,0.6036232816424388,0.4634470579089232,0.07746662014746392,0.011137801059530886,0.07105884575270859,0.07144807740617778,0.07713745727276773,0.010971410650262168,0.010859171444389923,0.38270626079969755
1637859410.554,0.6142211353846526,0.3766795555886625,0.2252931500752225,0.060431423531615805,0.6246837189098958,0.07464342043829922,0.6059952509261441,0.009392623690743986,0.43137059291521984,0.6698140788804534,0.010422656371055727,0.35715186009111594,0.4603824755593465,0.06676849502721059,0.2892534804040917,0.07174491947374531,0.010536456236959327,0.3809269161953774,0.3924967382197725,0.009345089447644997,0.45726768374840493,0.606664117725251,0.386187941728394,0.3660000728880586,0.25342643970328377,0.00431834274887855,0.010444387092778704,0.3712018112461549,0.31281569269660386,0.07744471994133101,0.6036232816424388,0.4634470579089232,0.07746662014746392,0.011137801059530886,0.07105884575270859,0.07144807740617778,0.07713745727276773,0.010971410650262168,0.010859171444389923,0.38270626079969755
1637859425.59,0.6142335989175398,0.3738924305906023,0.23474727300957018,0.05938603946756641,0.6197895940508191,0.0716856897634312,0.6039001172366597,0.009326541901427706,0.4287927611777588,0.6443125156927414,0.010480171956834589,0.3794473686559158,0.4604364213443213,0.06657333262208073,0.28630732906405637,0.0697298632726975,0.010531660094522062,0.3871583273181206,0.3905130355607258,0.009691347154215319,0.4553656778414782,0.6047472115209106,0.383517407973685,0.3619775249515815,0.2534974854261565,0.0043829852942171895,0.010639466046889489,0.39966729052739763,0.31402497006191943,0.0773074264857869,0.6014683427709397,0.4453666529698611,0.07763149324994631,0.011164244335167946,0.06894711364323725,0.0712280641217798,0.07742408922036798,0.011075260485082134,0.010924323386056293,0.3801916509260225
