"Time","pod:frontend-w3-6646bc856b-hdzwl_service:frontend_node:worker--3.novalocal","pod:frontend-w4-599b6846df-5w14p_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-m5wph_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-spppx_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-rrfrt_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-4hwbm_service:productcatalogservice_node:worker--2","pod:redis-cart-w2-6d65c886c7-msw18_service:redis-cart_node:worker--2","pod:recommendationservice-w4-5c774597c5-p9b9h_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-9vv8m_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-fwgsp_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-dhzs4_service:currencyservice_node:worker--2","pod:frontend-w3-6646bc856b-znvjh_service:frontend_node:worker--3.novalocal","pod:currencyservice-w1-6f8d8654c5-rfnl8_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-h88hj_service:frontend_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-j88w8_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-tbtn6_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-4j9xr_service:redis-cart_node:worker--4.novalocal","pod:adservice-w2-754d7d8cd4-ct9nl_service:adservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-sg2fw_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-mxbd2_service:currencyservice_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-vtdkq_service:adservice_node:worker--4.novalocal","pod:cartservice-w4-86744bdcbd-tmzgp_service:cartservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-wlr6k_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-dd5dp_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-pdb92_service:recommendationservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-wzcqf_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-9gwpj_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-656cl_service:currencyservice_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-lpjfp_service:cartservice_node:worker--2","pod:frontend-w2-8ddd87c7b-2kp8b_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-prbwd_service:recommendationservice_node:worker--2","pod:frontend-w1-777d8d5dcb-q4g2r_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-vb7js_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-fvbng_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-649d8c7669-pb2h9_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-bc5qq_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-xf8d9_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-vn4fp_service:productcatalogservice_node:worker--2","pod:frontend-w3-6646bc856b-f6fst_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-89jhp_service:productcatalogservice_node:worker--3.novalocal"
1639570727.798,0.45934472174392793,0.4860364273306007,0.2354735129051633,0.23464590488266476,0.23801841554746495,0.2226473172959551,0.005843884885838991,0.12535499523278518,0.2729211008285012,0.43046546621642817,0.2522388348786083,0.44362841923506946,0.2772772879933369,0.4276210286662806,0.23584508444673621,0.23450189625680934,0.04603820837692404,0.26377209280457686,0.22229310930562937,0.3105447520857436,0.283189934938955,0.23773944957182358,0.12768862595566938,0.428692603837866,0.11758275174198365,0.1517542478442836,0.12396224231481408,0.2759401869060446,0.23474094849156307,0.47676833185531176,0.11948657755040332,0.4243728597618096,0.11619907786539391,0.31283860561876964,0.2929041241554167,0.2647510184345167,0.13294284666852893,0.22120111897114067,0.4706938284564739,0.23941177645085698
1639570742.825,0.4953923875156845,0.5492619203673129,0.26715869111670704,0.26907796878944756,0.26761362342937606,0.24267440670965915,0.005438614208062928,0.1394237908235187,0.30471837322159284,0.4841650118515345,0.28548142359143575,0.5418781355694052,0.3099826223041354,0.480240775821832,0.26154029281742147,0.26337658224282146,0.05112570051702868,0.293315882151864,0.2531981113967108,0.33600784804,0.30286504485340854,0.26669112147594165,0.14490247222087727,0.4819082377425884,0.13012264148081354,0.1657689359699123,0.1379403881590729,0.31088796497819216,0.2644628378922401,0.5400313244471242,0.1276172166368993,0.48029028464124346,0.12910864869131589,0.3630417658221055,0.3350080982529166,0.310090607293955,0.15077232257812206,0.25757199403414777,0.5272173190234871,0.2917149603838155
1639570757.864,0.4953923875156845,0.5492619203673129,0.26715869111670704,0.26907796878944756,0.26761362342937606,0.24267440670965915,0.005438614208062928,0.1394237908235187,0.30471837322159284,0.4841650118515345,0.28548142359143575,0.5418781355694052,0.3099826223041354,0.480240775821832,0.26154029281742147,0.26337658224282146,0.05112570051702868,0.293315882151864,0.2531981113967108,0.33600784804,0.30286504485340854,0.26669112147594165,0.14490247222087727,0.4819082377425884,0.13012264148081354,0.1657689359699123,0.1379403881590729,0.31088796497819216,0.2644628378922401,0.5400313244471242,0.1276172166368993,0.48029028464124346,0.12910864869131589,0.3630417658221055,0.3350080982529166,0.310090607293955,0.15077232257812206,0.25757199403414777,0.5272173190234871,0.2917149603838155
1639570772.909,0.5585028441400481,0.5898411359214036,0.28119501614107273,0.2800665910070477,0.27550621302345146,0.2693828829386642,0.005263309952931618,0.14574625483658488,0.31657461073820453,0.5167764819949273,0.27814706800140276,0.5791973390208524,0.3168213724684801,0.5142018103075149,0.2866689442999319,0.2783344008800591,0.052638131965584256,0.2911311218245736,0.2688449006418169,0.35055745189129006,0.30533051803175604,0.2801258346782466,0.1476517355887019,0.5151530016633306,0.137555798939184,0.17783438439012314,0.14363398730965213,0.31912350592969796,0.276857835991852,0.5802063461990644,0.13802475833742361,0.5139488472152083,0.1373065939398223,0.3722412687603153,0.35112382565085265,0.3193537984760981,0.15226564334032833,0.23353457626719187,0.5747843309973542,0.30591546700694433
1639570787.926,0.5585028441400481,0.5898411359214036,0.28119501614107273,0.2800665910070477,0.27550621302345146,0.2693828829386642,0.005263309952931618,0.14574625483658488,0.31657461073820453,0.5167764819949273,0.27814706800140276,0.5791973390208524,0.3168213724684801,0.5142018103075149,0.2866689442999319,0.2783344008800591,0.052638131965584256,0.2911311218245736,0.2688449006418169,0.35055745189129006,0.30533051803175604,0.2801258346782466,0.1476517355887019,0.5151530016633306,0.137555798939184,0.17783438439012314,0.14363398730965213,0.31912350592969796,0.276857835991852,0.5802063461990644,0.13802475833742361,0.5139488472152083,0.1373065939398223,0.3722412687603153,0.35112382565085265,0.3193537984760981,0.15226564334032833,0.23353457626719187,0.5747843309973542,0.30591546700694433
1639570802.95,0.5614938821590633,0.5929463653949124,0.281526083959958,0.28059154594510693,0.27604713421975624,0.2523116150419388,0.00541921694777729,0.14651848914320825,0.3162634580141148,0.5174436938949374,0.307033165967307,0.52611730407757,0.3150572536879168,0.5148808667846273,0.28077609527907227,0.2795392503933196,0.05302366491540039,0.26178895902002064,0.2698128921274467,0.34553022533167355,0.28706878122089075,0.28215252533224605,0.14721023309863096,0.5160216942705748,0.1374258413480552,0.17949014417589138,0.1438977415511235,0.31864704062776844,0.2776756598895873,0.5685575014937101,0.13839645177132812,0.5154154231263113,0.1330179973036438,0.3498300933980245,0.36330620570084604,0.3191426098906406,0.15210681338748805,0.2699550634699928,0.5546148914114916,0.3055583933140597
1639570817.987,0.5614938821590633,0.5929463653949124,0.281526083959958,0.28059154594510693,0.27604713421975624,0.2523116150419388,0.00541921694777729,0.14651848914320825,0.3162634580141148,0.5174436938949374,0.307033165967307,0.52611730407757,0.3150572536879168,0.5148808667846273,0.28077609527907227,0.2795392503933196,0.05302366491540039,0.26178895902002064,0.2698128921274467,0.34553022533167355,0.28706878122089075,0.28215252533224605,0.14721023309863096,0.5160216942705748,0.1374258413480552,0.17949014417589138,0.1438977415511235,0.31864704062776844,0.2776756598895873,0.5685575014937101,0.13839645177132812,0.5154154231263113,0.1330179973036438,0.3498300933980245,0.36330620570084604,0.3191426098906406,0.15210681338748805,0.2699550634699928,0.5546148914114916,0.3055583933140597
1639570833.029,0.5290049054166936,0.5933658564358358,0.281440377038255,0.280138830310031,0.27647596748880143,0.2699387629943791,0.005423695935441444,0.1464940690500815,0.3155261675916976,0.5180913000270084,0.3067734729660374,0.5337718075109138,0.31553919897205335,0.5152213516689808,0.2698932029724097,0.27985865074420463,0.05270774382423938,0.26099141800728953,0.26961143874021815,0.3511087336582053,0.2713030751464743,0.2813984144405549,0.14630316194848542,0.5164417444924445,0.13080816680442062,0.1777770314305795,0.14419323049653254,0.318723169001092,0.2718062248723432,0.5588050566144993,0.1375407293431635,0.5161805469451245,0.13648208440404586,0.37255522047104217,0.32722611934325785,0.31803226278136687,0.15193150562595495,0.2699165697871541,0.5731661578393593,0.3113631526550178
1639570848.052,0.5290049054166936,0.5933658564358358,0.281440377038255,0.280138830310031,0.27647596748880143,0.2699387629943791,0.005423695935441444,0.1464940690500815,0.3155261675916976,0.5180913000270084,0.3067734729660374,0.5337718075109138,0.31553919897205335,0.5152213516689808,0.2698932029724097,0.27985865074420463,0.05270774382423938,0.26099141800728953,0.26961143874021815,0.3511087336582053,0.2713030751464743,0.2813984144405549,0.14630316194848542,0.5164417444924445,0.13080816680442062,0.1777770314305795,0.14419323049653254,0.318723169001092,0.2718062248723432,0.5588050566144993,0.1375407293431635,0.5161805469451245,0.13648208440404586,0.37255522047104217,0.32722611934325785,0.31803226278136687,0.15193150562595495,0.2699165697871541,0.5731661578393593,0.3113631526550178
1639570863.091,0.5708421135395103,0.5931718656712487,0.281156018210912,0.2810281769279719,0.2766803722006594,0.26984064384154205,0.005503931449794563,0.14609761962687115,0.3169096926194982,0.5187976375714529,0.30624412098890674,0.5692039933578188,0.316598128774954,0.5156667694257294,0.28739894684005607,0.2795918445100243,0.05327422370248923,0.2531606159781862,0.2693780736730336,0.34479248250930894,0.2694227037467703,0.2836521311152642,0.14549749384257485,0.5157769084946575,0.13715447540363115,0.1746877708784414,0.14435646972320498,0.3193347606095348,0.2800947104819749,0.5832851134802179,0.13358705393438336,0.5151700044581184,0.13697045373233618,0.35145248115063654,0.3620598138279312,0.31865888596421843,0.1531465583624349,0.2697496333429585,0.527057973657857,0.3112555168988934
