"Time","pod:frontend-w1-8ddd87c7b-rd4wx_service:frontend_node:worker--1","pod:frontend-w2-6646bc856b-579l9_service:frontend_node:worker--2.novalocal","pod:frontend-w3-599b6846df-6tzwf_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-g7k8x_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-9wcs4_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-n7k7p_service:frontend_node:worker--1","pod:adservice-w2-76766bdfb6-87fdq_service:adservice_node:worker--2.novalocal","pod:currencyservice-w2-649d8c7669-t9v7v_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-66clr_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-8878j_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-tpgxc_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-zqbz9_service:productcatalogservice_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-lmh4p_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-sbxjd_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w2-6855bd669b-68p2r_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-6f8d8654c5-4qfpr_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-lmbtg_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-sbhlc_service:productcatalogservice_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-gf2rc_service:cartservice_node:worker--2.novalocal","pod:recommendationservice-w4-5bbcb977f8-5qdsg_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-g4bhg_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-hzm5r_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-j4wst_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w1-656689488c-kfb54_service:currencyservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-h7c6v_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-jlh45_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-f7clp_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-84485f8b85-5bc56_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-rc26b_service:currencyservice_node:worker--3.novalocal","pod:frontend-w1-8ddd87c7b-dzzsd_service:frontend_node:worker--1","pod:recommendationservice-w2-6855bd669b-v8q55_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-mkdk5_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-xs726_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-8pjj5_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-92l88_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-jtvjc_service:productcatalogservice_node:worker--4.novalocal","pod:cartservice-w4-59ff89795c-8v72s_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-krdm8_service:currencyservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-78z7x_service:recommendationservice_node:worker--1","pod:recommendationservice-w2-6855bd669b-5zj86_service:recommendationservice_node:worker--2.novalocal"
1639525651.036,0.22038182148487107,0.5458017171634159,0.4373962977345452,0.13442217578670862,0.14713090881966123,0.4230495297826997,0.3468855200376655,0.36096184476759285,0.3004035078717626,0.30272993876883086,0.44258935838648195,0.244884192646959,0.32099558159161445,0.2738935220521991,0.16273064536799528,0.33126971229818547,0.2730534198827876,0.21420779209099364,0.2581965798425389,0.1482057867616387,0.26007478532212813,0.4500775748275882,0.31038778857638216,0.278427395906057,0.2851210314823069,0.5145189113542832,0.14778785412290696,0.03828298900443336,0.28075596453770557,0.4522193032691044,0.17856265636591134,0.003945901563645229,0.27984232858834907,0.4442713878941566,0.44609057474603575,0.2782675023016379,0.3067242848767739,0.2676604072618131,0.12790730909583173,0.1773589247754459
1639525666.085,0.22038182148487107,0.5458017171634159,0.4373962977345452,0.13442217578670862,0.14713090881966123,0.4230495297826997,0.3468855200376655,0.36096184476759285,0.3004035078717626,0.30272993876883086,0.44258935838648195,0.244884192646959,0.32099558159161445,0.2738935220521991,0.16273064536799528,0.33126971229818547,0.2730534198827876,0.21420779209099364,0.2581965798425389,0.1482057867616387,0.26007478532212813,0.4500775748275882,0.31038778857638216,0.278427395906057,0.2851210314823069,0.5145189113542832,0.14778785412290696,0.03828298900443336,0.28075596453770557,0.4522193032691044,0.17856265636591134,0.003945901563645229,0.27984232858834907,0.4442713878941566,0.44609057474603575,0.2782675023016379,0.3067242848767739,0.2676604072618131,0.12790730909583173,0.1773589247754459
1639525681.175,0.23004993994686748,0.5883928231961123,0.48717736658227184,0.14434169064392574,0.15238003761250135,0.49436146879527865,0.38002514023012796,0.4240668683520048,0.33664386352960807,0.3356953759337627,0.49376128981261663,0.26705669723972203,0.3352784898561977,0.29739795013415665,0.18520697139787223,0.35733059157471503,0.2974004619806633,0.2624268977429397,0.29531989495638,0.15321699284982893,0.2933982323734934,0.505389486386335,0.2891420198384433,0.30630584417028794,0.3121559798316195,0.5735986170660446,0.15699658581489218,0.038611713670874244,0.3058167584659072,0.5064958907308855,0.203359200425966,0.004203603001129625,0.30562405571204865,0.49340738078588176,0.4989778159395942,0.3034610609063007,0.3056576860507454,0.29929120823744737,0.13590670961063755,0.17542020593476704
1639525696.215,0.23004993994686748,0.5883928231961123,0.48717736658227184,0.14434169064392574,0.15238003761250135,0.49436146879527865,0.38002514023012796,0.4240668683520048,0.33664386352960807,0.3356953759337627,0.49376128981261663,0.26705669723972203,0.3352784898561977,0.29739795013415665,0.18520697139787223,0.35733059157471503,0.2974004619806633,0.2624268977429397,0.29531989495638,0.15321699284982893,0.2933982323734934,0.505389486386335,0.2891420198384433,0.30630584417028794,0.3121559798316195,0.5735986170660446,0.15699658581489218,0.038611713670874244,0.3058167584659072,0.5064958907308855,0.203359200425966,0.004203603001129625,0.30562405571204865,0.49340738078588176,0.4989778159395942,0.3034610609063007,0.3056576860507454,0.29929120823744737,0.13590670961063755,0.17542020593476704
1639525711.357,0.24392755464023397,0.6019341670272199,0.49080088217727713,0.14492027191577683,0.15279831567084667,0.49723537493707254,0.3662112317398428,0.4061542731930596,0.34020404884920363,0.3416312159582903,0.4968345598002305,0.26701558046465057,0.3176271425358519,0.29810251316090736,0.19060479794265578,0.356552815570103,0.29883658394624957,0.2630543936881408,0.2985560317672046,0.15420521480839677,0.2999266531872046,0.4785506398430905,0.31565614597145936,0.2910712850823498,0.31035291800708087,0.5795909893980531,0.15816441614174787,0.03792300925286234,0.30529209157182524,0.5093041175228096,0.20070813565315024,0.004344652690777587,0.305227612486057,0.49699953269025776,0.5023538526491452,0.30405727619627454,0.3196765026267335,0.2919488978170079,0.14009675628500962,0.18751984005468125
1639525726.487,0.24392755464023397,0.6019341670272199,0.49080088217727713,0.14492027191577683,0.15279831567084667,0.49723537493707254,0.3662112317398428,0.4061542731930596,0.34020404884920363,0.3416312159582903,0.4968345598002305,0.26701558046465057,0.3176271425358519,0.29810251316090736,0.19060479794265578,0.356552815570103,0.29883658394624957,0.2630543936881408,0.2985560317672046,0.15420521480839677,0.2999266531872046,0.4785506398430905,0.31565614597145936,0.2910712850823498,0.31035291800708087,0.5795909893980531,0.15816441614174787,0.03792300925286234,0.30529209157182524,0.5093041175228096,0.20070813565315024,0.004344652690777587,0.305227612486057,0.49699953269025776,0.5023538526491452,0.30405727619627454,0.3196765026267335,0.2919488978170079,0.14009675628500962,0.18751984005468125
1639525741.505,0.2443086483124795,0.6216704472148777,0.49085244548220586,0.14505996720066278,0.15497268145451604,0.4975523448068994,0.33692105501343256,0.3960823070183269,0.2989847428888426,0.3433754727104799,0.4967231953090043,0.2669253667295938,0.30463474738277074,0.30067571040680996,0.18559877476600006,0.356854062065598,0.29995641544276386,0.2631826946645738,0.29283298506465283,0.15478175848641224,0.2913509535188637,0.48837743157050756,0.3182687963103187,0.3034613349272399,0.3092415271388694,0.5829494930967197,0.1577880642175009,0.037992107298060435,0.3047160015847137,0.5101748632144538,0.18358572967026712,0.003957120301714411,0.30495798008217806,0.4967553668061506,0.501916254032144,0.3052313813556915,0.3198486180694714,0.29407589243326765,0.13531351209325057,0.18799555031271029
1639525756.523,0.2443086483124795,0.6216704472148777,0.49085244548220586,0.14505996720066278,0.15497268145451604,0.4975523448068994,0.33692105501343256,0.3960823070183269,0.2989847428888426,0.3433754727104799,0.4967231953090043,0.2669253667295938,0.30463474738277074,0.30067571040680996,0.18559877476600006,0.356854062065598,0.29995641544276386,0.2631826946645738,0.29283298506465283,0.15478175848641224,0.2913509535188637,0.48837743157050756,0.3182687963103187,0.3034613349272399,0.3092415271388694,0.5829494930967197,0.1577880642175009,0.037992107298060435,0.3047160015847137,0.5101748632144538,0.18358572967026712,0.003957120301714411,0.30495798008217806,0.4967553668061506,0.501916254032144,0.3052313813556915,0.3198486180694714,0.29407589243326765,0.13531351209325057,0.18799555031271029
1639525771.71,0.2261298624719244,0.5957300880231655,0.49264958507791345,0.14601764321005523,0.15560236832614488,0.4981977176222911,0.33208308007928183,0.4113360882554597,0.31193581589975783,0.32009324611326545,0.49791862702597933,0.26807633701500755,0.30317306795496385,0.3022794166550131,0.1853405282500873,0.3583626028103851,0.302106472073731,0.2634303199798409,0.30681838611937506,0.15460236747229816,0.29934276758607203,0.5086515575594505,0.3415583160586083,0.2782059566831807,0.3098771103953615,0.5865335025482659,0.15906549097166556,0.038781075246185764,0.306575685221159,0.48773721007615956,0.17961720560122274,0.00364530577125,0.30547185158026835,0.49789047170236544,0.5027178189119184,0.30610532727124723,0.30643226277363145,0.2796030432177765,0.139861983015807,0.18300835190245504
1639525786.784,0.2261298624719244,0.5957300880231655,0.49264958507791345,0.14601764321005523,0.15560236832614488,0.4981977176222911,0.33208308007928183,0.4113360882554597,0.31193581589975783,0.32009324611326545,0.49791862702597933,0.26807633701500755,0.30317306795496385,0.3022794166550131,0.1853405282500873,0.3583626028103851,0.302106472073731,0.2634303199798409,0.30681838611937506,0.15460236747229816,0.29934276758607203,0.5086515575594505,0.3415583160586083,0.2782059566831807,0.3098771103953615,0.5865335025482659,0.15906549097166556,0.038781075246185764,0.306575685221159,0.48773721007615956,0.17961720560122274,0.00364530577125,0.30547185158026835,0.49789047170236544,0.5027178189119184,0.30610532727124723,0.30643226277363145,0.2796030432177765,0.139861983015807,0.18300835190245504
1639525801.797,0.23143972231824328,0.6097968627935562,0.49411509025693845,0.14803672322669564,0.1559404538723277,0.49758376351818945,0.33409373509844953,0.4127327305621741,0.31855096423910545,0.31843488243679907,0.5002481305175828,0.26960942345754624,0.302072707584757,0.3029537494160882,0.20084423605641522,0.36015476552146214,0.30268986852089064,0.2582551149662449,0.3285111336031078,0.15444581852306116,0.29886397338638193,0.5083756734787096,0.3249153990835083,0.29181581142015783,0.3118869365791105,0.587300277355196,0.15904250687148497,0.03932649893764549,0.3078050503787043,0.5106787900302945,0.1869059492713278,0.004002172751276319,0.3066222545223284,0.49850474884120327,0.5038607988817855,0.3061013051914188,0.3046222020257868,0.3021847285921184,0.13490656076095567,0.19147043478073925
