"Time","pod:frontend-w3-599b6846df-pscwq_service:frontend_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-xcskk_service:adservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-7pfcq_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-lfvrn_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w2-6855bd669b-z6cgk_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-8crvk_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-f48vr_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-6v9dj_service:currencyservice_node:worker--1","pod:currencyservice-w2-649d8c7669-nj2p5_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-29jct_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w4-66565874fb-6w5pq_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w3-5c774597c5-lh8l2_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-hh2r4_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-l6fnl_service:currencyservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-2cvkw_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-ttvx2_service:recommendationservice_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-hwjqw_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-ffvfh_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-fwknk_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-9jdhs_service:frontend_node:worker--3.novalocal","pod:redis-cart-w4-84485f8b85-8lkt5_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-dhnb7_service:currencyservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-q8qlw_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-4fvz5_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-d5pfx_service:frontend_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-mhlrm_service:cartservice_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-kfb9b_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-ntrrd_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w1-8ddd87c7b-m97js_service:frontend_node:worker--1","pod:frontend-w4-777d8d5dcb-vrd76_service:frontend_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-lbd6t_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-s8g9j_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-zklx8_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-gqgqs_service:currencyservice_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-vfznz_service:cartservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-rx5rs_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w2-76766bdfb6-5wvc9_service:adservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-ltzgl_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-m8krq_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-kcm4l_service:frontend_node:worker--3.novalocal"
1639524342.119,0.4231104171957908,0.31435854531622676,0.32313176381633385,0.2631149830247636,0.17806095559001492,0.4283985007956911,0.26560684482575303,0.2602895499234719,0.35775943654431414,0.1645195245328685,0.26416290344519217,0.1283757715023965,0.14416293476225228,0.23957466800434468,0.23231204564359825,0.12387797148289129,0.27668938562687495,0.1556393413928932,0.2742001685235092,0.41267769717777925,0.0036920807307612626,0.2572452369701733,0.269543298814153,0.14309079875334232,0.43144382097246203,0.25877141505854345,0.039456917964135724,0.22614320653594924,0.4343320163179964,0.5090627869671079,0.43972326745243284,0.20931060242552585,0.2942497924080273,0.2658785632466688,0.2609915760883168,0.14222255863855704,0.339351086025625,0.4906930365675001,0.28797667942120814,0.41409293083630805
1639524357.194,0.47683847339892066,0.3394291579109574,0.3616620659345131,0.2979935461590525,0.19022550027117183,0.48057779613465224,0.29929510037399387,0.27571019428473004,0.4067298148422771,0.17533072654635445,0.29725786672539245,0.14454458870614828,0.15729188048415965,0.2948837748641376,0.25101423739714357,0.13870550775249413,0.3229509586117981,0.18080044220941782,0.3011591946103368,0.4642905687654274,0.003569686656889859,0.29712924858139855,0.2979640611512074,0.15968318890156297,0.4776035164787221,0.28810864109676115,0.04560921124458604,0.2597008995949841,0.49381509280148145,0.5704605664744917,0.49364953312136906,0.23930985799469007,0.30892794471103235,0.3027074014988196,0.2990701584056338,0.1573615592633432,0.35833900449527323,0.5993540126724486,0.3284370154792829,0.46564846684743
1639524372.208,0.47683847339892066,0.3394291579109574,0.3616620659345131,0.2979935461590525,0.19022550027117183,0.48057779613465224,0.29929510037399387,0.27571019428473004,0.4067298148422771,0.17533072654635445,0.29725786672539245,0.14454458870614828,0.15729188048415965,0.2948837748641376,0.25101423739714357,0.13870550775249413,0.3229509586117981,0.18080044220941782,0.3011591946103368,0.4642905687654274,0.003569686656889859,0.29712924858139855,0.2979640611512074,0.15968318890156297,0.4776035164787221,0.28810864109676115,0.04560921124458604,0.2597008995949841,0.49381509280148145,0.5704605664744917,0.49364953312136906,0.23930985799469007,0.30892794471103235,0.3027074014988196,0.2990701584056338,0.1573615592633432,0.35833900449527323,0.5993540126724486,0.3284370154792829,0.46564846684743
1639524387.228,0.49770290267558415,0.3243190879067628,0.3671036923186606,0.30523301330593283,0.1837445834208477,0.5032476512349111,0.306212316360858,0.304469375567741,0.42384659478256564,0.19662266543550577,0.30510412113592467,0.14488786344859042,0.15838410984678902,0.3016088484667162,0.2685458959323058,0.14234113018363598,0.33446523574011433,0.1894731793235711,0.3067964855477183,0.48525889130788386,0.004256968290768851,0.3025323592422182,0.306339434173851,0.15864846166084604,0.5065020189598197,0.28219987117942114,0.04445065037712523,0.2645408930261923,0.4745479385299201,0.5975479089429873,0.5025134703128308,0.24762031154752973,0.34604799279181286,0.3051840158578797,0.3121529073551928,0.15701855125324643,0.3756101228721259,0.5876973646914031,0.3369359488419029,0.4857631232224471
1639524402.257,0.49770290267558415,0.3243190879067628,0.3671036923186606,0.30523301330593283,0.1837445834208477,0.5032476512349111,0.306212316360858,0.304469375567741,0.42384659478256564,0.19662266543550577,0.30510412113592467,0.14488786344859042,0.15838410984678902,0.3016088484667162,0.2685458959323058,0.14234113018363598,0.33446523574011433,0.1894731793235711,0.3067964855477183,0.48525889130788386,0.004256968290768851,0.3025323592422182,0.306339434173851,0.15864846166084604,0.5065020189598197,0.28219987117942114,0.04445065037712523,0.2645408930261923,0.4745479385299201,0.5975479089429873,0.5025134703128308,0.24762031154752973,0.34604799279181286,0.3051840158578797,0.3121529073551928,0.15701855125324643,0.3756101228721259,0.5876973646914031,0.3369359488419029,0.4857631232224471
1639524417.299,0.4986819228890844,0.3089301779864281,0.3665119621099333,0.30523638546941145,0.19717500227195606,0.5034623863122355,0.30696391032739045,0.30356794937396486,0.3899571007925616,0.19052190166802419,0.3057919663650164,0.14492593978607743,0.15778426392353387,0.2922117527569163,0.25243110645678635,0.1414573753251715,0.344326784880578,0.1958644476241284,0.3068539905755223,0.48565643040339534,0.005650833586773208,0.3016235053527416,0.3071240203144208,0.15881374060250594,0.5051961883071916,0.3100830199335137,0.04437864661043379,0.26440494937873626,0.515193348453737,0.598854836283304,0.4909905021849502,0.24125559243050293,0.3406784569581655,0.3060230795162767,0.3144173532301896,0.15680553425911095,0.3486259113984564,0.5955481359526099,0.33466026374826396,0.4869160267194814
1639524432.322,0.4986819228890844,0.3089301779864281,0.3665119621099333,0.30523638546941145,0.19717500227195606,0.5034623863122355,0.30696391032739045,0.30356794937396486,0.3899571007925616,0.19052190166802419,0.3057919663650164,0.14492593978607743,0.15778426392353387,0.2922117527569163,0.25243110645678635,0.1414573753251715,0.344326784880578,0.1958644476241284,0.3068539905755223,0.48565643040339534,0.005650833586773208,0.3016235053527416,0.3071240203144208,0.15881374060250594,0.5051961883071916,0.3100830199335137,0.04437864661043379,0.26440494937873626,0.515193348453737,0.598854836283304,0.4909905021849502,0.24125559243050293,0.3406784569581655,0.3060230795162767,0.3144173532301896,0.15680553425911095,0.3486259113984564,0.5955481359526099,0.33466026374826396,0.4869160267194814
1639524447.367,0.4985304713102028,0.30308893453226177,0.36532832185614555,0.3044936813753665,0.19746706363561814,0.5040559031398395,0.30580877121635913,0.29770615622951924,0.3924383629475925,0.18975150213105757,0.3046403822785679,0.14503709893700178,0.15685623898846263,0.300503722669054,0.268370140665549,0.1415507306727544,0.32157714705714496,0.19472997174052706,0.30537982253987594,0.4858467346599789,0.007073571003657006,0.29059943451335224,0.30625523550134137,0.1576898878412732,0.5056619333882242,0.27734759662049835,0.04609630273343205,0.2647753255017233,0.5036478627256231,0.5983214771147959,0.5162566181691429,0.24708213231277504,0.34115607358763017,0.3051251991099799,0.317111984755509,0.15763648132640434,0.3420415644255004,0.5912837870107017,0.33986366879018926,0.487055062715537
1639524462.385,0.4985304713102028,0.30308893453226177,0.36532832185614555,0.3044936813753665,0.19746706363561814,0.5040559031398395,0.30580877121635913,0.29770615622951924,0.3924383629475925,0.18975150213105757,0.3046403822785679,0.14503709893700178,0.15685623898846263,0.300503722669054,0.268370140665549,0.1415507306727544,0.32157714705714496,0.19472997174052706,0.30537982253987594,0.4858467346599789,0.007073571003657006,0.29059943451335224,0.30625523550134137,0.1576898878412732,0.5056619333882242,0.27734759662049835,0.04609630273343205,0.2647753255017233,0.5036478627256231,0.5983214771147959,0.5162566181691429,0.24708213231277504,0.34115607358763017,0.3051251991099799,0.317111984755509,0.15763648132640434,0.3420415644255004,0.5912837870107017,0.33986366879018926,0.487055062715537
1639524477.589,0.49897162025164443,0.300199977895789,0.36515376495699087,0.30396436273194055,0.19131691479282892,0.5034964194194671,0.30548804476368646,0.3052908477022812,0.41281732676877003,0.1792867248313632,0.30540866035544656,0.14520415017925953,0.1563357287696588,0.2901679612639628,0.2682676335426742,0.14175930159046307,0.31639504838402854,0.19348722354584058,0.3053408883468747,0.4866706707556083,0.008378992375960386,0.30184706756528945,0.3066123706585093,0.15811284827442504,0.5061307562950476,0.29886575465255816,0.04506534670837419,0.264920784085638,0.5156409755764002,0.597776395449219,0.5170793207310643,0.2477615339852201,0.3186594931338965,0.3051992878474601,0.3182264274079236,0.15610478312837722,0.32120552807488184,0.6482321275599578,0.3423942942835192,0.48767413953445166
