"Time","pod:currencyservice-w4-cd78b8fd6-lk9dq_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-jfr42_service:frontend_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-d7tdw_service:frontend_node:worker--3.novalocal","pod:redis-cart-w4-7c75d55f4d-8jzwr_service:redis-cart_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-mdfpw_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-9vczh_service:recommendationservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-r4pmp_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-5xdt4_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-f89rq_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-vnngv_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-5vb5c_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w2-6d65c886c7-ndb5h_service:redis-cart_node:worker--2","pod:frontend-w3-6646bc856b-k645g_service:frontend_node:worker--3.novalocal","pod:currencyservice-w3-649d8c7669-g8cvh_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-nvckw_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-x7n9b_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-29j7h_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-7t4vq_service:frontend_node:worker--1.novalocal","pod:adservice-w2-754d7d8cd4-2s827_service:adservice_node:worker--2","pod:frontend-w3-6646bc856b-zmt4b_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-wgk9p_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-ftvnv_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-hfg9r_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-5k878_service:productcatalogservice_node:worker--2","pod:frontend-w1-777d8d5dcb-zk6ch_service:frontend_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-swmhq_service:cartservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-xm9cl_service:productcatalogservice_node:worker--2","pod:frontend-w3-6646bc856b-gbczx_service:frontend_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-kfszh_service:adservice_node:worker--4.novalocal","pod:cartservice-w4-86744bdcbd-5sdbl_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-2dd99_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-m4xqp_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-r7bxl_service:currencyservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-5vg6n_service:recommendationservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-w5fr8_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-7hmnw_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-8phb7_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-pmhb5_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-27zww_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-l85gr_service:productcatalogservice_node:worker--1.novalocal"
1639569418.266,0.2928323590788099,0.4606530016186404,0.5127671406972372,0.026223575335508377,0.14407148860039098,0.12766652153449543,0.2400479732421094,0.35051882886666635,0.2762025582148538,0.24951807724718406,0.13591157771791618,0.027762454762685553,0.23656360957841172,0.3187706236824127,0.16700876339578963,0.1374579192854079,0.3072534234569956,0.4623086064655792,0.2736932363380424,0.503214369328578,0.13450038265069733,0.3000784791725395,0.4953240851844318,0.23398562422256725,0.4651240153876158,0.2500844441737545,0.23723386292671825,0.5191912065895407,0.29125634155499036,0.26261405167453894,0.256858784545928,0.3030100554017563,0.2763331929624938,0.12882228626485365,0.12900784555967956,0.3177536371420085,0.5098971966557753,0.2514355923360209,0.4649857820639859,0.25796376738649074
1639569433.297,0.2928323590788099,0.4606530016186404,0.5127671406972372,0.026223575335508377,0.14407148860039098,0.12766652153449543,0.2400479732421094,0.35051882886666635,0.2762025582148538,0.24951807724718406,0.13591157771791618,0.027762454762685553,0.23656360957841172,0.3187706236824127,0.16700876339578963,0.1374579192854079,0.3072534234569956,0.4623086064655792,0.2736932363380424,0.503214369328578,0.13450038265069733,0.3000784791725395,0.4953240851844318,0.23398562422256725,0.4651240153876158,0.2500844441737545,0.23723386292671825,0.5191912065895407,0.29125634155499036,0.26261405167453894,0.256858784545928,0.3030100554017563,0.2763331929624938,0.12882228626485365,0.12900784555967956,0.3177536371420085,0.5098971966557753,0.2514355923360209,0.4649857820639859,0.25796376738649074
1639569448.323,0.31921018379535376,0.5098747791849301,0.560427348743104,0.028434222016994064,0.15106110864506045,0.13824929827206497,0.26355719618132745,0.3744671249539565,0.28870174765300827,0.2736936226179369,0.14685694821763384,0.02909330366402637,0.2627613190448861,0.3278797483425568,0.179266513326302,0.14769792347693989,0.32658879698828325,0.5120965352882407,0.280648963325273,0.5622109618693734,0.14486307439761376,0.31790104639631656,0.5538745127198486,0.2662610369334186,0.5162033039186398,0.2772679978027185,0.26883223135054346,0.5348363376420979,0.3039231564004686,0.2859221260741742,0.27693839857358643,0.3218502268208788,0.30381459854519205,0.14079220274755122,0.14183791089369946,0.3624683772007413,0.5672562788168389,0.2752766495750759,0.5146806197084077,0.27553369880435763
1639569463.351,0.31921018379535376,0.5098747791849301,0.560427348743104,0.028434222016994064,0.15106110864506045,0.13824929827206497,0.26355719618132745,0.3744671249539565,0.28870174765300827,0.2736936226179369,0.14685694821763384,0.02909330366402637,0.2627613190448861,0.3278797483425568,0.179266513326302,0.14769792347693989,0.32658879698828325,0.5120965352882407,0.280648963325273,0.5622109618693734,0.14486307439761376,0.31790104639631656,0.5538745127198486,0.2662610369334186,0.5162033039186398,0.2772679978027185,0.26883223135054346,0.5348363376420979,0.3039231564004686,0.2859221260741742,0.27693839857358643,0.3218502268208788,0.30381459854519205,0.14079220274755122,0.14183791089369946,0.3624683772007413,0.5672562788168389,0.2752766495750759,0.5146806197084077,0.27553369880435763
1639569478.561,0.3171959592098854,0.5122091795978683,0.5388077566500017,0.028573926420667247,0.15155728259835827,0.13402460773864833,0.2679037187456623,0.35672477142921305,0.3046213179440723,0.27484409612679106,0.14644486944526275,0.030312431345362933,0.2798255019425352,0.3618331870180623,0.17562706072295514,0.14780007437506598,0.3266190836603683,0.5149181085704836,0.2671113732602458,0.5395985613094073,0.1449950834247274,0.31738906281285395,0.5258848505976303,0.26759603387869635,0.5173015258472468,0.27846160574607226,0.26962138629722443,0.54409018577281,0.2840909517916371,0.2866190984404027,0.27794741796336836,0.32061664504508347,0.29646820071358393,0.13976461529840978,0.13547467777377886,0.3553994731152396,0.5703693400086924,0.2756840425373079,0.5170773449273247,0.27547403486958383
1639569493.623,0.3171959592098854,0.5122091795978683,0.5388077566500017,0.028573926420667247,0.15155728259835827,0.13402460773864833,0.2679037187456623,0.35672477142921305,0.3046213179440723,0.27484409612679106,0.14644486944526275,0.030312431345362933,0.2798255019425352,0.3618331870180623,0.17562706072295514,0.14780007437506598,0.3266190836603683,0.5149181085704836,0.2671113732602458,0.5395985613094073,0.1449950834247274,0.31738906281285395,0.5258848505976303,0.26759603387869635,0.5173015258472468,0.27846160574607226,0.26962138629722443,0.54409018577281,0.2840909517916371,0.2866190984404027,0.27794741796336836,0.32061664504508347,0.29646820071358393,0.13976461529840978,0.13547467777377886,0.3553994731152396,0.5703693400086924,0.2756840425373079,0.5170773449273247,0.27547403486958383
1639569508.638,0.31611753364178574,0.5126147122724577,0.5725305200400976,0.02856394681912577,0.15147178525951993,0.13837421644199172,0.2554491374580638,0.35967350032745926,0.30915328799088343,0.2748691261249089,0.14615686621690843,0.03040925729331153,0.2546690874046059,0.3574562010371457,0.16685473357503544,0.14753370141114866,0.3265063742255656,0.5148026151370078,0.2554518933776005,0.5329097409814552,0.14494964691410633,0.3177101906926274,0.547482319975535,0.2668113021724927,0.5175481283899159,0.25842302711152826,0.2683930571313186,0.5107961823829976,0.2692228436079776,0.286004381163735,0.27719703045707744,0.3192213863519368,0.3041708051848204,0.13359378965530486,0.1385132091442988,0.34248255331584054,0.5722156468810954,0.2757896840346811,0.5163665671654017,0.2755767602735002
1639569523.656,0.31611753364178574,0.5126147122724577,0.5725305200400976,0.02856394681912577,0.15147178525951993,0.13837421644199172,0.2554491374580638,0.35967350032745926,0.30915328799088343,0.2748691261249089,0.14615686621690843,0.03040925729331153,0.2546690874046059,0.3574562010371457,0.16685473357503544,0.14753370141114866,0.3265063742255656,0.5148026151370078,0.2554518933776005,0.5329097409814552,0.14494964691410633,0.3177101906926274,0.547482319975535,0.2668113021724927,0.5175481283899159,0.25842302711152826,0.2683930571313186,0.5107961823829976,0.2692228436079776,0.286004381163735,0.27719703045707744,0.3192213863519368,0.3041708051848204,0.13359378965530486,0.1385132091442988,0.34248255331584054,0.5722156468810954,0.2757896840346811,0.5163665671654017,0.2755767602735002
1639569538.671,0.3160310162383376,0.5140438606327647,0.4927712741077023,0.028539501743899572,0.15272094874282618,0.1372847735912665,0.267287693330714,0.36117174165598576,0.29393028987378833,0.27511286891989806,0.1456028922409514,0.030146775523136406,0.28154459661082176,0.33775111333178276,0.1848814245154754,0.14758717538056038,0.3269492524979807,0.5152329439057614,0.2478852075135309,0.5282799020417487,0.14574658574200564,0.3183546601868741,0.5581413934018208,0.26197857651960005,0.5172959078086199,0.2776851965069576,0.2673994042248553,0.5526838889612816,0.2650342599508868,0.2865746391126329,0.2769818340480926,0.3204426682413995,0.28999006333360833,0.1297115758095972,0.13646042345003956,0.35661595300786686,0.572137646822378,0.2763249591206552,0.5170715004941403,0.27568293169903
1639569553.69,0.3160310162383376,0.5140438606327647,0.4927712741077023,0.028539501743899572,0.15272094874282618,0.1372847735912665,0.267287693330714,0.36117174165598576,0.29393028987378833,0.27511286891989806,0.1456028922409514,0.030146775523136406,0.28154459661082176,0.33775111333178276,0.1848814245154754,0.14758717538056038,0.3269492524979807,0.5152329439057614,0.2478852075135309,0.5282799020417487,0.14574658574200564,0.3183546601868741,0.5581413934018208,0.26197857651960005,0.5172959078086199,0.2776851965069576,0.2673994042248553,0.5526838889612816,0.2650342599508868,0.2865746391126329,0.2769818340480926,0.3204426682413995,0.28999006333360833,0.1297115758095972,0.13646042345003956,0.35661595300786686,0.572137646822378,0.2763249591206552,0.5170715004941403,0.27568293169903
