"Time","pod:frontend-w3-8ddd87c7b-d6cbg_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-stxj2_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-5l2x5_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-fxp6z_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-dlvwl_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-5vbkf_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-rdfjl_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-hpvf9_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-fdxrc_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-lmlkp_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-5g5vq_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-z6m2m_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-9nl28_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-rpp8z_service:redis-cart_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-wvq9r_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-7dqxg_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-tk2t7_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-lqbsw_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-bgrr4_service:recommendationservice_node:worker--3","pod:adservice-w4-76766bdfb6-sfghz_service:adservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-hz6zp_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-92lch_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-7hmzt_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-f5mg7_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-frt28_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-czb8f_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-pf6tp_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w1-5c774597c5-q2fjm_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-rnp9c_service:adservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-4xjsq_service:frontend_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-sjcc8_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-jvk9l_service:productcatalogservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-z6sww_service:cartservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-z4z6j_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-hvfbw_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-l68vn_service:currencyservice_node:worker--3","pod:cartservice-w2-59ff89795c-8zb5l_service:cartservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-9vcgh_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-g7265_service:currencyservice_node:worker--3","pod:currencyservice-w4-649d8c7669-cwgcv_service:currencyservice_node:worker--4.novalocal"
1639494089.001,0.45036179640747914,0.21854072745988784,0.15597199627314778,0.3425238801920427,0.15676225119790005,0.4485869747068243,0.43665096821888894,0.17094346378077815,0.43901030943820873,0.4372764745076645,0.2403038480374574,0.1574832748178691,0.2900390605707519,0.014231866439987825,0.298578320159236,0.2888864269032185,0.2826024348141781,0.2767958804831306,0.12662886233821313,0.34721361683357566,0.507205624444605,0.2929334394129167,0.17603412888711573,0.2857927812323404,0.280581179690964,0.4347695897906963,0.2852134195244061,0.13644665867966543,0.3513279007536424,0.5369656304716677,0.033004560819024774,0.24308274954672032,0.26618706432164174,0.44278750560554303,0.28390889648186163,0.2795198978814581,0.3103001903574478,0.15876916423063744,0.27407099365345905,0.36344378949562495
1639494104.026,0.45036179640747914,0.21854072745988784,0.15597199627314778,0.3425238801920427,0.15676225119790005,0.4485869747068243,0.43665096821888894,0.17094346378077815,0.43901030943820873,0.4372764745076645,0.2403038480374574,0.1574832748178691,0.2900390605707519,0.014231866439987825,0.298578320159236,0.2888864269032185,0.2826024348141781,0.2767958804831306,0.12662886233821313,0.34721361683357566,0.507205624444605,0.2929334394129167,0.17603412888711573,0.2857927812323404,0.280581179690964,0.4347695897906963,0.2852134195244061,0.13644665867966543,0.3513279007536424,0.5369656304716677,0.033004560819024774,0.24308274954672032,0.26618706432164174,0.44278750560554303,0.28390889648186163,0.2795198978814581,0.3103001903574478,0.15876916423063744,0.27407099365345905,0.36344378949562495
1639494119.051,0.502053977208544,0.23211812513669067,0.17665663010088536,0.36766925188834865,0.16583755277742562,0.4978354218643574,0.4611578998685154,0.1807945523853882,0.4870364361681342,0.4858587157754938,0.26549385081760296,0.16252101986894196,0.3336451515874306,0.013674252184604305,0.3006949780052821,0.3131250739831257,0.3068632169595875,0.2919550818527328,0.13733234168619718,0.36316825244960727,0.5769940686620408,0.31816843150747,0.18868917863759443,0.30768971899099573,0.3074494270395076,0.48563652450223804,0.3083865554264853,0.14663323187317953,0.35661561322476315,0.5967341946988945,0.03556731915859993,0.26705508480701773,0.28990438678127567,0.49793832440532393,0.3064970555091123,0.3063966342936073,0.3356589297671919,0.16668487779261026,0.30497724137573523,0.4057121309659437
1639494134.094,0.502053977208544,0.23211812513669067,0.17665663010088536,0.36766925188834865,0.16583755277742562,0.4978354218643574,0.4611578998685154,0.1807945523853882,0.4870364361681342,0.4858587157754938,0.26549385081760296,0.16252101986894196,0.3336451515874306,0.013674252184604305,0.3006949780052821,0.3131250739831257,0.3068632169595875,0.2919550818527328,0.13733234168619718,0.36316825244960727,0.5769940686620408,0.31816843150747,0.18868917863759443,0.30768971899099573,0.3074494270395076,0.48563652450223804,0.3083865554264853,0.14663323187317953,0.35661561322476315,0.5967341946988945,0.03556731915859993,0.26705508480701773,0.28990438678127567,0.49793832440532393,0.3064970555091123,0.3063966342936073,0.3356589297671919,0.16668487779261026,0.30497724137573523,0.4057121309659437
1639494149.126,0.4946111535477662,0.2433334563777108,0.16640498320500002,0.36690539087026797,0.1664029303624438,0.5109931988771796,0.5238504497454997,0.19022987639094063,0.48804661787850356,0.48792166742058396,0.26554511219525456,0.16388083773106524,0.3354340314540052,0.011513459543001271,0.340106367245374,0.31302303083438215,0.3073426402568039,0.30042262615704496,0.13287559928807668,0.34948309553488954,0.6285034106899547,0.3222817500764059,0.18653950172328113,0.30782075605857184,0.3058976573601017,0.48814894949741133,0.3095636739668189,0.14739694934652048,0.3463110963727839,0.6004905848744315,0.03727187815680738,0.2677464544685767,0.2900663493598305,0.5013051298020201,0.30792641099813317,0.3072314905605716,0.33651213366956867,0.16591072240809396,0.30658635993566913,0.40364207557225457
1639494164.145,0.4946111535477662,0.2433334563777108,0.16640498320500002,0.36690539087026797,0.1664029303624438,0.5109931988771796,0.5238504497454997,0.19022987639094063,0.48804661787850356,0.48792166742058396,0.26554511219525456,0.16388083773106524,0.3354340314540052,0.011513459543001271,0.340106367245374,0.31302303083438215,0.3073426402568039,0.30042262615704496,0.13287559928807668,0.34948309553488954,0.6285034106899547,0.3222817500764059,0.18653950172328113,0.30782075605857184,0.3058976573601017,0.48814894949741133,0.3095636739668189,0.14739694934652048,0.3463110963727839,0.6004905848744315,0.03727187815680738,0.2677464544685767,0.2900663493598305,0.5013051298020201,0.30792641099813317,0.3072314905605716,0.33651213366956867,0.16591072240809396,0.30658635993566913,0.40364207557225457
1639494179.182,0.4962644070244632,0.2433868616882608,0.18203463412118742,0.36916030459193405,0.16614990974906718,0.510493971804995,0.522358272720612,0.18988251781031162,0.48933151407649134,0.48877337097891094,0.26592489659003554,0.16447818323557226,0.33873175946077916,0.009868758916121809,0.3421892788740999,0.31313871313199226,0.3075548124791525,0.28797104280997576,0.13511113459460644,0.34277090500330315,0.6095840217190122,0.3440375676841526,0.19713138699006963,0.30698456618741754,0.3056298459060478,0.4877214985073487,0.31035869711651265,0.1478462456908962,0.33272161446443826,0.6026467578724528,0.03901301397583807,0.2613983810739552,0.29053577519141127,0.5012810129220733,0.30859761433293487,0.30624240033204464,0.33819142677637853,0.16647414092413565,0.305913643432547,0.4099256058126429
1639494194.205,0.4962644070244632,0.2433868616882608,0.18203463412118742,0.36916030459193405,0.16614990974906718,0.510493971804995,0.522358272720612,0.18988251781031162,0.48933151407649134,0.48877337097891094,0.26592489659003554,0.16447818323557226,0.33873175946077916,0.009868758916121809,0.3421892788740999,0.31313871313199226,0.3075548124791525,0.28797104280997576,0.13511113459460644,0.34277090500330315,0.6095840217190122,0.3440375676841526,0.19713138699006963,0.30698456618741754,0.3056298459060478,0.4877214985073487,0.31035869711651265,0.1478462456908962,0.33272161446443826,0.6026467578724528,0.03901301397583807,0.2613983810739552,0.29053577519141127,0.5012810129220733,0.30859761433293487,0.30624240033204464,0.33819142677637853,0.16647414092413565,0.305913643432547,0.4099256058126429
1639494209.235,0.5052230863112271,0.2433503453465764,0.18919412043190675,0.3684920804127801,0.16621935944993593,0.5104762010178346,0.522320896920834,0.1912136021887122,0.49062896916263515,0.48978023835657714,0.26677755909208534,0.16433015976505908,0.34548366475055486,0.0073356942699261355,0.3240310940461475,0.31322720909552476,0.30777838451762574,0.29945429583400673,0.1369041147092829,0.3392301930783209,0.6417584972939632,0.34583731261434386,0.1887379749903367,0.3080436338483755,0.3056846217619351,0.48922348892663836,0.31117219457408707,0.14778739239078456,0.3233930348733254,0.6028990733410757,0.04064697938900554,0.26815075060440086,0.28508652484495367,0.5025622085618338,0.30797125721901153,0.3065807581916099,0.3392950269957192,0.16762230578403514,0.3067383212098501,0.42646715893554704
1639494224.279,0.5052230863112271,0.2433503453465764,0.18919412043190675,0.3684920804127801,0.16621935944993593,0.5104762010178346,0.522320896920834,0.1912136021887122,0.49062896916263515,0.48978023835657714,0.26677755909208534,0.16433015976505908,0.34548366475055486,0.0073356942699261355,0.3240310940461475,0.31322720909552476,0.30777838451762574,0.29945429583400673,0.1369041147092829,0.3392301930783209,0.6417584972939632,0.34583731261434386,0.1887379749903367,0.3080436338483755,0.3056846217619351,0.48922348892663836,0.31117219457408707,0.14778739239078456,0.3233930348733254,0.6028990733410757,0.04064697938900554,0.26815075060440086,0.28508652484495367,0.5025622085618338,0.30797125721901153,0.3065807581916099,0.3392950269957192,0.16762230578403514,0.3067383212098501,0.42646715893554704
1639494239.321,0.5059282955742272,0.24460783754380488,0.17330690688246875,0.3697940280179012,0.16842035842320918,0.4885270225256131,0.5007926822479045,0.19592555532154818,0.49115692070110106,0.489425276661321,0.2664060984245811,0.16522013268549965,0.3448979592902607,0.004621765836821992,0.32773830893848255,0.3125987642136072,0.3095619303669378,0.3006274002133748,0.14138659185736585,0.3363537040746527,0.5999058347598754,0.32298903443465243,0.19650307805472028,0.30813618439036833,0.3053993818483264,0.48844576869006606,0.3121682477030402,0.14823114785375768,0.32397709460451457,0.603338019078216,0.04274913025042884,0.26846467231380683,0.26058817345580776,0.5014921760358874,0.3096819017502128,0.3074329693367224,0.3402796063421859,0.1678758776707967,0.30773327320728944,0.42776137380061274
1639494254.343,0.5059282955742272,0.24460783754380488,0.17330690688246875,0.3697940280179012,0.16842035842320918,0.4885270225256131,0.5007926822479045,0.19592555532154818,0.49115692070110106,0.489425276661321,0.2664060984245811,0.16522013268549965,0.3448979592902607,0.004621765836821992,0.32773830893848255,0.3125987642136072,0.3095619303669378,0.3006274002133748,0.14138659185736585,0.3363537040746527,0.5999058347598754,0.32298903443465243,0.19650307805472028,0.30813618439036833,0.3053993818483264,0.48844576869006606,0.3121682477030402,0.14823114785375768,0.32397709460451457,0.603338019078216,0.04274913025042884,0.26846467231380683,0.26058817345580776,0.5014921760358874,0.3096819017502128,0.3074329693367224,0.3402796063421859,0.1678758776707967,0.30773327320728944,0.42776137380061274
1639494269.388,0.5052089544193652,0.24382678175469086,0.1791157959193955,0.3700181280132321,0.16775959077413466,0.48908385262733056,0.5223236674948624,0.19056263783386718,0.4890493263744229,0.48718748549640145,0.26585363753207925,0.16460987264279064,0.3451332408136144,0.004612775415602316,0.3459989530903527,0.31111517220141915,0.3095796966688747,0.2987780396798956,0.13951034345669527,0.3284909250700937,0.573317510945236,0.34132202859661853,0.1860983871100952,0.30769249009507915,0.30430627528194265,0.4885571360694247,0.3126525073989497,0.14770779568025472,0.32427705961859193,0.6034842872169821,0.04391388380564664,0.26751809040268854,0.27828239933807286,0.5014734744206945,0.31002422574354177,0.30577334999393535,0.3353083822830083,0.16816041228721856,0.2942245315772316,0.40990972915188784
1639494284.413,0.5052089544193652,0.24382678175469086,0.1791157959193955,0.3700181280132321,0.16775959077413466,0.48908385262733056,0.5223236674948624,0.19056263783386718,0.4890493263744229,0.48718748549640145,0.26585363753207925,0.16460987264279064,0.3451332408136144,0.004612775415602316,0.3459989530903527,0.31111517220141915,0.3095796966688747,0.2987780396798956,0.13951034345669527,0.3284909250700937,0.573317510945236,0.34132202859661853,0.1860983871100952,0.30769249009507915,0.30430627528194265,0.4885571360694247,0.3126525073989497,0.14770779568025472,0.32427705961859193,0.6034842872169821,0.04391388380564664,0.26751809040268854,0.27828239933807286,0.5014734744206945,0.31002422574354177,0.30577334999393535,0.3353083822830083,0.16816041228721856,0.2942245315772316,0.40990972915188784
1639494299.428,0.5051242132922552,0.2327994651781652,0.19143241494398303,0.3719601003281885,0.1683008955933536,0.5130656851663369,0.5125263205755904,0.18805810788751665,0.4886261182155337,0.48810520381465966,0.26542395984419337,0.1654908822457437,0.34466650990536785,0.003930612892195736,0.32911158551333547,0.31105130328101693,0.31050131804385805,0.299858766125375,0.13197280730892377,0.3222230422705017,0.5844646978111044,0.3422815428224661,0.17938280087394942,0.30716597999539463,0.3041568101385217,0.48777531779696603,0.3143343464051449,0.14727743217995493,0.322479501706623,0.6058159015204574,0.04506471660477387,0.2675021759557621,0.2992288295109832,0.5016256481417141,0.3110056967889244,0.30618660447800905,0.32402944901700215,0.1693902825061779,0.30686726291335475,0.4134038665222535
