"Time","pod:frontend-w1-599b6846df-ljvjb_service:frontend_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-ks64p_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-6xkx8_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-7g5k7_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-jks5t_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-shtwm_service:productcatalogservice_node:worker--3","pod:frontend-w2-777d8d5dcb-hpwhx_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-s7fmf_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-r5cbz_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-b4tfh_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-jh564_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-j2ch6_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-bz7q2_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w4-6d5d8bb6bc-hbhs5_service:cartservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-p5nrr_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w2-59ff89795c-vsd7b_service:cartservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-86h79_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-b6px4_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-5v5pj_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-nwt27_service:currencyservice_node:worker--1.novalocal","pod:redis-cart-w2-84485f8b85-52nc7_service:redis-cart_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-4jl6k_service:frontend_node:worker--3","pod:adservice-w4-76766bdfb6-tx2c2_service:adservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-rd6zk_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-l2zsq_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-cwtll_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-f67nt_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-m5zvt_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-p7g5h_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-mk8ls_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-qhwk7_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-cxdqn_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-x8s8d_service:frontend_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-hvvws_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-vxj85_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-xfwww_service:recommendationservice_node:worker--3","pod:redis-cart-w4-5fdf77f88c-fjcp6_service:redis-cart_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-q6ddk_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-z5cjw_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-k4d5p_service:productcatalogservice_node:worker--4.novalocal"
1639492779.402,0.4274351901469589,0.32796294763817735,0.15331060304683308,0.25756577046800533,0.25802518820546233,0.23270814745980867,0.5179441144898032,0.4414583295328832,0.49152728244541055,0.29797390310382693,0.12916330511937266,0.3327500932091774,0.2723721259763302,0.2578399432015085,0.1784087292012548,0.28450665800329544,0.1675993217811954,0.17672759299808774,0.264009555956619,0.2678111782743627,0.03769409105929386,0.44149633700112373,0.36210190239732915,0.34704092364340794,0.27018260968815305,0.4234219200461619,0.422977984766179,0.42486542522767295,0.235092217771401,0.27329506133522485,0.27231603158405016,0.41950620417623175,0.21323533250939247,0.2729033696038164,0.25640238778890045,0.12802102711697083,0.003723008369965097,0.15135142452844277,0.14899318142773574,0.2959181198805749
1639492794.75,0.48007142435413086,0.35526340354293423,0.16467245333118585,0.2899569367262792,0.28213648937418073,0.2580911105113755,0.5786995755807216,0.5000807484650671,0.5669985942185417,0.3098058610752011,0.13657953795361208,0.36926344234365205,0.30084042088620877,0.2956367536368818,0.18623845837590242,0.31561998829082333,0.195085169350476,0.17491604727421184,0.30481561342065805,0.30303756559704625,0.04097985635848106,0.5007043462410565,0.3852449217142093,0.4074171860179912,0.3011029967115276,0.47877585930727706,0.4753835830940565,0.47893053555085313,0.26127629563155913,0.30285579402916324,0.30245853530125466,0.49586714415875294,0.2378439114664919,0.32080521742200274,0.3058454534277487,0.13859084688133616,0.0036992076983715606,0.1639514606729544,0.16385663887591437,0.3309652166220388
1639492809.767,0.48007142435413086,0.35526340354293423,0.16467245333118585,0.2899569367262792,0.28213648937418073,0.2580911105113755,0.5786995755807216,0.5000807484650671,0.5669985942185417,0.3098058610752011,0.13657953795361208,0.36926344234365205,0.30084042088620877,0.2956367536368818,0.18623845837590242,0.31561998829082333,0.195085169350476,0.17491604727421184,0.30481561342065805,0.30303756559704625,0.04097985635848106,0.5007043462410565,0.3852449217142093,0.4074171860179912,0.3011029967115276,0.47877585930727706,0.4753835830940565,0.47893053555085313,0.26127629563155913,0.30285579402916324,0.30245853530125466,0.49586714415875294,0.2378439114664919,0.32080521742200274,0.3058454534277487,0.13859084688133616,0.0036992076983715606,0.1639514606729544,0.16385663887591437,0.3309652166220388
1639492824.785,0.4972079858698242,0.3435506491936836,0.1647948103441888,0.3064772872456686,0.3025641239324823,0.2619643844225428,0.6018729811550695,0.495943822895914,0.6060872362757077,0.3220851576107282,0.1410611620316283,0.37251613508369347,0.3081731718035565,0.30677105194214693,0.2010755712289236,0.3191232551493919,0.19511980698394354,0.1850045376143626,0.30478063040837816,0.30328318435742696,0.04166685292240894,0.5117181320811485,0.3762762554398458,0.41285647060312636,0.30322601390859694,0.4958133534394358,0.49405182786066526,0.4954136291806197,0.26463758821244804,0.30971369044896524,0.30937595878976515,0.5156182914868912,0.2481615877564894,0.3221572933776323,0.30774836185775406,0.13667439421860228,0.0038530524995800093,0.16737117338704185,0.1645851519008502,0.312638490624711
1639492839.802,0.4972079858698242,0.3435506491936836,0.1647948103441888,0.3064772872456686,0.3025641239324823,0.2619643844225428,0.6018729811550695,0.495943822895914,0.6060872362757077,0.3220851576107282,0.1410611620316283,0.37251613508369347,0.3081731718035565,0.30677105194214693,0.2010755712289236,0.3191232551493919,0.19511980698394354,0.1850045376143626,0.30478063040837816,0.30328318435742696,0.04166685292240894,0.5117181320811485,0.3762762554398458,0.41285647060312636,0.30322601390859694,0.4958133534394358,0.49405182786066526,0.4954136291806197,0.26463758821244804,0.30971369044896524,0.30937595878976515,0.5156182914868912,0.2481615877564894,0.3221572933776323,0.30774836185775406,0.13667439421860228,0.0038530524995800093,0.16737117338704185,0.1645851519008502,0.312638490624711
1639492854.817,0.4979732138171088,0.3284734200136003,0.1660636010093825,0.2939595328063709,0.27635578437359565,0.26639291751627114,0.6032271053994943,0.521927200223745,0.6351995206799994,0.32597819407599116,0.14128068065859956,0.37255215323507224,0.3098241535053391,0.31299803947815963,0.2013325067898272,0.3211760317172577,0.19556466154987054,0.1938303754279037,0.3039825942676214,0.30286275376563576,0.042144591990795205,0.5102457890392493,0.3500895760603072,0.38526464613092537,0.30306409198418616,0.49636342471288497,0.49472149670853766,0.4955425910843213,0.2647566820397112,0.31059473243664054,0.31025775268221195,0.5156204801905112,0.2481363989790764,0.3429726188478253,0.30685797894260003,0.14234398630039988,0.003896471622671395,0.1681271452407772,0.165220065664057,0.316207673409745
1639492869.855,0.4979732138171088,0.3284734200136003,0.1660636010093825,0.2939595328063709,0.27635578437359565,0.26639291751627114,0.6032271053994943,0.521927200223745,0.6351995206799994,0.32597819407599116,0.14128068065859956,0.37255215323507224,0.3098241535053391,0.31299803947815963,0.2013325067898272,0.3211760317172577,0.19556466154987054,0.1938303754279037,0.3039825942676214,0.30286275376563576,0.042144591990795205,0.5102457890392493,0.3500895760603072,0.38526464613092537,0.30306409198418616,0.49636342471288497,0.49472149670853766,0.4955425910843213,0.2647566820397112,0.31059473243664054,0.31025775268221195,0.5156204801905112,0.2481363989790764,0.3429726188478253,0.30685797894260003,0.14234398630039988,0.003896471622671395,0.1681271452407772,0.165220065664057,0.316207673409745
1639492884.889,0.4974867359785853,0.3171511810708772,0.16471603339009944,0.29639335886897816,0.30053656606691126,0.2655506352807967,0.6034178620882679,0.5094961919555904,0.6095434691535355,0.3264589424526706,0.14351236346998641,0.3720186335656598,0.31056220647596383,0.31627900687538824,0.19161896018898716,0.32192058954872416,0.19043052252175657,0.1927423807930302,0.30471111323753497,0.3031797223633965,0.04231570779288845,0.5209954365035676,0.357246072559019,0.4148421515570726,0.3037346581019515,0.49648655211413717,0.4946087451378506,0.4959300676686095,0.2651446029721155,0.3097075138987646,0.3105836722921568,0.51499451992429,0.24754296252071206,0.3180017029240509,0.29485085132764477,0.1414489969330428,0.0036330338762637342,0.16847137762289305,0.16432016063511695,0.31937706117543474
1639492899.917,0.4974867359785853,0.3171511810708772,0.16471603339009944,0.29639335886897816,0.30053656606691126,0.2655506352807967,0.6034178620882679,0.5094961919555904,0.6095434691535355,0.3264589424526706,0.14351236346998641,0.3720186335656598,0.31056220647596383,0.31627900687538824,0.19161896018898716,0.32192058954872416,0.19043052252175657,0.1927423807930302,0.30471111323753497,0.3031797223633965,0.04231570779288845,0.5209954365035676,0.357246072559019,0.4148421515570726,0.3037346581019515,0.49648655211413717,0.4946087451378506,0.4959300676686095,0.2651446029721155,0.3097075138987646,0.3105836722921568,0.51499451992429,0.24754296252071206,0.3180017029240509,0.29485085132764477,0.1414489969330428,0.0036330338762637342,0.16847137762289305,0.16432016063511695,0.31937706117543474
1639492914.934,0.49710663213152306,0.3142658321893669,0.1637122071846192,0.30459428410574785,0.30074740907815334,0.26559565705283944,0.6051841627316622,0.5207642853523401,0.6513612888146891,0.3269472953075585,0.14439020360656246,0.37243968564455665,0.31060458856793643,0.30650305743953926,0.1985612929253841,0.32212303755178495,0.19570562767419503,0.1887536362982049,0.3041584233896486,0.3028844846494168,0.04247999996046902,0.5209198742062972,0.35443798428903783,0.43138908916393065,0.3037107621726959,0.496788782378366,0.49474848641430913,0.4953799989010713,0.2648961187182283,0.3092701204955449,0.31027222380943575,0.49610854260237924,0.23305850616680815,0.34232885117931316,0.28394828187292775,0.13735101582529669,0.0037898718408321845,0.16722215805593615,0.16359358575499044,0.3418509738204893
