"Time","pod:frontend-w3-777d8d5dcb-sz6kf_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-wpwdr_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-ln4v5_service:recommendationservice_node:worker--4","pod:productcatalogservice-w2-56c4dd84bf-kwjp8_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-b4pw3_service:currencyservice_node:worker--3.novalocal","pod:cartservice-w4-856bd974f7-dxw8w_service:cartservice_node:worker--4","pod:frontend-w1-6646bc856b-2ttpq_service:frontend_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-qjptt_service:frontend_node:worker--1.novalocal","pod:redis-cart-w2-7c75d55f4d-xkt99_service:redis-cart_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-pttbf_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w4-6d65c886c7-2bkkh_service:redis-cart_node:worker--4","pod:currencyservice-w1-649d8c7669-hx4ck_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-649d8c7669-tbjtg_service:currencyservice_node:worker--1.novalocal","pod:adservice-w2-5c67ddfffc-xfk8l_service:adservice_node:worker--2.novalocal","pod:currencyservice-w4-656689488c-7rx5q_service:currencyservice_node:worker--4","pod:frontend-w1-6646bc856b-7lcjv_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5c774597c5-m7zv4_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-tpbqn_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-496gv_service:frontend_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-r5fsq_service:frontend_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-vn2fv_service:frontend_node:worker--4","pod:productcatalogservice-w1-5d9b8d854-scfcs_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-qj6j9_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w4-754d7d8cd4-zq5zj_service:adservice_node:worker--4","pod:productcatalogservice-w4-8649bb655b-2ffpb_service:productcatalogservice_node:worker--4","pod:currencyservice-w1-649d8c7669-rvphn_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-zs68r_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w2-86744bdcbd-hjzf7_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w3-66565874fb-4ss2n_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-8649bb655b-d95m5_service:productcatalogservice_node:worker--4","pod:productcatalogservice-w4-8649bb655b-lz2qh_service:productcatalogservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-v9js6_service:recommendationservice_node:worker--4","pod:currencyservice-w3-6f8d8654c5-pkqgp_service:currencyservice_node:worker--3.novalocal","pod:frontend-w2-599b6846df-zztm6_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-twvqx_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-mnlwd_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-8jfp6_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-hff9h_service:recommendationservice_node:worker--4","pod:frontend-w1-6646bc856b-bccbm_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-ctds4_service:currencyservice_node:worker--2.novalocal"
1639507257.591,0.46559541945949057,0.14650393607277035,0.1250238144648256,0.25339614302373925,0.30209479380150905,0.22599284479630422,0.47089099264440704,0.5149288408291793,0.0038867405650848475,0.13304224864480102,0.04540001364113977,0.3325877846892489,0.33274477886795806,0.28713701476677317,0.26846096880995607,0.4752926585714583,0.1333785978321252,0.1333339414409498,0.4680189198003964,0.46419168971565716,0.5102172041836814,0.26314528237333334,0.2514719807246359,0.27645795675008455,0.2382941464073265,0.325094183210811,0.16563813676678266,0.2722323650360573,0.2596836820567915,0.24052687193862848,0.23858272472697348,0.12667544235241407,0.3033183940326729,0.5223404884914586,0.2530509868741921,0.30331920210774344,0.46958876574163033,0.12522164390251417,0.23787722206825204,0.2925351762410039
1639507272.634,0.46559541945949057,0.14650393607277035,0.1250238144648256,0.25339614302373925,0.30209479380150905,0.22599284479630422,0.47089099264440704,0.5149288408291793,0.0038867405650848475,0.13304224864480102,0.04540001364113977,0.3325877846892489,0.33274477886795806,0.28713701476677317,0.26846096880995607,0.4752926585714583,0.1333785978321252,0.1333339414409498,0.4680189198003964,0.46419168971565716,0.5102172041836814,0.26314528237333334,0.2514719807246359,0.27645795675008455,0.2382941464073265,0.325094183210811,0.16563813676678266,0.2722323650360573,0.2596836820567915,0.24052687193862848,0.23858272472697348,0.12667544235241407,0.3033183940326729,0.5223404884914586,0.2530509868741921,0.30331920210774344,0.46958876574163033,0.12522164390251417,0.23787722206825204,0.2925351762410039
1639507287.676,0.5139370443222013,0.15453502072701641,0.13229734308666,0.27539962715911226,0.3236219350646552,0.23325709918103188,0.558994116546735,0.5712009776448773,0.0037535424465510057,0.1408201876155591,0.046868819133936264,0.3683131289765684,0.35312623817503264,0.30130670739737486,0.30286347756034804,0.5364465194253984,0.14093965585435536,0.1430404402443774,0.5174138849293963,0.5133061019110474,0.5784741777158081,0.281523300395753,0.2749926220318319,0.2814094529966331,0.26415856735491094,0.3568252771385122,0.17008861264093045,0.2919493056196055,0.2798760729618117,0.2653309441155,0.26379807700060265,0.1389488663358952,0.3248365545074253,0.580345491610244,0.27719222890739237,0.3232741646648286,0.5187814091442466,0.13864755408325974,0.2670123912924076,0.31258982767319754
1639507302.707,0.5139370443222013,0.15453502072701641,0.13229734308666,0.27539962715911226,0.3236219350646552,0.23325709918103188,0.558994116546735,0.5712009776448773,0.0037535424465510057,0.1408201876155591,0.046868819133936264,0.3683131289765684,0.35312623817503264,0.30130670739737486,0.30286347756034804,0.5364465194253984,0.14093965585435536,0.1430404402443774,0.5174138849293963,0.5133061019110474,0.5784741777158081,0.281523300395753,0.2749926220318319,0.2814094529966331,0.26415856735491094,0.3568252771385122,0.17008861264093045,0.2919493056196055,0.2798760729618117,0.2653309441155,0.26379807700060265,0.1389488663358952,0.3248365545074253,0.580345491610244,0.27719222890739237,0.3232741646648286,0.5187814091442466,0.13864755408325974,0.2670123912924076,0.31258982767319754
1639507317.736,0.5154844267967293,0.1555581024556819,0.1361044085715361,0.27555609496661343,0.32358165146015044,0.2555648782662366,0.5623138762571103,0.5360037136084421,0.003759842597219881,0.1409072322275666,0.04765547002664748,0.3509044255033565,0.3706705419410933,0.27888397943095944,0.30144015572790733,0.5316853233849185,0.1402083575583505,0.14388980513680652,0.5196997066745519,0.5149243528658337,0.5799971213434562,0.29212884706089476,0.27560225994153276,0.2716336878138985,0.25267339137431954,0.34873967743740464,0.18191969470529074,0.2959435479704363,0.2789824935727389,0.26582438607670533,0.24884655593891392,0.13874589551652347,0.32396621518265567,0.5854170858728585,0.2775431090388005,0.3228484520983219,0.5200471610729501,0.13871637448258234,0.28306531123224254,0.31138367338278417
1639507332.757,0.5154844267967293,0.1555581024556819,0.1361044085715361,0.27555609496661343,0.32358165146015044,0.2555648782662366,0.5623138762571103,0.5360037136084421,0.003759842597219881,0.1409072322275666,0.04765547002664748,0.3509044255033565,0.3706705419410933,0.27888397943095944,0.30144015572790733,0.5316853233849185,0.1402083575583505,0.14388980513680652,0.5196997066745519,0.5149243528658337,0.5799971213434562,0.29212884706089476,0.27560225994153276,0.2716336878138985,0.25267339137431954,0.34873967743740464,0.18191969470529074,0.2959435479704363,0.2789824935727389,0.26582438607670533,0.24884655593891392,0.13874589551652347,0.32396621518265567,0.5854170858728585,0.2775431090388005,0.3228484520983219,0.5200471610729501,0.13871637448258234,0.28306531123224254,0.31138367338278417
1639507347.789,0.5170070089068539,0.1564680681787049,0.13590663296757588,0.2756979109074371,0.323567509286259,0.2569862251281235,0.5419715265916184,0.5380795474467017,0.0037767197230865355,0.14141169035961407,0.047742989857663835,0.3560398536201759,0.3581422569144859,0.2641072969773589,0.28938677351744335,0.5357408041123122,0.1408810409388069,0.14295329279222213,0.5190490554496752,0.5141764945555126,0.5802947564222135,0.2961952168266988,0.2761192173292071,0.25540240145447274,0.2503971781326102,0.3543853222448319,0.17402557184454498,0.2960353444169155,0.2788878288462517,0.2509549621751457,0.2657234328579989,0.13092172199554866,0.32398359249819303,0.5856567830704856,0.27727538204844326,0.32363365648978093,0.5213091158536156,0.13765316828369212,0.28239452148328864,0.31152009795213187
1639507362.826,0.5170070089068539,0.1564680681787049,0.13590663296757588,0.2756979109074371,0.323567509286259,0.2569862251281235,0.5419715265916184,0.5380795474467017,0.0037767197230865355,0.14141169035961407,0.047742989857663835,0.3560398536201759,0.3581422569144859,0.2641072969773589,0.28938677351744335,0.5357408041123122,0.1408810409388069,0.14295329279222213,0.5190490554496752,0.5141764945555126,0.5802947564222135,0.2961952168266988,0.2761192173292071,0.25540240145447274,0.2503971781326102,0.3543853222448319,0.17402557184454498,0.2960353444169155,0.2788878288462517,0.2509549621751457,0.2657234328579989,0.13092172199554866,0.32398359249819303,0.5856567830704856,0.27727538204844326,0.32363365648978093,0.5213091158536156,0.13765316828369212,0.28239452148328864,0.31152009795213187
1639507378.107,0.5177264647912357,0.15612353021697406,0.13587634095708356,0.2756868905309227,0.324411587158248,0.2574901398519742,0.5420102393113196,0.5594971882053079,0.003822127432736481,0.14076436478114576,0.048024657091113344,0.3571923628903826,0.3262668814375865,0.25900077611385336,0.29953993540038026,0.5785867481594584,0.13999421326198552,0.14371416208100363,0.5185817835217343,0.5145790671921223,0.5449132699620043,0.2999397734984767,0.27545142625404223,0.24995942028405607,0.2653284759985458,0.371164162769852,0.18964310306326626,0.2970434947005866,0.2782303488689615,0.2667004552574078,0.2653218308521551,0.13400938237638502,0.3253282347308576,0.5849384455189263,0.2758787527699392,0.32378198431565575,0.5216014859975124,0.13375901733207568,0.26773558577888856,0.3107777730838059
1639507393.146,0.5177264647912357,0.15612353021697406,0.13587634095708356,0.2756868905309227,0.324411587158248,0.2574901398519742,0.5420102393113196,0.5594971882053079,0.003822127432736481,0.14076436478114576,0.048024657091113344,0.3571923628903826,0.3262668814375865,0.25900077611385336,0.29953993540038026,0.5785867481594584,0.13999421326198552,0.14371416208100363,0.5185817835217343,0.5145790671921223,0.5449132699620043,0.2999397734984767,0.27545142625404223,0.24995942028405607,0.2653284759985458,0.371164162769852,0.18964310306326626,0.2970434947005866,0.2782303488689615,0.2667004552574078,0.2653218308521551,0.13400938237638502,0.3253282347308576,0.5849384455189263,0.2758787527699392,0.32378198431565575,0.5216014859975124,0.13375901733207568,0.26773558577888856,0.3107777730838059
