"Time","pod:frontend-w1-599b6846df-lrp5n_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-k9npl_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-5rhj8_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w4-6646bc856b-c4klx_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-dtdbr_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-599b6846df-kmd89_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-jrvts_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:currencyservice-w3-656689488c-4x9cj_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-88vgn_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-sbl47_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-7jtn7_service:currencyservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-762gr_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-mxl7g_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-6xg6l_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-dvrkz_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-qt2qz_service:frontend_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-gmfjf_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-c9j8x_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-g6v6h_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-snvhq_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-7klpl_service:recommendationservice_node:worker--3","pod:adservice-w4-76766bdfb6-7nb22_service:adservice_node:worker--4.novalocal","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:adservice-w3-754d7d8cd4-7dss8_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-tcbmr_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-zbljw_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-gm5ll_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-7jh4r_service:currencyservice_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-bv82v_service:adservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-xt8c7_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-r2mgl_service:frontend_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-2sj79_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-plbtd_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-vhch6_service:currencyservice_node:worker--3","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-mnnxj_service:currencyservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-cm5z8_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-ct6vb_service:recommendationservice_node:worker--2.novalocal"
1636562890.787,0.549581839158307,0.03312145130955743,0.532215061904211,0.03289412782501081,0.6013419937735334,0.03965067972776122,0.004929964201831789,0.5382528779904913,0.5932137731158125,0.15892133168867878,0.4260745855276322,0.09360543406002861,0.03171929155141039,0.5404966012449045,0.13218593255937372,0.0993544144485845,0.5028767606950387,0.5106380497436375,0.5937007691992431,0.039670854591979963,0.5864255573914144,0.09983008400052844,0.03187021465972975,0.03482069682292857,0.030511472419547495,0.23301992708208105,0.17721945040557222,0.1254344730696784,0.09541779138400494,0.490312471160625,0.037106008136845434,0.4505977985841635,0.15885382400239573,0.11510440375555933,0.5497696232786786,0.1265176860878209,0.13493052501629285,0.43935494913140904,0.159317152037101,0.4504987928625268,0.00397220594073199,0.18740207420995159,0.11586549105512887,0.03534373237970557
1636562905.812,0.6167012734674201,0.03453127796660585,0.5997760588071068,0.03282234840362269,0.6717446872772019,0.040684619380607794,0.004603435880393589,0.605064447735246,0.6646520619798254,0.16591825658225795,0.4833987051686638,0.10600033003418766,0.03083729010396922,0.6114830840631158,0.14534393190356656,0.10934665675424834,0.5633357491923546,0.5706935484306628,0.6637873625218836,0.04275330143294824,0.6100701014734349,0.11110792481672953,0.03333519486664536,0.036919044159294506,0.032828396457731335,0.25912661579937224,0.19997932146997788,0.14197120101309357,0.1075827207194503,0.5640159608883966,0.03885465024174464,0.5016135967018107,0.17654048471339656,0.12681608190222424,0.612670887857715,0.13708821873575464,0.13524895657815106,0.48456864112264386,0.17667911531110841,0.506395058929643,0.003798313856434794,0.2053189361586794,0.12572037208575546,0.03637627406511515
1636562920.837,0.6167012734674201,0.03453127796660585,0.5997760588071068,0.03282234840362269,0.6717446872772019,0.040684619380607794,0.004603435880393589,0.605064447735246,0.6646520619798254,0.16591825658225795,0.4833987051686638,0.10600033003418766,0.03083729010396922,0.6114830840631158,0.14534393190356656,0.10934665675424834,0.5633357491923546,0.5706935484306628,0.6637873625218836,0.04275330143294824,0.6100701014734349,0.11110792481672953,0.03333519486664536,0.036919044159294506,0.032828396457731335,0.25912661579937224,0.19997932146997788,0.14197120101309357,0.1075827207194503,0.5640159608883966,0.03885465024174464,0.5016135967018107,0.17654048471339656,0.12681608190222424,0.612670887857715,0.13708821873575464,0.13524895657815106,0.48456864112264386,0.17667911531110841,0.506395058929643,0.003798313856434794,0.2053189361586794,0.12572037208575546,0.03637627406511515
1636562935.955,0.6440535385499089,0.03404333835135688,0.6283923482745978,0.03490098217448715,0.724971592501977,0.040574883898462304,0.004290123553864506,0.632181257076866,0.6936582876456817,0.17074735026850155,0.5046807775032764,0.10927980473357571,0.0329937238967637,0.5919401856660341,0.14688365587454544,0.11136977291938119,0.5795019413298075,0.5874227853685736,0.6939115854670999,0.04277614394417425,0.6750204127549282,0.11160091222793983,0.033158390808149855,0.0367730723601316,0.0330368020290062,0.2371510063246649,0.20118145121524783,0.14699308982740525,0.10774192690596518,0.6075188144001027,0.03987384948119187,0.5202428581878795,0.1783158753498462,0.12753315008989133,0.6450096506774756,0.13953547379852688,0.14049243937045663,0.49749082553581525,0.17764352000097144,0.5186587622296048,0.003528663795584582,0.20725068110496114,0.12800459137722126,0.03711873603871724
1636562950.998,0.6440535385499089,0.03404333835135688,0.6283923482745978,0.03490098217448715,0.724971592501977,0.040574883898462304,0.004290123553864506,0.632181257076866,0.6936582876456817,0.17074735026850155,0.5046807775032764,0.10927980473357571,0.0329937238967637,0.5919401856660341,0.14688365587454544,0.11136977291938119,0.5795019413298075,0.5874227853685736,0.6939115854670999,0.04277614394417425,0.6750204127549282,0.11160091222793983,0.033158390808149855,0.0367730723601316,0.0330368020290062,0.2371510063246649,0.20118145121524783,0.14699308982740525,0.10774192690596518,0.6075188144001027,0.03987384948119187,0.5202428581878795,0.1783158753498462,0.12753315008989133,0.6450096506774756,0.13953547379852688,0.14049243937045663,0.49749082553581525,0.17764352000097144,0.5186587622296048,0.003528663795584582,0.20725068110496114,0.12800459137722126,0.03711873603871724
1636562966.015,0.6429009668645993,0.03417284909069274,0.6279103271214074,0.03522844688134656,0.6813639440230852,0.038283748519869584,0.004158712471718041,0.6321328303628827,0.6926389201688182,0.16852718398321836,0.5029031224783693,0.10901903051045189,0.03287526759812642,0.6175697855738022,0.14696081856976778,0.11146846278100583,0.5802587516968576,0.5886061551245328,0.6944400454241594,0.0425987960344503,0.715536378697973,0.11153764579816347,0.0334799324538151,0.03659198193771317,0.03077040561272884,0.22751998960488473,0.1990817377289218,0.14315979461259323,0.1102190769765432,0.6132405254939985,0.04048872153034476,0.5205488543324732,0.17861690727158336,0.12769516264933387,0.6324476076886072,0.1427791778461609,0.14369110241933983,0.5100106222316694,0.17850468448181014,0.5193447619330596,0.003563159120680296,0.20151576421926298,0.12817624156477203,0.03667639066893254
1636562981.037,0.6429009668645993,0.03417284909069274,0.6279103271214074,0.03522844688134656,0.6813639440230852,0.038283748519869584,0.004158712471718041,0.6321328303628827,0.6926389201688182,0.16852718398321836,0.5029031224783693,0.10901903051045189,0.03287526759812642,0.6175697855738022,0.14696081856976778,0.11146846278100583,0.5802587516968576,0.5886061551245328,0.6944400454241594,0.0425987960344503,0.715536378697973,0.11153764579816347,0.0334799324538151,0.03659198193771317,0.03077040561272884,0.22751998960488473,0.1990817377289218,0.14315979461259323,0.1102190769765432,0.6132405254939985,0.04048872153034476,0.5205488543324732,0.17861690727158336,0.12769516264933387,0.6324476076886072,0.1427791778461609,0.14369110241933983,0.5100106222316694,0.17850468448181014,0.5193447619330596,0.003563159120680296,0.20151576421926298,0.12817624156477203,0.03667639066893254
1636562996.058,0.6434651691235975,0.034086027065838416,0.6284365715106428,0.0350890818797818,0.6727646817103308,0.037895586899071534,0.004317028937739685,0.6327824836191375,0.692233273684465,0.17329069893012927,0.5027559964233099,0.10257780263064467,0.03248605753745609,0.5938352092506332,0.14752139207302772,0.1114374693820274,0.5787489714219433,0.5876316055759063,0.6950759700207331,0.042740728922320455,0.7039080145185501,0.11199617992890411,0.03334517704469286,0.0368430328485634,0.03216682129416168,0.2015953928800398,0.20238091352109228,0.1462378875611629,0.11038676050481014,0.6406792770346424,0.03922674047612751,0.5208829530529842,0.17937051059828296,0.12708518165236285,0.6452289713245661,0.13443577764256562,0.14220187579354698,0.5099059988396314,0.17902115614495923,0.5192571848021355,0.0035484078706995627,0.2013532647796959,0.12883251914873287,0.03667228764921687
1636563011.073,0.6434651691235975,0.034086027065838416,0.6284365715106428,0.0350890818797818,0.6727646817103308,0.037895586899071534,0.004317028937739685,0.6327824836191375,0.692233273684465,0.17329069893012927,0.5027559964233099,0.10257780263064467,0.03248605753745609,0.5938352092506332,0.14752139207302772,0.1114374693820274,0.5787489714219433,0.5876316055759063,0.6950759700207331,0.042740728922320455,0.7039080145185501,0.11199617992890411,0.03334517704469286,0.0368430328485634,0.03216682129416168,0.2015953928800398,0.20238091352109228,0.1462378875611629,0.11038676050481014,0.6406792770346424,0.03922674047612751,0.5208829530529842,0.17937051059828296,0.12708518165236285,0.6452289713245661,0.13443577764256562,0.14220187579354698,0.5099059988396314,0.17902115614495923,0.5192571848021355,0.0035484078706995627,0.2013532647796959,0.12883251914873287,0.03667228764921687
1636563026.089,0.6475348990876251,0.03424897656111434,0.628320207569955,0.03495795106866917,0.675269544404741,0.037299085217102027,0.004697252994719271,0.634652219368699,0.6917210951482053,0.17775848324206883,0.48761343402655094,0.10891853064581931,0.031059521861675973,0.5970501657898388,0.148010425934037,0.11157819462613454,0.5796822587006085,0.587173244344291,0.6953127758956537,0.04259482471796436,0.7053737497174546,0.11251278600153289,0.03357944123198032,0.03708349821322923,0.033423244344113104,0.2002367428633583,0.20869295739255772,0.1463589164541714,0.11085345781824467,0.6278852523461043,0.039382350510973524,0.5211911948244776,0.1787740971608905,0.12721491477927055,0.6465094266706927,0.12707741439375,0.1482045166420783,0.5094353896921189,0.17977589445467201,0.5211015112282786,0.0035732168334127066,0.19950538854691613,0.12890743612919023,0.036534782284005654
