"Time","pod:currencyservice-w3-656689488c-b7phk_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-l8ghg_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-72w48_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-bbrlx_service:productcatalogservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-4hkhq_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-bv82v_service:adservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-8lj9d_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-xwqtv_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-snxzq_service:currencyservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-9nqmz_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-ncdq9_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-7dss8_service:adservice_node:worker--3","pod:currencyservice-w2-6f8d8654c5-6xjnd_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-vkpcz_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-cvkv7_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w4-76766bdfb6-bqct4_service:adservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-t2zcd_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-kqxrk_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-bjtjj_service:recommendationservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-qcjtr_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-wkrdl_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-7488n_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-s5wbx_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-nd9lg_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-gv4kp_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-7vxfk_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-8fxhm_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-bb26q_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-2z2dd_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-mbwfq_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-t9dp8_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-2mcv4_service:frontend_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-skh4n_service:currencyservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-762gr_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-t9bch_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-2vmw7_service:frontend_node:worker--3"
1636558985.165,0.44233136277327423,0.03102344411156769,0.13831780599544183,0.09842298895515553,0.032773573827058734,0.16108183057618772,0.03186180578414939,0.16715305290222,0.11692045054091985,0.11427865851570691,0.4447393595206333,0.14321050598351187,0.03899859316310247,0.004811421727242785,0.03860483922130536,0.13106331425406448,0.508544383200705,0.5931754141407057,0.034917148932094785,0.17549863990922132,0.5311223837691963,0.6235286666266902,0.03161932639705034,0.46402095175222097,0.46215204428907913,0.5426402165341366,0.5539283384183477,0.10277763727472207,0.5920498080448295,0.034574707572713234,0.09938548654830434,0.5948302824629168,0.03949077572351585,0.09934390638831717,0.1801492756580475,0.5048043551217242,0.554589329707006,0.18655585977061334,0.5334314187954698,0.1341911625672006,0.031554703306678755,0.0036964821444223873,0.15589839989061893,0.5557539838097048
1636559000.197,0.44233136277327423,0.03102344411156769,0.13831780599544183,0.09842298895515553,0.032773573827058734,0.16108183057618772,0.03186180578414939,0.16715305290222,0.11692045054091985,0.11427865851570691,0.4447393595206333,0.14321050598351187,0.03899859316310247,0.004811421727242785,0.03860483922130536,0.13106331425406448,0.508544383200705,0.5931754141407057,0.034917148932094785,0.17549863990922132,0.5311223837691963,0.6235286666266902,0.03161932639705034,0.46402095175222097,0.46215204428907913,0.5426402165341366,0.5539283384183477,0.10277763727472207,0.5920498080448295,0.034574707572713234,0.09938548654830434,0.5948302824629168,0.03949077572351585,0.09934390638831717,0.1801492756580475,0.5048043551217242,0.554589329707006,0.18655585977061334,0.5334314187954698,0.1341911625672006,0.031554703306678755,0.0036964821444223873,0.15589839989061893,0.5557539838097048
1636559015.216,0.49343174101818243,0.03329664164146838,0.1386578468854381,0.10393398375019082,0.033597210962363476,0.17798814011808317,0.03311965345457577,0.17619359726086814,0.12523671335485687,0.12369658963253849,0.4861076602858548,0.15178552408180912,0.04004560179356559,0.004473207977189976,0.041154154670307516,0.1479121059012402,0.5667169310650637,0.6612338805053722,0.03582137808796794,0.19660830138448657,0.6131568207341435,0.7060233709952868,0.034281522507706726,0.5178551695183388,0.5166444014275764,0.6141982803845348,0.6204562904938928,0.11247104549809256,0.6604866443661057,0.034849407553766296,0.11043813520515955,0.672005697707432,0.039517428879432104,0.11168767901459029,0.19173016354192113,0.5607812564212848,0.6134262094192933,0.21008866679620214,0.5850779909156967,0.14658979769344077,0.03306894420999809,0.0034592834357431842,0.1696025907142775,0.6160722724768721
1636559030.236,0.49343174101818243,0.03329664164146838,0.1386578468854381,0.10393398375019082,0.033597210962363476,0.17798814011808317,0.03311965345457577,0.17619359726086814,0.12523671335485687,0.12369658963253849,0.4861076602858548,0.15178552408180912,0.04004560179356559,0.004473207977189976,0.041154154670307516,0.1479121059012402,0.5667169310650637,0.6612338805053722,0.03582137808796794,0.19660830138448657,0.6131568207341435,0.7060233709952868,0.034281522507706726,0.5178551695183388,0.5166444014275764,0.6141982803845348,0.6204562904938928,0.11247104549809256,0.6604866443661057,0.034849407553766296,0.11043813520515955,0.672005697707432,0.039517428879432104,0.11168767901459029,0.19173016354192113,0.5607812564212848,0.6134262094192933,0.21008866679620214,0.5850779909156967,0.14658979769344077,0.03306894420999809,0.0034592834357431842,0.1696025907142775,0.6160722724768721
1636559045.264,0.48789490732381724,0.03321621252455187,0.1404425938890259,0.1113666571011981,0.03595680282928439,0.17834735695478965,0.03290026667075033,0.17575400574567798,0.12551412991726274,0.12355625403789777,0.5097522768791123,0.1495175021521552,0.04107643567653942,0.004018741938748462,0.04113867120967163,0.1411725143151574,0.5706816451944217,0.6776415191294856,0.03541955957096129,0.2074433827993183,0.6386705289378276,0.7291303955413244,0.03205664152848947,0.5207041160348751,0.5207358178145908,0.6296154646247273,0.6383670680999174,0.11335384259658737,0.6771579090647601,0.03486328279839518,0.11035417833365214,0.7018965434682227,0.04169317746949687,0.11205259701286598,0.19173684786738723,0.5670276559660374,0.6386449268805693,0.19274494933419015,0.5956566598488712,0.1465748058979934,0.032873738992972995,0.0034553835068289154,0.17298761321435202,0.6237852112907993
1636559060.308,0.48789490732381724,0.03321621252455187,0.1404425938890259,0.1113666571011981,0.03595680282928439,0.17834735695478965,0.03290026667075033,0.17575400574567798,0.12551412991726274,0.12355625403789777,0.5097522768791123,0.1495175021521552,0.04107643567653942,0.004018741938748462,0.04113867120967163,0.1411725143151574,0.5706816451944217,0.6776415191294856,0.03541955957096129,0.2074433827993183,0.6386705289378276,0.7291303955413244,0.03205664152848947,0.5207041160348751,0.5207358178145908,0.6296154646247273,0.6383670680999174,0.11335384259658737,0.6771579090647601,0.03486328279839518,0.11035417833365214,0.7018965434682227,0.04169317746949687,0.11205259701286598,0.19173684786738723,0.5670276559660374,0.6386449268805693,0.19274494933419015,0.5956566598488712,0.1465748058979934,0.032873738992972995,0.0034553835068289154,0.17298761321435202,0.6237852112907993
1636559075.326,0.5085322614528193,0.03206222761057035,0.14137404939408782,0.11086525422063737,0.035823983746409944,0.17858361815872614,0.032886813097515656,0.1764262363251921,0.12587651397734922,0.12358685777605632,0.4950623313515454,0.13164154537296988,0.03983719321512651,0.004386502453271162,0.04087582935645537,0.14911527789494383,0.5698508291649088,0.6782491156276,0.03572374540339302,0.19770435210834775,0.6169893822552468,0.6661564809337897,0.03129339611840777,0.5210593316905008,0.5219522039731952,0.629244796244637,0.6388883121174334,0.11352155616138015,0.6775212669735147,0.03539720198640066,0.110586764680659,0.7290494536742418,0.0417606740707934,0.11256077327542957,0.19169392312251682,0.5690374614010156,0.637958115724738,0.20131604411835208,0.5801363654323071,0.1475355639732976,0.033105205875535115,0.003462609632866139,0.17785350893794272,0.6395038931288801
1636559090.346,0.5085322614528193,0.03206222761057035,0.14137404939408782,0.11086525422063737,0.035823983746409944,0.17858361815872614,0.032886813097515656,0.1764262363251921,0.12587651397734922,0.12358685777605632,0.4950623313515454,0.13164154537296988,0.03983719321512651,0.004386502453271162,0.04087582935645537,0.14911527789494383,0.5698508291649088,0.6782491156276,0.03572374540339302,0.19770435210834775,0.6169893822552468,0.6661564809337897,0.03129339611840777,0.5210593316905008,0.5219522039731952,0.629244796244637,0.6388883121174334,0.11352155616138015,0.6775212669735147,0.03539720198640066,0.110586764680659,0.7290494536742418,0.0417606740707934,0.11256077327542957,0.19169392312251682,0.5690374614010156,0.637958115724738,0.20131604411835208,0.5801363654323071,0.1475355639732976,0.033105205875535115,0.003462609632866139,0.17785350893794272,0.6395038931288801
1636559105.375,0.5095145557307613,0.03178212744872496,0.14644460788681968,0.1050203467451902,0.03406440393648437,0.17924136265206383,0.03275989765060924,0.17627911453003425,0.12559273363359919,0.12351905494348646,0.5106777266364231,0.14958485618105835,0.038234424423979244,0.004424845777139289,0.04105416186036018,0.14888038724226707,0.5702468053388038,0.6784280596502785,0.03552173375721715,0.19700474399317053,0.5985707532752421,0.7161246720787402,0.03392132117418782,0.5216531219626244,0.5213401439884511,0.6294149772651755,0.6395100463760229,0.11398264581851555,0.6782505144756521,0.0353672335173324,0.10406451632511218,0.6992363669859941,0.040632893402173464,0.11259625261737866,0.19216387320161543,0.5706681511422287,0.6385132647632985,0.20997666430302198,0.5873026448435477,0.14759361721684935,0.03363126658597021,0.0035126672082681693,0.17722330545463788,0.6404269894811438
1636559120.395,0.5095145557307613,0.03178212744872496,0.14644460788681968,0.1050203467451902,0.03406440393648437,0.17924136265206383,0.03275989765060924,0.17627911453003425,0.12559273363359919,0.12351905494348646,0.5106777266364231,0.14958485618105835,0.038234424423979244,0.004424845777139289,0.04105416186036018,0.14888038724226707,0.5702468053388038,0.6784280596502785,0.03552173375721715,0.19700474399317053,0.5985707532752421,0.7161246720787402,0.03392132117418782,0.5216531219626244,0.5213401439884511,0.6294149772651755,0.6395100463760229,0.11398264581851555,0.6782505144756521,0.0353672335173324,0.10406451632511218,0.6992363669859941,0.040632893402173464,0.11259625261737866,0.19216387320161543,0.5706681511422287,0.6385132647632985,0.20997666430302198,0.5873026448435477,0.14759361721684935,0.03363126658597021,0.0035126672082681693,0.17722330545463788,0.6404269894811438
