"Time","pod:currencyservice-w1-656689488c-kmdwv_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-98gw6_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-zsnkq_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w4-9f97cf96-kjbrn_service:adservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-sc4hs_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-x5s4z_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-wzdqq_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-zsr72_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-6855bd669b-gcf26_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-vtgtl_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-86744bdcbd-lwdvj_service:cartservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-w6fnn_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-s5jch_service:currencyservice_node:worker--1","pod:currencyservice-w2-649d8c7669-tttlp_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-v7j2x_service:frontend_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-ljr4t_service:adservice_node:worker--3.novalocal","pod:frontend-w1-8ddd87c7b-fmstk_service:frontend_node:worker--1","pod:adservice-w2-76766bdfb6-xsw5h_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-2xfbw_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-jnwnp_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-7js4k_service:currencyservice_node:worker--4.novalocal","pod:redis-cart-w2-5fdf77f88c-lndxs_service:redis-cart_node:worker--2.novalocal","pod:frontend-w3-599b6846df-m8g42_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-6m6lw_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w1-8649bb655b-82pgr_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-24hmt_service:recommendationservice_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-twgcp_service:cartservice_node:worker--2.novalocal","pod:frontend-w1-8ddd87c7b-9w5pj_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-cb7bh_service:frontend_node:worker--1","pod:redis-cart-w4-84485f8b85-v5wn4_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-sl9px_service:currencyservice_node:worker--1","pod:recommendationservice-w2-6855bd669b-rjpf6_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-q5fhm_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-5xnl5_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w3-7c75d55f4d-xqqqt_service:redis-cart_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-8flj7_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-9l5dk_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w3-56c4dd84bf-qzwxh_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-zbp29_service:productcatalogservice_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-httw3_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-v8gvx_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-kphpd_service:productcatalogservice_node:worker--2.novalocal"
1641939656.757,0.4713769754247106,0.4563112642491105,0.07386475992702912,0.25464754952545354,0.8361658382226871,0.06449332015573707,0.010468255804012888,0.010474069955027357,0.011097387643223223,0.07220482425728944,0.19363017995934667,0.01051510550120193,0.46772262317080376,0.7127146095577084,0.8344758163899093,0.21567899437768814,0.4595825759581633,0.27200620713830437,0.010905429032422143,0.010533530348979489,0.7160477740625781,0.047331309827655585,0.7540645840342965,0.010603266420994937,0.04933885497745036,0.00846242908139301,0.24305110650194556,0.4707299376444195,0.4470361246290794,0.003887473531889964,0.49242286750506103,0.010598413874902714,0.615286489393829,0.05737044896798505,0.021468706565874546,0.06377854091683881,0.010106084745481496,0.058940283324476275,0.05747099741912013,0.2234274988130161,0.06519009968962401,0.07077559150532993
1641939671.775,0.4713769754247106,0.4563112642491105,0.07386475992702912,0.25464754952545354,0.8361658382226871,0.06449332015573707,0.010468255804012888,0.010474069955027357,0.011097387643223223,0.07220482425728944,0.19363017995934667,0.01051510550120193,0.46772262317080376,0.7127146095577084,0.8344758163899093,0.21567899437768814,0.4595825759581633,0.27200620713830437,0.010905429032422143,0.010533530348979489,0.7160477740625781,0.047331309827655585,0.7540645840342965,0.010603266420994937,0.04933885497745036,0.00846242908139301,0.24305110650194556,0.4707299376444195,0.4470361246290794,0.003887473531889964,0.49242286750506103,0.010598413874902714,0.615286489393829,0.05737044896798505,0.021468706565874546,0.06377854091683881,0.010106084745481496,0.058940283324476275,0.05747099741912013,0.2234274988130161,0.06519009968962401,0.07077559150532993
1641939686.801,0.518455294919742,0.5065119083875305,0.07543898661024137,0.24847225593368413,0.9254482782891591,0.06709042829343494,0.010277188781119467,0.010323100457045518,0.011163224738046925,0.0744779093340627,0.20219058321559213,0.010081764770703518,0.5134274984485139,0.7532755061062502,0.8719270509702274,0.21231488084986797,0.513519458480594,0.2796114621219704,0.010161608296715037,0.010155469503791634,0.7860362998857842,0.048139576740331425,0.8328353978885912,0.010397013674131731,0.05038812673833742,0.008884383215237383,0.2473729394430004,0.528082863191422,0.4968397200312428,0.003892568945091804,0.5184566687469948,0.010557156539644104,0.6750859588209244,0.062092252140404466,0.023381176848497207,0.06670865478803947,0.0101171235389827,0.061664417130309165,0.06077390435270505,0.23555400668524695,0.06746634844215775,0.07160173645467321
1641939701.828,0.518455294919742,0.5065119083875305,0.07543898661024137,0.24847225593368413,0.9254482782891591,0.06709042829343494,0.010277188781119467,0.010323100457045518,0.011163224738046925,0.0744779093340627,0.20219058321559213,0.010081764770703518,0.5134274984485139,0.7532755061062502,0.8719270509702274,0.21231488084986797,0.513519458480594,0.2796114621219704,0.010161608296715037,0.010155469503791634,0.7860362998857842,0.048139576740331425,0.8328353978885912,0.010397013674131731,0.05038812673833742,0.008884383215237383,0.2473729394430004,0.528082863191422,0.4968397200312428,0.003892568945091804,0.5184566687469948,0.010557156539644104,0.6750859588209244,0.062092252140404466,0.023381176848497207,0.06670865478803947,0.0101171235389827,0.061664417130309165,0.06077390435270505,0.23555400668524695,0.06746634844215775,0.07160173645467321
1641939717.127,0.5054772148977408,0.5082726729566697,0.07721527676299743,0.2340734734997012,0.9292122891521912,0.0665803368901291,0.01029292576726007,0.010273880917501511,0.011066814418234374,0.07501235965838689,0.20102333420997803,0.010152520774241622,0.5326775800812436,0.8448977999747426,0.882686805599587,0.19511812423163621,0.5130511180619479,0.26663909414025233,0.010413492734646729,0.01026193329004443,0.7862486542189423,0.048040266097173955,0.8337141300484732,0.010274021238394241,0.05342880384272617,0.008834777722065541,0.2439835157817038,0.5345649729642005,0.4964991435683486,0.0038756783751357758,0.5398812077702861,0.01106332453532509,0.6738119393139618,0.06226648485701762,0.0232634186496193,0.06663967294857562,0.010042061898898929,0.06175857721265322,0.06094401105164217,0.23487118371970167,0.06776976715930423,0.07083004481494441
1641939732.169,0.5054772148977408,0.5082726729566697,0.07721527676299743,0.2340734734997012,0.9292122891521912,0.0665803368901291,0.01029292576726007,0.010273880917501511,0.011066814418234374,0.07501235965838689,0.20102333420997803,0.010152520774241622,0.5326775800812436,0.8448977999747426,0.882686805599587,0.19511812423163621,0.5130511180619479,0.26663909414025233,0.010413492734646729,0.01026193329004443,0.7862486542189423,0.048040266097173955,0.8337141300484732,0.010274021238394241,0.05342880384272617,0.008834777722065541,0.2439835157817038,0.5345649729642005,0.4964991435683486,0.0038756783751357758,0.5398812077702861,0.01106332453532509,0.6738119393139618,0.06226648485701762,0.0232634186496193,0.06663967294857562,0.010042061898898929,0.06175857721265322,0.06094401105164217,0.23487118371970167,0.06776976715930423,0.07083004481494441
1641939747.185,0.5058515520930713,0.5130743199543735,0.07727771105576756,0.22229681057699313,0.9311580838384972,0.06742092866818916,0.010378465046348605,0.010320861115412383,0.011092092688861424,0.07489642619828488,0.2009104401181514,0.010188340865582197,0.5334116469213969,0.835943930415366,0.8882596300623641,0.1830602576683682,0.5118426692004485,0.24774260513430582,0.01058685386785952,0.010216455253789117,0.7887240866840936,0.04754066698326316,0.8322495880434758,0.010252669525620619,0.05006532017851426,0.008201215039781794,0.25674323639809743,0.5338191980451554,0.49805362041102486,0.003895906716517409,0.5217295266582562,0.011191169393814008,0.6749387990053077,0.06236888291928368,0.023154672034258163,0.06680777645202836,0.010077327207059136,0.061752298628136554,0.06061229321303005,0.23550288863467433,0.0678197741764589,0.0731686622525836
1641939762.201,0.5058515520930713,0.5130743199543735,0.07727771105576756,0.22229681057699313,0.9311580838384972,0.06742092866818916,0.010378465046348605,0.010320861115412383,0.011092092688861424,0.07489642619828488,0.2009104401181514,0.010188340865582197,0.5334116469213969,0.835943930415366,0.8882596300623641,0.1830602576683682,0.5118426692004485,0.24774260513430582,0.01058685386785952,0.010216455253789117,0.7887240866840936,0.04754066698326316,0.8322495880434758,0.010252669525620619,0.05006532017851426,0.008201215039781794,0.25674323639809743,0.5338191980451554,0.49805362041102486,0.003895906716517409,0.5217295266582562,0.011191169393814008,0.6749387990053077,0.06236888291928368,0.023154672034258163,0.06680777645202836,0.010077327207059136,0.061752298628136554,0.06061229321303005,0.23550288863467433,0.0678197741764589,0.0731686622525836
1641939777.231,0.52044978650733,0.5164021575367579,0.07451080211805128,0.21725351666557552,0.9304078649597727,0.06740050579877725,0.010472322889908542,0.010296072313822908,0.010191425384965367,0.0713146918855246,0.2008793869711079,0.010205334314721985,0.5330306512531109,0.828672350018803,0.8754761096105198,0.18061951104001694,0.5085771533564377,0.22759960679569402,0.010468603033129537,0.010447072593669293,0.7889334270830246,0.047575388200074904,0.8315515896436674,0.010208690349166587,0.05338932367656429,0.008790618413683516,0.24859616597872983,0.5317574107846312,0.48835293933377993,0.003928933128209551,0.5402876226918484,0.009706946864504098,0.6737962169468388,0.06214573688773066,0.02315027477137053,0.0671524343369975,0.010141103331347892,0.061730986299684605,0.0610450547698961,0.2364981417566866,0.06756295691219784,0.06923580275753212
1641939792.256,0.52044978650733,0.5164021575367579,0.07451080211805128,0.21725351666557552,0.9304078649597727,0.06740050579877725,0.010472322889908542,0.010296072313822908,0.010191425384965367,0.0713146918855246,0.2008793869711079,0.010205334314721985,0.5330306512531109,0.828672350018803,0.8754761096105198,0.18061951104001694,0.5085771533564377,0.22759960679569402,0.010468603033129537,0.010447072593669293,0.7889334270830246,0.047575388200074904,0.8315515896436674,0.010208690349166587,0.05338932367656429,0.008790618413683516,0.24859616597872983,0.5317574107846312,0.48835293933377993,0.003928933128209551,0.5402876226918484,0.009706946864504098,0.6737962169468388,0.06214573688773066,0.02315027477137053,0.0671524343369975,0.010141103331347892,0.061730986299684605,0.0610450547698961,0.2364981417566866,0.06756295691219784,0.06923580275753212
