"Time","pod:cartservice-w2-59ff89795c-4d9mp_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-5lqbm_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-gkm8j_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-mgdzp_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-4x6np_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-qbtv7_service:redis-cart_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-jhwkz_service:cartservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-2ms4f_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-599b6846df-vzh5m_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-hdjxr_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-5mk96_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-hpcr4_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-hk529_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-nbfdw_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-v77db_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w2-84485f8b85-v8qjr_service:redis-cart_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4fz5t_service:adservice_node:worker--3","pod:adservice-w4-76766bdfb6-xst7s_service:adservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-j6dsx_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-mhsr5_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-7w7gv_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-64p77_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-fhm95_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-jpd87_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-l7kkh_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-c2xww_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-86shl_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-5c65c_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-pgnbb_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-zgbbp_service:cartservice_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-hcblm_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-97pgh_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-652q4_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-fbmxr_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-zst8g_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-qf8jq_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-v2pm8_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-95tq2_service:productcatalogservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-9krqs_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-6cfmg_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-mmf4m_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-zx8zw_service:productcatalogservice_node:worker--4.novalocal"
1641907983.478,0.1990965495393361,0.05178019809614868,0.00984280778767977,0.011854651100018283,0.01018908153335625,0.005915352215028648,0.21337097884437498,0.044737797778972924,0.4692011276591047,0.009826108332341928,0.23923817971157857,0.01056151466134364,0.7392089561116184,0.7179762685505655,0.011516489388189425,0.022305807901843763,0.19517509047198905,0.2874554347607622,0.468606783347138,0.4615883293031557,0.05997897013718767,0.010198220466759302,0.052402807339396354,0.009711607169031043,0.8153292525286772,0.01181585029618422,0.4695416754248421,0.43964049901031266,0.060408622426814274,0.16705242741283416,0.05117278779889639,0.010385755593329025,0.06798367434579344,0.7225314729329615,0.4547215054114799,0.6614006264842621,0.5766001142697366,0.05247381372580887,0.46685881950170344,0.059919031970828804,0.07333491678998334,0.06944210751837061
1641907998.505,0.1990965495393361,0.05178019809614868,0.00984280778767977,0.011854651100018283,0.01018908153335625,0.005915352215028648,0.21337097884437498,0.044737797778972924,0.4692011276591047,0.009826108332341928,0.23923817971157857,0.01056151466134364,0.7392089561116184,0.7179762685505655,0.011516489388189425,0.022305807901843763,0.19517509047198905,0.2874554347607622,0.468606783347138,0.4615883293031557,0.05997897013718767,0.010198220466759302,0.052402807339396354,0.009711607169031043,0.8153292525286772,0.01181585029618422,0.4695416754248421,0.43964049901031266,0.060408622426814274,0.16705242741283416,0.05117278779889639,0.010385755593329025,0.06798367434579344,0.7225314729329615,0.4547215054114799,0.6614006264842621,0.5766001142697366,0.05247381372580887,0.46685881950170344,0.059919031970828804,0.07333491678998334,0.06944210751837061
1641908013.533,0.21043704421651138,0.057924995354057485,0.009818427803317424,0.01087576889182213,0.009738466551702598,0.005756325600379506,0.23543772161041082,0.047075674675293784,0.5282181847475181,0.009197305540599663,0.23523510351281818,0.010095938078905718,0.821807030600587,0.8074816478531522,0.011362495992963188,0.023221802578943494,0.20486933560057258,0.2899807483454694,0.5201522143172239,0.5150789516848969,0.06397961371869773,0.009883018054636565,0.05778960113234319,0.010102430706102753,0.8661176742309082,0.011644837178901874,0.5220412098168876,0.4938024971191718,0.0638014469889236,0.18796189867053173,0.05533970471662973,0.009978518805347114,0.07326741908435747,0.8583108757708664,0.5059257014137593,0.7329106587136277,0.6510040649521143,0.05873053302101085,0.519299999110328,0.06254847142114148,0.06866912331454829,0.07288484702318292
1641908028.571,0.21043704421651138,0.057924995354057485,0.009818427803317424,0.01087576889182213,0.009738466551702598,0.005756325600379506,0.23543772161041082,0.047075674675293784,0.5282181847475181,0.009197305540599663,0.23523510351281818,0.010095938078905718,0.821807030600587,0.8074816478531522,0.011362495992963188,0.023221802578943494,0.20486933560057258,0.2899807483454694,0.5201522143172239,0.5150789516848969,0.06397961371869773,0.009883018054636565,0.05778960113234319,0.010102430706102753,0.8661176742309082,0.011644837178901874,0.5220412098168876,0.4938024971191718,0.0638014469889236,0.18796189867053173,0.05533970471662973,0.009978518805347114,0.07326741908435747,0.8583108757708664,0.5059257014137593,0.7329106587136277,0.6510040649521143,0.05873053302101085,0.519299999110328,0.06254847142114148,0.06866912331454829,0.07288484702318292
1641908043.591,0.20955517036770538,0.05528020689150821,0.009801635921403082,0.011745732605952845,0.009671839482738646,0.005752088876089216,0.24652430541302128,0.04692137979042621,0.5352594708513475,0.00915440198604012,0.22305263277893164,0.010190653761419725,0.8362722620592389,0.7732234106442081,0.010493502254116216,0.023322580375800796,0.1981380910943331,0.2430868602605694,0.5225928045335042,0.523670813003331,0.06380992253473147,0.009892407575150476,0.05869680522053604,0.009837343549238143,0.9332353532879923,0.011384349950515182,0.5250950428166274,0.5036180769927748,0.06352447423704276,0.16959927789914475,0.0556000246567263,0.009858308126898613,0.07231949324102736,0.8620003526382356,0.5114379602216741,0.7387392381195099,0.6658411397013129,0.05929601893642566,0.5262870599195555,0.06260921628433336,0.07050131774705212,0.07516627517506179
1641908058.623,0.20955517036770538,0.05528020689150821,0.009801635921403082,0.011745732605952845,0.009671839482738646,0.005752088876089216,0.24652430541302128,0.04692137979042621,0.5352594708513475,0.00915440198604012,0.22305263277893164,0.010190653761419725,0.8362722620592389,0.7732234106442081,0.010493502254116216,0.023322580375800796,0.1981380910943331,0.2430868602605694,0.5225928045335042,0.523670813003331,0.06380992253473147,0.009892407575150476,0.05869680522053604,0.009837343549238143,0.9332353532879923,0.011384349950515182,0.5250950428166274,0.5036180769927748,0.06352447423704276,0.16959927789914475,0.0556000246567263,0.009858308126898613,0.07231949324102736,0.8620003526382356,0.5114379602216741,0.7387392381195099,0.6658411397013129,0.05929601893642566,0.5262870599195555,0.06260921628433336,0.07050131774705212,0.07516627517506179
1641908073.65,0.21353717434899444,0.058172883842271955,0.009922196804605883,0.011190183973308116,0.009801530339638927,0.0057685384414244804,0.2590809345775334,0.04816804618416452,0.5331402717226582,0.009148899575492723,0.21026749815455184,0.010042845492909794,0.8421554772684717,0.8256706336201205,0.01025991280125887,0.022462275654925146,0.16392947277266068,0.234500839724831,0.5228252346224368,0.5245940934706763,0.0636317512033587,0.009829737253450918,0.05889550851033122,0.010210679973840604,0.8941326503143172,0.010477523059200355,0.5246529619315898,0.5014903857830648,0.06368878558027687,0.19018221818205402,0.055904474359857514,0.009892337147215949,0.06954050495963676,0.8635987049661287,0.5140971407017083,0.7381098545194802,0.6682922235665836,0.05962364391836305,0.5279882138743103,0.06265797377734929,0.07232389945597424,0.07521568747023016
1641908088.684,0.21353717434899444,0.058172883842271955,0.009922196804605883,0.011190183973308116,0.009801530339638927,0.0057685384414244804,0.2590809345775334,0.04816804618416452,0.5331402717226582,0.009148899575492723,0.21026749815455184,0.010042845492909794,0.8421554772684717,0.8256706336201205,0.01025991280125887,0.022462275654925146,0.16392947277266068,0.234500839724831,0.5228252346224368,0.5245940934706763,0.0636317512033587,0.009829737253450918,0.05889550851033122,0.010210679973840604,0.8941326503143172,0.010477523059200355,0.5246529619315898,0.5014903857830648,0.06368878558027687,0.19018221818205402,0.055904474359857514,0.009892337147215949,0.06954050495963676,0.8635987049661287,0.5140971407017083,0.7381098545194802,0.6682922235665836,0.05962364391836305,0.5279882138743103,0.06265797377734929,0.07232389945597424,0.07521568747023016
1641908103.716,0.2202016684990712,0.05678684699363068,0.009991552666538417,0.01168136214891684,0.009726013906698226,0.005790086723112292,0.2306944151101174,0.04544432215886294,0.531628910582885,0.009226548600010383,0.20337393146733818,0.010155014598323929,0.845916798978378,0.829004984781681,0.011092518704944458,0.021078078383165947,0.17469858069303046,0.23866087965649901,0.5239814033483878,0.5234530480455022,0.06363297195908518,0.009934837999011703,0.05500512262091778,0.01007652796240886,0.9197684170497283,0.010632874183936866,0.5252569451820885,0.5061936710064109,0.0638861088980697,0.17904031469922105,0.05592160612005302,0.009899218527421046,0.06821064569423343,0.8426525532535614,0.5151391884753442,0.7412273092731938,0.6671021686879242,0.05956144104699715,0.5287028623016451,0.06294523506597188,0.07025184452584117,0.07373814066997005
1641908118.739,0.2202016684990712,0.05678684699363068,0.009991552666538417,0.01168136214891684,0.009726013906698226,0.005790086723112292,0.2306944151101174,0.04544432215886294,0.531628910582885,0.009226548600010383,0.20337393146733818,0.010155014598323929,0.845916798978378,0.829004984781681,0.011092518704944458,0.021078078383165947,0.17469858069303046,0.23866087965649901,0.5239814033483878,0.5234530480455022,0.06363297195908518,0.009934837999011703,0.05500512262091778,0.01007652796240886,0.9197684170497283,0.010632874183936866,0.5252569451820885,0.5061936710064109,0.0638861088980697,0.17904031469922105,0.05592160612005302,0.009899218527421046,0.06821064569423343,0.8426525532535614,0.5151391884753442,0.7412273092731938,0.6671021686879242,0.05956144104699715,0.5287028623016451,0.06294523506597188,0.07025184452584117,0.07373814066997005
