"Time","pod:frontend-w4-6646bc856b-fgv6x_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-9bcdd_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-qzbzs_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w4-76766bdfb6-s52zz_service:adservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-vp852_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-z2fl5_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-lt7f9_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-tqftf_service:redis-cart_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-wh6wr_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-d8h9f_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-sjb5k_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-4w5zp_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-gck8b_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-hkbls_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-gm7gr_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-8xvgl_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-znf5c_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-qhv29_service:frontend_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-h5s9b_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-hxl2d_service:currencyservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-j7x72_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w2-84485f8b85-q7glz_service:redis-cart_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-zcd92_service:frontend_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-hmz2l_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-cbdjv_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-7jz2f_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-mnn4r_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-kmnzl_service:adservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-nqrfq_service:cartservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-slfzd_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-2lwc2_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w4-6d5d8bb6bc-7slgk_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-9k6jf_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-nxbsz_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-b4srg_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w4-5d9b8d854-gwjhg_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-7gxmw_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-wqqwr_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-lfkhf_service:frontend_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-4s5j8_service:currencyservice_node:worker--3"
1641803370.183,0.7044910573489025,0.14518821610939267,0.14825802308792857,0.41634540497391825,0.44198925259336097,0.4461023407617897,0.05084550169679132,0.05738519719901381,0.14856546042749838,0.04446006256116112,0.441509057043097,0.1123218102386715,0.03828759347875455,0.6891785917063841,0.05145615104470841,0.4435003930400795,0.6176536633898561,0.4506994903655823,0.04582798888607456,0.4394146546077482,0.16409274377791666,0.003914916070381873,0.3907303693906364,0.16784699551345553,0.4435937818520995,0.11844719100602347,0.03994330997218098,0.37812928196216133,0.33188498639226455,0.6568702797192516,0.04483592323855075,0.3227490261766201,0.44839047790460923,0.4476930391456183,0.4349249567272578,0.1788743823928921,0.05653945172172961,0.4447913210352085,0.44707545473786925,0.4349455404360439
1641803385.227,0.7044910573489025,0.14518821610939267,0.14825802308792857,0.41634540497391825,0.44198925259336097,0.4461023407617897,0.05084550169679132,0.05738519719901381,0.14856546042749838,0.04446006256116112,0.441509057043097,0.1123218102386715,0.03828759347875455,0.6891785917063841,0.05145615104470841,0.4435003930400795,0.6176536633898561,0.4506994903655823,0.04582798888607456,0.4394146546077482,0.16409274377791666,0.003914916070381873,0.3907303693906364,0.16784699551345553,0.4435937818520995,0.11844719100602347,0.03994330997218098,0.37812928196216133,0.33188498639226455,0.6568702797192516,0.04483592323855075,0.3227490261766201,0.44839047790460923,0.4476930391456183,0.4349249567272578,0.1788743823928921,0.05653945172172961,0.4447913210352085,0.44707545473786925,0.4349455404360439
1641803400.274,0.7478881407178452,0.15578204622135955,0.15798011141635218,0.43586864170045503,0.48961296723410097,0.49973832766585025,0.05256971184618717,0.06107422922339794,0.15692018765830965,0.04459460052770249,0.48571652817070465,0.12327651464683617,0.04014536394670032,0.7472249530309989,0.052302214629911574,0.49179866764091806,0.686520472173654,0.4975299432658852,0.04583841141831729,0.47354794771718756,0.18665910158249288,0.003766280233009695,0.4385800512879141,0.1880924713428734,0.496150137606136,0.12817310619982725,0.04144277752849392,0.3911937470860336,0.3614380088671172,0.7310349951669499,0.045379343847738965,0.35147412487570084,0.49533680876591196,0.4930589859601699,0.4877104696590486,0.1921077536811365,0.05403118725715221,0.49578921007370214,0.5011940745082316,0.4880598302102012
1641803415.287,0.7478881407178452,0.15578204622135955,0.15798011141635218,0.43586864170045503,0.48961296723410097,0.49973832766585025,0.05256971184618717,0.06107422922339794,0.15692018765830965,0.04459460052770249,0.48571652817070465,0.12327651464683617,0.04014536394670032,0.7472249530309989,0.052302214629911574,0.49179866764091806,0.686520472173654,0.4975299432658852,0.04583841141831729,0.47354794771718756,0.18665910158249288,0.003766280233009695,0.4385800512879141,0.1880924713428734,0.496150137606136,0.12817310619982725,0.04144277752849392,0.3911937470860336,0.3614380088671172,0.7310349951669499,0.045379343847738965,0.35147412487570084,0.49533680876591196,0.4930589859601699,0.4877104696590486,0.1921077536811365,0.05403118725715221,0.49578921007370214,0.5011940745082316,0.4880598302102012
1641803430.407,0.7074146850203733,0.1562397943115368,0.15785007471693352,0.4237259969675134,0.49169258770414664,0.4803291321632386,0.053232412640958605,0.06174177400747727,0.15755780796140473,0.04440039553037026,0.4692946069128594,0.1199291187328188,0.0385745872905128,0.8110423269565648,0.0491559376144068,0.49750608349113945,0.6929255534238221,0.4801960481812678,0.045840882488125526,0.4954191023970169,0.18737523320951927,0.003762916485266078,0.445135112685417,0.1799315662771344,0.5003168759946136,0.1275675801816142,0.040408728492562024,0.37513524447141916,0.362951870167011,0.7423653072520179,0.04643373966539515,0.3341891727,0.49629686800525286,0.49665952449472295,0.4929666722763053,0.18932832698607072,0.054133442390590814,0.4951802722579221,0.5036835901261574,0.49141688283156076
1641803445.462,0.7074146850203733,0.1562397943115368,0.15785007471693352,0.4237259969675134,0.49169258770414664,0.4803291321632386,0.053232412640958605,0.06174177400747727,0.15755780796140473,0.04440039553037026,0.4692946069128594,0.1199291187328188,0.0385745872905128,0.8110423269565648,0.0491559376144068,0.49750608349113945,0.6929255534238221,0.4801960481812678,0.045840882488125526,0.4954191023970169,0.18737523320951927,0.003762916485266078,0.445135112685417,0.1799315662771344,0.5003168759946136,0.1275675801816142,0.040408728492562024,0.37513524447141916,0.362951870167011,0.7423653072520179,0.04643373966539515,0.3341891727,0.49629686800525286,0.49665952449472295,0.4929666722763053,0.18932832698607072,0.054133442390590814,0.4951802722579221,0.5036835901261574,0.49141688283156076
1641803460.526,0.7599227540053617,0.1570650522941847,0.15864875551733326,0.41743415741801065,0.49171456249662426,0.4793993264490513,0.05121190628002882,0.05822180658157234,0.15911590893356242,0.044519530350267976,0.5026816531958349,0.1234169786876646,0.03992218086337812,0.7755892512969311,0.05118609723873489,0.49753217196284194,0.6955937025746356,0.48171811060448533,0.04650007624925827,0.4942416827699688,0.1869376251436992,0.003757296707504656,0.43135965936556325,0.19315204152714804,0.49857651255817015,0.12733599181678473,0.040832282525646704,0.36378378336125994,0.3659682313312024,0.7470674373857276,0.04649392077013001,0.38948840496085263,0.496457507298613,0.4968377776748607,0.49215648103077164,0.18307717006628393,0.05203085726022656,0.49450523384391065,0.5046590760522527,0.45385068629853387
1641803475.579,0.7599227540053617,0.1570650522941847,0.15864875551733326,0.41743415741801065,0.49171456249662426,0.4793993264490513,0.05121190628002882,0.05822180658157234,0.15911590893356242,0.044519530350267976,0.5026816531958349,0.1234169786876646,0.03992218086337812,0.7755892512969311,0.05118609723873489,0.49753217196284194,0.6955937025746356,0.48171811060448533,0.04650007624925827,0.4942416827699688,0.1869376251436992,0.003757296707504656,0.43135965936556325,0.19315204152714804,0.49857651255817015,0.12733599181678473,0.040832282525646704,0.36378378336125994,0.3659682313312024,0.7470674373857276,0.04649392077013001,0.38948840496085263,0.496457507298613,0.4968377776748607,0.49215648103077164,0.18307717006628393,0.05203085726022656,0.49450523384391065,0.5046590760522527,0.45385068629853387
1641803490.619,0.7620062164716178,0.15806681547871476,0.1591281311114616,0.381954848720485,0.4921263181359731,0.4799065169199498,0.050768867572115225,0.06068201920638118,0.1592767255306733,0.04460926896771111,0.5034118257054795,0.12376319912712594,0.04001809096227173,0.7859972897767051,0.051009713652839656,0.4987079645334622,0.6985889898111075,0.507794868220506,0.046040384145340105,0.4830412950203674,0.19081327085193442,0.003816113220309013,0.4532614107091544,0.18210410960153295,0.49832138079444,0.1273653200367847,0.041749723195224756,0.3612309405194661,0.3666971913483554,0.7478855674499432,0.046847800058076206,0.37060320927215235,0.49554086377634166,0.49674298409148765,0.49311586689592773,0.178614020943214,0.055380956002594364,0.49448283648250513,0.5049014500355984,0.4912875956431013
1641803505.66,0.7620062164716178,0.15806681547871476,0.1591281311114616,0.381954848720485,0.4921263181359731,0.4799065169199498,0.050768867572115225,0.06068201920638118,0.1592767255306733,0.04460926896771111,0.5034118257054795,0.12376319912712594,0.04001809096227173,0.7859972897767051,0.051009713652839656,0.4987079645334622,0.6985889898111075,0.507794868220506,0.046040384145340105,0.4830412950203674,0.19081327085193442,0.003816113220309013,0.4532614107091544,0.18210410960153295,0.49832138079444,0.1273653200367847,0.041749723195224756,0.3612309405194661,0.3666971913483554,0.7478855674499432,0.046847800058076206,0.37060320927215235,0.49554086377634166,0.49674298409148765,0.49311586689592773,0.178614020943214,0.055380956002594364,0.49448283648250513,0.5049014500355984,0.4912875956431013
