"Time","pod:productcatalogservice-w2-8649bb655b-n4vnf_service:productcatalogservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-48wfx_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-mlnmq_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-qwtsd_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-dl792_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-k6jb8_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-8269h_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-5ww6x_service:currencyservice_node:worker--3.novalocal","pod:cartservice-w4-86744bdcbd-rmtlm_service:cartservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-jg8xd_service:frontend_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-sbpkv_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-pfln5_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w4-5c67ddfffc-5kqzh_service:adservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-stjkm_service:currencyservice_node:worker--2","pod:frontend-w3-6646bc856b-fzs4x_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-j6fg2_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-5pxd7_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-6vv79_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w2-8597bb459d-bjrtc_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-rk8cq_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-rlj98_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-d5fh4_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-cpsrd_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-sg98d_service:frontend_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-cvzwc_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-2tqqv_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-rvmbb_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-tms8j_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-fsjkd_service:frontend_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-cmtbz_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w2-8597bb459d-j4nwl_service:recommendationservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-qpzrj_service:recommendationservice_node:worker--2","pod:recommendationservice-w4-5c774597c5-c74tp_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-qghf7_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-qsfpl_service:frontend_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-nxbb9_service:cartservice_node:worker--2","pod:currencyservice-w1-6f8d8654c5-xvhrm_service:currencyservice_node:worker--1.novalocal","pod:adservice-w2-754d7d8cd4-zrww7_service:adservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-vrh98_service:productcatalogservice_node:worker--2","pod:redis-cart-w2-6d65c886c7-vzccn_service:redis-cart_node:worker--2"
1639746001.767,0.11471997267144571,0.04635954854574299,0.12303916156936354,0.1223027777603028,0.04893931720750252,0.4243095462458655,0.11128622104327887,0.4456591537872917,0.2653934417375775,0.5667352944839277,0.4460598478478215,0.041520265718147,0.2917539480178628,0.45245919278344415,0.4013444243049858,0.11557743175959347,0.4043027478452915,0.3643438997724483,0.04145738395994582,0.4505201927314579,0.1327133095006679,0.04278301062858372,0.42709056214427676,0.4523295919230493,0.561958460047637,0.3748101471207874,0.4683497622221555,0.12124979554937462,0.4579053238952133,0.49213248163601775,0.0389604903010666,0.039211154481364925,0.040692702043801196,0.04105964320267968,0.4685267072085964,0.25421911460711905,0.42396977034574074,0.272933892801535,0.11414591857942843,0.006310194576129153
1639746016.832,0.11471997267144571,0.04635954854574299,0.12303916156936354,0.1223027777603028,0.04893931720750252,0.4243095462458655,0.11128622104327887,0.4456591537872917,0.2653934417375775,0.5667352944839277,0.4460598478478215,0.041520265718147,0.2917539480178628,0.45245919278344415,0.4013444243049858,0.11557743175959347,0.4043027478452915,0.3643438997724483,0.04145738395994582,0.4505201927314579,0.1327133095006679,0.04278301062858372,0.42709056214427676,0.4523295919230493,0.561958460047637,0.3748101471207874,0.4683497622221555,0.12124979554937462,0.4579053238952133,0.49213248163601775,0.0389604903010666,0.039211154481364925,0.040692702043801196,0.04105964320267968,0.4685267072085964,0.25421911460711905,0.42396977034574074,0.272933892801535,0.11414591857942843,0.006310194576129153
1639746031.845,0.12554765646447155,0.049255718661436285,0.13367675697318643,0.1337359962962327,0.05225711250091677,0.4694601489426534,0.12543643682636998,0.5227886578482118,0.29240981300412877,0.6342139769134582,0.4966966351672931,0.04182053804135384,0.3075377847564845,0.46925053007480905,0.44884548587276124,0.12218791965297142,0.4439008318325,0.3830031044095149,0.04318416212001423,0.5331544315207574,0.14470984401939818,0.04455360038903837,0.47029783729973107,0.5048513288878982,0.5905617232691724,0.4430794458173689,0.5241591690033187,0.13261495893285402,0.5089953841878823,0.50275013008947,0.04275268376453431,0.038474788200323656,0.042655211382051306,0.042404323631697854,0.5238460728190146,0.27508058728773443,0.46904624910535836,0.2981729337943334,0.12463413309435517,0.005955507889409607
1639746046.874,0.12554765646447155,0.049255718661436285,0.13367675697318643,0.1337359962962327,0.05225711250091677,0.4694601489426534,0.12543643682636998,0.5227886578482118,0.29240981300412877,0.6342139769134582,0.4966966351672931,0.04182053804135384,0.3075377847564845,0.46925053007480905,0.44884548587276124,0.12218791965297142,0.4439008318325,0.3830031044095149,0.04318416212001423,0.5331544315207574,0.14470984401939818,0.04455360038903837,0.47029783729973107,0.5048513288878982,0.5905617232691724,0.4430794458173689,0.5241591690033187,0.13261495893285402,0.5089953841878823,0.50275013008947,0.04275268376453431,0.038474788200323656,0.042655211382051306,0.042404323631697854,0.5238460728190146,0.27508058728773443,0.46904624910535836,0.2981729337943334,0.12463413309435517,0.005955507889409607
1639746061.899,0.12479653304802393,0.051622460734855206,0.1343355171368073,0.13438921989268882,0.05304128828606318,0.47019798063635565,0.1226528124700654,0.5328897712825541,0.2951204017813368,0.6471596055565563,0.5011783812081582,0.041494122200118694,0.29006492090978087,0.5070641872074054,0.4447343171284103,0.12244361987943701,0.47206391547944127,0.35815279699366265,0.04217970961856353,0.5306431802204603,0.14369057267838342,0.0447805928204453,0.47201938726822146,0.5145968732883669,0.6440929759829405,0.43890780645233163,0.530289427767928,0.13375162041760086,0.5141226350978159,0.5290429454854604,0.04039286227686388,0.04110446006398637,0.04361538378804712,0.042765322316373824,0.5319098624293552,0.277896626154315,0.47021547519208307,0.27361311018818724,0.11784814528653975,0.005945907763122822
1639746076.914,0.12479653304802393,0.051622460734855206,0.1343355171368073,0.13438921989268882,0.05304128828606318,0.47019798063635565,0.1226528124700654,0.5328897712825541,0.2951204017813368,0.6471596055565563,0.5011783812081582,0.041494122200118694,0.29006492090978087,0.5070641872074054,0.4447343171284103,0.12244361987943701,0.47206391547944127,0.35815279699366265,0.04217970961856353,0.5306431802204603,0.14369057267838342,0.0447805928204453,0.47201938726822146,0.5145968732883669,0.6440929759829405,0.43890780645233163,0.530289427767928,0.13375162041760086,0.5141226350978159,0.5290429454854604,0.04039286227686388,0.04110446006398637,0.04361538378804712,0.042765322316373824,0.5319098624293552,0.277896626154315,0.47021547519208307,0.27361311018818724,0.11784814528653975,0.005945907763122822
1639746091.931,0.12452162098839441,0.05053429818158242,0.13440950864509474,0.1347425042628348,0.05326639340309961,0.47050532336549633,0.11907184086672959,0.5206360921350365,0.29555503979295544,0.649736456026825,0.49888329676614035,0.04152856602097371,0.27647961473524185,0.5072177290567247,0.4370644286261117,0.12266611712641066,0.4764705328683979,0.3764697272281874,0.04135403668480851,0.5281234659040446,0.15287914755604937,0.04506973776961736,0.4714734799459701,0.5156095212904639,0.6136490999202016,0.4241457880002374,0.5295403502158395,0.1337712366966521,0.5138910752608014,0.5105029109596603,0.041485164164596564,0.03994866539774493,0.04379580325974375,0.043181090159787244,0.5316544804084489,0.27896729360520733,0.4698165313931608,0.2579073585187638,0.1256489099094101,0.0059906435145535755
1639746106.944,0.12452162098839441,0.05053429818158242,0.13440950864509474,0.1347425042628348,0.05326639340309961,0.47050532336549633,0.11907184086672959,0.5206360921350365,0.29555503979295544,0.649736456026825,0.49888329676614035,0.04152856602097371,0.27647961473524185,0.5072177290567247,0.4370644286261117,0.12266611712641066,0.4764705328683979,0.3764697272281874,0.04135403668480851,0.5281234659040446,0.15287914755604937,0.04506973776961736,0.4714734799459701,0.5156095212904639,0.6136490999202016,0.4241457880002374,0.5295403502158395,0.1337712366966521,0.5138910752608014,0.5105029109596603,0.041485164164596564,0.03994866539774493,0.04379580325974375,0.043181090159787244,0.5316544804084489,0.27896729360520733,0.4698165313931608,0.2579073585187638,0.1256489099094101,0.0059906435145535755
1639746122.038,0.12434849417571496,0.047355410406226296,0.1347805624926594,0.13521681359161528,0.0533748969300287,0.47045576801149236,0.12490296282517896,0.5190318197972474,0.2960514445903256,0.6543253745122721,0.4965087326211737,0.04128968262028257,0.2747318942074381,0.5051080599149207,0.42354224919400396,0.12300293267774662,0.4858590953046889,0.3747792494244164,0.04128353853462596,0.5249966920944431,0.1461972779554433,0.045307592294578425,0.47018961550848243,0.5139057128652976,0.6485993873360747,0.42032747241005797,0.532862543404869,0.13368661252018058,0.5149521540234279,0.554852900567175,0.03983146100658405,0.040302032090707915,0.04431450130004204,0.043054964963657114,0.5327372968202502,0.2687649343019999,0.4696087563962035,0.25212711496520757,0.1254485749220381,0.006010864650113192
1639746137.052,0.12434849417571496,0.047355410406226296,0.1347805624926594,0.13521681359161528,0.0533748969300287,0.47045576801149236,0.12490296282517896,0.5190318197972474,0.2960514445903256,0.6543253745122721,0.4965087326211737,0.04128968262028257,0.2747318942074381,0.5051080599149207,0.42354224919400396,0.12300293267774662,0.4858590953046889,0.3747792494244164,0.04128353853462596,0.5249966920944431,0.1461972779554433,0.045307592294578425,0.47018961550848243,0.5139057128652976,0.6485993873360747,0.42032747241005797,0.532862543404869,0.13368661252018058,0.5149521540234279,0.554852900567175,0.03983146100658405,0.040302032090707915,0.04431450130004204,0.043054964963657114,0.5327372968202502,0.2687649343019999,0.4696087563962035,0.25212711496520757,0.1254485749220381,0.006010864650113192
